target,selected_dist,distractor_level,image1,image2,correct,category,background_0,background_1,background_2,background_3,target_index,background_4,background_5
mountain_101.jpg,mountain_171.jpg,0,mountain_171.jpg,mountain_101.jpg,right,mountain,golf_course_102.jpg,mountain_101.jpg,badlands_152.jpg,playground_7.jpg,1,playground_7.jpg,playground_7.jpg
playground_219.jpg,playground_21.jpg,0,playground_21.jpg,playground_219.jpg,right,playground,highway_402.jpg,bridge_169.jpg,playground_219.jpg,mountain_26.jpg,2,mountain_26.jpg,mountain_26.jpg
playground_145.jpg,playground_242.jpg,1,playground_145.jpg,playground_242.jpg,left,playground,playground_145.jpg,highway_112.jpg,mountain_292.jpg,bridge_182.jpg,0,bridge_182.jpg,bridge_182.jpg
mountain_293.jpg,mountain_72.jpg,0,mountain_72.jpg,mountain_293.jpg,right,mountain,highway_331.jpg,bridge_64.jpg,mountain_293.jpg,golf_course_88.jpg,2,golf_course_88.jpg,golf_course_88.jpg
badlands_70.jpg,badlands_102.jpg,0,badlands_70.jpg,badlands_102.jpg,left,badlands,highway_18.jpg,badlands_70.jpg,golf_course_290.jpg,mountain_214.jpg,1,mountain_214.jpg,mountain_214.jpg
golf_course_15.jpg,golf_course_97.jpg,1,golf_course_97.jpg,golf_course_15.jpg,right,golf,bridge_179.jpg,golf_course_15.jpg,badlands_89.jpg,mountain_91.jpg,1,mountain_91.jpg,mountain_91.jpg
golf_course_195.jpg,golf_course_25.jpg,0,golf_course_195.jpg,golf_course_25.jpg,left,golf,golf_course_195.jpg,badlands_45.jpg,bridge_9.jpg,playground_36.jpg,0,playground_36.jpg,playground_36.jpg
mountain_232.jpg,mountain_54.jpg,1,mountain_232.jpg,mountain_54.jpg,left,mountain,badlands_174.jpg,mountain_232.jpg,highway_196.jpg,golf_course_57.jpg,1,golf_course_57.jpg,golf_course_57.jpg
badlands_52.jpg,badlands_94.jpg,0,badlands_52.jpg,badlands_94.jpg,left,badlands,golf_course_316.jpg,bridge_80.jpg,badlands_52.jpg,playground_70.jpg,2,playground_70.jpg,playground_70.jpg
mountain_154.jpg,mountain_131.jpg,0,mountain_154.jpg,mountain_131.jpg,left,mountain,highway_179.jpg,mountain_154.jpg,bridge_19.jpg,playground_172.jpg,1,playground_172.jpg,playground_172.jpg
bridge_250.jpg,bridge_205.jpg,1,bridge_250.jpg,bridge_205.jpg,left,bridge,playground_66.jpg,bridge_250.jpg,golf_course_128.jpg,badlands_100.jpg,1,badlands_100.jpg,badlands_100.jpg
mountain_110.jpg,mountain_157.jpg,0,mountain_110.jpg,mountain_157.jpg,left,mountain,mountain_110.jpg,badlands_153.jpg,highway_146.jpg,golf_course_159.jpg,0,golf_course_159.jpg,golf_course_159.jpg
highway_209.jpg,highway_314.jpg,0,highway_209.jpg,highway_314.jpg,left,highway,mountain_166.jpg,highway_209.jpg,bridge_120.jpg,badlands_64.jpg,1,badlands_64.jpg,badlands_64.jpg
playground_131.jpg,playground_164.jpg,1,playground_131.jpg,playground_164.jpg,left,playground,bridge_10.jpg,playground_131.jpg,mountain_307.jpg,golf_course_33.jpg,1,golf_course_33.jpg,golf_course_33.jpg
bridge_91.jpg,bridge_253.jpg,0,bridge_91.jpg,bridge_253.jpg,left,bridge,golf_course_156.jpg,bridge_91.jpg,playground_183.jpg,mountain_161.jpg,1,mountain_161.jpg,mountain_161.jpg
playground_117.jpg,playground_167.jpg,0,playground_117.jpg,playground_167.jpg,left,playground,playground_117.jpg,highway_159.jpg,badlands_136.jpg,golf_course_173.jpg,0,golf_course_173.jpg,golf_course_173.jpg
badlands_23.jpg,badlands_114.jpg,0,badlands_114.jpg,badlands_23.jpg,right,badlands,highway_99.jpg,badlands_23.jpg,mountain_126.jpg,bridge_132.jpg,1,bridge_132.jpg,bridge_132.jpg
highway_359.jpg,highway_389.jpg,0,highway_389.jpg,highway_359.jpg,right,highway,playground_116.jpg,highway_359.jpg,mountain_204.jpg,badlands_99.jpg,1,badlands_99.jpg,badlands_99.jpg
golf_course_78.jpg,golf_course_101.jpg,1,golf_course_78.jpg,golf_course_101.jpg,left,golf,badlands_142.jpg,golf_course_78.jpg,playground_200.jpg,bridge_259.jpg,1,bridge_259.jpg,bridge_259.jpg
bridge_172.jpg,bridge_17.jpg,0,bridge_172.jpg,bridge_17.jpg,left,bridge,golf_course_264.jpg,bridge_172.jpg,mountain_66.jpg,playground_191.jpg,1,playground_191.jpg,playground_191.jpg
badlands_222.jpg,badlands_62.jpg,1,badlands_222.jpg,badlands_62.jpg,left,badlands,bridge_264.jpg,mountain_228.jpg,badlands_222.jpg,highway_75.jpg,2,highway_75.jpg,highway_75.jpg
bridge_256.jpg,bridge_211.jpg,1,bridge_211.jpg,bridge_256.jpg,right,bridge,mountain_280.jpg,playground_46.jpg,bridge_256.jpg,badlands_216.jpg,2,badlands_216.jpg,badlands_216.jpg
badlands_21.jpg,badlands_98.jpg,1,badlands_21.jpg,badlands_98.jpg,left,badlands,bridge_239.jpg,mountain_224.jpg,badlands_21.jpg,playground_193.jpg,2,playground_193.jpg,playground_193.jpg
mountain_57.jpg,mountain_138.jpg,1,mountain_138.jpg,mountain_57.jpg,right,mountain,bridge_204.jpg,golf_course_122.jpg,mountain_57.jpg,playground_241.jpg,2,playground_241.jpg,playground_241.jpg
highway_415.jpg,highway_60.jpg,0,highway_415.jpg,highway_60.jpg,left,highway,golf_course_43.jpg,highway_415.jpg,bridge_52.jpg,badlands_149.jpg,1,badlands_149.jpg,badlands_149.jpg
bridge_128.jpg,bridge_61.jpg,0,bridge_61.jpg,bridge_128.jpg,right,bridge,badlands_95.jpg,highway_357.jpg,bridge_128.jpg,mountain_179.jpg,2,mountain_179.jpg,mountain_179.jpg
highway_394.jpg,highway_204.jpg,0,highway_204.jpg,highway_394.jpg,right,highway,mountain_104.jpg,highway_394.jpg,bridge_48.jpg,badlands_166.jpg,1,badlands_166.jpg,badlands_166.jpg
playground_10.jpg,playground_12.jpg,1,playground_12.jpg,playground_10.jpg,right,playground,bridge_124.jpg,highway_227.jpg,playground_10.jpg,golf_course_166.jpg,2,golf_course_166.jpg,golf_course_166.jpg
highway_93.jpg,highway_369.jpg,1,highway_93.jpg,highway_369.jpg,left,highway,golf_course_321.jpg,mountain_199.jpg,highway_93.jpg,playground_235.jpg,2,playground_235.jpg,playground_235.jpg
bridge_146.jpg,bridge_27.jpg,0,bridge_146.jpg,bridge_27.jpg,left,bridge,badlands_186.jpg,golf_course_83.jpg,bridge_146.jpg,mountain_296.jpg,2,mountain_296.jpg,mountain_296.jpg
badlands_113.jpg,badlands_203.jpg,1,badlands_203.jpg,badlands_113.jpg,right,badlands,badlands_113.jpg,highway_234.jpg,mountain_84.jpg,bridge_162.jpg,0,bridge_162.jpg,bridge_162.jpg
playground_76.jpg,playground_72.jpg,1,playground_72.jpg,playground_76.jpg,right,playground,mountain_34.jpg,playground_76.jpg,badlands_176.jpg,highway_244.jpg,1,highway_244.jpg,highway_244.jpg
golf_course_193.jpg,golf_course_235.jpg,0,golf_course_193.jpg,golf_course_235.jpg,left,golf,badlands_173.jpg,golf_course_193.jpg,bridge_2.jpg,highway_23.jpg,1,highway_23.jpg,highway_23.jpg
mountain_156.jpg,mountain_295.jpg,1,mountain_295.jpg,mountain_156.jpg,right,mountain,mountain_156.jpg,playground_259.jpg,bridge_21.jpg,golf_course_329.jpg,0,golf_course_329.jpg,golf_course_329.jpg
bridge_65.jpg,bridge_181.jpg,0,bridge_65.jpg,bridge_181.jpg,left,bridge,bridge_65.jpg,golf_course_258.jpg,highway_144.jpg,badlands_108.jpg,0,badlands_108.jpg,badlands_108.jpg
golf_course_217.jpg,golf_course_35.jpg,0,golf_course_217.jpg,golf_course_35.jpg,left,golf,badlands_104.jpg,golf_course_217.jpg,highway_88.jpg,mountain_115.jpg,1,mountain_115.jpg,mountain_115.jpg
bridge_202.jpg,bridge_31.jpg,0,bridge_31.jpg,bridge_202.jpg,right,bridge,highway_175.jpg,bridge_202.jpg,mountain_160.jpg,badlands_200.jpg,1,badlands_200.jpg,badlands_200.jpg
badlands_24.jpg,badlands_53.jpg,1,badlands_53.jpg,badlands_24.jpg,right,badlands,highway_398.jpg,bridge_177.jpg,badlands_24.jpg,mountain_202.jpg,2,mountain_202.jpg,mountain_202.jpg
highway_177.jpg,highway_87.jpg,0,highway_87.jpg,highway_177.jpg,right,highway,badlands_143.jpg,playground_52.jpg,highway_177.jpg,bridge_251.jpg,2,bridge_251.jpg,bridge_251.jpg
highway_156.jpg,highway_293.jpg,1,highway_156.jpg,highway_293.jpg,left,highway,highway_156.jpg,playground_90.jpg,bridge_218.jpg,golf_course_198.jpg,0,golf_course_198.jpg,golf_course_198.jpg
badlands_137.jpg,badlands_139.jpg,1,badlands_137.jpg,badlands_139.jpg,left,badlands,playground_3.jpg,golf_course_185.jpg,badlands_137.jpg,highway_342.jpg,2,highway_342.jpg,highway_342.jpg
playground_257.jpg,playground_215.jpg,1,playground_257.jpg,playground_215.jpg,left,playground,golf_course_319.jpg,playground_257.jpg,badlands_59.jpg,mountain_253.jpg,1,mountain_253.jpg,mountain_253.jpg
golf_course_214.jpg,golf_course_317.jpg,1,golf_course_317.jpg,golf_course_214.jpg,right,golf,mountain_105.jpg,playground_108.jpg,golf_course_214.jpg,bridge_106.jpg,2,bridge_106.jpg,bridge_106.jpg
highway_294.jpg,highway_368.jpg,1,highway_294.jpg,highway_368.jpg,left,highway,mountain_44.jpg,playground_5.jpg,highway_294.jpg,bridge_206.jpg,2,bridge_206.jpg,bridge_206.jpg
badlands_221.jpg,badlands_115.jpg,0,badlands_115.jpg,badlands_221.jpg,right,badlands,badlands_221.jpg,golf_course_320.jpg,bridge_49.jpg,highway_249.jpg,0,highway_249.jpg,highway_249.jpg
bridge_191.jpg,bridge_75.jpg,1,bridge_191.jpg,bridge_75.jpg,left,bridge,golf_course_27.jpg,playground_264.jpg,bridge_191.jpg,mountain_21.jpg,2,mountain_21.jpg,mountain_21.jpg
bridge_108.jpg,bridge_116.jpg,0,bridge_116.jpg,bridge_108.jpg,right,bridge,highway_263.jpg,golf_course_229.jpg,bridge_108.jpg,mountain_235.jpg,2,mountain_235.jpg,mountain_235.jpg
playground_60.jpg,playground_268.jpg,0,playground_268.jpg,playground_60.jpg,right,playground,bridge_47.jpg,playground_60.jpg,badlands_226.jpg,golf_course_42.jpg,1,golf_course_42.jpg,golf_course_42.jpg
playground_240.jpg,playground_40.jpg,1,playground_40.jpg,playground_240.jpg,right,playground,mountain_68.jpg,golf_course_1.jpg,playground_240.jpg,highway_147.jpg,2,highway_147.jpg,highway_147.jpg
badlands_184.jpg,badlands_103.jpg,1,badlands_184.jpg,badlands_103.jpg,left,badlands,badlands_184.jpg,mountain_15.jpg,playground_123.jpg,bridge_103.jpg,0,bridge_103.jpg,bridge_103.jpg
golf_course_309.jpg,golf_course_209.jpg,1,golf_course_209.jpg,golf_course_309.jpg,right,golf,badlands_130.jpg,golf_course_309.jpg,playground_178.jpg,highway_166.jpg,1,highway_166.jpg,highway_166.jpg
