target,selected_dist,distractor_level,image1,image2,correct,category,background_0,background_1,background_2,background_3,target_index,background_4,background_5
highway_415.jpg,highway_60.jpg,0,highway_60.jpg,highway_415.jpg,right,highway,highway_415.jpg,playground_13.jpg,golf_course_290.jpg,bridge_34.jpg,0,bridge_34.jpg,bridge_34.jpg
playground_240.jpg,playground_40.jpg,1,playground_240.jpg,playground_40.jpg,left,playground,badlands_149.jpg,bridge_251.jpg,playground_240.jpg,mountain_280.jpg,2,mountain_280.jpg,mountain_280.jpg
mountain_232.jpg,mountain_54.jpg,1,mountain_232.jpg,mountain_54.jpg,left,mountain,playground_5.jpg,badlands_54.jpg,mountain_232.jpg,highway_398.jpg,2,highway_398.jpg,highway_398.jpg
mountain_230.jpg,mountain_184.jpg,0,mountain_184.jpg,mountain_230.jpg,right,mountain,badlands_75.jpg,mountain_230.jpg,playground_193.jpg,bridge_18.jpg,1,bridge_18.jpg,bridge_18.jpg
badlands_184.jpg,badlands_228.jpg,0,badlands_184.jpg,badlands_228.jpg,left,badlands,badlands_184.jpg,golf_course_319.jpg,bridge_257.jpg,mountain_179.jpg,0,mountain_179.jpg,mountain_179.jpg
mountain_110.jpg,mountain_223.jpg,1,mountain_223.jpg,mountain_110.jpg,right,mountain,mountain_110.jpg,bridge_106.jpg,playground_200.jpg,golf_course_152.jpg,0,golf_course_152.jpg,golf_course_152.jpg
golf_course_188.jpg,golf_course_157.jpg,0,golf_course_157.jpg,golf_course_188.jpg,right,golf,golf_course_188.jpg,highway_263.jpg,mountain_4.jpg,bridge_204.jpg,0,bridge_204.jpg,bridge_204.jpg
bridge_91.jpg,bridge_82.jpg,1,bridge_82.jpg,bridge_91.jpg,right,bridge,highway_99.jpg,golf_course_27.jpg,bridge_91.jpg,badlands_177.jpg,2,badlands_177.jpg,badlands_177.jpg
badlands_24.jpg,badlands_3.jpg,0,badlands_24.jpg,badlands_3.jpg,left,badlands,badlands_24.jpg,bridge_158.jpg,highway_196.jpg,mountain_228.jpg,0,mountain_228.jpg,mountain_228.jpg
playground_76.jpg,playground_22.jpg,0,playground_22.jpg,playground_76.jpg,right,playground,badlands_89.jpg,playground_76.jpg,mountain_26.jpg,bridge_103.jpg,1,bridge_103.jpg,bridge_103.jpg
badlands_52.jpg,badlands_94.jpg,0,badlands_52.jpg,badlands_94.jpg,left,badlands,badlands_52.jpg,bridge_21.jpg,mountain_84.jpg,highway_88.jpg,0,highway_88.jpg,highway_88.jpg
mountain_57.jpg,mountain_138.jpg,1,mountain_138.jpg,mountain_57.jpg,right,mountain,golf_course_329.jpg,mountain_57.jpg,badlands_35.jpg,playground_42.jpg,1,playground_42.jpg,playground_42.jpg
golf_course_78.jpg,golf_course_101.jpg,1,golf_course_101.jpg,golf_course_78.jpg,right,golf,golf_course_78.jpg,badlands_210.jpg,mountain_115.jpg,highway_18.jpg,0,highway_18.jpg,highway_18.jpg
badlands_137.jpg,badlands_194.jpg,0,badlands_194.jpg,badlands_137.jpg,right,badlands,bridge_263.jpg,badlands_137.jpg,golf_course_52.jpg,playground_183.jpg,1,playground_183.jpg,playground_183.jpg
golf_course_193.jpg,golf_course_235.jpg,0,golf_course_193.jpg,golf_course_235.jpg,left,golf,playground_259.jpg,golf_course_193.jpg,badlands_108.jpg,mountain_44.jpg,1,mountain_44.jpg,mountain_44.jpg
highway_156.jpg,highway_293.jpg,1,highway_293.jpg,highway_156.jpg,right,highway,highway_156.jpg,playground_249.jpg,badlands_38.jpg,mountain_199.jpg,0,mountain_199.jpg,mountain_199.jpg
bridge_128.jpg,bridge_61.jpg,0,bridge_61.jpg,bridge_128.jpg,right,bridge,bridge_128.jpg,highway_75.jpg,badlands_27.jpg,playground_103.jpg,0,playground_103.jpg,playground_103.jpg
mountain_154.jpg,mountain_131.jpg,0,mountain_154.jpg,mountain_131.jpg,left,mountain,mountain_154.jpg,bridge_182.jpg,highway_159.jpg,golf_course_128.jpg,0,golf_course_128.jpg,golf_course_128.jpg
golf_course_214.jpg,golf_course_312.jpg,0,golf_course_214.jpg,golf_course_312.jpg,left,golf,playground_6.jpg,highway_11.jpg,golf_course_214.jpg,mountain_105.jpg,2,mountain_105.jpg,mountain_105.jpg
mountain_101.jpg,mountain_221.jpg,1,mountain_101.jpg,mountain_221.jpg,left,mountain,mountain_101.jpg,bridge_48.jpg,badlands_30.jpg,highway_248.jpg,0,highway_248.jpg,highway_248.jpg
badlands_222.jpg,badlands_62.jpg,1,badlands_222.jpg,badlands_62.jpg,left,badlands,golf_course_33.jpg,badlands_222.jpg,bridge_26.jpg,highway_325.jpg,1,highway_325.jpg,highway_325.jpg
bridge_250.jpg,bridge_205.jpg,1,bridge_250.jpg,bridge_205.jpg,left,bridge,mountain_15.jpg,bridge_250.jpg,badlands_153.jpg,playground_25.jpg,1,playground_25.jpg,playground_25.jpg
playground_257.jpg,playground_215.jpg,1,playground_215.jpg,playground_257.jpg,right,playground,golf_course_325.jpg,playground_257.jpg,bridge_206.jpg,highway_261.jpg,1,highway_261.jpg,highway_261.jpg
