target,selected_dist,distractor_level,image1,image2,correct,category,background_0,background_1,background_2,background_3,target_index,background_4,background_5
bridge_250.jpg,bridge_205.jpg,1,bridge_205.jpg,bridge_250.jpg,right,bridge,mountain_253.jpg,bridge_250.jpg,playground_52.jpg,golf_course_329.jpg,1,golf_course_329.jpg,golf_course_329.jpg
highway_294.jpg,highway_203.jpg,0,highway_203.jpg,highway_294.jpg,right,highway,highway_294.jpg,golf_course_173.jpg,bridge_19.jpg,badlands_149.jpg,0,badlands_149.jpg,badlands_149.jpg
golf_course_78.jpg,golf_course_101.jpg,1,golf_course_78.jpg,golf_course_101.jpg,left,golf,badlands_177.jpg,bridge_177.jpg,golf_course_78.jpg,mountain_292.jpg,2,mountain_292.jpg,mountain_292.jpg
mountain_293.jpg,mountain_47.jpg,1,mountain_47.jpg,mountain_293.jpg,right,mountain,playground_13.jpg,mountain_293.jpg,badlands_95.jpg,golf_course_264.jpg,1,golf_course_264.jpg,golf_course_264.jpg
playground_144.jpg,playground_137.jpg,0,playground_137.jpg,playground_144.jpg,right,playground,mountain_199.jpg,highway_357.jpg,playground_144.jpg,golf_course_206.jpg,2,golf_course_206.jpg,golf_course_206.jpg
bridge_191.jpg,bridge_184.jpg,0,bridge_191.jpg,bridge_184.jpg,left,bridge,highway_146.jpg,golf_course_83.jpg,bridge_191.jpg,mountain_44.jpg,2,mountain_44.jpg,mountain_44.jpg
golf_course_217.jpg,golf_course_262.jpg,1,golf_course_262.jpg,golf_course_217.jpg,right,golf,highway_159.jpg,golf_course_217.jpg,badlands_152.jpg,mountain_204.jpg,1,mountain_204.jpg,mountain_204.jpg
bridge_128.jpg,bridge_61.jpg,0,bridge_128.jpg,bridge_61.jpg,left,bridge,bridge_128.jpg,highway_319.jpg,playground_183.jpg,mountain_115.jpg,0,mountain_115.jpg,mountain_115.jpg
bridge_202.jpg,bridge_38.jpg,1,bridge_38.jpg,bridge_202.jpg,right,bridge,badlands_58.jpg,bridge_202.jpg,golf_course_58.jpg,mountain_235.jpg,1,mountain_235.jpg,mountain_235.jpg
golf_course_193.jpg,golf_course_235.jpg,0,golf_course_193.jpg,golf_course_235.jpg,left,golf,badlands_173.jpg,mountain_166.jpg,golf_course_193.jpg,playground_42.jpg,2,playground_42.jpg,playground_42.jpg
badlands_23.jpg,badlands_101.jpg,1,badlands_23.jpg,badlands_101.jpg,left,badlands,playground_41.jpg,badlands_23.jpg,mountain_126.jpg,highway_18.jpg,1,highway_18.jpg,highway_18.jpg
golf_course_87.jpg,golf_course_130.jpg,0,golf_course_87.jpg,golf_course_130.jpg,left,golf,highway_402.jpg,bridge_9.jpg,golf_course_87.jpg,mountain_21.jpg,2,mountain_21.jpg,mountain_21.jpg
