target,selected_dist,distractor_level,image1,image2,correct,category,background_0,background_1,background_2,background_3,target_index,background_4,background_5
mountain_156.jpg,mountain_295.jpg,1,mountain_156.jpg,mountain_295.jpg,left,mountain,badlands_180.jpg,mountain_156.jpg,golf_course_290.jpg,bridge_47.jpg,1,bridge_47.jpg,bridge_47.jpg
golf_course_195.jpg,golf_course_2.jpg,1,golf_course_195.jpg,golf_course_2.jpg,left,golf,badlands_27.jpg,golf_course_195.jpg,playground_5.jpg,bridge_120.jpg,1,bridge_120.jpg,bridge_120.jpg
highway_415.jpg,highway_174.jpg,1,highway_174.jpg,highway_415.jpg,right,highway,golf_course_122.jpg,highway_415.jpg,playground_172.jpg,bridge_158.jpg,1,bridge_158.jpg,bridge_158.jpg
playground_131.jpg,playground_43.jpg,0,playground_43.jpg,playground_131.jpg,right,playground,mountain_280.jpg,highway_248.jpg,playground_131.jpg,golf_course_43.jpg,2,golf_course_43.jpg,golf_course_43.jpg
mountain_293.jpg,mountain_47.jpg,1,mountain_47.jpg,mountain_293.jpg,right,mountain,golf_course_57.jpg,mountain_293.jpg,highway_179.jpg,bridge_49.jpg,1,bridge_49.jpg,bridge_49.jpg
badlands_113.jpg,badlands_203.jpg,1,badlands_203.jpg,badlands_113.jpg,right,badlands,golf_course_329.jpg,badlands_113.jpg,playground_6.jpg,highway_13.jpg,1,highway_13.jpg,highway_13.jpg
playground_60.jpg,playground_268.jpg,0,playground_60.jpg,playground_268.jpg,left,playground,badlands_210.jpg,playground_60.jpg,mountain_132.jpg,bridge_218.jpg,1,bridge_218.jpg,bridge_218.jpg
golf_course_78.jpg,golf_course_134.jpg,0,golf_course_134.jpg,golf_course_78.jpg,right,golf,golf_course_78.jpg,bridge_169.jpg,badlands_75.jpg,highway_166.jpg,0,highway_166.jpg,highway_166.jpg
bridge_202.jpg,bridge_31.jpg,0,bridge_202.jpg,bridge_31.jpg,left,bridge,highway_18.jpg,badlands_99.jpg,bridge_202.jpg,playground_158.jpg,2,playground_158.jpg,playground_158.jpg
bridge_250.jpg,bridge_205.jpg,1,bridge_250.jpg,bridge_205.jpg,left,bridge,badlands_45.jpg,highway_114.jpg,bridge_250.jpg,golf_course_229.jpg,2,golf_course_229.jpg,golf_course_229.jpg
bridge_256.jpg,bridge_211.jpg,1,bridge_211.jpg,bridge_256.jpg,right,bridge,highway_175.jpg,bridge_256.jpg,golf_course_198.jpg,mountain_214.jpg,1,mountain_214.jpg,mountain_214.jpg
playground_257.jpg,playground_215.jpg,1,playground_257.jpg,playground_215.jpg,left,playground,badlands_30.jpg,playground_257.jpg,golf_course_204.jpg,highway_99.jpg,1,highway_99.jpg,highway_99.jpg
mountain_154.jpg,mountain_95.jpg,1,mountain_154.jpg,mountain_95.jpg,left,mountain,mountain_154.jpg,highway_37.jpg,playground_193.jpg,golf_course_260.jpg,0,golf_course_260.jpg,golf_course_260.jpg
