target,selected_dist,distractor_level,image1,image2,correct,category,background_0,background_1,background_2,background_3,target_index,background_4,background_5
golf_course_331.jpg,golf_course_114.jpg,0,golf_course_331.jpg,golf_course_114.jpg,left,golf,golf_course_331.jpg,mountain_68.jpg,bridge_103.jpg,playground_25.jpg,0,playground_25.jpg,playground_25.jpg
playground_117.jpg,playground_127.jpg,1,playground_117.jpg,playground_127.jpg,left,playground,mountain_44.jpg,bridge_19.jpg,playground_117.jpg,golf_course_152.jpg,2,golf_course_152.jpg,golf_course_152.jpg
bridge_91.jpg,bridge_82.jpg,1,bridge_82.jpg,bridge_91.jpg,right,bridge,bridge_91.jpg,badlands_143.jpg,playground_46.jpg,highway_342.jpg,0,highway_342.jpg,highway_342.jpg
mountain_57.jpg,mountain_193.jpg,0,mountain_193.jpg,mountain_57.jpg,right,mountain,bridge_179.jpg,playground_191.jpg,mountain_57.jpg,badlands_75.jpg,2,badlands_75.jpg,badlands_75.jpg
highway_209.jpg,highway_122.jpg,1,highway_209.jpg,highway_122.jpg,left,highway,playground_52.jpg,golf_course_21.jpg,highway_209.jpg,bridge_123.jpg,2,bridge_123.jpg,bridge_123.jpg
mountain_230.jpg,mountain_97.jpg,1,mountain_230.jpg,mountain_97.jpg,left,mountain,bridge_26.jpg,mountain_230.jpg,badlands_177.jpg,golf_course_88.jpg,1,golf_course_88.jpg,golf_course_88.jpg
playground_131.jpg,playground_164.jpg,1,playground_164.jpg,playground_131.jpg,right,playground,playground_131.jpg,mountain_105.jpg,golf_course_57.jpg,bridge_257.jpg,0,bridge_257.jpg,bridge_257.jpg
golf_course_193.jpg,golf_course_235.jpg,0,golf_course_235.jpg,golf_course_193.jpg,right,golf,mountain_111.jpg,golf_course_193.jpg,bridge_47.jpg,playground_7.jpg,1,playground_7.jpg,playground_7.jpg
golf_course_78.jpg,golf_course_101.jpg,1,golf_course_78.jpg,golf_course_101.jpg,left,golf,playground_168.jpg,golf_course_78.jpg,bridge_52.jpg,badlands_38.jpg,1,badlands_38.jpg,badlands_38.jpg
bridge_65.jpg,bridge_181.jpg,0,bridge_181.jpg,bridge_65.jpg,right,bridge,playground_13.jpg,golf_course_27.jpg,bridge_65.jpg,badlands_95.jpg,2,badlands_95.jpg,badlands_95.jpg
mountain_101.jpg,mountain_221.jpg,1,mountain_221.jpg,mountain_101.jpg,right,mountain,mountain_101.jpg,playground_200.jpg,badlands_193.jpg,highway_261.jpg,0,highway_261.jpg,highway_261.jpg
highway_273.jpg,highway_384.jpg,0,highway_384.jpg,highway_273.jpg,right,highway,playground_158.jpg,highway_273.jpg,bridge_25.jpg,mountain_162.jpg,1,mountain_162.jpg,mountain_162.jpg
