target,selected_dist,distractor_level,image1,image2,correct,category,background_0,background_1,background_2,background_3,target_index,background_4,background_5
golf_course_214.jpg,golf_course_317.jpg,1,golf_course_317.jpg,golf_course_214.jpg,right,golf,mountain_160.jpg,badlands_108.jpg,golf_course_214.jpg,bridge_106.jpg,2,bridge_106.jpg,bridge_106.jpg
highway_177.jpg,highway_87.jpg,0,highway_87.jpg,highway_177.jpg,right,highway,mountain_26.jpg,highway_177.jpg,playground_6.jpg,golf_course_258.jpg,1,golf_course_258.jpg,golf_course_258.jpg
mountain_156.jpg,mountain_295.jpg,1,mountain_295.jpg,mountain_156.jpg,right,mountain,mountain_156.jpg,highway_331.jpg,golf_course_229.jpg,playground_41.jpg,0,playground_41.jpg,playground_41.jpg
mountain_230.jpg,mountain_184.jpg,0,mountain_184.jpg,mountain_230.jpg,right,mountain,highway_117.jpg,golf_course_290.jpg,mountain_230.jpg,badlands_2.jpg,2,badlands_2.jpg,badlands_2.jpg
playground_257.jpg,playground_215.jpg,1,playground_215.jpg,playground_257.jpg,right,playground,highway_18.jpg,golf_course_88.jpg,playground_257.jpg,mountain_162.jpg,2,mountain_162.jpg,mountain_162.jpg
playground_10.jpg,playground_122.jpg,0,playground_122.jpg,playground_10.jpg,right,playground,badlands_149.jpg,golf_course_128.jpg,playground_10.jpg,mountain_104.jpg,2,mountain_104.jpg,mountain_104.jpg
playground_131.jpg,playground_43.jpg,0,playground_43.jpg,playground_131.jpg,right,playground,mountain_15.jpg,golf_course_185.jpg,playground_131.jpg,badlands_38.jpg,2,badlands_38.jpg,badlands_38.jpg
highway_415.jpg,highway_60.jpg,0,highway_415.jpg,highway_60.jpg,left,highway,mountain_253.jpg,badlands_186.jpg,highway_415.jpg,golf_course_302.jpg,2,golf_course_302.jpg,golf_course_302.jpg
highway_273.jpg,highway_384.jpg,0,highway_273.jpg,highway_384.jpg,left,highway,playground_235.jpg,mountain_296.jpg,highway_273.jpg,bridge_177.jpg,2,bridge_177.jpg,bridge_177.jpg
bridge_172.jpg,bridge_163.jpg,1,bridge_172.jpg,bridge_163.jpg,left,bridge,highway_166.jpg,bridge_172.jpg,badlands_153.jpg,mountain_228.jpg,1,mountain_228.jpg,mountain_228.jpg
