target,selected_dist,distractor_level,image1,image2,correct,category,background_0,background_1,background_2,background_3,target_index,background_4,background_5
playground_76.jpg,playground_22.jpg,0,playground_76.jpg,playground_22.jpg,left,playground,highway_175.jpg,mountain_296.jpg,playground_76.jpg,bridge_64.jpg,2,bridge_64.jpg,bridge_64.jpg
mountain_293.jpg,mountain_47.jpg,1,mountain_293.jpg,mountain_47.jpg,left,mountain,mountain_293.jpg,golf_course_88.jpg,playground_3.jpg,badlands_152.jpg,0,badlands_152.jpg,badlands_152.jpg
golf_course_15.jpg,golf_course_113.jpg,0,golf_course_15.jpg,golf_course_113.jpg,left,golf,golf_course_15.jpg,badlands_2.jpg,mountain_228.jpg,playground_158.jpg,0,playground_158.jpg,playground_158.jpg
badlands_184.jpg,badlands_103.jpg,1,badlands_184.jpg,badlands_103.jpg,left,badlands,bridge_179.jpg,highway_18.jpg,badlands_184.jpg,mountain_160.jpg,2,mountain_160.jpg,mountain_160.jpg
mountain_156.jpg,mountain_128.jpg,0,mountain_128.jpg,mountain_156.jpg,right,mountain,golf_course_264.jpg,playground_13.jpg,mountain_156.jpg,bridge_162.jpg,2,bridge_162.jpg,bridge_162.jpg
playground_117.jpg,playground_127.jpg,1,playground_127.jpg,playground_117.jpg,right,playground,playground_117.jpg,badlands_108.jpg,mountain_126.jpg,highway_325.jpg,0,highway_325.jpg,highway_325.jpg
bridge_191.jpg,bridge_75.jpg,1,bridge_191.jpg,bridge_75.jpg,left,bridge,highway_244.jpg,bridge_191.jpg,playground_52.jpg,badlands_200.jpg,1,badlands_200.jpg,badlands_200.jpg
highway_93.jpg,highway_369.jpg,1,highway_93.jpg,highway_369.jpg,left,highway,highway_93.jpg,golf_course_198.jpg,bridge_9.jpg,playground_70.jpg,0,playground_70.jpg,playground_70.jpg
playground_131.jpg,playground_43.jpg,0,playground_131.jpg,playground_43.jpg,left,playground,badlands_142.jpg,golf_course_33.jpg,playground_131.jpg,highway_301.jpg,2,highway_301.jpg,highway_301.jpg
playground_60.jpg,playground_244.jpg,1,playground_244.jpg,playground_60.jpg,right,playground,badlands_54.jpg,playground_60.jpg,highway_234.jpg,bridge_158.jpg,1,bridge_158.jpg,bridge_158.jpg
playground_219.jpg,playground_21.jpg,0,playground_21.jpg,playground_219.jpg,right,playground,badlands_186.jpg,mountain_26.jpg,playground_219.jpg,highway_179.jpg,2,highway_179.jpg,highway_179.jpg
playground_10.jpg,playground_12.jpg,1,playground_10.jpg,playground_12.jpg,left,playground,badlands_31.jpg,mountain_115.jpg,playground_10.jpg,bridge_218.jpg,2,bridge_218.jpg,bridge_218.jpg
highway_294.jpg,highway_203.jpg,0,highway_294.jpg,highway_203.jpg,left,highway,golf_course_58.jpg,mountain_104.jpg,highway_294.jpg,badlands_59.jpg,2,badlands_59.jpg,badlands_59.jpg
bridge_91.jpg,bridge_253.jpg,0,bridge_253.jpg,bridge_91.jpg,right,bridge,mountain_91.jpg,bridge_91.jpg,golf_course_122.jpg,badlands_27.jpg,1,badlands_27.jpg,badlands_27.jpg
highway_394.jpg,highway_204.jpg,0,highway_204.jpg,highway_394.jpg,right,highway,playground_54.jpg,golf_course_334.jpg,highway_394.jpg,bridge_80.jpg,2,bridge_80.jpg,bridge_80.jpg
highway_359.jpg,highway_389.jpg,0,highway_359.jpg,highway_389.jpg,left,highway,highway_359.jpg,mountain_301.jpg,bridge_2.jpg,playground_172.jpg,0,playground_172.jpg,playground_172.jpg
bridge_250.jpg,bridge_205.jpg,1,bridge_250.jpg,bridge_205.jpg,left,bridge,highway_227.jpg,bridge_250.jpg,badlands_173.jpg,mountain_107.jpg,1,mountain_107.jpg,mountain_107.jpg
golf_course_217.jpg,golf_course_35.jpg,0,golf_course_217.jpg,golf_course_35.jpg,left,golf,badlands_136.jpg,playground_123.jpg,golf_course_217.jpg,mountain_71.jpg,2,mountain_71.jpg,mountain_71.jpg
playground_240.jpg,playground_2.jpg,0,playground_240.jpg,playground_2.jpg,left,playground,golf_course_156.jpg,playground_240.jpg,mountain_15.jpg,bridge_130.jpg,1,bridge_130.jpg,bridge_130.jpg
badlands_21.jpg,badlands_98.jpg,1,badlands_21.jpg,badlands_98.jpg,left,badlands,golf_course_290.jpg,bridge_204.jpg,badlands_21.jpg,highway_357.jpg,2,highway_357.jpg,highway_357.jpg
highway_177.jpg,highway_87.jpg,0,highway_177.jpg,highway_87.jpg,left,highway,bridge_132.jpg,mountain_212.jpg,highway_177.jpg,badlands_174.jpg,2,badlands_174.jpg,badlands_174.jpg
golf_course_195.jpg,golf_course_2.jpg,1,golf_course_195.jpg,golf_course_2.jpg,left,golf,bridge_230.jpg,golf_course_195.jpg,playground_200.jpg,badlands_130.jpg,1,badlands_130.jpg,badlands_130.jpg
bridge_65.jpg,bridge_60.jpg,1,bridge_65.jpg,bridge_60.jpg,left,bridge,bridge_65.jpg,golf_course_128.jpg,playground_95.jpg,highway_75.jpg,0,highway_75.jpg,highway_75.jpg
golf_course_193.jpg,golf_course_235.jpg,0,golf_course_235.jpg,golf_course_193.jpg,right,golf,badlands_58.jpg,mountain_224.jpg,golf_course_193.jpg,playground_191.jpg,2,playground_191.jpg,playground_191.jpg
bridge_202.jpg,bridge_31.jpg,0,bridge_202.jpg,bridge_31.jpg,left,bridge,bridge_202.jpg,playground_5.jpg,mountain_199.jpg,highway_342.jpg,0,highway_342.jpg,highway_342.jpg
golf_course_309.jpg,golf_course_16.jpg,0,golf_course_16.jpg,golf_course_309.jpg,right,golf,golf_course_309.jpg,highway_331.jpg,playground_116.jpg,bridge_103.jpg,0,bridge_103.jpg,bridge_103.jpg
golf_course_214.jpg,golf_course_317.jpg,1,golf_course_214.jpg,golf_course_317.jpg,left,golf,golf_course_214.jpg,highway_117.jpg,playground_30.jpg,bridge_169.jpg,0,bridge_169.jpg,bridge_169.jpg
golf_course_78.jpg,golf_course_101.jpg,1,golf_course_78.jpg,golf_course_101.jpg,left,golf,bridge_26.jpg,badlands_149.jpg,golf_course_78.jpg,playground_183.jpg,2,playground_183.jpg,playground_183.jpg
bridge_108.jpg,bridge_148.jpg,1,bridge_148.jpg,bridge_108.jpg,right,bridge,bridge_108.jpg,golf_course_42.jpg,mountain_280.jpg,badlands_166.jpg,0,badlands_166.jpg,badlands_166.jpg
mountain_110.jpg,mountain_157.jpg,0,mountain_157.jpg,mountain_110.jpg,right,mountain,mountain_110.jpg,golf_course_159.jpg,highway_249.jpg,badlands_100.jpg,0,badlands_100.jpg,badlands_100.jpg
highway_156.jpg,highway_293.jpg,1,highway_293.jpg,highway_156.jpg,right,highway,playground_6.jpg,mountain_202.jpg,highway_156.jpg,golf_course_258.jpg,2,golf_course_258.jpg,golf_course_258.jpg
mountain_123.jpg,mountain_189.jpg,1,mountain_123.jpg,mountain_189.jpg,left,mountain,golf_course_83.jpg,playground_103.jpg,mountain_123.jpg,bridge_182.jpg,2,bridge_182.jpg,bridge_182.jpg
badlands_137.jpg,badlands_139.jpg,1,badlands_137.jpg,badlands_139.jpg,left,badlands,badlands_137.jpg,playground_235.jpg,bridge_25.jpg,golf_course_316.jpg,0,golf_course_316.jpg,golf_course_316.jpg
badlands_221.jpg,badlands_115.jpg,0,badlands_221.jpg,badlands_115.jpg,left,badlands,badlands_221.jpg,highway_114.jpg,bridge_259.jpg,golf_course_185.jpg,0,golf_course_185.jpg,golf_course_185.jpg
playground_144.jpg,playground_65.jpg,1,playground_65.jpg,playground_144.jpg,right,playground,golf_course_229.jpg,playground_144.jpg,mountain_34.jpg,bridge_106.jpg,1,bridge_106.jpg,bridge_106.jpg
mountain_101.jpg,mountain_171.jpg,0,mountain_101.jpg,mountain_171.jpg,left,mountain,mountain_101.jpg,bridge_206.jpg,playground_264.jpg,badlands_153.jpg,0,badlands_153.jpg,badlands_153.jpg
badlands_52.jpg,badlands_63.jpg,1,badlands_63.jpg,badlands_52.jpg,right,badlands,golf_course_166.jpg,badlands_52.jpg,highway_25.jpg,bridge_48.jpg,1,bridge_48.jpg,bridge_48.jpg
playground_257.jpg,playground_214.jpg,0,playground_257.jpg,playground_214.jpg,left,playground,golf_course_152.jpg,playground_257.jpg,bridge_124.jpg,highway_336.jpg,1,highway_336.jpg,highway_336.jpg
mountain_230.jpg,mountain_184.jpg,0,mountain_230.jpg,mountain_184.jpg,left,mountain,mountain_230.jpg,playground_66.jpg,highway_263.jpg,badlands_180.jpg,0,badlands_180.jpg,badlands_180.jpg
bridge_128.jpg,bridge_244.jpg,1,bridge_244.jpg,bridge_128.jpg,right,bridge,badlands_226.jpg,playground_124.jpg,bridge_128.jpg,mountain_204.jpg,2,mountain_204.jpg,mountain_204.jpg
highway_415.jpg,highway_174.jpg,1,highway_415.jpg,highway_174.jpg,left,highway,bridge_239.jpg,highway_415.jpg,playground_209.jpg,mountain_162.jpg,1,mountain_162.jpg,mountain_162.jpg
highway_209.jpg,highway_314.jpg,0,highway_314.jpg,highway_209.jpg,right,highway,mountain_166.jpg,bridge_21.jpg,highway_209.jpg,playground_241.jpg,2,playground_241.jpg,playground_241.jpg
golf_course_87.jpg,golf_course_161.jpg,1,golf_course_161.jpg,golf_course_87.jpg,right,golf,mountain_68.jpg,playground_168.jpg,golf_course_87.jpg,highway_13.jpg,2,highway_13.jpg,highway_13.jpg
bridge_146.jpg,bridge_121.jpg,1,bridge_121.jpg,bridge_146.jpg,right,bridge,golf_course_319.jpg,badlands_75.jpg,bridge_146.jpg,highway_112.jpg,2,highway_112.jpg,highway_112.jpg
golf_course_188.jpg,golf_course_160.jpg,1,golf_course_160.jpg,golf_course_188.jpg,right,golf,playground_178.jpg,golf_course_188.jpg,highway_196.jpg,mountain_179.jpg,1,mountain_179.jpg,mountain_179.jpg
badlands_24.jpg,badlands_3.jpg,0,badlands_3.jpg,badlands_24.jpg,right,badlands,mountain_253.jpg,highway_144.jpg,badlands_24.jpg,playground_42.jpg,2,playground_42.jpg,playground_42.jpg
highway_245.jpg,highway_134.jpg,0,highway_134.jpg,highway_245.jpg,right,highway,highway_245.jpg,playground_77.jpg,mountain_161.jpg,badlands_143.jpg,0,badlands_143.jpg,badlands_143.jpg
badlands_113.jpg,badlands_225.jpg,0,badlands_225.jpg,badlands_113.jpg,right,badlands,badlands_113.jpg,playground_41.jpg,bridge_49.jpg,golf_course_43.jpg,0,golf_course_43.jpg,golf_course_43.jpg
mountain_154.jpg,mountain_131.jpg,0,mountain_154.jpg,mountain_131.jpg,left,mountain,playground_249.jpg,mountain_154.jpg,badlands_220.jpg,highway_146.jpg,1,highway_146.jpg,highway_146.jpg
golf_course_331.jpg,golf_course_26.jpg,1,golf_course_331.jpg,golf_course_26.jpg,left,golf,playground_259.jpg,golf_course_331.jpg,mountain_307.jpg,highway_319.jpg,1,highway_319.jpg,highway_319.jpg
playground_145.jpg,playground_242.jpg,1,playground_242.jpg,playground_145.jpg,right,playground,playground_145.jpg,golf_course_204.jpg,badlands_95.jpg,bridge_34.jpg,0,bridge_34.jpg,bridge_34.jpg
highway_273.jpg,highway_384.jpg,0,highway_384.jpg,highway_273.jpg,right,highway,golf_course_329.jpg,highway_273.jpg,badlands_193.jpg,mountain_235.jpg,1,mountain_235.jpg,mountain_235.jpg
badlands_222.jpg,badlands_62.jpg,1,badlands_222.jpg,badlands_62.jpg,left,badlands,bridge_52.jpg,golf_course_173.jpg,badlands_222.jpg,highway_99.jpg,2,highway_99.jpg,highway_99.jpg
mountain_222.jpg,mountain_244.jpg,0,mountain_222.jpg,mountain_244.jpg,left,mountain,badlands_38.jpg,mountain_222.jpg,highway_23.jpg,golf_course_302.jpg,1,golf_course_302.jpg,golf_course_302.jpg
badlands_23.jpg,badlands_101.jpg,1,badlands_23.jpg,badlands_101.jpg,left,badlands,badlands_23.jpg,highway_37.jpg,golf_course_21.jpg,bridge_47.jpg,0,bridge_47.jpg,bridge_47.jpg
bridge_172.jpg,bridge_163.jpg,1,bridge_172.jpg,bridge_163.jpg,left,bridge,golf_course_1.jpg,mountain_105.jpg,bridge_172.jpg,highway_166.jpg,2,highway_166.jpg,highway_166.jpg
mountain_232.jpg,mountain_54.jpg,1,mountain_54.jpg,mountain_232.jpg,right,mountain,mountain_232.jpg,bridge_120.jpg,playground_108.jpg,golf_course_60.jpg,0,golf_course_60.jpg,golf_course_60.jpg
bridge_256.jpg,bridge_54.jpg,0,bridge_54.jpg,bridge_256.jpg,right,bridge,bridge_256.jpg,highway_248.jpg,golf_course_320.jpg,badlands_177.jpg,0,badlands_177.jpg,badlands_177.jpg
badlands_70.jpg,badlands_102.jpg,0,badlands_102.jpg,badlands_70.jpg,right,badlands,golf_course_102.jpg,mountain_66.jpg,badlands_70.jpg,highway_398.jpg,2,highway_398.jpg,highway_398.jpg
mountain_57.jpg,mountain_193.jpg,0,mountain_193.jpg,mountain_57.jpg,right,mountain,bridge_10.jpg,playground_181.jpg,mountain_57.jpg,highway_159.jpg,2,highway_159.jpg,highway_159.jpg
