image1,image2,level_0,level_1,level_2,level_3,level_4,level_5,level_6,model,category1,category2,mean_network_sim,numeric_image1,numeric_image2,distractor_level
playground_22.jpg,playground_76.jpg,0.5556647,0.40155804,0.29745528,0.2903053,0.31551,0.4811657,0.48051444,VGG,playground,playground,0.4031676371428571,197,8,0
playground_72.jpg,playground_76.jpg,0.3280601,0.3194797,0.24466594,0.22502774,0.29850245,0.5204085,0.65370494,VGG,playground,playground,0.3699784814285714,102,8,1
playground_214.jpg,playground_257.jpg,0.48557872,0.3963544,0.28373337,0.26363677,0.19344766,0.28353524,0.27781639,VGG,playground,playground,0.31201465,185,31,0
playground_215.jpg,playground_257.jpg,0.21885386,0.1944965,0.1495813,0.110681854,0.11200462,0.3196931,0.44320244,VGG,playground,playground,0.22121623914285715,157,31,1
playground_137.jpg,playground_144.jpg,0.42559516,0.33511397,0.24731202,0.18382397,0.14190197,0.2016542,0.1158375,VGG,playground,playground,0.23589125571428568,42,44,0
playground_144.jpg,playground_65.jpg,0.38828796,0.33108786,0.23700297,0.17609589,0.17183396,0.5176936,0.6674246,VGG,playground,playground,0.3556324057142857,44,140,1
playground_21.jpg,playground_219.jpg,0.43313718,0.35427776,0.2605611,0.22670509,0.19158973,0.24074945,0.2439212,VGG,playground,playground,0.27870593,69,47,0
playground_205.jpg,playground_219.jpg,0.32994273,0.28439558,0.17694187,0.09648075,0.077159196,0.3813011,0.6050768,VGG,playground,playground,0.27875686085714285,169,47,1
playground_268.jpg,playground_60.jpg,0.41564214,0.30253205,0.21204385,0.15975375,0.087807335,0.18200673,0.17792669,VGG,playground,playground,0.21967322071428574,14,61,0
playground_244.jpg,playground_60.jpg,0.23223615,0.19623867,0.15102834,0.11804821,0.07461481,0.3218309,0.4274141,VGG,playground,playground,0.2173444542857143,76,61,1
playground_117.jpg,playground_167.jpg,0.49761456,0.41543093,0.31263041,0.26645792,0.22615473,0.36758587,0.31992245,VGG,playground,playground,0.34368526714285713,110,77,0
playground_117.jpg,playground_127.jpg,0.3534565,0.2937399,0.20628159,0.16413613,0.18896812,0.5485997,0.6334447,VGG,playground,playground,0.34123237714285715,110,225,1
playground_2.jpg,playground_240.jpg,0.49592113,0.3868993,0.26853558,0.282586,0.26789927,0.40302962,0.34177405,VGG,playground,playground,0.34952070714285716,98,126,0
playground_240.jpg,playground_40.jpg,0.3116914,0.30007935,0.24197033,0.23653735,0.2736005,0.503955,0.63382506,VGG,playground,playground,0.3573798557142857,126,94,1
playground_145.jpg,playground_229.jpg,0.46917382,0.3463565,0.24976705,0.22757374,0.1663327,0.31989834,0.28972715,VGG,playground,playground,0.29554704285714284,195,130,0
playground_145.jpg,playground_242.jpg,0.26654184,0.19845548,0.14264661,0.117734455,0.09379181,0.39242697,0.5255027,VGG,playground,playground,0.24815712357142855,195,250,1
playground_131.jpg,playground_43.jpg,0.50451994,0.3950654,0.24003252,0.18376786,0.18159318,0.25005028,0.21324642,VGG,playground,playground,0.28118222857142855,246,257,0
playground_131.jpg,playground_164.jpg,0.34426734,0.29247755,0.1962724,0.15165143,0.19796723,0.4386824,0.579322,VGG,playground,playground,0.3143771928571429,246,10,1
playground_10.jpg,playground_122.jpg,0.46890587,0.37273687,0.23278295,0.18913092,0.1985014,0.2542775,0.23544751,VGG,playground,playground,0.2788261457142857,266,210,0
playground_10.jpg,playground_12.jpg,0.33707845,0.31459275,0.23586565,0.1861473,0.21140482,0.48602715,0.63465947,VGG,playground,playground,0.3436822271428572,266,151,1
