image1,image2,level_0,level_1,level_2,level_3,level_4,level_5,level_6,model,category1,category2,mean_network_sim,numeric_image1,numeric_image2,distractor_level
badlands_137.jpg,badlands_194.jpg,0.53526485,0.38104543,0.31022346,0.32714653,0.34701604,0.45666716,0.38783604,VGG,badlands,badlands,0.39217135857142854,44,153,0
badlands_137.jpg,badlands_139.jpg,0.35178432,0.263416,0.2020204,0.19683254,0.21656212,0.5828761,0.66538894,VGG,badlands,badlands,0.35412577428571435,44,117,1
badlands_184.jpg,badlands_228.jpg,0.7520907,0.4349278,0.2867681,0.33148313,0.35052714,0.5594752,0.53387105,VGG,badlands,badlands,0.4641633028571429,63,64,0
badlands_103.jpg,badlands_184.jpg,0.2775656,0.28793165,0.20830934,0.17839287,0.21320659,0.56420034,0.5887742,VGG,badlands,badlands,0.3311972271428572,139,63,1
badlands_114.jpg,badlands_23.jpg,0.55642617,0.40648848,0.31424224,0.37723237,0.27048078,0.4171966,0.3978238,VGG,badlands,badlands,0.39141292,24,82,0
badlands_101.jpg,badlands_23.jpg,0.2089296,0.19027206,0.14634143,0.13764742,0.16742921,0.5076367,0.57356995,VGG,badlands,badlands,0.2759751957142857,214,82,1
badlands_113.jpg,badlands_225.jpg,0.5496273,0.4274395,0.32693332,0.27687606,0.25254706,0.4651771,0.3787733,VGG,badlands,badlands,0.38248194857142853,87,110,0
badlands_113.jpg,badlands_203.jpg,0.4537931,0.35646674,0.2840368,0.2806241,0.3959839,0.7853562,0.85338986,VGG,badlands,badlands,0.48709295714285716,87,156,1
badlands_115.jpg,badlands_221.jpg,0.565372,0.3598367,0.28907153,0.29311728,0.4038977,0.6012249,0.51442325,VGG,badlands,badlands,0.43242048000000005,95,144,0
badlands_207.jpg,badlands_221.jpg,0.21988818,0.26317683,0.21232629,0.22680077,0.25937635,0.6238777,0.7218935,VGG,badlands,badlands,0.36104851714285713,193,144,1
badlands_1.jpg,badlands_21.jpg,0.49768192,0.41503388,0.29033518,0.2192252,0.23497812,0.351705,0.32485092,VGG,badlands,badlands,0.33340146,220,160,0
badlands_21.jpg,badlands_98.jpg,0.2591825,0.25065008,0.19698292,0.1890772,0.22663364,0.60504246,0.6888144,VGG,badlands,badlands,0.34519760000000005,160,16,1
badlands_24.jpg,badlands_3.jpg,0.47463548,0.3748991,0.2959669,0.27970803,0.22571892,0.3732874,0.30884507,VGG,badlands,badlands,0.33329441428571427,170,135,0
badlands_24.jpg,badlands_53.jpg,0.40468842,0.3250535,0.2582783,0.25058088,0.36327055,0.70127183,0.79342926,VGG,badlands,badlands,0.4423675342857143,170,28,1
badlands_52.jpg,badlands_94.jpg,0.4935412,0.39571363,0.28807577,0.26627022,0.24042341,0.34691527,0.34160608,VGG,badlands,badlands,0.33893508285714286,174,74,0
badlands_52.jpg,badlands_63.jpg,0.3371093,0.29739356,0.24292015,0.2774854,0.35407826,0.6825253,0.77508605,VGG,badlands,badlands,0.4237997171428572,174,158,1
badlands_102.jpg,badlands_70.jpg,0.5006167,0.40020746,0.29093587,0.2647592,0.33102366,0.48601258,0.43582872,VGG,badlands,badlands,0.38705488428571433,175,212,0
badlands_119.jpg,badlands_70.jpg,0.33429366,0.28631276,0.2108847,0.1911819,0.27839825,0.63708556,0.7182969,VGG,badlands,badlands,0.37949339,142,212,1
badlands_222.jpg,badlands_34.jpg,0.4646696,0.38277748,0.2737974,0.22463036,0.24577467,0.3220567,0.2578517,VGG,badlands,badlands,0.31022255857142855,225,181,0
badlands_222.jpg,badlands_62.jpg,0.35948902,0.32217565,0.23967558,0.20212746,0.35060072,0.6519747,0.7079782,VGG,badlands,badlands,0.40486019,225,104,1
