image1,image2,level_0,level_1,level_2,level_3,level_4,level_5,level_6,model,category1,category2,mean_network_sim,numeric_image1,numeric_image2,distractor_level
golf_course_116.jpg,golf_course_134.jpg,0.7146804,0.4868781,0.39104623,0.44077486,0.4384716,0.5504509,0.47396302,VGG,golf_course,golf_course,0.49946644428571435,43,303,0
golf_course_116.jpg,golf_course_161.jpg,0.39942297,0.3176175,0.22686613,0.2016867,0.2417059,0.65016794,0.7262772,VGG,golf_course,golf_course,0.39482061999999996,43,325,1
golf_course_217.jpg,golf_course_35.jpg,0.6627994,0.4118315,0.27599958,0.25756305,0.21550728,0.4149519,0.47056827,VGG,golf_course,golf_course,0.3870315685714285,54,162,0
golf_course_217.jpg,golf_course_262.jpg,0.26801738,0.28680134,0.20621233,0.19951949,0.19687364,0.52159923,0.68480504,VGG,golf_course,golf_course,0.3376897785714286,54,41,1
golf_course_24.jpg,golf_course_95.jpg,0.5691632,0.42625824,0.3509826,0.341065,0.26395166,0.4117614,0.3929756,VGG,golf_course,golf_course,0.39373681428571433,271,74,0
golf_course_160.jpg,golf_course_95.jpg,0.23999895,0.25792176,0.25441784,0.31073594,0.41398793,0.6867863,0.70128524,VGG,golf_course,golf_course,0.40930485142857137,90,74,1
golf_course_214.jpg,golf_course_312.jpg,0.62505674,0.3733352,0.25831223,0.27990985,0.25197986,0.451685,0.40840256,VGG,golf_course,golf_course,0.37838306285714285,125,293,0
golf_course_214.jpg,golf_course_317.jpg,0.3536199,0.3085351,0.22130308,0.21324454,0.24530953,0.67073846,0.7457522,VGG,golf_course,golf_course,0.39407183,125,0,1
golf_course_164.jpg,golf_course_204.jpg,0.6087229,0.40748382,0.29488334,0.30726767,0.29044268,0.4812908,0.39845878,VGG,golf_course,golf_course,0.3983642842857143,196,150,0
golf_course_101.jpg,golf_course_204.jpg,0.39809266,0.331012,0.25670153,0.25988388,0.3674978,0.7542834,0.79118294,VGG,golf_course,golf_course,0.45123631571428574,51,150,1
golf_course_114.jpg,golf_course_331.jpg,0.5610294,0.40104178,0.2908776,0.26699254,0.17374448,0.25381586,0.19005561,VGG,golf_course,golf_course,0.30536532428571433,149,175,0
golf_course_26.jpg,golf_course_331.jpg,0.40557617,0.3228342,0.25227356,0.2863198,0.38907397,0.7107978,0.73317456,VGG,golf_course,golf_course,0.4428642942857143,39,175,1
golf_course_193.jpg,golf_course_235.jpg,0.6296217,0.3837907,0.23884323,0.20432553,0.17533754,0.3275774,0.29090193,VGG,golf_course,golf_course,0.32148543285714287,253,288,0
golf_course_123.jpg,golf_course_193.jpg,0.33074513,0.25725675,0.1742679,0.13944808,0.21452227,0.6012057,0.697094,VGG,golf_course,golf_course,0.3449342614285714,195,253,1
golf_course_228.jpg,golf_course_78.jpg,0.73936933,0.4968593,0.385024,0.46497798,0.46992296,0.6325695,0.5886721,VGG,golf_course,golf_course,0.5396278814285714,264,226,0
golf_course_209.jpg,golf_course_228.jpg,0.33191282,0.3118293,0.257444,0.20299844,0.22490716,0.5727771,0.6777571,VGG,golf_course,golf_course,0.3685179885714286,123,264,1
golf_course_113.jpg,golf_course_15.jpg,0.49526566,0.3774441,0.26094952,0.23375708,0.14565709,0.2778621,0.21183336,VGG,golf_course,golf_course,0.2861098442857143,285,322,0
golf_course_15.jpg,golf_course_88.jpg,0.36248502,0.26390246,0.19200519,0.1939131,0.258665,0.66507775,0.7178139,VGG,golf_course,golf_course,0.37912320285714285,322,171,1
golf_course_16.jpg,golf_course_309.jpg,0.6388782,0.41036445,0.32713813,0.42296165,0.305841,0.5069652,0.4417466,VGG,golf_course,golf_course,0.4362707471428572,334,37,0
golf_course_127.jpg,golf_course_16.jpg,0.38981825,0.31417578,0.23762663,0.3131728,0.4845639,0.7768136,0.7853058,VGG,golf_course,golf_course,0.47163953714285717,197,334,1
