,workID,Age,Gender,target,image1,image2,correct,background_0,background_1,background_2,background_3,background_4,background_5,target_index,test_key_resp.keys,test_key_resp.rt,distractor_level,category,selected_dist,slider_part2.response,slider_part2.rt,subject
0,A2FAAOGWUTTTF5,46,Female,highway_273.jpg,highway_273.jpg,highway_384.jpg,left,badlands_200.jpg,highway_273.jpg,golf_course_206.jpg,mountain_199.jpg,mountain_199.jpg,mountain_199.jpg,1.0,left,2.8364,0.0,highway,highway_384.jpg,6.007407407,3.3783,A2FAAOGWUTTTF5
1,A2FAAOGWUTTTF5,46,Female,golf_course_195.jpg,golf_course_195.jpg,golf_course_25.jpg,left,badlands_186.jpg,mountain_202.jpg,golf_course_195.jpg,bridge_78.jpg,bridge_78.jpg,bridge_78.jpg,2.0,left,2.0591,0.0,golf,golf_course_25.jpg,6.992592593,30.0809,A2FAAOGWUTTTF5
2,A2FAAOGWUTTTF5,46,Female,playground_131.jpg,playground_164.jpg,playground_131.jpg,right,badlands_75.jpg,playground_131.jpg,highway_357.jpg,golf_course_264.jpg,golf_course_264.jpg,golf_course_264.jpg,1.0,right,2.0967,1.0,playground,playground_164.jpg,4.992592593,1.8085,A2FAAOGWUTTTF5
3,A2FAAOGWUTTTF5,46,Female,golf_course_193.jpg,golf_course_193.jpg,golf_course_235.jpg,left,golf_course_193.jpg,badlands_27.jpg,playground_42.jpg,mountain_253.jpg,mountain_253.jpg,mountain_253.jpg,0.0,right,2.0728,0.0,golf,golf_course_235.jpg,7.955555556,1.5734,A2FAAOGWUTTTF5
4,A2FAAOGWUTTTF5,46,Female,bridge_128.jpg,bridge_128.jpg,bridge_61.jpg,left,golf_course_102.jpg,playground_158.jpg,bridge_128.jpg,highway_248.jpg,highway_248.jpg,highway_248.jpg,2.0,left,1.4963,0.0,bridge,bridge_61.jpg,5.992592593,1.5494,A2FAAOGWUTTTF5
5,A2FAAOGWUTTTF5,46,Female,playground_144.jpg,playground_144.jpg,playground_137.jpg,left,badlands_176.jpg,playground_144.jpg,bridge_48.jpg,golf_course_204.jpg,golf_course_204.jpg,golf_course_204.jpg,1.0,left,7.8168,0.0,playground,playground_137.jpg,8.044444444,24.9372,A2FAAOGWUTTTF5
6,A2FAAOGWUTTTF5,46,Female,mountain_110.jpg,mountain_110.jpg,mountain_223.jpg,left,badlands_174.jpg,mountain_110.jpg,bridge_124.jpg,highway_25.jpg,highway_25.jpg,highway_25.jpg,1.0,left,14.6013,1.0,mountain,mountain_223.jpg,6.022222222,2.1878,A2FAAOGWUTTTF5
7,A2FAAOGWUTTTF5,46,Female,highway_245.jpg,highway_245.jpg,highway_206.jpg,left,mountain_162.jpg,highway_245.jpg,bridge_182.jpg,playground_46.jpg,playground_46.jpg,playground_46.jpg,1.0,right,4.2623,1.0,highway,highway_206.jpg,7.014814815,1.8164,A2FAAOGWUTTTF5
8,A2FAAOGWUTTTF5,46,Female,playground_219.jpg,playground_21.jpg,playground_219.jpg,right,playground_219.jpg,badlands_59.jpg,highway_249.jpg,bridge_34.jpg,bridge_34.jpg,bridge_34.jpg,0.0,left,14.4981,0.0,playground,playground_21.jpg,3.992592593,1.5395,A2FAAOGWUTTTF5
9,A2FAAOGWUTTTF5,46,Female,bridge_108.jpg,bridge_116.jpg,bridge_108.jpg,right,playground_66.jpg,mountain_132.jpg,bridge_108.jpg,golf_course_198.jpg,golf_course_198.jpg,golf_course_198.jpg,2.0,right,4.631,0.0,bridge,bridge_116.jpg,7.977777778,1.8781,A2FAAOGWUTTTF5
