,demo_loops.thisTrialN,target,image1,image2,correct,demo_test_key_resp.rt,demo_test_key_resp.keys,subject
0,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,5.8521,left,A2FAAOGWUTTTF5
1,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,11.885,right,A2FAAOGWUTTTF5
2,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.7027,left,A2FAAOGWUTTTF5
3,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.6085,left,A3EZTGN5K8K95R
4,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.678,left,A3EZTGN5K8K95R
5,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.3934,left,A3EZTGN5K8K95R
6,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,6.8789,left,A10A7EZUXBD0II
7,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.6709,left,A10A7EZUXBD0II
8,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.1248,right,A10A7EZUXBD0II
9,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,4.044,left,A1DXL97NBCBV8Z
10,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.087,left,A1DXL97NBCBV8Z
11,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,8.782,left,A1DXL97NBCBV8Z
12,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,8.1185,left,A1OVRL7IWO5JF0
13,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,5027.6205,left,A1OVRL7IWO5JF0
14,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.6913,left,A1OVRL7IWO5JF0
15,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,26.604,left,A2SPCX677KPO7H
16,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.222,left,A2SPCX677KPO7H
17,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.712,right,A2SPCX677KPO7H
18,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,9.3504,left,AC4I7XU10MQXK
19,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.0858,right,AC4I7XU10MQXK
20,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,11.0634,left,AC4I7XU10MQXK
21,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,11.3603,left,A3DTGPD123J8IN
22,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,6.1499,left,A3DTGPD123J8IN
23,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.3787,left,A3DTGPD123J8IN
24,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,14.5506,left,A2WTSIFVDRSB2H
25,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.085,left,A2WTSIFVDRSB2H
26,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.6947,left,A2WTSIFVDRSB2H
27,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,6.2847,left,AH76Q73GSD7ET
28,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.5398,right,AH76Q73GSD7ET
29,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.5642,right,AH76Q73GSD7ET
30,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,5.5469,left,A2M3DR0V45HNUL
31,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.0415,right,A2M3DR0V45HNUL
32,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.1439,left,A2M3DR0V45HNUL
33,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,4.8359,left,A2VO8C41JJIQY9
34,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.83,right,A2VO8C41JJIQY9
35,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.6202,left,A2VO8C41JJIQY9
36,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.173,left,A11N3TM268LQ12
37,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.728,left,A11N3TM268LQ12
38,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.408,left,A11N3TM268LQ12
39,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.7828,left,A1R8323OG1JHVD
40,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.0823,left,A1R8323OG1JHVD
41,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,12.5736,left,A1R8323OG1JHVD
42,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,5.613,right,A1K7FKUQ1EHVAZ
43,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.11,right,A1K7FKUQ1EHVAZ
44,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.743,left,A1K7FKUQ1EHVAZ
45,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,87.358,left,A2NX92POGATSQU
46,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,5.127,left,A2NX92POGATSQU
47,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.889,right,A2NX92POGATSQU
48,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,4.0678,right,A3SCSAD3OBQVEO
49,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.6679,right,A3SCSAD3OBQVEO
50,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.4796,left,A3SCSAD3OBQVEO
51,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,10.4795,right,A2TW985PTHOP3A
52,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.6635,left,A2TW985PTHOP3A
53,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,4.166700001,left,A2TW985PTHOP3A
54,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,15.409,right,ACSTXAKT08156
55,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,63.552,right,ACSTXAKT08156
56,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,7.94,right,ACSTXAKT08156
57,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.3359,left,A19FW6H7BGKRVT
58,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.6692,left,A19FW6H7BGKRVT
59,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.5352,left,A19FW6H7BGKRVT
60,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.7457,right,AE0Q863L0ZKX6
61,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.2362,left,AE0Q863L0ZKX6
62,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.2365,right,AE0Q863L0ZKX6
63,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.4721,left,A2VPW36ZRA24FV
64,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.195,right,A2VPW36ZRA24FV
65,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.1281,left,A2VPW36ZRA24FV
66,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,38.0694,left,AQU240V7QL3BN
67,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.6334,left,AQU240V7QL3BN
68,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.8741,left,AQU240V7QL3BN
69,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,5.4802,left,A3B9689J680DVG
