,demo_loops.thisTrialN,target,image1,image2,correct,demo_test_key_resp.rt,demo_test_key_resp.keys,subject
70,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,5.3626,left,A3B9689J680DVG
71,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.5765,left,A3B9689J680DVG
72,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.322,left,A1GQWLAZQZP5VR
73,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.752,right,A1GQWLAZQZP5VR
74,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.6763,left,A1GQWLAZQZP5VR
75,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,8.8209,left,A2K3S7M6GPK5U
76,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.0941,right,A2K3S7M6GPK5U
77,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.806,left,A2K3S7M6GPK5U
78,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.137,left,A6VAZPR1FS3NO
79,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.8307,right,A6VAZPR1FS3NO
80,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.1793,left,A6VAZPR1FS3NO
81,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,5.106900002,left,AFUODD7RP0JQO
82,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,5.052,right,AFUODD7RP0JQO
83,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,10.5897,right,AFUODD7RP0JQO
84,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,14.8525,right,ABDQNBWD8LAQI
85,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.0666,left,ABDQNBWD8LAQI
86,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.0418,right,ABDQNBWD8LAQI
87,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.1217,right,A2E2Z8O95QL3IV
88,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.1544,right,A2E2Z8O95QL3IV
89,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.4367,left,A2E2Z8O95QL3IV
90,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,0.8739,right,AC3HE0PCSBP41
91,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.9417,right,AC3HE0PCSBP41
92,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.9479,left,AC3HE0PCSBP41
93,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,47.2902,right,AS55GKL261S17
94,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,34.3304,right,AS55GKL261S17
95,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,5.9728,left,AS55GKL261S17
96,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,4012.459,right,A33AAG6EWRDFNX
97,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.006,left,A33AAG6EWRDFNX
98,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.007,left,A33AAG6EWRDFNX
99,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.1283,right,A2R4U3FT6ABPBU
100,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.978,left,A2R4U3FT6ABPBU
101,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.1516,left,A2R4U3FT6ABPBU
102,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,10.7783,right,A3POFYGIXGWD3I
103,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.13,left,A3POFYGIXGWD3I
104,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.3588,left,A3POFYGIXGWD3I
105,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,15.9332,left,A3U5TFE0AWI2K9
106,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.0627,left,A3U5TFE0AWI2K9
107,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.478,left,A3U5TFE0AWI2K9
108,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.4424,left,A3KPDWMMXCJART
109,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.744,right,A3KPDWMMXCJART
110,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.0936,left,A3KPDWMMXCJART
111,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,3.4757,left,A14NOAW77PC1ZN
112,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.6456,left,A14NOAW77PC1ZN
113,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.1763,left,A14NOAW77PC1ZN
114,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,16.9075,right,ACNQDKXV6Z7DD
115,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.176,left,ACNQDKXV6Z7DD
116,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.2874,left,ACNQDKXV6Z7DD
117,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,34.7903,left,A2ZDIE0QWLF4WI
118,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.4222,left,A2ZDIE0QWLF4WI
119,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,5.7209,right,A2ZDIE0QWLF4WI
120,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.8872,left,A3QIWEQXAGMGD
121,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.8481,left,A3QIWEQXAGMGD
122,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.9137,left,A3QIWEQXAGMGD
123,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.3539,left,A34EHWOYRBL6OZ
124,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.0533,left,A34EHWOYRBL6OZ
125,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.4441,left,A34EHWOYRBL6OZ
126,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.7048,left,A2A5XK67WBTNZ6
127,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.5445,right,A2A5XK67WBTNZ6
128,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.1919,left,A2A5XK67WBTNZ6
129,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,3.0661,left,AICGHPPLV9D35
130,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.5878,right,AICGHPPLV9D35
131,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.0202,left,AICGHPPLV9D35
132,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,23.0634,right,A3MZ6MC5A4LZTU
133,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.4044,left,A3MZ6MC5A4LZTU
134,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.4771,left,A3MZ6MC5A4LZTU
135,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,3.124,right,A1EO7HD58BQXC4
136,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.011,right,A1EO7HD58BQXC4
137,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.02,right,A1EO7HD58BQXC4
138,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,0.9663,right,ALIVEWC6VZ23V
139,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.351,right,ALIVEWC6VZ23V
140,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.0922,left,ALIVEWC6VZ23V
141,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,43.2057,right,A2WSNXVA7LQYSG
142,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.1706,right,A2WSNXVA7LQYSG
143,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.8182,right,A2WSNXVA7LQYSG
144,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,7.2624,left,A3VWJQ8RNAPEO4
145,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.7664,right,A3VWJQ8RNAPEO4
146,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.1053,right,A3VWJQ8RNAPEO4
147,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,19.5773,left,ADOI3VM937MDU
148,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.1311,right,ADOI3VM937MDU
149,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.2822,right,ADOI3VM937MDU
150,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.6033,left,AD0WW5V58J7CV
151,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.1793,right,AD0WW5V58J7CV
152,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.3549,left,AD0WW5V58J7CV
153,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.1212,left,A8C3WNWRBWUXO
154,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.0957,left,A8C3WNWRBWUXO
155,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.7421,left,A8C3WNWRBWUXO
156,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,6.3725,left,A39JL0U9RYW7BB
157,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,6.1603,left,A39JL0U9RYW7BB
158,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,5.7044,right,A39JL0U9RYW7BB
159,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,434.166,num_4,A2UUGKP2L3G5KD
160,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,10.4073,num_6,A2UUGKP2L3G5KD
161,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,14.0368,num_6,A2UUGKP2L3G5KD
162,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.1192,left,A1969Q0R4Y0E3J
163,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.9835,right,A1969Q0R4Y0E3J
164,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.8541,left,A1969Q0R4Y0E3J
165,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.0329,right,AXQ48BT2Y7JU9
166,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.8804,left,AXQ48BT2Y7JU9
167,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.3019,right,AXQ48BT2Y7JU9
168,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,3.6058,left,A10JXOU89D5RXR
169,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.736,right,A10JXOU89D5RXR
170,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.7945,left,A10JXOU89D5RXR
171,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,4.1023,left,ALYR5CI2SM2JC
172,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.3794,right,ALYR5CI2SM2JC
173,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.2577,left,ALYR5CI2SM2JC
174,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,12.9191,left,A1SUXLAA9QS64Y
175,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.535,right,A1SUXLAA9QS64Y
176,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,5.3255,right,A1SUXLAA9QS64Y
177,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,9.9771,left,A1ZFUHVIPQOVGK
178,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,5.7508,right,A1ZFUHVIPQOVGK
179,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,4.2242,right,A1ZFUHVIPQOVGK
180,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,15.7792,left,A16ADHWQT3W0Z
181,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.5999,right,A16ADHWQT3W0Z
182,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,9.2982,right,A16ADHWQT3W0Z
183,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,10.1906,right,A2EAG7GTY8UUMI
184,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.8474,right,A2EAG7GTY8UUMI
185,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,5.5644,left,A2EAG7GTY8UUMI
186,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,265.9391,right,A34SHVXJXDB8SQ
187,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,7.8455,left,A34SHVXJXDB8SQ
188,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.7182,right,A34SHVXJXDB8SQ
189,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.5237,right,AWIUYK2925GQF
190,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.5732,left,AWIUYK2925GQF
191,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.0344,left,AWIUYK2925GQF
