,index,demo_encoding_loop.thisTrialN,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_encoding_response.keys,index,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisTrialN,DemoImage1,DemoImage2,DemoCorrectTest,subject
0,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.8031,0.0,flower1.jpg,flower1_pair.jpg,left,A11F3MA5FWH6SJ
1,5,1.0,flower2.jpg,,,,13.0,left,0.0,3.7117,1.0,flower2_pair.jpg,flower2.jpg,right,A11F3MA5FWH6SJ
2,6,2.0,left.jpg,left,1.6953,left,14.0,left,1.0,2.22,2.0,flower3.jpg,flower3_pair.jpg,left,A11F3MA5FWH6SJ
3,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.4288,3.0,flower4.jpg,flower4_pair.jpg,left,A11F3MA5FWH6SJ
4,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.895,4.0,flower5_pair.jpg,flower5.jpg,right,A11F3MA5FWH6SJ
5,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.1524,5.0,flower6.jpg,flower6_pair.jpg,left,A11F3MA5FWH6SJ
6,10,6.0,flower6.jpg,,,,,,,,,,,,A11F3MA5FWH6SJ
7,4,0.0,flower1.jpg,,,,12.0,right,0.0,1.7602,0.0,flower1.jpg,flower1_pair.jpg,left,A1DZMZTXWOM9MR
8,5,1.0,flower2.jpg,,,,13.0,left,0.0,3.2422,1.0,flower2_pair.jpg,flower2.jpg,right,A1DZMZTXWOM9MR
9,6,2.0,left.jpg,left,0.4941,left,14.0,left,1.0,1.5485,2.0,flower3.jpg,flower3_pair.jpg,left,A1DZMZTXWOM9MR
10,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.9989,3.0,flower4.jpg,flower4_pair.jpg,left,A1DZMZTXWOM9MR
11,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.4985,4.0,flower5_pair.jpg,flower5.jpg,right,A1DZMZTXWOM9MR
12,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.6156,5.0,flower6.jpg,flower6_pair.jpg,left,A1DZMZTXWOM9MR
13,10,6.0,flower6.jpg,,,,,,,,,,,,A1DZMZTXWOM9MR
14,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.6066,0.0,flower1.jpg,flower1_pair.jpg,left,A1FJGB5JLZ81XB
15,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.7945,1.0,flower2_pair.jpg,flower2.jpg,right,A1FJGB5JLZ81XB
16,6,2.0,left.jpg,left,1.7127,left,14.0,left,1.0,3.5176,2.0,flower3.jpg,flower3_pair.jpg,left,A1FJGB5JLZ81XB
17,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.7242,3.0,flower4.jpg,flower4_pair.jpg,left,A1FJGB5JLZ81XB
18,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.6014,4.0,flower5_pair.jpg,flower5.jpg,right,A1FJGB5JLZ81XB
19,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.1595,5.0,flower6.jpg,flower6_pair.jpg,left,A1FJGB5JLZ81XB
20,10,6.0,flower6.jpg,,,,,,,,,,,,A1FJGB5JLZ81XB
21,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.2831,0.0,flower1.jpg,flower1_pair.jpg,left,A1OM5NWYYYJKQW
22,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.7754,1.0,flower2_pair.jpg,flower2.jpg,right,A1OM5NWYYYJKQW
23,6,2.0,left.jpg,left,0.6385,left,14.0,left,1.0,1.2184,2.0,flower3.jpg,flower3_pair.jpg,left,A1OM5NWYYYJKQW
24,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.0845,3.0,flower4.jpg,flower4_pair.jpg,left,A1OM5NWYYYJKQW
25,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.425,4.0,flower5_pair.jpg,flower5.jpg,right,A1OM5NWYYYJKQW
26,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.7091,5.0,flower6.jpg,flower6_pair.jpg,left,A1OM5NWYYYJKQW
27,10,6.0,flower6.jpg,,,,,,,,,,,,A1OM5NWYYYJKQW
28,4,0.0,flower1.jpg,,,,12.0,left,1.0,20.6609,0.0,flower1.jpg,flower1_pair.jpg,left,A1PHDT66U6IK4Q
29,5,1.0,flower2.jpg,,,,13.0,right,1.0,7.2153,1.0,flower2_pair.jpg,flower2.jpg,right,A1PHDT66U6IK4Q
30,6,2.0,left.jpg,left,0.7481,left,14.0,left,1.0,3.0346,2.0,flower3.jpg,flower3_pair.jpg,left,A1PHDT66U6IK4Q
31,7,3.0,flower3.jpg,,,,15.0,right,0.0,9.1037,3.0,flower4.jpg,flower4_pair.jpg,left,A1PHDT66U6IK4Q
32,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.9101,4.0,flower5_pair.jpg,flower5.jpg,right,A1PHDT66U6IK4Q
33,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.6826,5.0,flower6.jpg,flower6_pair.jpg,left,A1PHDT66U6IK4Q
34,10,6.0,flower6.jpg,,,,,,,,,,,,A1PHDT66U6IK4Q
35,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.9782,0.0,flower1.jpg,flower1_pair.jpg,left,A1QT3YA7G8MO63
36,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.4293,1.0,flower2_pair.jpg,flower2.jpg,right,A1QT3YA7G8MO63
37,6,2.0,left.jpg,left,1.0597,left,14.0,left,1.0,1.4933,2.0,flower3.jpg,flower3_pair.jpg,left,A1QT3YA7G8MO63
38,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.0106,3.0,flower4.jpg,flower4_pair.jpg,left,A1QT3YA7G8MO63
39,8,4.0,flower4.jpg,,,,16.0,left,0.0,0.212,4.0,flower5_pair.jpg,flower5.jpg,right,A1QT3YA7G8MO63
40,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.1881,5.0,flower6.jpg,flower6_pair.jpg,left,A1QT3YA7G8MO63
41,10,6.0,flower6.jpg,,,,,,,,,,,,A1QT3YA7G8MO63
42,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.9723,0.0,flower1.jpg,flower1_pair.jpg,left,A1SNC8UL8YFRH5
43,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.8324,1.0,flower2_pair.jpg,flower2.jpg,right,A1SNC8UL8YFRH5
44,6,2.0,left.jpg,left,0.6413,left,14.0,left,1.0,1.6309,2.0,flower3.jpg,flower3_pair.jpg,left,A1SNC8UL8YFRH5
45,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.2219,3.0,flower4.jpg,flower4_pair.jpg,left,A1SNC8UL8YFRH5
46,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.4441,4.0,flower5_pair.jpg,flower5.jpg,right,A1SNC8UL8YFRH5
47,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.7116,5.0,flower6.jpg,flower6_pair.jpg,left,A1SNC8UL8YFRH5
48,10,6.0,flower6.jpg,,,,,,,,,,,,A1SNC8UL8YFRH5
49,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.9483,0.0,flower1.jpg,flower1_pair.jpg,left,A1TKZIBGTP7FE8
50,5,1.0,flower2.jpg,,,,13.0,right,1.0,0.79,1.0,flower2_pair.jpg,flower2.jpg,right,A1TKZIBGTP7FE8
51,6,2.0,left.jpg,left,1.7873,left,14.0,left,1.0,1.3123,2.0,flower3.jpg,flower3_pair.jpg,left,A1TKZIBGTP7FE8
52,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.6218,3.0,flower4.jpg,flower4_pair.jpg,left,A1TKZIBGTP7FE8
53,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.4248,4.0,flower5_pair.jpg,flower5.jpg,right,A1TKZIBGTP7FE8
54,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.0291,5.0,flower6.jpg,flower6_pair.jpg,left,A1TKZIBGTP7FE8
55,10,6.0,flower6.jpg,,,,,,,,,,,,A1TKZIBGTP7FE8
56,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.716,0.0,flower1.jpg,flower1_pair.jpg,left,A25PFSORDO3SWQ
57,5,1.0,flower2.jpg,,,,13.0,right,1.0,5.21,1.0,flower2_pair.jpg,flower2.jpg,right,A25PFSORDO3SWQ
58,6,2.0,left.jpg,left,0.697,left,14.0,left,1.0,1.298,2.0,flower3.jpg,flower3_pair.jpg,left,A25PFSORDO3SWQ
59,7,3.0,flower3.jpg,,,,15.0,left,1.0,3.105,3.0,flower4.jpg,flower4_pair.jpg,left,A25PFSORDO3SWQ
60,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.244,4.0,flower5_pair.jpg,flower5.jpg,right,A25PFSORDO3SWQ
61,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.378,5.0,flower6.jpg,flower6_pair.jpg,left,A25PFSORDO3SWQ
62,10,6.0,flower6.jpg,,,,,,,,,,,,A25PFSORDO3SWQ
63,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.8876,0.0,flower1.jpg,flower1_pair.jpg,left,A2IP3ZAFYGV8M9
64,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.1368,1.0,flower2_pair.jpg,flower2.jpg,right,A2IP3ZAFYGV8M9
65,6,2.0,left.jpg,left,0.543,left,14.0,left,1.0,1.2881,2.0,flower3.jpg,flower3_pair.jpg,left,A2IP3ZAFYGV8M9
66,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.5824,3.0,flower4.jpg,flower4_pair.jpg,left,A2IP3ZAFYGV8M9
67,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.2026,4.0,flower5_pair.jpg,flower5.jpg,right,A2IP3ZAFYGV8M9
68,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.2224,5.0,flower6.jpg,flower6_pair.jpg,left,A2IP3ZAFYGV8M9
69,10,6.0,flower6.jpg,,,,,,,,,,,,A2IP3ZAFYGV8M9
70,4,0.0,flower1.jpg,,,,12.0,left,1.0,4.2193,0.0,flower1.jpg,flower1_pair.jpg,left,A2M183CETUMR96
71,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.7724,1.0,flower2_pair.jpg,flower2.jpg,right,A2M183CETUMR96
72,6,2.0,left.jpg,left,0.6492,left,14.0,left,1.0,2.0112,2.0,flower3.jpg,flower3_pair.jpg,left,A2M183CETUMR96
73,7,3.0,flower3.jpg,,,,15.0,left,1.0,5.3348,3.0,flower4.jpg,flower4_pair.jpg,left,A2M183CETUMR96
74,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.7038,4.0,flower5_pair.jpg,flower5.jpg,right,A2M183CETUMR96
75,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.4993,5.0,flower6.jpg,flower6_pair.jpg,left,A2M183CETUMR96
76,10,6.0,flower6.jpg,,,,,,,,,,,,A2M183CETUMR96
77,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.4751,0.0,flower1.jpg,flower1_pair.jpg,left,A2VLTSW6CXIUMR
78,5,1.0,flower2.jpg,,,,13.0,left,0.0,1.8094,1.0,flower2_pair.jpg,flower2.jpg,right,A2VLTSW6CXIUMR
79,6,2.0,left.jpg,left,0.5889,left,14.0,left,1.0,1.4967,2.0,flower3.jpg,flower3_pair.jpg,left,A2VLTSW6CXIUMR
80,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.1766,3.0,flower4.jpg,flower4_pair.jpg,left,A2VLTSW6CXIUMR
81,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.8282,4.0,flower5_pair.jpg,flower5.jpg,right,A2VLTSW6CXIUMR
82,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.3431,5.0,flower6.jpg,flower6_pair.jpg,left,A2VLTSW6CXIUMR
83,10,6.0,flower6.jpg,,,,,,,,,,,,A2VLTSW6CXIUMR
84,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.12,0.0,flower1.jpg,flower1_pair.jpg,left,A2YVQKJX3FO6P
85,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.783,1.0,flower2_pair.jpg,flower2.jpg,right,A2YVQKJX3FO6P
86,6,2.0,left.jpg,left,0.881,left,14.0,left,1.0,2.284,2.0,flower3.jpg,flower3_pair.jpg,left,A2YVQKJX3FO6P
87,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.917,3.0,flower4.jpg,flower4_pair.jpg,left,A2YVQKJX3FO6P
88,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.833,4.0,flower5_pair.jpg,flower5.jpg,right,A2YVQKJX3FO6P
89,9,5.0,flower5.jpg,,,,17.0,left,1.0,3.287,5.0,flower6.jpg,flower6_pair.jpg,left,A2YVQKJX3FO6P
90,10,6.0,flower6.jpg,,,,,,,,,,,,A2YVQKJX3FO6P
91,4,0.0,flower1.jpg,,,,12.0,right,0.0,4.669300001,0.0,flower1.jpg,flower1_pair.jpg,left,A39VAFCIGP83ER
92,5,1.0,flower2.jpg,,,,13.0,left,0.0,1.965299999,1.0,flower2_pair.jpg,flower2.jpg,right,A39VAFCIGP83ER
93,6,2.0,left.jpg,left,1.9865,left,14.0,left,1.0,1.944800001,2.0,flower3.jpg,flower3_pair.jpg,left,A39VAFCIGP83ER
94,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.562200001,3.0,flower4.jpg,flower4_pair.jpg,left,A39VAFCIGP83ER
95,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.1244,4.0,flower5_pair.jpg,flower5.jpg,right,A39VAFCIGP83ER
96,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.050299999,5.0,flower6.jpg,flower6_pair.jpg,left,A39VAFCIGP83ER
97,10,6.0,flower6.jpg,,,,,,,,,,,,A39VAFCIGP83ER
98,4,0.0,flower1.jpg,,,,12.0,right,0.0,18.195,0.0,flower1.jpg,flower1_pair.jpg,left,A3ATB5GC4BQIH0
99,5,1.0,flower2.jpg,,,,13.0,right,1.0,4.307,1.0,flower2_pair.jpg,flower2.jpg,right,A3ATB5GC4BQIH0
100,6,2.0,left.jpg,left,1.053,left,14.0,left,1.0,2.675,2.0,flower3.jpg,flower3_pair.jpg,left,A3ATB5GC4BQIH0
101,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.855,3.0,flower4.jpg,flower4_pair.jpg,left,A3ATB5GC4BQIH0
102,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.583,4.0,flower5_pair.jpg,flower5.jpg,right,A3ATB5GC4BQIH0
103,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.982,5.0,flower6.jpg,flower6_pair.jpg,left,A3ATB5GC4BQIH0
104,10,6.0,flower6.jpg,,,,,,,,,,,,A3ATB5GC4BQIH0
105,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.397,0.0,flower1.jpg,flower1_pair.jpg,left,A3BU8UL4W258UU
106,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.766,1.0,flower2_pair.jpg,flower2.jpg,right,A3BU8UL4W258UU
107,6,2.0,left.jpg,left,0.504,left,14.0,left,1.0,1.407,2.0,flower3.jpg,flower3_pair.jpg,left,A3BU8UL4W258UU
108,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.92,3.0,flower4.jpg,flower4_pair.jpg,left,A3BU8UL4W258UU
109,8,4.0,flower4.jpg,,,,16.0,left,0.0,3.154,4.0,flower5_pair.jpg,flower5.jpg,right,A3BU8UL4W258UU
110,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.84,5.0,flower6.jpg,flower6_pair.jpg,left,A3BU8UL4W258UU
111,10,6.0,flower6.jpg,,,,,,,,,,,,A3BU8UL4W258UU
112,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.1402,0.0,flower1.jpg,flower1_pair.jpg,left,A3CH1Z6J9R38G9
113,5,1.0,flower2.jpg,,,,13.0,left,0.0,1.2347,1.0,flower2_pair.jpg,flower2.jpg,right,A3CH1Z6J9R38G9
114,6,2.0,left.jpg,left,0.4123,left,14.0,left,1.0,1.0993,2.0,flower3.jpg,flower3_pair.jpg,left,A3CH1Z6J9R38G9
115,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.0655,3.0,flower4.jpg,flower4_pair.jpg,left,A3CH1Z6J9R38G9
116,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.1674,4.0,flower5_pair.jpg,flower5.jpg,right,A3CH1Z6J9R38G9
117,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.2096,5.0,flower6.jpg,flower6_pair.jpg,left,A3CH1Z6J9R38G9
118,10,6.0,flower6.jpg,,,,,,,,,,,,A3CH1Z6J9R38G9
119,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.4268,0.0,flower1.jpg,flower1_pair.jpg,left,A3KP8KFGG6734Q
120,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.5086,1.0,flower2_pair.jpg,flower2.jpg,right,A3KP8KFGG6734Q
121,6,2.0,left.jpg,left,1.0667,left,14.0,left,1.0,4.1493,2.0,flower3.jpg,flower3_pair.jpg,left,A3KP8KFGG6734Q
122,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.6621,3.0,flower4.jpg,flower4_pair.jpg,left,A3KP8KFGG6734Q
123,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.9223,4.0,flower5_pair.jpg,flower5.jpg,right,A3KP8KFGG6734Q
124,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.2508,5.0,flower6.jpg,flower6_pair.jpg,left,A3KP8KFGG6734Q
125,10,6.0,flower6.jpg,,,,,,,,,,,,A3KP8KFGG6734Q
126,4,0.0,flower1.jpg,,,,12.0,right,0.0,28.095,0.0,flower1.jpg,flower1_pair.jpg,left,A3SKE5B27HLVO6
127,5,1.0,flower2.jpg,,,,13.0,left,0.0,0.278,1.0,flower2_pair.jpg,flower2.jpg,right,A3SKE5B27HLVO6
128,6,2.0,left.jpg,left,0.922,left,14.0,right,0.0,0.014,2.0,flower3.jpg,flower3_pair.jpg,left,A3SKE5B27HLVO6
129,7,3.0,flower3.jpg,,,,15.0,left,1.0,0.016,3.0,flower4.jpg,flower4_pair.jpg,left,A3SKE5B27HLVO6
