,workID,Age,Gender,target,image1,image2,correct,background_0,background_1,background_2,background_3,background_4,background_5,target_index,test_key_resp.keys,test_key_resp.rt,distractor_level,category,selected_dist,slider_part2.response,slider_part2.rt,subject
0,A245B3Q3BILZCL,30,male,highway_177.jpg,highway_177.jpg,highway_87.jpg,left,badlands_81.jpg,playground_162.jpg,golf_course_219.jpg,mountain_180.jpg,highway_177.jpg,bridge_120.jpg,4.0,left,6.789,0.0,highway,highway_87.jpg,1.032,6.3916,A245B3Q3BILZCL
1,A245B3Q3BILZCL,30,male,bridge_172.jpg,bridge_17.jpg,bridge_172.jpg,right,highway_305.jpg,playground_258.jpg,bridge_172.jpg,badlands_201.jpg,golf_course_166.jpg,mountain_102.jpg,2.0,left,2.6393,0.0,bridge,bridge_17.jpg,1.864,2.7804,A245B3Q3BILZCL
2,A245B3Q3BILZCL,30,male,playground_240.jpg,playground_2.jpg,playground_240.jpg,right,bridge_167.jpg,mountain_202.jpg,playground_240.jpg,highway_404.jpg,badlands_164.jpg,golf_course_164.jpg,2.0,right,1.4549,0.0,playground,playground_2.jpg,5.0768,2.6018,A245B3Q3BILZCL
3,A245B3Q3BILZCL,30,male,golf_course_193.jpg,golf_course_123.jpg,golf_course_193.jpg,right,playground_55.jpg,mountain_92.jpg,golf_course_193.jpg,bridge_142.jpg,highway_102.jpg,badlands_9.jpg,2.0,left,2.2142,1.0,golf,golf_course_123.jpg,4.1552,2.3434,A245B3Q3BILZCL
4,A245B3Q3BILZCL,30,male,badlands_23.jpg,badlands_23.jpg,badlands_114.jpg,left,mountain_146.jpg,playground_54.jpg,highway_138.jpg,golf_course_71.jpg,badlands_23.jpg,bridge_39.jpg,4.0,right,2.6352,0.0,badlands,badlands_114.jpg,4.0016,2.3789,A245B3Q3BILZCL
5,A245B3Q3BILZCL,30,male,playground_257.jpg,playground_257.jpg,playground_215.jpg,left,bridge_76.jpg,highway_315.jpg,playground_257.jpg,badlands_36.jpg,mountain_22.jpg,golf_course_265.jpg,2.0,right,11.81,1.0,playground,playground_215.jpg,5.2816,1.6619,A245B3Q3BILZCL
6,A245B3Q3BILZCL,30,male,highway_156.jpg,highway_156.jpg,highway_293.jpg,left,mountain_166.jpg,highway_156.jpg,golf_course_116.jpg,bridge_197.jpg,playground_132.jpg,badlands_47.jpg,1.0,left,1.6006,1.0,highway,highway_293.jpg,7.048,2.4756,A245B3Q3BILZCL
7,A245B3Q3BILZCL,30,male,highway_415.jpg,highway_415.jpg,highway_174.jpg,left,golf_course_241.jpg,badlands_129.jpg,highway_415.jpg,mountain_35.jpg,playground_36.jpg,bridge_24.jpg,2.0,right,2.0621,1.0,highway,highway_174.jpg,7.9184,2.7223,A245B3Q3BILZCL
8,A245B3Q3BILZCL,30,male,mountain_293.jpg,mountain_72.jpg,mountain_293.jpg,right,badlands_60.jpg,mountain_293.jpg,playground_78.jpg,highway_58.jpg,bridge_225.jpg,golf_course_171.jpg,1.0,right,1.4477,0.0,mountain,mountain_72.jpg,7.8288,2.7271,A245B3Q3BILZCL
9,A245B3Q3BILZCL,30,male,golf_course_78.jpg,golf_course_78.jpg,golf_course_101.jpg,left,playground_16.jpg,badlands_88.jpg,mountain_169.jpg,golf_course_78.jpg,highway_247.jpg,bridge_112.jpg,3.0,left,2.8756,1.0,golf,golf_course_101.jpg,5.9472,3.1054,A245B3Q3BILZCL
10,A245B3Q3BILZCL,30,male,golf_course_309.jpg,golf_course_209.jpg,golf_course_309.jpg,right,badlands_16.jpg,playground_237.jpg,golf_course_309.jpg,bridge_204.jpg,mountain_137.jpg,highway_413.jpg,2.0,right,1.8059,1.0,golf,golf_course_209.jpg,5.9472,1.9131,A245B3Q3BILZCL
