,demo_loops.thisTrialN,target,image1,image2,correct,demo_test_key_resp.rt,demo_test_key_resp.keys,subject
20,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.2147,left,A27B8SXCOOF807
21,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,22.309,right,A3HOPYBWSR1TWR
22,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,16.384,left,A3HOPYBWSR1TWR
23,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,4.563,left,A3HOPYBWSR1TWR
24,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.474,left,AC7CDW53I98JT
25,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.541,left,AC7CDW53I98JT
26,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.255,right,AC7CDW53I98JT
27,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,5.1692,left,A10NKDFS29XEBT
28,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.993,right,A10NKDFS29XEBT
29,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.0935,left,A10NKDFS29XEBT
30,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,0.936,right,A31F1HAKNRF6WP
31,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.0059,left,A31F1HAKNRF6WP
32,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.1522,right,A31F1HAKNRF6WP
33,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.3197,right,A1EMG2T8QZBUHJ
34,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,5.8391,left,A1EMG2T8QZBUHJ
35,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.1533,right,A1EMG2T8QZBUHJ
36,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.757,right,A17ERTCKB0SN24
37,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.247,left,A17ERTCKB0SN24
38,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.3894,left,A17ERTCKB0SN24
39,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,26.3078,left,A2TXHID2H2TWMY
40,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.0527,left,A2TXHID2H2TWMY
41,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.6845,right,A2TXHID2H2TWMY
42,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.1898,right,A2HGETLDQKWF1O
43,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.1736,right,A2HGETLDQKWF1O
44,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.0265,right,A2HGETLDQKWF1O
45,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,0.8271,left,AUSUKWRLDEE0P
46,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,4.3088,left,AUSUKWRLDEE0P
47,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,8.0969,left,AUSUKWRLDEE0P
48,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,34.9016,right,AKBDLLKJCG680
49,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.5576,right,AKBDLLKJCG680
50,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.5243,left,AKBDLLKJCG680
51,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,9.7705,left,A2AXPB2Y8VZ3MT
52,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.803,left,A2AXPB2Y8VZ3MT
53,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.5971,right,A2AXPB2Y8VZ3MT
54,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.7347,left,AZQLST6FDM7ZS
55,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.521,left,AZQLST6FDM7ZS
56,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.5776,left,AZQLST6FDM7ZS
57,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1416.88,right,A198OUXVQWOI0
58,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,42.251,right,A198OUXVQWOI0
59,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,7.898,right,A198OUXVQWOI0
60,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,13.124,right,AS0IF86V7OZOI
61,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,6.84,left,AS0IF86V7OZOI
62,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,5.628,right,AS0IF86V7OZOI
63,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,14.8111,left,A2JEPT85S2FRRN
64,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.657,right,A2JEPT85S2FRRN
65,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.0489,left,A2JEPT85S2FRRN
66,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,13.7265,left,A2QZYT2MINCCSC
67,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,5.3694,right,A2QZYT2MINCCSC
68,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.942,left,A2QZYT2MINCCSC
69,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,4.2229,left,ATRJVTFEZKUSH
70,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.9931,right,ATRJVTFEZKUSH
71,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,4.0077,left,ATRJVTFEZKUSH
72,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,30.5876,right,A78BH291QSZ22
73,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.0423,left,A78BH291QSZ22
74,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.2317,left,A78BH291QSZ22
75,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,0.8569,right,A3ALSW8VUBH87W
76,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,22.6976,right,A3ALSW8VUBH87W
77,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.5989,left,A3ALSW8VUBH87W
78,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.1917,left,A1I5KX8TP3K5L2
79,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.1813,right,A1I5KX8TP3K5L2
80,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.7176,left,A1I5KX8TP3K5L2
81,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.1946,left,A1AYHO5T4WYT2V
82,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.34,left,A1AYHO5T4WYT2V
83,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.4111,left,A1AYHO5T4WYT2V
84,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.0555,left,A3BDF09Y1UO4QL
85,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.9398,left,A3BDF09Y1UO4QL
86,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.1074,left,A3BDF09Y1UO4QL
87,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.4936,left,A1OUN4CJ9TJFBS
88,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,4.3931,left,A1OUN4CJ9TJFBS
89,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.8992,left,A1OUN4CJ9TJFBS
90,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.989,left,A31YCOB92SLSHL
91,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.8057,right,A31YCOB92SLSHL
92,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.1454,left,A31YCOB92SLSHL
93,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.5546,right,AOGUVIIJIXYO3
94,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.7844,right,AOGUVIIJIXYO3
95,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.9784,left,AOGUVIIJIXYO3
96,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,4.0023,left,A1I3Z24C70SS45
97,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,30.4112,left,A1I3Z24C70SS45
98,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,27.561,left,A1I3Z24C70SS45
99,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,28.9937,left,A11246G6L1GMQB
100,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.8102,left,A11246G6L1GMQB
101,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,17.1901,left,A11246G6L1GMQB
102,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,17.8576,left,AWBTTY67HT1SX
103,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.934,left,AWBTTY67HT1SX
104,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.5643,right,AWBTTY67HT1SX
105,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,3.7935,left,A2UTLTQY19TE21
106,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.5425,right,A2UTLTQY19TE21
107,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.3502,right,A2UTLTQY19TE21
108,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.3022,left,A1WD7UTKGWS016
109,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.1855,right,A1WD7UTKGWS016
110,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.8591,left,A1WD7UTKGWS016
111,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.4386,right,AVF2Y89Z0W48N
112,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.8041,left,AVF2Y89Z0W48N
113,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.9807,right,AVF2Y89Z0W48N
114,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.0089,left,A32ES68URHP8HD
115,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.0906,right,A32ES68URHP8HD
116,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.0069,right,A32ES68URHP8HD
117,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.2279,left,A2818E670QPY2B
118,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.355,right,A2818E670QPY2B
119,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.104,right,A2818E670QPY2B
120,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,0.0859,right,A14S5DDXVA1FUC
121,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.8678,right,A14S5DDXVA1FUC
122,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.804,left,A14S5DDXVA1FUC
123,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,3.172,right,A31NY9W52SMR36
124,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.441,left,A31NY9W52SMR36
125,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.716,right,A31NY9W52SMR36
126,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,0.8038,right,A2CVBELFUWZ407
127,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.4342,right,A2CVBELFUWZ407
128,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.1879,left,A2CVBELFUWZ407
129,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,12.293,right,A3ODFN4ZBNQ69K
130,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.5716,left,A3ODFN4ZBNQ69K
131,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.0646,right,A3ODFN4ZBNQ69K
132,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,6.9843,right,AP1QA4DM6O1G8
133,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,9.7422,right,AP1QA4DM6O1G8
134,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.1373,left,AP1QA4DM6O1G8
135,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,0.795,right,A1BNXEB380NQ3
136,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.1333,right,A1BNXEB380NQ3
137,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.0078,left,A1BNXEB380NQ3
138,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,0.9217,right,A2BN8V3GYCUZA4
139,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.0915,right,A2BN8V3GYCUZA4
140,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.0083,left,A2BN8V3GYCUZA4
141,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.9125,left,A1MFHM2LWYDNXQ
142,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.7267,left,A1MFHM2LWYDNXQ
143,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.4049,left,A1MFHM2LWYDNXQ
144,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.4131,left,A110TX2PKWIQ2O
145,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.6588,left,A110TX2PKWIQ2O
146,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.8986,left,A110TX2PKWIQ2O
147,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,6.5039,left,A1GD9JRU44WE8P
148,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.9428,right,A1GD9JRU44WE8P
149,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.6143,right,A1GD9JRU44WE8P
