,demo_loops.thisTrialN,target,image1,image2,correct,demo_test_key_resp.rt,demo_test_key_resp.keys,subject
0,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.7718,left,ASZIU9BR1ALX4
1,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.2469,right,ASZIU9BR1ALX4
2,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.2535,left,ASZIU9BR1ALX4
3,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.0669,left,AVK8FE2J4KJ9U
4,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.0981,left,AVK8FE2J4KJ9U
5,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.069,left,AVK8FE2J4KJ9U
6,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.161,right,A1NOS2SUAJVMTC
7,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.936,left,A1NOS2SUAJVMTC
8,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,5.51,right,A1NOS2SUAJVMTC
9,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,912.7597,right,A2LIQCD7W2VDE8
10,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.0502,left,A2LIQCD7W2VDE8
11,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.8772,right,A2LIQCD7W2VDE8
12,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,0.0052,left,A3NT8QEXFBYGF
13,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.7734,right,A3NT8QEXFBYGF
14,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.7822,left,A3NT8QEXFBYGF
15,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.6761,left,A2D009L2PJ6641
16,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.0897,right,A2D009L2PJ6641
17,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.4022,left,A2D009L2PJ6641
18,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.9257,right,A27B8SXCOOF807
19,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.3513,right,A27B8SXCOOF807
