,index,demo_encoding_loop.thisTrialN,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_encoding_response.keys,index,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisTrialN,DemoImage1,DemoImage2,DemoCorrectTest,subject
0,4,0.0,flower1.jpg,,,,12.0,right,0.0,6.612,0.0,flower1.jpg,flower1_pair.jpg,left,A146QN6EU8LAEI
1,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.9179,1.0,flower2_pair.jpg,flower2.jpg,right,A146QN6EU8LAEI
2,6,2.0,left.jpg,left,1.9429,left,14.0,right,0.0,2.2308,2.0,flower3.jpg,flower3_pair.jpg,left,A146QN6EU8LAEI
3,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.2813,3.0,flower4.jpg,flower4_pair.jpg,left,A146QN6EU8LAEI
4,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.1697,4.0,flower5_pair.jpg,flower5.jpg,right,A146QN6EU8LAEI
5,9,5.0,flower5.jpg,,,,17.0,right,0.0,1.1552,5.0,flower6.jpg,flower6_pair.jpg,left,A146QN6EU8LAEI
6,10,6.0,flower6.jpg,,,,,,,,,,,,A146QN6EU8LAEI
7,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.9768,0.0,flower1.jpg,flower1_pair.jpg,left,A1AMGHYG5PT0L2
8,5,1.0,flower2.jpg,,,,13.0,left,0.0,1.1272,1.0,flower2_pair.jpg,flower2.jpg,right,A1AMGHYG5PT0L2
9,6,2.0,left.jpg,left,0.5163,left,14.0,left,1.0,1.0592,2.0,flower3.jpg,flower3_pair.jpg,left,A1AMGHYG5PT0L2
10,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.0418,3.0,flower4.jpg,flower4_pair.jpg,left,A1AMGHYG5PT0L2
11,8,4.0,flower4.jpg,,,,16.0,left,0.0,1.1017,4.0,flower5_pair.jpg,flower5.jpg,right,A1AMGHYG5PT0L2
12,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.1301,5.0,flower6.jpg,flower6_pair.jpg,left,A1AMGHYG5PT0L2
13,10,6.0,flower6.jpg,,,,,,,,,,,,A1AMGHYG5PT0L2
14,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.4759,0.0,flower1.jpg,flower1_pair.jpg,left,A23KAJRDVCVGOE
15,5,1.0,flower2.jpg,,,,13.0,left,0.0,1.1317,1.0,flower2_pair.jpg,flower2.jpg,right,A23KAJRDVCVGOE
16,6,2.0,left.jpg,left,0.4905,left,14.0,left,1.0,1.2937,2.0,flower3.jpg,flower3_pair.jpg,left,A23KAJRDVCVGOE
17,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.4582,3.0,flower4.jpg,flower4_pair.jpg,left,A23KAJRDVCVGOE
18,8,4.0,flower4.jpg,,,,16.0,left,0.0,0.9055,4.0,flower5_pair.jpg,flower5.jpg,right,A23KAJRDVCVGOE
19,9,5.0,flower5.jpg,,,,17.0,left,1.0,0.7818,5.0,flower6.jpg,flower6_pair.jpg,left,A23KAJRDVCVGOE
20,10,6.0,flower6.jpg,,,,,,,,,,,,A23KAJRDVCVGOE
21,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.476,0.0,flower1.jpg,flower1_pair.jpg,left,A2541C8MY0BYV3
22,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.543,1.0,flower2_pair.jpg,flower2.jpg,right,A2541C8MY0BYV3
23,6,2.0,left.jpg,left,1.231,left,14.0,left,1.0,1.422,2.0,flower3.jpg,flower3_pair.jpg,left,A2541C8MY0BYV3
24,7,3.0,flower3.jpg,,,,15.0,right,0.0,0.882,3.0,flower4.jpg,flower4_pair.jpg,left,A2541C8MY0BYV3
25,8,4.0,flower4.jpg,,,,16.0,right,1.0,0.908,4.0,flower5_pair.jpg,flower5.jpg,right,A2541C8MY0BYV3
26,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.153,5.0,flower6.jpg,flower6_pair.jpg,left,A2541C8MY0BYV3
27,10,6.0,flower6.jpg,,,,,,,,,,,,A2541C8MY0BYV3
28,4,0.0,flower1.jpg,,,,12.0,right,0.0,3.3488,0.0,flower1.jpg,flower1_pair.jpg,left,A2CZ5PS567SA10
29,5,1.0,flower2.jpg,,,,13.0,left,0.0,1.6195,1.0,flower2_pair.jpg,flower2.jpg,right,A2CZ5PS567SA10
30,6,2.0,left.jpg,left,1.0054,left,14.0,left,1.0,1.87,2.0,flower3.jpg,flower3_pair.jpg,left,A2CZ5PS567SA10
31,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.6504,3.0,flower4.jpg,flower4_pair.jpg,left,A2CZ5PS567SA10
32,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.3198,4.0,flower5_pair.jpg,flower5.jpg,right,A2CZ5PS567SA10
33,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.7626,5.0,flower6.jpg,flower6_pair.jpg,left,A2CZ5PS567SA10
34,10,6.0,flower6.jpg,,,,,,,,,,,,A2CZ5PS567SA10
35,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.8896,0.0,flower1.jpg,flower1_pair.jpg,left,A2DX27FIUVZYB5
36,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.2039,1.0,flower2_pair.jpg,flower2.jpg,right,A2DX27FIUVZYB5
37,6,2.0,left.jpg,left,0.8556,left,14.0,right,0.0,1.9327,2.0,flower3.jpg,flower3_pair.jpg,left,A2DX27FIUVZYB5
38,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.7008,3.0,flower4.jpg,flower4_pair.jpg,left,A2DX27FIUVZYB5
39,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.0304,4.0,flower5_pair.jpg,flower5.jpg,right,A2DX27FIUVZYB5
40,9,5.0,flower5.jpg,,,,17.0,right,0.0,2.197,5.0,flower6.jpg,flower6_pair.jpg,left,A2DX27FIUVZYB5
41,10,6.0,flower6.jpg,,,,,,,,,,,,A2DX27FIUVZYB5
42,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.3401,0.0,flower1.jpg,flower1_pair.jpg,left,A2LI71A9ZRA199
43,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.4135,1.0,flower2_pair.jpg,flower2.jpg,right,A2LI71A9ZRA199
44,6,2.0,left.jpg,left,1.132,left,14.0,right,0.0,1.4228,2.0,flower3.jpg,flower3_pair.jpg,left,A2LI71A9ZRA199
45,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.3247,3.0,flower4.jpg,flower4_pair.jpg,left,A2LI71A9ZRA199
46,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.1299,4.0,flower5_pair.jpg,flower5.jpg,right,A2LI71A9ZRA199
47,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.2591,5.0,flower6.jpg,flower6_pair.jpg,left,A2LI71A9ZRA199
48,10,6.0,flower6.jpg,,,,,,,,,,,,A2LI71A9ZRA199
49,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.6383,0.0,flower1.jpg,flower1_pair.jpg,left,A2OT9ZJC4MQBS8
50,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.4397,1.0,flower2_pair.jpg,flower2.jpg,right,A2OT9ZJC4MQBS8
51,6,2.0,left.jpg,left,1.2063,left,14.0,right,0.0,1.8351,2.0,flower3.jpg,flower3_pair.jpg,left,A2OT9ZJC4MQBS8
