target_image,target_match,option1,option2,option3,option1_layer,option2_layer,option3_layer,match_layer,correct_answer,trial_num
GILA_WOODPECKER_3.jpg,BLACK_SWAN_3.jpg,SNOWY_OWL_4.jpg,BLACK_VULTURE_3.jpg,EGYPTIAN_GOOSE_3.jpg,2,3,1,1,3,0
LESSER_ADJUTANT_4.jpg,RAINBOW_LORIKEET_5.jpg,ALTAMIRA_YELLOWTHROAT_5.jpg,CHATTERING_LORY_2.jpg,FAIRY_TERN_3.jpg,1,2,3,2,2,1
left.png,left.png,right.png,up.png,left.png,,,,,1,2
LESSER_ADJUTANT_5.jpg,GAMBELS_QUAIL_1.jpg,AMERICAN_GOLDFINCH_1.jpg,RED_HEADED_WOODPECKER_1.jpg,CANARY_4.jpg,1,3,2,2,3,3
SHOEBILL_3.jpg,MALAGASY_WHITE_EYE_3.jpg,EMERALD_TANAGER_3.jpg,BALD_EAGLE_5.jpg,GILDED_FLICKER_5.jpg,1,3,2,1,1,4
HAWAIIAN_GOOSE_4.jpg,WATTLED_LAPWING_3.jpg,RED_BEARDED_BEE_EATER_3.jpg,BROWN_NOODY_5.jpg,HIMALAYAN_MONAL_2.jpg,1,3,2,3,2,5
IVORY_GULL_1.jpg,EASTERN_GOLDEN_WEAVER_5.jpg,WILSONS_BIRD_OF_PARADISE_4.jpg,FAIRY_TERN_4.jpg,RED_FODY_1.jpg,1,3,2,2,3,6
ARARIPE_MANAKIN_4.jpg,BORNEAN_LEAFBIRD_3.jpg,KIWI_3.jpg,GUINEA_TURACO_3.jpg,BLACK_VULTURE_1.jpg,1,3,2,3,2,7
SPLENDID_WREN_1.jpg,PARAKETT__AKULET_3.jpg,DOUBLE_BRESTED_CORMARANT_1.jpg,CUBAN_TODY_4.jpg,BLACK_SWAN_1.jpg,2,3,1,1,3,8
FLAME_BOWERBIRD_3.jpg,QUETZAL_3.jpg,GOULDIAN_FINCH_1.jpg,BROWN_THRASHER_4.jpg,INDIAN_BUSTARD_2.jpg,3,2,1,3,1,9
