target_image,target_match,option1,option2,option3,option1_layer,option2_layer,option3_layer,match_layer,correct_answer,trial_num
MALACHITE_KINGFISHER_2.jpg,SKUA_3.jpg,GREEN_BROADBILL_5.jpg,GANG_GANG_COCKATOO_4.jpg,INCA_TERN_2.jpg,3,1,2,1,2,0
LESSER_ADJUTANT_5.jpg,RED_HEADED_WOODPECKER_1.jpg,CASPIAN_TERN_2.jpg,GAMBELS_QUAIL_1.jpg,AMERICAN_GOLDFINCH_1.jpg,3,2,1,3,1,1
LARK_BUNTING_2.jpg,CACTUS_WREN_3.jpg,KING_VULTURE_3.jpg,EMU_3.jpg,GRANDALA_4.jpg,2,1,3,3,3,2
RED_HEADED_WOODPECKER_5.jpg,CRIMSON_CHAT_3.jpg,DAURIAN_REDSTART_5.jpg,GREAT_GRAY_OWL_5.jpg,COLLARED_ARACARI_1.jpg,2,1,3,2,1,3
FLAME_BOWERBIRD_3.jpg,INDIAN_BUSTARD_2.jpg,SPOON_BILED_SANDPIPER_5.jpg,BROWN_THRASHER_4.jpg,QUETZAL_3.jpg,1,2,3,1,1,4
OVENBIRD_5.jpg,PURPLE_FINCH_5.jpg,JABIRU_4.jpg,FAIRY_PENGUIN_1.jpg,GILDED_FLICKER_1.jpg,1,2,3,3,3,5
OCELLATED_TURKEY_1.jpg,LARK_BUNTING_1.jpg,PURPLE_SWAMPHEN_4.jpg,AMERICAN_KESTREL_2.jpg,CHIPPING_SPARROW_1.jpg,3,2,1,2,2,6
CASPIAN_TERN_1.jpg,EUROPEAN_GOLDFINCH_4.jpg,BRANDT_CORMARANT_4.jpg,COMMON_LOON_2.jpg,AMERICAN_GOLDFINCH_3.jpg,1,3,2,2,3,7
RED_FACED_WARBLER_1.jpg,BLACK_VENTED_SHEARWATER_4.jpg,COMMON_LOON_4.jpg,EMU_5.jpg,CAPE_GLOSSY_STARLING_2.jpg,2,1,3,2,1,8
BARRED_PUFFBIRD_3.jpg,VEERY_4.jpg,RED_TAILED_THRUSH_2.jpg,NORTHERN_CARDINAL_5.jpg,WHITE_CHEEKED_TURACO_2.jpg,3,2,1,3,1,9
SCARLET_TANAGER_2.jpg,BORNEAN_LEAFBIRD_1.jpg,LITTLE_AUK_3.jpg,CARMINE_BEE-EATER_1.jpg,BLONDE_CRESTED_WOODPECKER_3.jpg,2,1,3,3,3,10
TASMANIAN_HEN_5.jpg,BLACKBURNIAM_WARBLER_3.jpg,COPPERY_TAILED_COUCAL_1.jpg,AFRICAN_EMERALD_CUCKOO_5.jpg,CREAM_COLORED_WOODPECKER_4.jpg,3,2,1,1,3,11
IVORY_GULL_3.jpg,FLAME_TANAGER_3.jpg,CACTUS_WREN_1.jpg,INDIGO_FLYCATCHER_2.jpg,SNOWY_EGRET_4.jpg,2,1,3,2,1,12
INDIGO_BUNTING_1.jpg,SNOWY_PLOVER_1.jpg,SKUA_2.jpg,DARWINS_FLYCATCHER_2.jpg,FRIGATE_4.jpg,2,3,1,2,1,13
CHUKAR_PARTRIDGE_5.jpg,RAZORBILL_1.jpg,BLACK_THROATED_BUSHTIT_1.jpg,ASIAN_DOLLARD_BIRD_4.jpg,OSTRICH_3.jpg,3,2,1,2,2,14
