target_image,target_match,option1,option2,option3,option1_layer,option2_layer,option3_layer,match_layer,correct_answer,trial_num
NORTHERN_GANNET_2.jpg,PAINTED_BUNTING_5.jpg,MASKED_BOOBY_5.jpg,EASTERN_TOWEE_1.jpg,STRAWBERRY_FINCH_1.jpg,3,1,2,1,2,0
BROWN_THRASHER_3.jpg,OYSTER_CATCHER_4.jpg,RED_HEADED_WOODPECKER_2.jpg,BLACK_BAZA_4.jpg,DOUBLE_EYED_FIG_PARROT_3.jpg,2,3,1,2,1,1
IVORY_GULL_3.jpg,FLAME_TANAGER_3.jpg,CACTUS_WREN_1.jpg,SNOWY_EGRET_4.jpg,INDIGO_FLYCATCHER_2.jpg,2,3,1,2,1,2
HAWAIIAN_GOOSE_4.jpg,RED_BEARDED_BEE_EATER_3.jpg,HIMALAYAN_MONAL_2.jpg,DOUBLE_EYED_FIG_PARROT_1.jpg,WATTLED_LAPWING_3.jpg,2,1,3,1,2,3
left.png,left.png,left.png,up.png,right.png,,,,,3,4
CRESTED_CARACARA_4.jpg,FAIRY_PENGUIN_5.jpg,BLUE_DACNIS_4.jpg,CRAB_PLOVER_5.jpg,TOUCHAN_4.jpg,2,1,3,1,2,5
CERULEAN_WARBLER_1.jpg,BANANAQUIT_1.jpg,ORIENTAL_BAY_OWL_1.jpg,AMERICAN_FLAMINGO_5.jpg,CRESTED_OROPENDOLA_5.jpg,1,2,3,3,3,6
VERMILION_FLYCATHER_3.jpg,RED_BEARDED_BEE_EATER_1.jpg,PARADISE_TANAGER_4.jpg,CROWNED_PIGEON_1.jpg,INDIAN_BUSTARD_1.jpg,3,2,1,3,1,7
GOLDEN_CHLOROPHONIA_5.jpg,COMMON_HOUSE_MARTIN_4.jpg,ROADRUNNER_2.jpg,INLAND_DOTTEREL_5.jpg,VERMILION_FLYCATHER_5.jpg,1,2,3,2,2,8
GYRFALCON_1.jpg,FAIRY_TERN_1.jpg,ASHY_STORM_PETREL_2.jpg,CINNAMON_ATTILA_2.jpg,YELLOW_HEADED_BLACKBIRD_3.jpg,1,2,3,3,3,9
