target_image,target_match,option1,option2,option3,option1_layer,option2_layer,option3_layer,match_layer,correct_answer,trial_num
MYNA_1.jpg,SANDHILL_CRANE_4.jpg,OSTRICH_2.jpg,PARADISE_TANAGER_3.jpg,GREY_PLOVER_4.jpg,1,3,2,1,1,0
MALACHITE_KINGFISHER_2.jpg,INCA_TERN_2.jpg,COCKATOO_2.jpg,GREEN_BROADBILL_5.jpg,SKUA_3.jpg,2,3,1,2,1,1
GRAY_KINGBIRD_5.jpg,AFRICAN_FIREFINCH_3.jpg,EVENING_GROSBEAK_4.jpg,BALD_EAGLE_2.jpg,COCK_OF_THE__ROCK_4.jpg,3,1,2,3,1,2
GILA_WOODPECKER_3.jpg,SNOWY_OWL_4.jpg,BLACK_SWAN_3.jpg,ALEXANDRINE_PARAKEET_2.jpg,BLACK_VULTURE_3.jpg,1,2,3,2,2,3
CERULEAN_WARBLER_1.jpg,BANANAQUIT_1.jpg,CRESTED_OROPENDOLA_5.jpg,AMERICAN_FLAMINGO_5.jpg,ORIENTAL_BAY_OWL_1.jpg,3,2,1,3,1,4
left.png,left.png,right.png,up.png,left.png,,,,,1,5
LESSER_ADJUTANT_4.jpg,RAINBOW_LORIKEET_5.jpg,FAIRY_TERN_3.jpg,CHATTERING_LORY_2.jpg,ALTAMIRA_YELLOWTHROAT_5.jpg,3,2,1,2,2,6
SKUA_4.jpg,SNOWY_EGRET_5.jpg,PARUS_MAJOR_2.jpg,BLACK-NECKED_GREBE_3.jpg,ROADRUNNER_5.jpg,2,1,3,1,2,7
BARRED_PUFFBIRD_3.jpg,VEERY_4.jpg,WHITE_CHEEKED_TURACO_2.jpg,NORTHERN_CARDINAL_5.jpg,RED_TAILED_THRUSH_2.jpg,1,2,3,3,3,8
LARK_BUNTING_2.jpg,EMU_3.jpg,KING_VULTURE_3.jpg,CACTUS_WREN_3.jpg,KING_VULTURE_5.jpg,2,3,1,1,3,9
