target_image,target_match,option1,option2,option3,option1_layer,option2_layer,option3_layer,match_layer,correct_answer,trial_num
ASIAN_CRESTED_IBIS_4.jpg,OYSTER_CATCHER_2.jpg,IVORY_GULL_2.jpg,CANARY_2.jpg,AMERICAN_KESTREL_1.jpg,3,1,2,2,3,0
STRIPPED_SWALLOW_1.jpg,GO_AWAY_BIRD_5.jpg,EMPEROR_PENGUIN_5.jpg,MAGPIE_GOOSE_4.jpg,WHITE_THROATED_BEE_EATER_5.jpg,1,2,3,3,3,1
left.png,left.png,right.png,up.png,left.png,,,,,1,2
DOUBLE_BRESTED_CORMARANT_5.jpg,CHINESE_POND_HERON_2.jpg,ANHINGA_5.jpg,GILDED_FLICKER_2.jpg,EURASIAN_MAGPIE_4.jpg,3,1,2,3,1,3
INDIGO_BUNTING_1.jpg,FRIGATE_4.jpg,SNOWY_PLOVER_1.jpg,DARWINS_FLYCATCHER_2.jpg,POMARINE_JAEGER_5.jpg,2,3,1,1,3,4
GRAY_KINGBIRD_5.jpg,BALD_EAGLE_2.jpg,PEACOCK_1.jpg,COCK_OF_THE__ROCK_4.jpg,AFRICAN_FIREFINCH_3.jpg,1,2,3,1,1,5
GYRFALCON_1.jpg,CINNAMON_ATTILA_2.jpg,ASHY_STORM_PETREL_2.jpg,FAIRY_TERN_1.jpg,CAPE_ROCK_THRUSH_2.jpg,1,3,2,2,3,6
PYGMY_KINGFISHER_5.jpg,NORTHERN_PARULA_5.jpg,BLUE_THROATED_TOUCANET_3.jpg,GREAT_POTOO_3.jpg,GRANDALA_2.jpg,3,2,1,3,1,7
ARARIPE_MANAKIN_4.jpg,BLACK_VULTURE_1.jpg,UMBRELLA_BIRD_5.jpg,BORNEAN_LEAFBIRD_3.jpg,KIWI_3.jpg,2,3,1,2,1,8
TASMANIAN_HEN_5.jpg,BLACKBURNIAM_WARBLER_3.jpg,CREAM_COLORED_WOODPECKER_4.jpg,COPPERY_TAILED_COUCAL_1.jpg,AFRICAN_EMERALD_CUCKOO_5.jpg,1,3,2,1,1,9
