target_image,target_match,option1,option2,option3,option1_layer,option2_layer,option3_layer,match_layer,correct_answer,trial_num
left.png,left.png,up.png,right.png,left.png,,,,,2,0
HAWAIIAN_GOOSE_4.jpg,RED_BEARDED_BEE_EATER_3.jpg,WATTLED_LAPWING_3.jpg,DOUBLE_EYED_FIG_PARROT_1.jpg,HIMALAYAN_MONAL_2.jpg,3,1,2,1,2,1
CRESTED_CARACARA_4.jpg,BLUE_DACNIS_4.jpg,TOUCHAN_4.jpg,PARADISE_TANAGER_1.jpg,FAIRY_PENGUIN_5.jpg,3,2,1,2,2,2
BALI_STARLING_1.jpg,IBERIAN_MAGPIE_1.jpg,PURPLE_FINCH_2.jpg,CAPE_LONGCLAW_5.jpg,GRANDALA_5.jpg,2,1,3,3,3,3
RUBY_THROATED_HUMMINGBIRD_3.jpg,NORTHERN_SHOVELER_1.jpg,WHITE_CHEEKED_TURACO_4.jpg,WALL_CREAPER_3.jpg,MYNA_5.jpg,1,3,2,3,2,4
ASIAN_DOLLARD_BIRD_2.jpg,ALBATROSS_2.jpg,HAWAIIAN_GOOSE_1.jpg,VIOLET_GREEN_SWALLOW_4.jpg,OSTRICH_1.jpg,2,3,1,1,3,5
RUFOUS_KINGFISHER_1.jpg,BLACK_VENTED_SHEARWATER_2.jpg,HORNED_SUNGEM_4.jpg,MAGPIE_GOOSE_3.jpg,BANDED_STILT_3.jpg,3,2,1,1,3,6
VERMILION_FLYCATHER_3.jpg,CROWNED_PIGEON_1.jpg,RED_BEARDED_BEE_EATER_1.jpg,LITTLE_AUK_4.jpg,INDIAN_BUSTARD_1.jpg,3,2,1,2,2,7
ARARIPE_MANAKIN_4.jpg,KIWI_3.jpg,BLACK_VULTURE_1.jpg,BORNEAN_LEAFBIRD_3.jpg,GREAT_GRAY_OWL_4.jpg,2,3,1,1,3,8
WHITE_CHEEKED_TURACO_5.jpg,PYGMY_KINGFISHER_2.jpg,MALAGASY_WHITE_EYE_5.jpg,CHINESE_POND_HERON_1.jpg,SNOWY_EGRET_1.jpg,3,1,2,3,1,9
