target_image,target_match,option1,option2,option3,option1_layer,option2_layer,option3_layer,match_layer,correct_answer,trial_num
LESSER_ADJUTANT_5.jpg,RED_HEADED_WOODPECKER_1.jpg,AMERICAN_GOLDFINCH_1.jpg,CASPIAN_TERN_2.jpg,GAMBELS_QUAIL_1.jpg,1,3,2,3,2,0
RUBY_THROATED_HUMMINGBIRD_1.jpg,FRIGATE_1.jpg,EURASIAN_GOLDEN_ORIOLE_5.jpg,NORTHERN_CARDINAL_1.jpg,VULTURINE_GUINEAFOWL_4.jpg,1,3,2,3,2,1
BREWERS_BLACKBIRD_3.jpg,GOLDEN_CHEEKED_WARBLER_3.jpg,PEACOCK_4.jpg,AMERICAN_AVOCET_5.jpg,CAPE_LONGCLAW_2.jpg,1,2,3,2,2,2
INDIGO_BUNTING_1.jpg,FRIGATE_4.jpg,POMARINE_JAEGER_5.jpg,DARWINS_FLYCATCHER_2.jpg,SNOWY_PLOVER_1.jpg,1,3,2,1,1,3
TREE_SWALLOW_4.jpg,ROBIN_3.jpg,RED_FODY_3.jpg,CALIFORNIA_GULL_1.jpg,RED_HEADED_DUCK_5.jpg,3,2,1,2,2,4
BROWN_THRASHER_3.jpg,OYSTER_CATCHER_4.jpg,BLACK_BAZA_4.jpg,DOUBLE_EYED_FIG_PARROT_3.jpg,RED_HEADED_WOODPECKER_2.jpg,3,1,2,2,3,5
CERULEAN_WARBLER_1.jpg,BANANAQUIT_1.jpg,AMERICAN_FLAMINGO_5.jpg,ORIENTAL_BAY_OWL_1.jpg,CRESTED_OROPENDOLA_5.jpg,2,1,3,3,3,6
LITTLE_AUK_5.jpg,SANDHILL_CRANE_3.jpg,BEARDED_BELLBIRD_1.jpg,SCARLET_IBIS_1.jpg,ORANGE_BRESTED_BUNTING_3.jpg,3,1,2,1,2,7
CRESTED_NUTHATCH_2.jpg,SCARLET_IBIS_3.jpg,AFRICAN_FIREFINCH_1.jpg,CANARY_1.jpg,DOUBLE_BRESTED_CORMARANT_4.jpg,2,3,1,1,3,8
NORTHERN_JACANA_3.jpg,BANANAQUIT_3.jpg,BAR-TAILED_GODWIT_3.jpg,REGENT_BOWERBIRD_5.jpg,BEARDED_BELLBIRD_3.jpg,3,2,1,1,3,9
STRIPPED_SWALLOW_1.jpg,EMPEROR_PENGUIN_5.jpg,MAGPIE_GOOSE_4.jpg,BRANDT_CORMARANT_3.jpg,GO_AWAY_BIRD_5.jpg,2,1,3,1,2,10
RUBY_THROATED_HUMMINGBIRD_2.jpg,GOLDEN_PARAKEET_2.jpg,GREEN_JAY_2.jpg,APAPANE_4.jpg,DUSKY_ROBIN_5.jpg,1,2,3,1,1,11
right.png,right.png,up.png,right.png,left.png,,,,,3,12
DOUBLE_BRESTED_CORMARANT_5.jpg,EURASIAN_MAGPIE_4.jpg,CHINESE_POND_HERON_2.jpg,GILDED_FLICKER_2.jpg,PATAGONIAN_SIERRA_FINCH_2.jpg,3,1,2,2,3,13
RED_HEADED_WOODPECKER_5.jpg,GREAT_GRAY_OWL_5.jpg,CRIMSON_CHAT_3.jpg,KIWI_1.jpg,COLLARED_ARACARI_1.jpg,2,1,3,1,2,14
left.png,left.png,left.png,right.png,up.png,,,,,2,15
EASTERN_TOWEE_2.jpg,NORTHERN_BEARDLESS_TYRANNULET_5.jpg,HYACINTH_MACAW_4.jpg,GOLDEN_CHEEKED_WARBLER_1.jpg,SANDHILL_CRANE_2.jpg,2,3,1,3,2,16
NORTHERN_GANNET_2.jpg,PAINTED_BUNTING_5.jpg,MASKED_BOOBY_5.jpg,STRAWBERRY_FINCH_1.jpg,EASTERN_TOWEE_1.jpg,3,2,1,1,3,17
right.png,right.png,up.png,right.png,left.png,,,,,3,18
AMERICAN_PIPIT_5.jpg,GREEN_MAGPIE_1.jpg,HEPATIC_TANAGER_5.jpg,EMU_2.jpg,LOGGERHEAD_SHRIKE_4.jpg,3,1,2,2,3,19
MCKAYS_BUNTING_3.jpg,EMU_4.jpg,DEMOISELLE_CRANE_3.jpg,AMERICAN_GOLDFINCH_4.jpg,IWI_2.jpg,1,3,2,1,1,20
INLAND_DOTTEREL_4.jpg,CRESTED_KINGFISHER_1.jpg,JANDAYA_PARAKEET_5.jpg,ANNAS_HUMMINGBIRD_2.jpg,NICOBAR_PIGEON_4.jpg,1,3,2,3,2,21
VERMILION_FLYCATHER_3.jpg,INDIAN_BUSTARD_1.jpg,SATYR_TRAGOPAN_1.jpg,CROWNED_PIGEON_1.jpg,RED_BEARDED_BEE_EATER_1.jpg,1,2,3,1,1,22
LESSER_ADJUTANT_4.jpg,RAINBOW_LORIKEET_5.jpg,CHATTERING_LORY_2.jpg,FAIRY_TERN_3.jpg,ALTAMIRA_YELLOWTHROAT_5.jpg,2,3,1,2,1,23
ASIAN_CRESTED_IBIS_4.jpg,IVORY_GULL_2.jpg,OYSTER_CATCHER_2.jpg,CASPIAN_TERN_4.jpg,CANARY_2.jpg,2,3,1,3,2,24
MALACHITE_KINGFISHER_2.jpg,INCA_TERN_2.jpg,SKUA_3.jpg,COCKATOO_2.jpg,GREEN_BROADBILL_5.jpg,1,2,3,2,2,25
ASIAN_DOLLARD_BIRD_2.jpg,VIOLET_GREEN_SWALLOW_4.jpg,HAWAIIAN_GOOSE_1.jpg,ALBATROSS_2.jpg,VERMILION_FLYCATHER_1.jpg,2,1,3,3,3,26
ECUADORIAN_HILLSTAR_5.jpg,SCARLET_IBIS_2.jpg,AMERICAN_FLAMINGO_1.jpg,BOBOLINK_5.jpg,CRIMSON_SUNBIRD_5.jpg,1,2,3,1,1,27
MAGPIE_GOOSE_5.jpg,OYSTER_CATCHER_3.jpg,DOUBLE_EYED_FIG_PARROT_5.jpg,WOOD_DUCK_5.jpg,HAMERKOP_1.jpg,1,3,2,3,2,28
WHITE_CHEEKED_TURACO_5.jpg,SNOWY_EGRET_1.jpg,CHINESE_POND_HERON_1.jpg,PYGMY_KINGFISHER_2.jpg,ORIENTAL_BAY_OWL_5.jpg,1,3,2,2,3,29
CHUKAR_PARTRIDGE_5.jpg,OSTRICH_3.jpg,EMU_1.jpg,BLACK_THROATED_BUSHTIT_1.jpg,RAZORBILL_1.jpg,1,3,2,1,1,30
KAGU_5.jpg,ASHY_STORM_PETREL_1.jpg,EASTERN_MEADOWLARK_1.jpg,IMPERIAL_SHAQ_2.jpg,MANDRIN_DUCK_4.jpg,1,3,2,2,3,31
LARK_BUNTING_2.jpg,EMU_3.jpg,KING_VULTURE_5.jpg,CACTUS_WREN_3.jpg,KING_VULTURE_3.jpg,1,3,2,1,1,32
ALPINE_CHOUGH_4.jpg,BOBOLINK_3.jpg,SNOWY_EGRET_2.jpg,UMBRELLA_BIRD_1.jpg,EUROPEAN_GOLDFINCH_3.jpg,1,3,2,3,2,33
SHOEBILL_3.jpg,GILDED_FLICKER_5.jpg,MALAGASY_WHITE_EYE_3.jpg,BALD_EAGLE_5.jpg,IWI_1.jpg,1,3,2,2,3,34
RUFOUS_KINGFISHER_1.jpg,HORNED_SUNGEM_4.jpg,GREEN_JAY_4.jpg,MAGPIE_GOOSE_3.jpg,BLACK_VENTED_SHEARWATER_2.jpg,3,2,1,3,1,35
EUROPEAN_TURTLE_DOVE_3.jpg,MALABAR_HORNBILL_2.jpg,TEAL_DUCK_2.jpg,PAINTED_BUNTING_3.jpg,BROWN_THRASHER_2.jpg,1,2,3,3,3,36
KILLDEAR_2.jpg,CAATINGA_CACHOLOTE_4.jpg,AZURE_TIT_5.jpg,CHATTERING_LORY_1.jpg,ALEXANDRINE_PARAKEET_5.jpg,3,2,1,2,2,37
GREY_PLOVER_1.jpg,AMETHYST_WOODSTAR_4.jpg,GOULDIAN_FINCH_4.jpg,HYACINTH_MACAW_3.jpg,BURCHELLS_COURSER_5.jpg,2,1,3,3,3,38
ARARIPE_MANAKIN_4.jpg,KIWI_3.jpg,BLACK_VULTURE_1.jpg,BORNEAN_LEAFBIRD_3.jpg,GREAT_GRAY_OWL_4.jpg,2,3,1,1,3,39
GILA_WOODPECKER_3.jpg,BLACK_SWAN_3.jpg,SNOWY_OWL_4.jpg,EGYPTIAN_GOOSE_3.jpg,BLACK_VULTURE_3.jpg,2,1,3,1,2,40
left.png,left.png,left.png,up.png,right.png,,,,,3,41
