,workID,Age,Gender,target,image1,image2,correct,background_0,background_1,background_2,background_3,background_4,background_5,target_index,test_key_resp.keys,test_key_resp.rt,distractor_level,category,selected_dist,slider_part2.response,slider_part2.rt,subject
0,A382IYPJDT9UV6,35,female,playground_257.jpg,playground_215.jpg,playground_257.jpg,right,golf_course_164.jpg,bridge_52.jpg,playground_257.jpg,mountain_277.jpg,badlands_67.jpg,highway_90.jpg,2.0,left,2.0085,1.0,playground,playground_215.jpg,5.962962963,5.1206,A382IYPJDT9UV6
1,A382IYPJDT9UV6,35,female,bridge_146.jpg,bridge_121.jpg,bridge_146.jpg,right,bridge_146.jpg,highway_319.jpg,golf_course_328.jpg,playground_26.jpg,mountain_251.jpg,badlands_185.jpg,0.0,right,3.5013,1.0,bridge,bridge_121.jpg,3.97037037,10.3936,A382IYPJDT9UV6
2,A382IYPJDT9UV6,35,female,highway_245.jpg,highway_134.jpg,highway_245.jpg,right,playground_241.jpg,badlands_183.jpg,mountain_226.jpg,bridge_173.jpg,highway_245.jpg,golf_course_179.jpg,4.0,right,2.8993,0.0,highway,highway_134.jpg,5.0,4.3025,A382IYPJDT9UV6
3,A382IYPJDT9UV6,35,female,highway_156.jpg,highway_156.jpg,highway_293.jpg,left,golf_course_202.jpg,playground_54.jpg,bridge_117.jpg,mountain_32.jpg,highway_156.jpg,badlands_97.jpg,4.0,left,1.6532,1.0,highway,highway_293.jpg,8.007407407,2.8723,A382IYPJDT9UV6
4,A382IYPJDT9UV6,35,female,highway_93.jpg,highway_85.jpg,highway_93.jpg,right,playground_15.jpg,mountain_45.jpg,golf_course_238.jpg,badlands_35.jpg,highway_93.jpg,bridge_144.jpg,4.0,left,2.8628,0.0,highway,highway_85.jpg,1.007407407,4.1446,A382IYPJDT9UV6
5,A382IYPJDT9UV6,35,female,badlands_184.jpg,badlands_184.jpg,badlands_228.jpg,left,highway_18.jpg,bridge_76.jpg,badlands_184.jpg,playground_162.jpg,golf_course_307.jpg,mountain_151.jpg,2.0,right,2.4954,0.0,badlands,badlands_228.jpg,5.962962963,3.6902,A382IYPJDT9UV6
6,A382IYPJDT9UV6,35,female,highway_294.jpg,highway_368.jpg,highway_294.jpg,right,mountain_92.jpg,bridge_155.jpg,golf_course_241.jpg,highway_294.jpg,badlands_30.jpg,playground_16.jpg,3.0,right,3.4483,1.0,highway,highway_368.jpg,3.992592593,3.3371,A382IYPJDT9UV6
7,A382IYPJDT9UV6,35,female,badlands_137.jpg,badlands_139.jpg,badlands_137.jpg,right,badlands_137.jpg,mountain_87.jpg,playground_195.jpg,highway_246.jpg,golf_course_138.jpg,bridge_68.jpg,0.0,left,1.492,1.0,badlands,badlands_139.jpg,2.985185185,3.3849,A382IYPJDT9UV6
8,A382IYPJDT9UV6,35,female,playground_145.jpg,playground_145.jpg,playground_229.jpg,left,playground_145.jpg,golf_course_162.jpg,badlands_213.jpg,highway_81.jpg,bridge_218.jpg,mountain_187.jpg,0.0,right,3.6756,0.0,playground,playground_229.jpg,8.992592593,4.5474,A382IYPJDT9UV6
9,A382IYPJDT9UV6,35,female,playground_144.jpg,playground_144.jpg,playground_65.jpg,left,badlands_166.jpg,golf_course_199.jpg,bridge_118.jpg,playground_144.jpg,highway_9.jpg,mountain_176.jpg,3.0,right,1.5145,1.0,playground,playground_65.jpg,7.0,2.3146,A382IYPJDT9UV6
