,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,demo_loop.thisRepN,demo_loop.thisTrialN,demo_loop.thisN,demo_loop.thisIndex,demo_loop.ran,target_image,target_match,option1,option2,option3,option1_layer,option2_layer,option3_layer,match_layer,correct_answer,trial_num,subject
87,2.0,0.0,4.8718,0.0,7.0,7.0,7.0,1.0,OCELLATED_TURKEY_1.jpg,LARK_BUNTING_1.jpg,PURPLE_SWAMPHEN_4.jpg,CHIPPING_SPARROW_1.jpg,AMERICAN_KESTREL_2.jpg,3.0,1.0,2.0,2.0,3.0,7.0,AG9LMLEPXP2YC
88,2.0,1.0,1.108,0.0,8.0,8.0,8.0,1.0,CASPIAN_TERN_1.jpg,EUROPEAN_GOLDFINCH_4.jpg,COMMON_LOON_2.jpg,AMERICAN_GOLDFINCH_3.jpg,BRANDT_CORMARANT_4.jpg,3.0,2.0,1.0,2.0,2.0,8.0,AG9LMLEPXP2YC
89,3.0,1.0,2.9507,0.0,9.0,9.0,9.0,1.0,ASIAN_DOLLARD_BIRD_2.jpg,VIOLET_GREEN_SWALLOW_4.jpg,ALBATROSS_2.jpg,HAWAIIAN_GOOSE_1.jpg,VERMILION_FLYCATHER_1.jpg,1.0,2.0,3.0,3.0,3.0,9.0,AG9LMLEPXP2YC
90,2.0,1.0,10.3005,0.0,0.0,0.0,0.0,1.0,PEACOCK_3.jpg,STRAWBERRY_FINCH_4.jpg,ANIANIAU_2.jpg,RED_FODY_5.jpg,IBERIAN_MAGPIE_2.jpg,1.0,2.0,3.0,2.0,2.0,0.0,AN7Z42U38BCQT
91,1.0,1.0,5.9962,0.0,1.0,1.0,1.0,1.0,NORTHERN_GANNET_2.jpg,MASKED_BOOBY_5.jpg,HOODED_MERGANSER_4.jpg,STRAWBERRY_FINCH_1.jpg,PAINTED_BUNTING_5.jpg,3.0,2.0,1.0,3.0,1.0,1.0,AN7Z42U38BCQT
92,2.0,1.0,6.6532,0.0,2.0,2.0,2.0,1.0,GYRFALCON_1.jpg,ASHY_STORM_PETREL_2.jpg,FAIRY_TERN_1.jpg,GREY_PLOVER_3.jpg,CINNAMON_ATTILA_2.jpg,3.0,1.0,2.0,1.0,2.0,2.0,AN7Z42U38BCQT
93,2.0,0.0,3.8052,0.0,3.0,3.0,3.0,1.0,RUFOUS_KINGFISHER_1.jpg,BLACK_VENTED_SHEARWATER_2.jpg,BANDED_STILT_3.jpg,MAGPIE_GOOSE_3.jpg,HORNED_SUNGEM_4.jpg,1.0,2.0,3.0,1.0,1.0,3.0,AN7Z42U38BCQT
94,3.0,1.0,3.9715,0.0,4.0,4.0,4.0,1.0,left.png,left.png,up.png,left.png,right.png,,,,,3.0,4.0,AN7Z42U38BCQT
95,2.0,1.0,4.0768,0.0,5.0,5.0,5.0,1.0,CRESTED_CARACARA_4.jpg,FAIRY_PENGUIN_5.jpg,BLUE_DACNIS_4.jpg,CRAB_PLOVER_5.jpg,TOUCHAN_4.jpg,2.0,1.0,3.0,1.0,2.0,5.0,AN7Z42U38BCQT
96,2.0,1.0,3.6408,0.0,6.0,6.0,6.0,1.0,MCKAYS_BUNTING_3.jpg,IWI_2.jpg,AMERICAN_GOLDFINCH_4.jpg,PAINTED_BUNTING_1.jpg,EMU_4.jpg,3.0,2.0,1.0,2.0,2.0,6.0,AN7Z42U38BCQT
97,2.0,1.0,1.4501,0.0,7.0,7.0,7.0,1.0,GOLDEN_CHLOROPHONIA_5.jpg,VERMILION_FLYCATHER_5.jpg,COMMON_HOUSE_MARTIN_4.jpg,DARWINS_FLYCATCHER_3.jpg,ROADRUNNER_2.jpg,2.0,3.0,1.0,3.0,2.0,7.0,AN7Z42U38BCQT
98,2.0,1.0,1.4332,0.0,8.0,8.0,8.0,1.0,RED_HEADED_WOODPECKER_5.jpg,COLLARED_ARACARI_1.jpg,GREAT_GRAY_OWL_5.jpg,BLACKBURNIAM_WARBLER_4.jpg,CRIMSON_CHAT_3.jpg,1.0,3.0,2.0,3.0,2.0,8.0,AN7Z42U38BCQT
99,3.0,1.0,2.1322,0.0,9.0,9.0,9.0,1.0,EASTERN_TOWEE_2.jpg,HYACINTH_MACAW_4.jpg,NORTHERN_BEARDLESS_TYRANNULET_5.jpg,SANDHILL_CRANE_2.jpg,ANDEAN_GOOSE_3.jpg,3.0,1.0,2.0,2.0,3.0,9.0,AN7Z42U38BCQT
100,2.0,0.0,3.541,0.0,0.0,0.0,0.0,1.0,ECUADORIAN_HILLSTAR_5.jpg,SCARLET_IBIS_2.jpg,CRIMSON_SUNBIRD_5.jpg,BOBOLINK_5.jpg,AMERICAN_FLAMINGO_1.jpg,3.0,2.0,1.0,1.0,3.0,0.0,A2KDZLWD8RAHDM
101,2.0,0.0,3.519,0.0,1.0,1.0,1.0,1.0,ALPINE_CHOUGH_4.jpg,BOBOLINK_3.jpg,UMBRELLA_BIRD_1.jpg,SNOWY_EGRET_2.jpg,EUROPEAN_GOLDFINCH_3.jpg,3.0,1.0,2.0,3.0,1.0,1.0,A2KDZLWD8RAHDM
102,1.0,0.0,1.924,0.0,2.0,2.0,2.0,1.0,KILLDEAR_2.jpg,CAATINGA_CACHOLOTE_4.jpg,AZURE_TIT_5.jpg,ALEXANDRINE_PARAKEET_5.jpg,CHATTERING_LORY_1.jpg,3.0,1.0,2.0,2.0,3.0,2.0,A2KDZLWD8RAHDM
103,2.0,1.0,1.714,0.0,3.0,3.0,3.0,1.0,HAWAIIAN_GOOSE_4.jpg,WATTLED_LAPWING_3.jpg,RED_BEARDED_BEE_EATER_3.jpg,BROWN_NOODY_5.jpg,HIMALAYAN_MONAL_2.jpg,1.0,3.0,2.0,3.0,2.0,3.0,A2KDZLWD8RAHDM
104,2.0,0.0,1.573,0.0,4.0,4.0,4.0,1.0,LARK_BUNTING_2.jpg,KING_VULTURE_3.jpg,CHARA_DE_COLLAR_4.jpg,CACTUS_WREN_3.jpg,EMU_3.jpg,2.0,3.0,1.0,2.0,1.0,4.0,A2KDZLWD8RAHDM
105,3.0,1.0,1.824,0.0,5.0,5.0,5.0,1.0,right.png,right.png,up.png,right.png,left.png,,,,,3.0,5.0,A2KDZLWD8RAHDM
106,1.0,1.0,2.252,0.0,6.0,6.0,6.0,1.0,BROWN_THRASHER_3.jpg,DOUBLE_EYED_FIG_PARROT_3.jpg,RED_BEARDED_BEE_EATER_4.jpg,BLACK_BAZA_4.jpg,OYSTER_CATCHER_4.jpg,1.0,3.0,2.0,1.0,1.0,6.0,A2KDZLWD8RAHDM
107,1.0,1.0,1.896,0.0,7.0,7.0,7.0,1.0,PYGMY_KINGFISHER_5.jpg,GRANDALA_2.jpg,MIKADO__PHEASANT_5.jpg,GREAT_POTOO_3.jpg,NORTHERN_PARULA_5.jpg,1.0,2.0,3.0,1.0,1.0,7.0,A2KDZLWD8RAHDM
108,1.0,1.0,1.728,0.0,8.0,8.0,8.0,1.0,BARRED_PUFFBIRD_3.jpg,VEERY_4.jpg,RED_TAILED_THRUSH_2.jpg,NORTHERN_CARDINAL_5.jpg,WHITE_CHEEKED_TURACO_2.jpg,3.0,2.0,1.0,3.0,1.0,8.0,A2KDZLWD8RAHDM
109,1.0,1.0,1.743,0.0,9.0,9.0,9.0,1.0,ARARIPE_MANAKIN_4.jpg,BLACK_VULTURE_1.jpg,UMBRELLA_BIRD_5.jpg,BORNEAN_LEAFBIRD_3.jpg,KIWI_3.jpg,2.0,3.0,1.0,2.0,1.0,9.0,A2KDZLWD8RAHDM
110,2.0,0.0,3.7377,0.0,0.0,0.0,0.0,1.0,TREE_SWALLOW_4.jpg,RED_FODY_3.jpg,RED_HEADED_DUCK_5.jpg,ROBIN_3.jpg,BORNEAN_LEAFBIRD_4.jpg,1.0,2.0,3.0,3.0,3.0,0.0,A10JXOU89D5RXR
111,2.0,1.0,6.311,0.0,1.0,1.0,1.0,1.0,GILA_WOODPECKER_3.jpg,SNOWY_OWL_4.jpg,BLACK_SWAN_3.jpg,ALEXANDRINE_PARAKEET_2.jpg,BLACK_VULTURE_3.jpg,1.0,2.0,3.0,2.0,2.0,1.0,A10JXOU89D5RXR
112,2.0,0.0,3.5691,0.0,2.0,2.0,2.0,1.0,INDIGO_BUNTING_1.jpg,FRIGATE_4.jpg,DARWINS_FLYCATCHER_2.jpg,SNOWY_PLOVER_1.jpg,POMARINE_JAEGER_5.jpg,3.0,2.0,1.0,1.0,3.0,2.0,A10JXOU89D5RXR
113,3.0,0.0,3.4678,0.0,3.0,3.0,3.0,1.0,GRAY_KINGBIRD_5.jpg,COCK_OF_THE__ROCK_4.jpg,BALD_EAGLE_2.jpg,BLACK_SWAN_5.jpg,AFRICAN_FIREFINCH_3.jpg,1.0,2.0,3.0,2.0,2.0,3.0,A10JXOU89D5RXR
114,1.0,1.0,2.3818,0.0,4.0,4.0,4.0,1.0,left.png,left.png,right.png,left.png,up.png,,,,,1.0,4.0,A10JXOU89D5RXR
115,3.0,1.0,2.4061,0.0,5.0,5.0,5.0,1.0,LARK_BUNTING_2.jpg,KING_VULTURE_3.jpg,EMU_3.jpg,CACTUS_WREN_3.jpg,CHARA_DE_COLLAR_4.jpg,1.0,3.0,2.0,2.0,3.0,5.0,A10JXOU89D5RXR
116,1.0,1.0,2.9777,0.0,6.0,6.0,6.0,1.0,RUFOUS_KINGFISHER_1.jpg,BLACK_VENTED_SHEARWATER_2.jpg,BANDED_STILT_3.jpg,HORNED_SUNGEM_4.jpg,MAGPIE_GOOSE_3.jpg,1.0,3.0,2.0,1.0,1.0,6.0,A10JXOU89D5RXR
117,2.0,1.0,3.1229,0.0,7.0,7.0,7.0,1.0,VERMILION_FLYCATHER_3.jpg,RED_BEARDED_BEE_EATER_1.jpg,CROWNED_PIGEON_1.jpg,PARADISE_TANAGER_4.jpg,INDIAN_BUSTARD_1.jpg,2.0,3.0,1.0,3.0,2.0,7.0,A10JXOU89D5RXR
118,1.0,1.0,2.4181,0.0,8.0,8.0,8.0,1.0,OVENBIRD_5.jpg,PURPLE_FINCH_5.jpg,GILDED_FLICKER_1.jpg,FAIRY_PENGUIN_1.jpg,JABIRU_4.jpg,3.0,2.0,1.0,3.0,1.0,8.0,A10JXOU89D5RXR
119,3.0,1.0,4.3567,0.0,9.0,9.0,9.0,1.0,SPLENDID_WREN_1.jpg,PARAKETT__AKULET_3.jpg,DOUBLE_BRESTED_CORMARANT_1.jpg,CUBAN_TODY_4.jpg,BLACK_SWAN_1.jpg,2.0,3.0,1.0,1.0,3.0,9.0,A10JXOU89D5RXR
120,3.0,1.0,7.5533,0.0,0.0,0.0,0.0,1.0,PINK_ROBIN_4.jpg,COMMON_IORA_4.jpg,SPOONBILL_3.jpg,ALBATROSS_4.jpg,GREEN_MAGPIE_3.jpg,1.0,2.0,3.0,3.0,3.0,0.0,A1G50D7L1GGZRU
121,2.0,1.0,7.2302,0.0,1.0,1.0,1.0,1.0,IVORY_GULL_3.jpg,SNOWY_EGRET_4.jpg,INDIGO_FLYCATCHER_2.jpg,FAN_TAILED_WIDOW_1.jpg,FLAME_TANAGER_3.jpg,1.0,3.0,2.0,3.0,2.0,1.0,A1G50D7L1GGZRU
122,1.0,1.0,6.5761,0.0,2.0,2.0,2.0,1.0,left.png,left.png,right.png,left.png,up.png,,,,,1.0,2.0,A1G50D7L1GGZRU
123,1.0,0.0,8.7732,0.0,3.0,3.0,3.0,1.0,RUBY_THROATED_HUMMINGBIRD_3.jpg,MYNA_5.jpg,NORTHERN_SHOVELER_1.jpg,GOLDEN_EAGLE_2.jpg,WHITE_CHEEKED_TURACO_4.jpg,3.0,2.0,1.0,2.0,2.0,3.0,A1G50D7L1GGZRU
124,1.0,0.0,5.1619,0.0,4.0,4.0,4.0,1.0,LESSER_ADJUTANT_4.jpg,ALTAMIRA_YELLOWTHROAT_5.jpg,FAIRY_TERN_3.jpg,RAINBOW_LORIKEET_5.jpg,DOUBLE_EYED_FIG_PARROT_4.jpg,3.0,2.0,1.0,1.0,3.0,4.0,A1G50D7L1GGZRU
125,1.0,0.0,3.3754,0.0,5.0,5.0,5.0,1.0,BARRED_PUFFBIRD_3.jpg,NORTHERN_CARDINAL_5.jpg,VEERY_4.jpg,CAPPED_HERON_5.jpg,WHITE_CHEEKED_TURACO_2.jpg,3.0,2.0,1.0,2.0,2.0,5.0,A1G50D7L1GGZRU
126,1.0,0.0,5.384,0.0,6.0,6.0,6.0,1.0,NORTHERN_GANNET_2.jpg,PAINTED_BUNTING_5.jpg,MASKED_BOOBY_5.jpg,EASTERN_TOWEE_1.jpg,STRAWBERRY_FINCH_1.jpg,3.0,1.0,2.0,1.0,2.0,6.0,A1G50D7L1GGZRU
127,2.0,1.0,2.5645,0.0,7.0,7.0,7.0,1.0,OCELLATED_TURKEY_1.jpg,LARK_BUNTING_1.jpg,CHIPPING_SPARROW_1.jpg,AMERICAN_KESTREL_2.jpg,PURPLE_SWAMPHEN_4.jpg,1.0,2.0,3.0,2.0,2.0,7.0,A1G50D7L1GGZRU
128,2.0,0.0,3.0456,0.0,8.0,8.0,8.0,1.0,FLAME_BOWERBIRD_3.jpg,INDIAN_BUSTARD_2.jpg,SPOON_BILED_SANDPIPER_5.jpg,BROWN_THRASHER_4.jpg,QUETZAL_3.jpg,1.0,2.0,3.0,1.0,1.0,8.0,A1G50D7L1GGZRU
129,3.0,0.0,5.745,0.0,9.0,9.0,9.0,1.0,GYRFALCON_1.jpg,FAIRY_TERN_1.jpg,YELLOW_HEADED_BLACKBIRD_3.jpg,ASHY_STORM_PETREL_2.jpg,CINNAMON_ATTILA_2.jpg,3.0,1.0,2.0,3.0,1.0,9.0,A1G50D7L1GGZRU
130,2.0,1.0,9.3596,0.0,0.0,0.0,0.0,1.0,AMERICAN_PIPIT_5.jpg,GREEN_MAGPIE_1.jpg,HEPATIC_TANAGER_5.jpg,LOGGERHEAD_SHRIKE_4.jpg,EMU_2.jpg,3.0,2.0,1.0,2.0,2.0,0.0,A11W7YCD50IGHD
131,1.0,1.0,1.937599999,0.0,1.0,1.0,1.0,1.0,SPLENDID_WREN_1.jpg,DOUBLE_BRESTED_CORMARANT_1.jpg,BLACK_SWAN_2.jpg,CUBAN_TODY_4.jpg,PARAKETT__AKULET_3.jpg,2.0,3.0,1.0,2.0,1.0,1.0,A11W7YCD50IGHD
132,3.0,1.0,2.2061,0.0,2.0,2.0,2.0,1.0,KILLDEAR_2.jpg,CAATINGA_CACHOLOTE_4.jpg,AZURE_TIT_5.jpg,ALEXANDRINE_PARAKEET_5.jpg,CHATTERING_LORY_1.jpg,3.0,1.0,2.0,2.0,3.0,2.0,A11W7YCD50IGHD
133,3.0,1.0,1.703,0.0,3.0,3.0,3.0,1.0,LESSER_ADJUTANT_4.jpg,FAIRY_TERN_3.jpg,ALTAMIRA_YELLOWTHROAT_5.jpg,RAINBOW_LORIKEET_5.jpg,CRAB_PLOVER_4.jpg,1.0,2.0,3.0,3.0,3.0,3.0,A11W7YCD50IGHD
134,3.0,1.0,3.0943,0.0,4.0,4.0,4.0,1.0,GOLDEN_CHEEKED_WARBLER_2.jpg,SPOONBILL_1.jpg,AMERICAN_FLAMINGO_3.jpg,WHITE_THROATED_BEE_EATER_1.jpg,RED_HEADED_DUCK_3.jpg,2.0,3.0,1.0,1.0,3.0,4.0,A11W7YCD50IGHD
135,1.0,1.0,4.506099999,0.0,5.0,5.0,5.0,1.0,CRESTED_NUTHATCH_2.jpg,CANARY_1.jpg,VERMILION_FLYCATHER_4.jpg,AFRICAN_FIREFINCH_1.jpg,SCARLET_IBIS_3.jpg,3.0,2.0,1.0,3.0,1.0,5.0,A11W7YCD50IGHD
136,1.0,1.0,10.2748,0.0,6.0,6.0,6.0,1.0,GRAY_KINGBIRD_5.jpg,BALD_EAGLE_2.jpg,PEACOCK_1.jpg,AFRICAN_FIREFINCH_3.jpg,COCK_OF_THE__ROCK_4.jpg,1.0,3.0,2.0,1.0,1.0,6.0,A11W7YCD50IGHD
137,1.0,1.0,1.3085,0.0,7.0,7.0,7.0,1.0,HAWAIIAN_GOOSE_4.jpg,WATTLED_LAPWING_3.jpg,BROWN_NOODY_5.jpg,HIMALAYAN_MONAL_2.jpg,RED_BEARDED_BEE_EATER_3.jpg,3.0,2.0,1.0,3.0,1.0,7.0,A11W7YCD50IGHD
138,3.0,1.0,2.123900001,0.0,8.0,8.0,8.0,1.0,SKUA_4.jpg,SNOWY_EGRET_5.jpg,ROADRUNNER_5.jpg,PARUS_MAJOR_2.jpg,BLACK-NECKED_GREBE_3.jpg,3.0,2.0,1.0,1.0,3.0,8.0,A11W7YCD50IGHD
139,3.0,1.0,2.3035,0.0,9.0,9.0,9.0,1.0,left.png,left.png,left.png,up.png,right.png,,,,,3.0,9.0,A11W7YCD50IGHD
140,1.0,1.0,3.7405,0.0,0.0,0.0,0.0,1.0,RUFOUS_KINGFISHER_1.jpg,BLACK_VENTED_SHEARWATER_2.jpg,BANDED_STILT_3.jpg,HORNED_SUNGEM_4.jpg,MAGPIE_GOOSE_3.jpg,1.0,3.0,2.0,1.0,1.0,0.0,A18TJQ1OFMV8H2
141,1.0,1.0,2.1897,0.0,1.0,1.0,1.0,1.0,LESSER_ADJUTANT_5.jpg,RED_HEADED_WOODPECKER_1.jpg,CASPIAN_TERN_2.jpg,GAMBELS_QUAIL_1.jpg,AMERICAN_GOLDFINCH_1.jpg,3.0,2.0,1.0,3.0,1.0,1.0,A18TJQ1OFMV8H2
142,2.0,1.0,1.6256,0.0,2.0,2.0,2.0,1.0,PARUS_MAJOR_1.jpg,COMMON_POORWILL_1.jpg,CALIFORNIA_GULL_2.jpg,OSTRICH_4.jpg,PINK_ROBIN_3.jpg,2.0,1.0,3.0,1.0,2.0,2.0,A18TJQ1OFMV8H2
143,2.0,1.0,1.2313,0.0,3.0,3.0,3.0,1.0,GYRFALCON_1.jpg,FAIRY_TERN_1.jpg,CINNAMON_ATTILA_2.jpg,YELLOW_HEADED_BLACKBIRD_3.jpg,ASHY_STORM_PETREL_2.jpg,2.0,3.0,1.0,3.0,2.0,3.0,A18TJQ1OFMV8H2
144,3.0,1.0,0.9975,0.0,4.0,4.0,4.0,1.0,RUBY_THROATED_HUMMINGBIRD_2.jpg,APAPANE_4.jpg,GOLDEN_PARAKEET_2.jpg,DUSKY_ROBIN_5.jpg,SCARLET_MACAW_3.jpg,1.0,3.0,2.0,2.0,3.0,4.0,A18TJQ1OFMV8H2
145,3.0,1.0,2.2182,0.0,5.0,5.0,5.0,1.0,right.png,right.png,right.png,up.png,left.png,,,,,3.0,5.0,A18TJQ1OFMV8H2
146,3.0,1.0,1.7215,0.0,6.0,6.0,6.0,1.0,NORTHERN_JACANA_3.jpg,BANANAQUIT_3.jpg,BAR-TAILED_GODWIT_3.jpg,REGENT_BOWERBIRD_5.jpg,BEARDED_BELLBIRD_3.jpg,3.0,2.0,1.0,1.0,3.0,6.0,A18TJQ1OFMV8H2
147,1.0,1.0,1.7238,0.0,7.0,7.0,7.0,1.0,OVENBIRD_5.jpg,FAIRY_PENGUIN_1.jpg,ABBOTTS_BOOBY_2.jpg,PURPLE_FINCH_5.jpg,JABIRU_4.jpg,2.0,3.0,1.0,2.0,1.0,7.0,A18TJQ1OFMV8H2
148,1.0,1.0,1.2291,0.0,8.0,8.0,8.0,1.0,EUROPEAN_TURTLE_DOVE_3.jpg,PAINTED_BUNTING_3.jpg,CAPE_GLOSSY_STARLING_1.jpg,TEAL_DUCK_2.jpg,MALABAR_HORNBILL_2.jpg,2.0,1.0,3.0,2.0,1.0,8.0,A18TJQ1OFMV8H2
149,2.0,1.0,1.3988,0.0,9.0,9.0,9.0,1.0,TREE_SWALLOW_4.jpg,RED_FODY_3.jpg,ROBIN_3.jpg,BORNEAN_LEAFBIRD_4.jpg,RED_HEADED_DUCK_5.jpg,2.0,3.0,1.0,3.0,2.0,9.0,A18TJQ1OFMV8H2
150,3.0,1.0,4.1998,0.0,0.0,0.0,0.0,1.0,NORTHERN_JACANA_2.jpg,VULTURINE_GUINEAFOWL_5.jpg,RED_FACED_CORMORANT_1.jpg,GREEN_BROADBILL_1.jpg,CRAB_PLOVER_3.jpg,3.0,1.0,2.0,2.0,3.0,0.0,A5JUTCI1XLTTD
151,3.0,0.0,1.3555,0.0,1.0,1.0,1.0,1.0,HAWAIIAN_GOOSE_4.jpg,HIMALAYAN_MONAL_2.jpg,NORTHERN_GANNET_1.jpg,RED_BEARDED_BEE_EATER_3.jpg,WATTLED_LAPWING_3.jpg,2.0,1.0,3.0,2.0,1.0,1.0,A5JUTCI1XLTTD
152,2.0,1.0,1.1544,0.0,2.0,2.0,2.0,1.0,ASIAN_CRESTED_IBIS_4.jpg,IVORY_GULL_2.jpg,CANARY_2.jpg,CASPIAN_TERN_4.jpg,OYSTER_CATCHER_2.jpg,1.0,3.0,2.0,3.0,2.0,2.0,A5JUTCI1XLTTD
153,2.0,0.0,5.2001,0.0,3.0,3.0,3.0,1.0,CASSOWARY_1.jpg,ROSY_FACED_LOVEBIRD_4.jpg,CEDAR_WAXWING_4.jpg,SCARLET_MACAW_1.jpg,DEMOISELLE_CRANE_1.jpg,1.0,2.0,3.0,1.0,1.0,3.0,A5JUTCI1XLTTD
154,1.0,0.0,2.6682,0.0,4.0,4.0,4.0,1.0,FLAME_BOWERBIRD_3.jpg,INDIAN_BUSTARD_2.jpg,QUETZAL_3.jpg,SPOON_BILED_SANDPIPER_5.jpg,BROWN_THRASHER_4.jpg,3.0,1.0,2.0,1.0,2.0,4.0,A5JUTCI1XLTTD
155,1.0,0.0,2.4009,0.0,5.0,5.0,5.0,1.0,PYGMY_KINGFISHER_5.jpg,GRANDALA_2.jpg,NORTHERN_PARULA_5.jpg,MIKADO__PHEASANT_5.jpg,GREAT_POTOO_3.jpg,3.0,1.0,2.0,1.0,2.0,5.0,A5JUTCI1XLTTD
156,1.0,0.0,1.8753,0.0,6.0,6.0,6.0,1.0,GOLDEN_CHEEKED_WARBLER_2.jpg,WHITE_THROATED_BEE_EATER_1.jpg,SPOONBILL_1.jpg,AMERICAN_FLAMINGO_3.jpg,DARJEELING_WOODPECKER_1.jpg,1.0,2.0,3.0,3.0,3.0,6.0,A5JUTCI1XLTTD
157,2.0,0.0,1.1702,0.0,7.0,7.0,7.0,1.0,VERMILION_FLYCATHER_3.jpg,CROWNED_PIGEON_1.jpg,LITTLE_AUK_4.jpg,RED_BEARDED_BEE_EATER_1.jpg,INDIAN_BUSTARD_1.jpg,2.0,3.0,1.0,2.0,1.0,7.0,A5JUTCI1XLTTD
158,3.0,0.0,1.0059,0.0,8.0,8.0,8.0,1.0,MYNA_1.jpg,PARADISE_TANAGER_3.jpg,SANDHILL_CRANE_4.jpg,INDIGO_BUNTING_2.jpg,GREY_PLOVER_4.jpg,1.0,3.0,2.0,3.0,2.0,8.0,A5JUTCI1XLTTD
159,3.0,1.0,2.3451,0.0,9.0,9.0,9.0,1.0,right.png,right.png,right.png,up.png,left.png,,,,,3.0,9.0,A5JUTCI1XLTTD
160,1.0,0.0,111.467,0.0,0.0,0.0,0.0,1.0,NORTHERN_JACANA_2.jpg,RED_FACED_CORMORANT_1.jpg,GREEN_BROADBILL_1.jpg,SCARLET_IBIS_4.jpg,VULTURINE_GUINEAFOWL_5.jpg,1.0,3.0,2.0,3.0,2.0,0.0,A3T14CFDA1ONP3
161,3.0,0.0,3.35,0.0,1.0,1.0,1.0,1.0,BROWN_NOODY_3.jpg,GUINEA_TURACO_5.jpg,UMBRELLA_BIRD_4.jpg,SPANGLED_COTINGA_4.jpg,KIWI_2.jpg,3.0,2.0,1.0,3.0,1.0,1.0,A3T14CFDA1ONP3
162,3.0,0.0,1.327,0.0,2.0,2.0,2.0,1.0,MYNA_1.jpg,SANDHILL_CRANE_4.jpg,OSTRICH_2.jpg,PARADISE_TANAGER_3.jpg,GREY_PLOVER_4.jpg,1.0,3.0,2.0,1.0,1.0,2.0,A3T14CFDA1ONP3
163,3.0,0.0,10.965,0.0,3.0,3.0,3.0,1.0,KAGU_5.jpg,ASHY_STORM_PETREL_1.jpg,EASTERN_MEADOWLARK_1.jpg,MANDRIN_DUCK_4.jpg,IMPERIAL_SHAQ_2.jpg,1.0,2.0,3.0,2.0,2.0,3.0,A3T14CFDA1ONP3
164,2.0,1.0,15.349,0.0,4.0,4.0,4.0,1.0,left.png,left.png,left.png,right.png,up.png,,,,,2.0,4.0,A3T14CFDA1ONP3
165,3.0,0.0,0.691,0.0,5.0,5.0,5.0,1.0,SKUA_4.jpg,PARUS_MAJOR_2.jpg,ROADRUNNER_5.jpg,PURPLE_FINCH_4.jpg,SNOWY_EGRET_5.jpg,3.0,2.0,1.0,2.0,2.0,5.0,A3T14CFDA1ONP3
166,1.0,0.0,10.774,0.0,6.0,6.0,6.0,1.0,MALACHITE_KINGFISHER_2.jpg,INCA_TERN_2.jpg,SKUA_3.jpg,GREEN_BROADBILL_5.jpg,COCKATOO_2.jpg,1.0,3.0,2.0,2.0,3.0,6.0,A3T14CFDA1ONP3
167,3.0,0.0,10.902,0.0,7.0,7.0,7.0,1.0,SPLENDID_WREN_1.jpg,CUBAN_TODY_4.jpg,CRESTED_KINGFISHER_4.jpg,DOUBLE_BRESTED_CORMARANT_1.jpg,PARAKETT__AKULET_3.jpg,3.0,2.0,1.0,3.0,1.0,7.0,A3T14CFDA1ONP3
168,2.0,0.0,8.23,0.0,8.0,8.0,8.0,1.0,LARK_BUNTING_2.jpg,EMU_3.jpg,KING_VULTURE_3.jpg,CACTUS_WREN_3.jpg,KING_VULTURE_5.jpg,2.0,3.0,1.0,1.0,3.0,8.0,A3T14CFDA1ONP3
169,2.0,0.0,9.03,0.0,9.0,9.0,9.0,1.0,BALI_STARLING_1.jpg,CAPE_LONGCLAW_5.jpg,IBERIAN_MAGPIE_1.jpg,PURPLE_FINCH_2.jpg,OSTRICH_5.jpg,3.0,2.0,1.0,1.0,3.0,9.0,A3T14CFDA1ONP3
170,3.0,1.0,25.187,0.0,0.0,0.0,0.0,1.0,CRESTED_CARACARA_4.jpg,FAIRY_PENGUIN_5.jpg,TOUCHAN_4.jpg,BLUE_DACNIS_4.jpg,CRAB_PLOVER_5.jpg,3.0,2.0,1.0,1.0,3.0,0.0,A1ZZ57VEX5B2OR
171,2.0,1.0,5.798,0.0,1.0,1.0,1.0,1.0,INDIGO_BUNTING_1.jpg,DARWINS_FLYCATCHER_2.jpg,FRIGATE_4.jpg,BALTIMORE_ORIOLE_4.jpg,SNOWY_PLOVER_1.jpg,1.0,3.0,2.0,3.0,2.0,1.0,A1ZZ57VEX5B2OR
172,1.0,1.0,13.283,0.0,2.0,2.0,2.0,1.0,CERULEAN_WARBLER_1.jpg,BANANAQUIT_1.jpg,CRESTED_OROPENDOLA_5.jpg,AMERICAN_FLAMINGO_5.jpg,ORIENTAL_BAY_OWL_1.jpg,3.0,2.0,1.0,3.0,1.0,2.0,A1ZZ57VEX5B2OR
173,2.0,1.0,9.33,0.0,3.0,3.0,3.0,1.0,INCA_TERN_4.jpg,SMITHS_LONGSPUR_5.jpg,ELLIOTS__PHEASANT_4.jpg,FASCIATED_WREN_4.jpg,BORNEAN_BRISTLEHEAD_5.jpg,1.0,2.0,3.0,2.0,2.0,3.0,A1ZZ57VEX5B2OR
174,2.0,1.0,11.011,0.0,4.0,4.0,4.0,1.0,RED_HEADED_WOODPECKER_5.jpg,CRIMSON_CHAT_3.jpg,GREAT_GRAY_OWL_5.jpg,DAURIAN_REDSTART_5.jpg,COLLARED_ARACARI_1.jpg,1.0,2.0,3.0,2.0,2.0,4.0,A1ZZ57VEX5B2OR
175,1.0,0.0,6.168,0.0,5.0,5.0,5.0,1.0,left.png,left.png,left.png,up.png,right.png,,,,,3.0,5.0,A1ZZ57VEX5B2OR
