,key_resp_3.keys,key_resp_3.corr,key_resp_3.rt,demo_loop.thisRepN,demo_loop.thisTrialN,demo_loop.thisN,demo_loop.thisIndex,demo_loop.ran,target_image,target_match,option1,option2,option3,option1_layer,option2_layer,option3_layer,match_layer,correct_answer,trial_num,subject
14,2.0,1.0,3.849,0.0,4.0,4.0,4.0,1.0,NICOBAR_PIGEON_1.jpg,EASTERN_BLUEBIRD_3.jpg,MYNA_4.jpg,ROSY_FACED_LOVEBIRD_2.jpg,LITTLE_AUK_1.jpg,1.0,3.0,2.0,3.0,2.0,4.0,AWWBF2RVU8HNM
15,3.0,1.0,4.798,0.0,5.0,5.0,5.0,1.0,WHITE_CHEEKED_TURACO_5.jpg,SNOWY_EGRET_1.jpg,CHINESE_POND_HERON_1.jpg,PYGMY_KINGFISHER_2.jpg,ORIENTAL_BAY_OWL_5.jpg,1.0,3.0,2.0,2.0,3.0,5.0,AWWBF2RVU8HNM
16,1.0,1.0,3.932,0.0,6.0,6.0,6.0,1.0,SCARLET_TANAGER_2.jpg,CARMINE_BEE-EATER_1.jpg,BIRD_OF_PARADISE_3.jpg,LITTLE_AUK_3.jpg,BORNEAN_LEAFBIRD_1.jpg,1.0,2.0,3.0,1.0,1.0,6.0,AWWBF2RVU8HNM
17,3.0,1.0,3.604,0.0,7.0,7.0,7.0,1.0,PARUS_MAJOR_1.jpg,CALIFORNIA_GULL_2.jpg,COMMON_POORWILL_1.jpg,PINK_ROBIN_3.jpg,BLACK_SWAN_4.jpg,1.0,3.0,2.0,2.0,3.0,7.0,AWWBF2RVU8HNM
18,2.0,1.0,4.347,0.0,8.0,8.0,8.0,1.0,EUROPEAN_TURTLE_DOVE_3.jpg,PAINTED_BUNTING_3.jpg,MALABAR_HORNBILL_2.jpg,CAPE_GLOSSY_STARLING_1.jpg,TEAL_DUCK_2.jpg,3.0,2.0,1.0,2.0,2.0,8.0,AWWBF2RVU8HNM
19,2.0,1.0,1.683,0.0,9.0,9.0,9.0,1.0,RUBY_THROATED_HUMMINGBIRD_3.jpg,WHITE_CHEEKED_TURACO_4.jpg,MYNA_5.jpg,MALABAR_HORNBILL_5.jpg,NORTHERN_SHOVELER_1.jpg,2.0,1.0,3.0,1.0,2.0,9.0,AWWBF2RVU8HNM
20,2.0,1.0,20.2998,0.0,0.0,0.0,0.0,1.0,LITTLE_AUK_5.jpg,ORANGE_BRESTED_BUNTING_3.jpg,SANDHILL_CRANE_3.jpg,LILAC_ROLLER_5.jpg,BEARDED_BELLBIRD_1.jpg,1.0,2.0,3.0,2.0,2.0,0.0,A2OL5U1YWPFBDI
21,1.0,0.0,6.547,0.0,1.0,1.0,1.0,1.0,MYNA_1.jpg,PARADISE_TANAGER_3.jpg,GREY_PLOVER_4.jpg,SANDHILL_CRANE_4.jpg,INDIGO_BUNTING_2.jpg,2.0,1.0,3.0,3.0,3.0,1.0,A2OL5U1YWPFBDI
22,2.0,1.0,8.303,0.0,2.0,2.0,2.0,1.0,MCKAYS_BUNTING_3.jpg,IWI_2.jpg,AMERICAN_GOLDFINCH_4.jpg,PAINTED_BUNTING_1.jpg,EMU_4.jpg,3.0,2.0,1.0,2.0,2.0,2.0,A2OL5U1YWPFBDI
23,3.0,1.0,5.1986,0.0,3.0,3.0,3.0,1.0,OCELLATED_TURKEY_1.jpg,PURPLE_SWAMPHEN_4.jpg,LARK_BUNTING_1.jpg,CHIPPING_SPARROW_1.jpg,GLOSSY_IBIS_2.jpg,2.0,1.0,3.0,3.0,3.0,3.0,A2OL5U1YWPFBDI
24,3.0,0.0,6.4546,0.0,4.0,4.0,4.0,1.0,right.png,right.png,left.png,up.png,right.png,,,,,1.0,4.0,A2OL5U1YWPFBDI
25,1.0,1.0,10.5112,0.0,5.0,5.0,5.0,1.0,SCARLET_TANAGER_2.jpg,CARMINE_BEE-EATER_1.jpg,BIRD_OF_PARADISE_3.jpg,LITTLE_AUK_3.jpg,BORNEAN_LEAFBIRD_1.jpg,1.0,2.0,3.0,1.0,1.0,5.0,A2OL5U1YWPFBDI
26,3.0,1.0,9.9203,0.0,6.0,6.0,6.0,1.0,KAGU_5.jpg,EASTERN_MEADOWLARK_1.jpg,ASHY_STORM_PETREL_1.jpg,IMPERIAL_SHAQ_2.jpg,BANANAQUIT_2.jpg,2.0,3.0,1.0,1.0,3.0,6.0,A2OL5U1YWPFBDI
27,3.0,1.0,8.2734,0.0,7.0,7.0,7.0,1.0,INLAND_DOTTEREL_4.jpg,JANDAYA_PARAKEET_5.jpg,NICOBAR_PIGEON_4.jpg,CRESTED_KINGFISHER_1.jpg,CALIFORNIA_CONDOR_4.jpg,2.0,3.0,1.0,1.0,3.0,7.0,A2OL5U1YWPFBDI
28,1.0,1.0,4.2803,0.0,8.0,8.0,8.0,1.0,ECUADORIAN_HILLSTAR_5.jpg,BOBOLINK_5.jpg,CASSOWARY_2.jpg,CRIMSON_SUNBIRD_5.jpg,SCARLET_IBIS_2.jpg,2.0,3.0,1.0,2.0,1.0,8.0,A2OL5U1YWPFBDI
29,3.0,1.0,3.8564,0.0,9.0,9.0,9.0,1.0,PYGMY_KINGFISHER_5.jpg,NORTHERN_PARULA_5.jpg,GRANDALA_2.jpg,GREAT_POTOO_3.jpg,BLUE_THROATED_TOUCANET_3.jpg,1.0,2.0,3.0,3.0,3.0,9.0,A2OL5U1YWPFBDI
30,3.0,1.0,5.8554,0.0,0.0,0.0,0.0,1.0,RUBY_THROATED_HUMMINGBIRD_2.jpg,APAPANE_4.jpg,DUSKY_ROBIN_5.jpg,GOLDEN_PARAKEET_2.jpg,SCARLET_MACAW_3.jpg,3.0,1.0,2.0,2.0,3.0,0.0,A19FEU28J4WZ1Z
31,1.0,1.0,3.5514,0.0,1.0,1.0,1.0,1.0,GREY_PLOVER_1.jpg,GOULDIAN_FINCH_4.jpg,BORNEAN_LEAFBIRD_2.jpg,AMETHYST_WOODSTAR_4.jpg,HYACINTH_MACAW_3.jpg,2.0,3.0,1.0,2.0,1.0,1.0,A19FEU28J4WZ1Z
32,3.0,1.0,3.2039,0.0,2.0,2.0,2.0,1.0,left.png,left.png,up.png,left.png,right.png,,,,,3.0,2.0,A19FEU28J4WZ1Z
33,3.0,1.0,3.9697,0.0,3.0,3.0,3.0,1.0,INDIGO_BUNTING_1.jpg,DARWINS_FLYCATCHER_2.jpg,FRIGATE_4.jpg,SNOWY_PLOVER_1.jpg,BALTIMORE_ORIOLE_4.jpg,1.0,2.0,3.0,3.0,3.0,3.0,A19FEU28J4WZ1Z
34,1.0,1.0,5.7836,0.0,4.0,4.0,4.0,1.0,ASIAN_DOLLARD_BIRD_2.jpg,ALBATROSS_2.jpg,OSTRICH_1.jpg,HAWAIIAN_GOOSE_1.jpg,VIOLET_GREEN_SWALLOW_4.jpg,1.0,2.0,3.0,1.0,1.0,4.0,A19FEU28J4WZ1Z
35,2.0,1.0,3.4459,0.0,5.0,5.0,5.0,1.0,ASIAN_CRESTED_IBIS_4.jpg,IVORY_GULL_2.jpg,CANARY_2.jpg,CASPIAN_TERN_4.jpg,OYSTER_CATCHER_2.jpg,1.0,3.0,2.0,3.0,2.0,5.0,A19FEU28J4WZ1Z
36,2.0,1.0,8.4153,0.0,6.0,6.0,6.0,1.0,MCKAYS_BUNTING_3.jpg,IWI_2.jpg,AMERICAN_GOLDFINCH_4.jpg,PAINTED_BUNTING_1.jpg,EMU_4.jpg,3.0,2.0,1.0,2.0,2.0,6.0,A19FEU28J4WZ1Z
37,3.0,1.0,6.0212,0.0,7.0,7.0,7.0,1.0,IVORY_GULL_3.jpg,INDIGO_FLYCATCHER_2.jpg,FLAME_TANAGER_3.jpg,SNOWY_EGRET_4.jpg,BUSH_TURKEY_1.jpg,2.0,3.0,1.0,1.0,3.0,7.0,A19FEU28J4WZ1Z
38,3.0,1.0,2.3317,0.0,8.0,8.0,8.0,1.0,AFRICAN_PIED_HORNBILL_5.jpg,KIWI_4.jpg,CAPUCHINBIRD_2.jpg,ALEXANDRINE_PARAKEET_1.jpg,BORNEAN_PHEASANT_4.jpg,3.0,2.0,1.0,1.0,3.0,8.0,A19FEU28J4WZ1Z
39,2.0,1.0,1.7678,0.0,9.0,9.0,9.0,1.0,NORTHERN_GANNET_2.jpg,MASKED_BOOBY_5.jpg,STRAWBERRY_FINCH_1.jpg,HOODED_MERGANSER_4.jpg,PAINTED_BUNTING_5.jpg,2.0,3.0,1.0,3.0,2.0,9.0,A19FEU28J4WZ1Z
40,3.0,1.0,37.6406,0.0,0.0,0.0,0.0,1.0,SPLENDID_WREN_1.jpg,PARAKETT__AKULET_3.jpg,DOUBLE_BRESTED_CORMARANT_1.jpg,CUBAN_TODY_4.jpg,BLACK_SWAN_1.jpg,2.0,3.0,1.0,1.0,3.0,0.0,ADNZW2B8WEZ0Z
41,2.0,1.0,9.9434,0.0,1.0,1.0,1.0,1.0,DOUBLE_BRESTED_CORMARANT_5.jpg,GILDED_FLICKER_2.jpg,EURASIAN_MAGPIE_4.jpg,SNOWY_OWL_3.jpg,CHINESE_POND_HERON_2.jpg,2.0,1.0,3.0,1.0,2.0,1.0,ADNZW2B8WEZ0Z
42,3.0,1.0,13.6896,0.0,2.0,2.0,2.0,1.0,ARARIPE_MANAKIN_4.jpg,BORNEAN_LEAFBIRD_3.jpg,KIWI_3.jpg,BLACK_VULTURE_1.jpg,GUINEA_TURACO_3.jpg,1.0,2.0,3.0,3.0,3.0,2.0,ADNZW2B8WEZ0Z
43,1.0,1.0,13.6814,0.0,3.0,3.0,3.0,1.0,NICOBAR_PIGEON_1.jpg,LITTLE_AUK_1.jpg,GREY_PLOVER_5.jpg,EASTERN_BLUEBIRD_3.jpg,MYNA_4.jpg,2.0,3.0,1.0,2.0,1.0,3.0,ADNZW2B8WEZ0Z
44,3.0,1.0,16.1222,0.0,4.0,4.0,4.0,1.0,left.png,left.png,left.png,up.png,right.png,,,,,3.0,4.0,ADNZW2B8WEZ0Z
45,3.0,1.0,13.1218,0.0,5.0,5.0,5.0,1.0,INCA_TERN_4.jpg,BORNEAN_BRISTLEHEAD_5.jpg,SMITHS_LONGSPUR_5.jpg,ELLIOTS__PHEASANT_4.jpg,WHITE_NECKED_RAVEN_4.jpg,2.0,1.0,3.0,3.0,3.0,5.0,ADNZW2B8WEZ0Z
46,3.0,1.0,3.6425,0.0,6.0,6.0,6.0,1.0,ASIAN_DOLLARD_BIRD_2.jpg,VIOLET_GREEN_SWALLOW_4.jpg,ALBATROSS_2.jpg,HAWAIIAN_GOOSE_1.jpg,VERMILION_FLYCATHER_1.jpg,1.0,2.0,3.0,3.0,3.0,6.0,ADNZW2B8WEZ0Z
47,3.0,1.0,5.3029,0.0,7.0,7.0,7.0,1.0,RUBY_THROATED_HUMMINGBIRD_2.jpg,APAPANE_4.jpg,DUSKY_ROBIN_5.jpg,GOLDEN_PARAKEET_2.jpg,SCARLET_MACAW_3.jpg,3.0,1.0,2.0,2.0,3.0,7.0,ADNZW2B8WEZ0Z
48,1.0,1.0,4.1112,0.0,8.0,8.0,8.0,1.0,GREY_PLOVER_1.jpg,HYACINTH_MACAW_3.jpg,TURKEY_VULTURE_1.jpg,AMETHYST_WOODSTAR_4.jpg,GOULDIAN_FINCH_4.jpg,1.0,3.0,2.0,1.0,1.0,8.0,ADNZW2B8WEZ0Z
49,3.0,1.0,6.9708,0.0,9.0,9.0,9.0,1.0,KAGU_5.jpg,ASHY_STORM_PETREL_1.jpg,EASTERN_MEADOWLARK_1.jpg,IMPERIAL_SHAQ_2.jpg,MANDRIN_DUCK_4.jpg,1.0,3.0,2.0,2.0,3.0,9.0,ADNZW2B8WEZ0Z
50,1.0,0.0,8.687,0.0,0.0,0.0,0.0,1.0,LITTLE_AUK_5.jpg,BEARDED_BELLBIRD_1.jpg,SANDHILL_CRANE_3.jpg,ORANGE_BRESTED_BUNTING_3.jpg,DOWNY_WOODPECKER_1.jpg,1.0,2.0,3.0,3.0,3.0,0.0,A2RE8G7FOGBR3W
51,2.0,1.0,4.157,0.0,1.0,1.0,1.0,1.0,PYGMY_KINGFISHER_5.jpg,GREAT_POTOO_3.jpg,GRANDALA_2.jpg,OYSTER_CATCHER_5.jpg,NORTHERN_PARULA_5.jpg,1.0,2.0,3.0,2.0,2.0,1.0,A2RE8G7FOGBR3W
52,2.0,0.0,15.877,0.0,2.0,2.0,2.0,1.0,BARRED_PUFFBIRD_3.jpg,VEERY_4.jpg,RED_TAILED_THRUSH_2.jpg,NORTHERN_CARDINAL_5.jpg,WHITE_CHEEKED_TURACO_2.jpg,3.0,2.0,1.0,3.0,1.0,2.0,A2RE8G7FOGBR3W
53,2.0,0.0,11.834,0.0,3.0,3.0,3.0,1.0,STRIPPED_SWALLOW_1.jpg,EMPEROR_PENGUIN_5.jpg,BRANDT_CORMARANT_3.jpg,MAGPIE_GOOSE_4.jpg,GO_AWAY_BIRD_5.jpg,1.0,2.0,3.0,1.0,1.0,3.0,A2RE8G7FOGBR3W
54,1.0,0.0,6.194,0.0,4.0,4.0,4.0,1.0,VERMILION_FLYCATHER_3.jpg,CROWNED_PIGEON_1.jpg,INDIAN_BUSTARD_1.jpg,RED_BEARDED_BEE_EATER_1.jpg,LITTLE_AUK_4.jpg,1.0,3.0,2.0,2.0,3.0,4.0,A2RE8G7FOGBR3W
55,2.0,0.0,4.119,0.0,5.0,5.0,5.0,1.0,IVORY_GULL_1.jpg,WILSONS_BIRD_OF_PARADISE_4.jpg,OCELLATED_TURKEY_2.jpg,FAIRY_TERN_4.jpg,EASTERN_GOLDEN_WEAVER_5.jpg,1.0,3.0,2.0,1.0,1.0,5.0,A2RE8G7FOGBR3W
56,1.0,0.0,4.501,0.0,6.0,6.0,6.0,1.0,right.png,right.png,right.png,up.png,left.png,,,,,3.0,6.0,A2RE8G7FOGBR3W
57,2.0,0.0,16.915,0.0,7.0,7.0,7.0,1.0,NORTHERN_GANNET_2.jpg,STRAWBERRY_FINCH_1.jpg,PAINTED_BUNTING_5.jpg,MASKED_BOOBY_5.jpg,VENEZUELIAN_TROUPIAL_1.jpg,1.0,3.0,2.0,2.0,3.0,7.0,A2RE8G7FOGBR3W
58,3.0,1.0,29.379,0.0,8.0,8.0,8.0,1.0,WHITE_CHEEKED_TURACO_5.jpg,PYGMY_KINGFISHER_2.jpg,SNOWY_EGRET_1.jpg,CHINESE_POND_HERON_1.jpg,MALAGASY_WHITE_EYE_5.jpg,2.0,1.0,3.0,3.0,3.0,8.0,A2RE8G7FOGBR3W
59,2.0,0.0,3.019,0.0,9.0,9.0,9.0,1.0,PINK_ROBIN_4.jpg,SPOONBILL_3.jpg,ALBATROSS_4.jpg,COMMON_IORA_4.jpg,BEARDED_BARBET_2.jpg,2.0,3.0,1.0,1.0,3.0,9.0,A2RE8G7FOGBR3W
60,1.0,1.0,4.522,0.0,0.0,0.0,0.0,1.0,INLAND_DOTTEREL_4.jpg,JANDAYA_PARAKEET_5.jpg,CALIFORNIA_CONDOR_4.jpg,CRESTED_KINGFISHER_1.jpg,NICOBAR_PIGEON_4.jpg,1.0,3.0,2.0,1.0,1.0,0.0,A2NQWW9Y3ZVGU0
61,2.0,1.0,1.664,0.0,1.0,1.0,1.0,1.0,NORTHERN_JACANA_2.jpg,VULTURINE_GUINEAFOWL_5.jpg,GREEN_BROADBILL_1.jpg,CRAB_PLOVER_3.jpg,RED_FACED_CORMORANT_1.jpg,1.0,2.0,3.0,2.0,2.0,1.0,A2NQWW9Y3ZVGU0
62,3.0,1.0,2.242,0.0,2.0,2.0,2.0,1.0,LESSER_ADJUTANT_5.jpg,RED_HEADED_WOODPECKER_1.jpg,AMERICAN_GOLDFINCH_1.jpg,GAMBELS_QUAIL_1.jpg,CASPIAN_TERN_2.jpg,1.0,2.0,3.0,3.0,3.0,2.0,A2NQWW9Y3ZVGU0
63,3.0,1.0,3.014,0.0,3.0,3.0,3.0,1.0,GOLDEN_CHEEKED_WARBLER_2.jpg,SPOONBILL_1.jpg,AMERICAN_FLAMINGO_3.jpg,WHITE_THROATED_BEE_EATER_1.jpg,RED_HEADED_DUCK_3.jpg,2.0,3.0,1.0,1.0,3.0,3.0,A2NQWW9Y3ZVGU0
64,1.0,1.0,4.212,0.0,4.0,4.0,4.0,1.0,SCARLET_TANAGER_2.jpg,BORNEAN_LEAFBIRD_1.jpg,BLONDE_CRESTED_WOODPECKER_3.jpg,CARMINE_BEE-EATER_1.jpg,LITTLE_AUK_3.jpg,3.0,1.0,2.0,3.0,1.0,4.0,A2NQWW9Y3ZVGU0
65,2.0,1.0,2.861,0.0,5.0,5.0,5.0,1.0,CASPIAN_TERN_1.jpg,BRANDT_CORMARANT_4.jpg,COMMON_LOON_2.jpg,COMMON_POORWILL_4.jpg,EUROPEAN_GOLDFINCH_4.jpg,3.0,1.0,2.0,1.0,2.0,5.0,A2NQWW9Y3ZVGU0
66,1.0,1.0,3.955,0.0,6.0,6.0,6.0,1.0,right.png,right.png,left.png,up.png,right.png,,,,,1.0,6.0,A2NQWW9Y3ZVGU0
67,2.0,1.0,1.846,0.0,7.0,7.0,7.0,1.0,AFRICAN_PIED_HORNBILL_5.jpg,ALEXANDRINE_PARAKEET_1.jpg,CAPUCHINBIRD_2.jpg,INDIAN_PITTA_2.jpg,KIWI_4.jpg,3.0,2.0,1.0,2.0,2.0,7.0,A2NQWW9Y3ZVGU0
68,1.0,1.0,1.615,0.0,8.0,8.0,8.0,1.0,CERULEAN_WARBLER_1.jpg,AMERICAN_FLAMINGO_5.jpg,COCK_OF_THE__ROCK_2.jpg,BANANAQUIT_1.jpg,ORIENTAL_BAY_OWL_1.jpg,2.0,3.0,1.0,2.0,1.0,8.0,A2NQWW9Y3ZVGU0
69,2.0,1.0,1.451,0.0,9.0,9.0,9.0,1.0,DOUBLE_BRESTED_CORMARANT_5.jpg,CHINESE_POND_HERON_2.jpg,EURASIAN_MAGPIE_4.jpg,ANHINGA_5.jpg,GILDED_FLICKER_2.jpg,2.0,3.0,1.0,3.0,2.0,9.0,A2NQWW9Y3ZVGU0
70,3.0,0.0,22.849,0.0,0.0,0.0,0.0,1.0,ECUADORIAN_HILLSTAR_5.jpg,CRIMSON_SUNBIRD_5.jpg,SCARLET_IBIS_2.jpg,GREEN_BROADBILL_4.jpg,BOBOLINK_5.jpg,1.0,3.0,2.0,3.0,2.0,0.0,AQJXTRKPX3NSB
71,1.0,0.0,5.423,0.0,1.0,1.0,1.0,1.0,PINK_ROBIN_4.jpg,ALBATROSS_4.jpg,SPOONBILL_3.jpg,COMMON_IORA_4.jpg,JACK_SNIPE_5.jpg,1.0,3.0,2.0,2.0,3.0,1.0,AQJXTRKPX3NSB
72,2.0,1.0,9.3537,0.0,2.0,2.0,2.0,1.0,CRESTED_CARACARA_4.jpg,TOUCHAN_4.jpg,FAIRY_PENGUIN_5.jpg,CREAM_COLORED_WOODPECKER_1.jpg,BLUE_DACNIS_4.jpg,1.0,3.0,2.0,3.0,2.0,2.0,AQJXTRKPX3NSB
73,1.0,0.0,2.6467,0.0,3.0,3.0,3.0,1.0,ALPINE_CHOUGH_4.jpg,EUROPEAN_GOLDFINCH_3.jpg,BOBOLINK_3.jpg,HOUSE_FINCH_2.jpg,SNOWY_EGRET_2.jpg,3.0,2.0,1.0,2.0,2.0,3.0,AQJXTRKPX3NSB
74,2.0,1.0,2.6464,0.0,4.0,4.0,4.0,1.0,PARUS_MAJOR_1.jpg,COMMON_POORWILL_1.jpg,CALIFORNIA_GULL_2.jpg,OSTRICH_4.jpg,PINK_ROBIN_3.jpg,2.0,1.0,3.0,1.0,2.0,4.0,AQJXTRKPX3NSB
75,3.0,1.0,0.8867,0.0,5.0,5.0,5.0,1.0,IVORY_GULL_1.jpg,FAIRY_TERN_4.jpg,EASTERN_GOLDEN_WEAVER_5.jpg,WILSONS_BIRD_OF_PARADISE_4.jpg,BANDED_STILT_4.jpg,2.0,1.0,3.0,3.0,3.0,5.0,AQJXTRKPX3NSB
76,1.0,0.0,1.7166,0.0,6.0,6.0,6.0,1.0,OCELLATED_TURKEY_1.jpg,CHIPPING_SPARROW_1.jpg,PURPLE_SWAMPHEN_4.jpg,KAKAPO_4.jpg,LARK_BUNTING_1.jpg,3.0,1.0,2.0,1.0,2.0,6.0,AQJXTRKPX3NSB
77,2.0,0.0,0.8613,0.0,7.0,7.0,7.0,1.0,left.png,left.png,right.png,up.png,left.png,,,,,1.0,7.0,AQJXTRKPX3NSB
78,1.0,1.0,0.8053,0.0,8.0,8.0,8.0,1.0,GREY_PLOVER_1.jpg,HYACINTH_MACAW_3.jpg,TURKEY_VULTURE_1.jpg,AMETHYST_WOODSTAR_4.jpg,GOULDIAN_FINCH_4.jpg,1.0,3.0,2.0,1.0,1.0,8.0,AQJXTRKPX3NSB
79,2.0,0.0,0.5895,0.0,9.0,9.0,9.0,1.0,INDIGO_BUNTING_1.jpg,SNOWY_PLOVER_1.jpg,SKUA_2.jpg,FRIGATE_4.jpg,DARWINS_FLYCATCHER_2.jpg,2.0,1.0,3.0,2.0,1.0,9.0,AQJXTRKPX3NSB
80,1.0,0.0,3.0455,0.0,0.0,0.0,0.0,1.0,SCARLET_TANAGER_2.jpg,BORNEAN_LEAFBIRD_1.jpg,CARMINE_BEE-EATER_1.jpg,BLONDE_CRESTED_WOODPECKER_3.jpg,LITTLE_AUK_3.jpg,1.0,3.0,2.0,3.0,2.0,0.0,AG9LMLEPXP2YC
81,1.0,0.0,5.5117,0.0,1.0,1.0,1.0,1.0,RED_HEADED_WOODPECKER_5.jpg,GREAT_GRAY_OWL_5.jpg,CRIMSON_CHAT_3.jpg,COLLARED_ARACARI_1.jpg,KIWI_1.jpg,2.0,3.0,1.0,1.0,3.0,1.0,AG9LMLEPXP2YC
82,1.0,1.0,1.0482,0.0,2.0,2.0,2.0,1.0,PYGMY_KINGFISHER_5.jpg,GRANDALA_2.jpg,MIKADO__PHEASANT_5.jpg,NORTHERN_PARULA_5.jpg,GREAT_POTOO_3.jpg,1.0,3.0,2.0,1.0,1.0,2.0,AG9LMLEPXP2YC
83,2.0,1.0,1.7536,0.0,3.0,3.0,3.0,1.0,IVORY_GULL_3.jpg,SNOWY_EGRET_4.jpg,INDIGO_FLYCATCHER_2.jpg,FAN_TAILED_WIDOW_1.jpg,FLAME_TANAGER_3.jpg,1.0,3.0,2.0,3.0,2.0,3.0,AG9LMLEPXP2YC
84,2.0,0.0,1.629,0.0,4.0,4.0,4.0,1.0,GREY_PLOVER_1.jpg,GOULDIAN_FINCH_4.jpg,BORNEAN_LEAFBIRD_2.jpg,AMETHYST_WOODSTAR_4.jpg,HYACINTH_MACAW_3.jpg,2.0,3.0,1.0,2.0,1.0,4.0,AG9LMLEPXP2YC
85,2.0,0.0,2.8974,0.0,5.0,5.0,5.0,1.0,right.png,right.png,up.png,right.png,left.png,,,,,3.0,5.0,AG9LMLEPXP2YC
86,2.0,0.0,7.609,0.0,6.0,6.0,6.0,1.0,NORTHERN_GANNET_2.jpg,PAINTED_BUNTING_5.jpg,EASTERN_TOWEE_1.jpg,STRAWBERRY_FINCH_1.jpg,MASKED_BOOBY_5.jpg,1.0,2.0,3.0,1.0,1.0,6.0,AG9LMLEPXP2YC
