target,image1,image2,correct,background_0,background_1,background_2,background_3,background_4,background_5,target_index,selected_dist,distractor_level,category,demo_loops.thisRepN,demo_loops.thisTrialN,demo_loops.thisN,demo_loops.thisIndex,exp_loops.thisRepN,exp_loops.thisTrialN,exp_loops.thisN,exp_loops.thisIndex,exp_loops_part2.thisRepN,exp_loops_part2.thisTrialN,exp_loops_part2.thisN,exp_loops_part2.thisIndex,key_resp.keys,key_resp.started,key_resp.stopped,text_consent_form.started,text_consent_form.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_instructions_first_slide.started,text_instructions_first_slide.stopped,image_0_demo.started,image_0_demo.stopped,image_1_demo.started,image_1_demo.stopped,image_2_demo.started,image_2_demo.stopped,image_3_demo.started,image_3_demo.stopped,image_4_demo.started,image_4_demo.stopped,image_5_demo.started,image_5_demo.stopped,blank_screen_demo.started,blank_screen_demo.stopped,fixation_demo.started,fixation_demo.stopped,image_left_demo.started,image_left_demo.stopped,image_right_demo.started,image_right_demo.stopped,demo_test_key_resp.keys,demo_test_key_resp.rt,demo_test_key_resp.started,demo_test_key_resp.stopped,text_4.started,text_4.stopped,key_resp_after_demo.keys,key_resp_after_demo.rt,key_resp_after_demo.started,key_resp_after_demo.stopped,text_after_demo_instr.started,text_after_demo_instr.stopped,image_0.started,image_0.stopped,image_1.started,image_1.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,blank_screen.started,blank_screen.stopped,fixation_encoding.started,fixation_encoding.stopped,image_left.started,image_left.stopped,image_right.started,image_right.stopped,test_key_resp.keys,test_key_resp.rt,test_key_resp.started,test_key_resp.stopped,text_6.started,text_6.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_left_part2.started,image_left_part2.stopped,image_right_part2.started,image_right_part2.stopped,slider_part2.response,slider_part2.rt,slider_part2.started,slider_part2.stopped,text_5.started,text_5.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,text_3.started,text_3.stopped,participant,session,date,expName,psychopyVersion,frameRate,
mountain_222.jpg,mountain_244.jpg,mountain_222.jpg,right,mountain_222.jpg,playground_181.jpg,bridge_266.jpg,golf_course_176.jpg,badlands_156.jpg,highway_268.jpg,0,mountain_244.jpg,0,mountain,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.43219091699575,None,360.43219091699575,None,5.032586558044806,0.2958483749971492,360.43219091699575,None,360.43219091699575,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
bridge_172.jpg,bridge_172.jpg,bridge_17.jpg,left,golf_course_171.jpg,highway_404.jpg,bridge_172.jpg,playground_83.jpg,mountain_309.jpg,badlands_157.jpg,2,bridge_17.jpg,0,bridge,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.7495878339978,None,360.7495878339978,None,5.032586558044806,0.25305058399681,360.7495878339978,None,360.7495878339978,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
playground_145.jpg,playground_242.jpg,playground_145.jpg,right,playground_145.jpg,highway_9.jpg,bridge_39.jpg,mountain_212.jpg,badlands_79.jpg,golf_course_241.jpg,0,playground_242.jpg,1,playground,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.025472041998,None,361.025472041998,None,5.032586558044806,0.2290226250042906,361.025472041998,None,361.025472041998,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
highway_245.jpg,highway_245.jpg,highway_134.jpg,left,bridge_1.jpg,golf_course_338.jpg,playground_256.jpg,highway_245.jpg,badlands_46.jpg,mountain_166.jpg,3,highway_134.jpg,0,highway,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.2737748340005,None,361.2737748340005,None,5.032586558044806,0.261743666997063,361.2737748340005,None,361.2737748340005,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
mountain_293.jpg,mountain_293.jpg,mountain_47.jpg,left,badlands_183.jpg,golf_course_181.jpg,mountain_293.jpg,playground_222.jpg,bridge_173.jpg,highway_83.jpg,2,mountain_47.jpg,1,mountain,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.55635166700085,None,361.55635166700085,None,5.032586558044806,0.245902415997989,361.55635166700085,None,361.55635166700085,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
bridge_146.jpg,bridge_27.jpg,bridge_146.jpg,right,highway_269.jpg,bridge_146.jpg,golf_course_291.jpg,mountain_35.jpg,badlands_55.jpg,playground_195.jpg,1,bridge_27.jpg,0,bridge,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.82304454199766,None,361.82304454199766,None,5.977596741344195,0.9544516669993754,361.82304454199766,None,361.82304454199766,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
playground_257.jpg,playground_257.jpg,playground_215.jpg,left,mountain_198.jpg,highway_15.jpg,badlands_80.jpg,golf_course_282.jpg,playground_257.jpg,bridge_62.jpg,4,playground_215.jpg,1,playground,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.8002830419937,None,362.8002830419937,None,5.977596741344195,0.16152554199652513,362.8002830419937,None,362.8002830419937,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
mountain_230.jpg,mountain_230.jpg,mountain_97.jpg,left,golf_course_253.jpg,mountain_230.jpg,highway_81.jpg,playground_47.jpg,badlands_9.jpg,bridge_4.jpg,1,mountain_97.jpg,1,mountain,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.9822207499965,None,362.9822207499965,None,5.977596741344195,0.20376816699717892,362.9822207499965,None,362.9822207499965,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
playground_10.jpg,playground_10.jpg,playground_122.jpg,left,highway_226.jpg,golf_course_33.jpg,mountain_38.jpg,playground_10.jpg,bridge_102.jpg,badlands_10.jpg,3,playground_122.jpg,0,playground,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.2081262089996,None,363.2081262089996,None,5.977596741344195,0.17838545799895655,363.2081262089996,None,363.2081262089996,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
highway_177.jpg,highway_177.jpg,highway_278.jpg,left,golf_course_202.jpg,playground_14.jpg,highway_177.jpg,bridge_152.jpg,badlands_227.jpg,mountain_192.jpg,2,highway_278.jpg,1,highway,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.4069958339969,None,363.4069958339969,None,5.977596741344195,0.17965729199931957,363.4069958339969,None,363.4069958339969,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
badlands_21.jpg,badlands_1.jpg,badlands_21.jpg,right,bridge_72.jpg,badlands_21.jpg,playground_74.jpg,golf_course_56.jpg,mountain_228.jpg,highway_251.jpg,1,badlands_1.jpg,0,badlands,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.6101560419993,None,363.6101560419993,None,5.977596741344195,0.16103395800018916,363.6101560419993,None,363.6101560419993,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
playground_131.jpg,playground_164.jpg,playground_131.jpg,right,highway_101.jpg,golf_course_166.jpg,bridge_117.jpg,mountain_180.jpg,playground_131.jpg,badlands_27.jpg,4,playground_164.jpg,1,playground,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.7929772089992,None,363.7929772089992,None,5.977596741344195,0.15237229100603145,363.7929772089992,None,363.7929772089992,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
bridge_256.jpg,bridge_256.jpg,bridge_211.jpg,left,highway_53.jpg,mountain_250.jpg,bridge_256.jpg,playground_165.jpg,golf_course_300.jpg,badlands_128.jpg,2,bridge_211.jpg,1,bridge,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.9639300419949,None,363.9639300419949,None,5.977596741344195,0.18027908300427953,363.9639300419949,None,363.9639300419949,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
badlands_52.jpg,badlands_94.jpg,badlands_52.jpg,right,highway_399.jpg,golf_course_174.jpg,mountain_91.jpg,badlands_52.jpg,bridge_140.jpg,playground_154.jpg,3,badlands_94.jpg,0,badlands,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.1666660839983,None,364.1666660839983,None,5.977596741344195,0.2872690420044819,364.1666660839983,None,364.1666660839983,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
badlands_23.jpg,badlands_114.jpg,badlands_23.jpg,right,highway_257.jpg,badlands_23.jpg,golf_course_194.jpg,mountain_251.jpg,playground_140.jpg,bridge_144.jpg,1,badlands_114.jpg,0,badlands,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.4746912499977,None,364.4746912499977,None,7.020366598778004,0.7283130830037408,364.4746912499977,None,364.4746912499977,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
mountain_101.jpg,mountain_221.jpg,mountain_101.jpg,right,bridge_155.jpg,playground_33.jpg,highway_287.jpg,mountain_101.jpg,badlands_44.jpg,golf_course_127.jpg,3,mountain_221.jpg,1,mountain,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.22421137499623,None,365.22421137499623,None,7.020366598778004,0.15399504100059858,365.22421137499623,None,365.22421137499623,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
badlands_221.jpg,badlands_207.jpg,badlands_221.jpg,right,golf_course_328.jpg,playground_36.jpg,highway_78.jpg,badlands_221.jpg,mountain_152.jpg,bridge_87.jpg,3,badlands_207.jpg,1,badlands,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.39746658399963,None,365.39746658399963,None,7.020366598778004,0.15428829200391192,365.39746658399963,None,365.39746658399963,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
mountain_154.jpg,mountain_154.jpg,mountain_95.jpg,left,golf_course_305.jpg,playground_204.jpg,bridge_74.jpg,mountain_154.jpg,badlands_166.jpg,highway_288.jpg,3,mountain_95.jpg,1,mountain,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.572332083997,None,365.572332083997,None,7.020366598778004,0.13933379200170748,365.572332083997,None,365.572332083997,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
bridge_91.jpg,bridge_253.jpg,bridge_91.jpg,right,golf_course_55.jpg,playground_98.jpg,bridge_91.jpg,highway_295.jpg,mountain_41.jpg,badlands_33.jpg,2,bridge_253.jpg,0,bridge,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.7341932089985,None,365.7341932089985,None,7.957230142566191,0.8939672089982196,365.7341932089985,None,365.7341932089985,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
highway_273.jpg,highway_273.jpg,highway_384.jpg,left,bridge_22.jpg,mountain_146.jpg,badlands_217.jpg,highway_273.jpg,golf_course_116.jpg,playground_55.jpg,3,highway_384.jpg,0,highway,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.64836437499616,None,366.64836437499616,None,7.957230142566191,0.15451216699875658,366.64836437499616,None,366.64836437499616,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
playground_60.jpg,playground_60.jpg,playground_244.jpg,left,playground_60.jpg,highway_178.jpg,badlands_121.jpg,mountain_126.jpg,golf_course_179.jpg,bridge_118.jpg,0,playground_244.jpg,1,playground,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.82535041699884,None,366.82535041699884,None,7.957230142566191,0.13696208400506293,366.82535041699884,None,366.82535041699884,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
golf_course_217.jpg,golf_course_35.jpg,golf_course_217.jpg,right,playground_37.jpg,mountain_199.jpg,bridge_193.jpg,golf_course_217.jpg,highway_17.jpg,badlands_174.jpg,3,golf_course_35.jpg,0,golf,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.9844613749956,None,366.9844613749956,None,7.957230142566191,0.16872041600436205,366.9844613749956,None,366.9844613749956,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
playground_240.jpg,playground_40.jpg,playground_240.jpg,right,mountain_226.jpg,highway_265.jpg,playground_240.jpg,golf_course_313.jpg,badlands_104.jpg,bridge_79.jpg,2,playground_40.jpg,1,playground,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.1735959169964,None,367.1735959169964,None,7.957230142566191,0.1463320000038948,367.1735959169964,None,367.1735959169964,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
bridge_202.jpg,bridge_202.jpg,bridge_38.jpg,left,highway_138.jpg,bridge_202.jpg,mountain_29.jpg,badlands_16.jpg,golf_course_105.jpg,playground_246.jpg,1,bridge_38.jpg,1,bridge,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.34156562499993,None,367.34156562499993,None,8.983706720977597,0.9286735409987159,367.34156562499993,None,367.34156562499993,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
golf_course_331.jpg,golf_course_331.jpg,golf_course_26.jpg,left,mountain_169.jpg,golf_course_331.jpg,playground_258.jpg,bridge_234.jpg,highway_148.jpg,badlands_122.jpg,1,golf_course_26.jpg,1,golf,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.29158212499897,None,368.29158212499897,None,8.983706720977597,0.1698890840052627,368.29158212499897,None,368.29158212499897,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
badlands_70.jpg,badlands_70.jpg,badlands_119.jpg,left,bridge_112.jpg,mountain_307.jpg,golf_course_238.jpg,badlands_70.jpg,highway_383.jpg,playground_233.jpg,3,badlands_119.jpg,1,badlands,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.4826233749991,None,368.4826233749991,None,8.983706720977597,0.19479737499932526,368.4826233749991,None,368.4826233749991,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
highway_156.jpg,highway_156.jpg,highway_293.jpg,left,playground_6.jpg,highway_156.jpg,badlands_6.jpg,bridge_45.jpg,golf_course_120.jpg,mountain_102.jpg,1,highway_293.jpg,1,highway,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.69862162500067,None,368.69862162500067,None,8.983706720977597,0.1545697920009843,368.69862162500067,None,368.69862162500067,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
golf_course_309.jpg,golf_course_209.jpg,golf_course_309.jpg,right,highway_354.jpg,playground_15.jpg,mountain_187.jpg,badlands_216.jpg,golf_course_309.jpg,bridge_133.jpg,4,golf_course_209.jpg,1,golf,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.874275958995,None,368.874275958995,None,8.983706720977597,0.17848137500550365,368.874275958995,None,368.874275958995,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
bridge_250.jpg,bridge_250.jpg,bridge_134.jpg,left,golf_course_196.jpg,highway_30.jpg,bridge_250.jpg,mountain_40.jpg,playground_249.jpg,badlands_97.jpg,2,bridge_134.jpg,0,bridge,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.0736269169938,None,369.0736269169938,None,8.983706720977597,0.18829987500066636,369.0736269169938,None,369.0736269169938,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
golf_course_214.jpg,golf_course_312.jpg,golf_course_214.jpg,right,highway_102.jpg,golf_course_214.jpg,playground_176.jpg,bridge_164.jpg,badlands_171.jpg,mountain_253.jpg,1,golf_course_312.jpg,0,golf,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.28173545900063,None,369.28173545900063,None,7.908350305498981,0.9962722080017556,369.28173545900063,None,369.28173545900063,None,,,,,,,eden,001,2023_Jun_14_1153,working,2021.2.3,None,
