target,image1,image2,correct,background_0,background_1,background_2,background_3,background_4,background_5,target_index,selected_dist,distractor_level,category,demo_loops.thisRepN,demo_loops.thisTrialN,demo_loops.thisN,demo_loops.thisIndex,exp_loops.thisRepN,exp_loops.thisTrialN,exp_loops.thisN,exp_loops.thisIndex,exp_loops_part2.thisRepN,exp_loops_part2.thisTrialN,exp_loops_part2.thisN,exp_loops_part2.thisIndex,key_resp.keys,key_resp.started,key_resp.stopped,text_consent_form.started,text_consent_form.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_instructions_first_slide.started,text_instructions_first_slide.stopped,image_0_demo.started,image_0_demo.stopped,image_1_demo.started,image_1_demo.stopped,image_2_demo.started,image_2_demo.stopped,image_3_demo.started,image_3_demo.stopped,image_4_demo.started,image_4_demo.stopped,image_5_demo.started,image_5_demo.stopped,blank_screen_demo.started,blank_screen_demo.stopped,fixation_demo.started,fixation_demo.stopped,image_left_demo.started,image_left_demo.stopped,image_right_demo.started,image_right_demo.stopped,demo_test_key_resp.keys,demo_test_key_resp.rt,demo_test_key_resp.started,demo_test_key_resp.stopped,text_4.started,text_4.stopped,key_resp_after_demo.keys,key_resp_after_demo.rt,key_resp_after_demo.started,key_resp_after_demo.stopped,text_after_demo_instr.started,text_after_demo_instr.stopped,image_0.started,image_0.stopped,image_1.started,image_1.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,blank_screen.started,blank_screen.stopped,fixation_encoding.started,fixation_encoding.stopped,image_left.started,image_left.stopped,image_right.started,image_right.stopped,test_key_resp.keys,test_key_resp.rt,test_key_resp.started,test_key_resp.stopped,text_6.started,text_6.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,None,10.85183645800862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eden,2023_Jun_18_1646,working_memory,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.85183645800862,None,10.85183645800862,None,1,[0.9987764160032384],[0.9987790830055019],space,3.7726874990039505,11.844332250009757,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eden,2023_Jun_18_1646,working_memory,2021.2.3,None,
flower1.jpg,flower1.jpg,flower1_pair.jpg,left,leaf3.jpg,trail1.jpg,flower1.jpg,bird1.jpg,tree3.jpg,fence4.jpg,2,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,11.844332250009757,None,16.212132166008814,16.40711949999968,16.40711949999968,16.598056750008254,16.609483291002107,16.803304458007915,16.803304458007915,16.99035329101025,17.009432791004656,17.19999537500553,17.213637666005525,17.412768750000396,17.412768750000396,None,15.733882333006477,16.230648625001777,18.351115541008767,None,18.351115541008767,None,left,0.40581999901041854,18.351115541008767,None,18.351115541008767,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eden,2023_Jun_18_1646,working_memory,2021.2.3,None,
leaf2.jpg,leaf1.jpg,leaf2.jpg,right,trail2.jpg,leaf2.jpg,bird2.jpg,tree2.jpg,fence3.jpg,flower2.jpg,1,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,19.286554625010467,19.4821405410039,19.4821405410039,19.668731458004913,19.69027904100949,19.886183082999196,19.886183082999196,20.082318166008918,20.082318166008918,20.268133416000637,20.288322791006067,20.48308916600945,20.48308916600945,None,18.82406975000049,19.31945516599808,21.509984165997594,None,21.509984165997594,None,left,0.2507769989897497,21.509984165997594,None,21.509984165997594,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eden,2023_Jun_18_1646,working_memory,2021.2.3,None,
fence1.jpg,fence1.jpg,fence2.jpg,left,tree1.jpg,bird3.jpg,trail3.jpg,fence1.jpg,leaf4.jpg,flower3.jpg,3,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,22.308159166001133,22.50020129099721,22.51400383299915,22.706422540999483,22.706422540999483,22.90589908300899,22.911071791008,23.100697750007384,23.114340166008333,23.313493749999907,23.313493749999907,23.50119279100909,23.507704208008363,None,21.830285250005545,22.324175125002512,24.493090290998225,None,24.493090290998225,None,left,0.23262820701347664,24.493090290998225,None,24.493090290998225,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eden,2023_Jun_18_1646,working_memory,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,46.79550641600508,24.73598604100698,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eden,2023_Jun_18_1646,working_memory,2021.2.3,None,
badlands_113.jpg,badlands_203.jpg,badlands_113.jpg,right,golf_course_166.jpg,badlands_113.jpg,bridge_39.jpg,highway_354.jpg,mountain_226.jpg,playground_84.jpg,1,badlands_203.jpg,1,badlands,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.73598604100698,None,72.59189974999754,72.83772875000432,72.84361658300622,73.08464066599845,73.1048496250005,73.3454090830055,73.3454090830055,73.59497254100279,73.59497254100279,73.83560175000457,73.8411645830056,74.08523758299998,74.09130891600216,None,71.62398595800914,72.62205274999724,75.07490191599936,None,75.07490191599936,None,right,0.21605616599845234,75.07490191599936,None,75.07490191599936,None,,,,,,,eden,2023_Jun_18_1646,working_memory,2021.2.3,None,
badlands_222.jpg,badlands_222.jpg,badlands_62.jpg,left,golf_course_212.jpg,mountain_206.jpg,bridge_224.jpg,badlands_222.jpg,highway_28.jpg,playground_181.jpg,3,badlands_62.jpg,1,badlands,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.34228379100387,76.5894846250012,76.59490862500388,76.83513445800054,76.83513445800054,77.08658037500572,77.08658037500572,77.32694729100331,77.3453330409975,77.58360875000653,77.58360875000653,77.82593600000837,77.84078395800316,None,75.36000958300428,76.36084975000995,78.84203733300092,None,78.84203733300092,None,right,0.2598613329901127,78.84203733300092,None,78.84203733300092,None,,,,,,,eden,2023_Jun_18_1646,working_memory,2021.2.3,None,
highway_359.jpg,highway_359.jpg,highway_379.jpg,left,highway_359.jpg,mountain_91.jpg,golf_course_23.jpg,badlands_166.jpg,bridge_234.jpg,playground_173.jpg,0,highway_379.jpg,1,highway,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.14813345800212,80.38818691601045,80.38818691601045,80.6280907909968,80.64715995801089,80.88687625000603,80.88687625000603,81.13442741600738,81.1400391250063,81.38653637500829,81.3975591250055,81.63665829099773,81.63665829099773,None,79.1638396250055,80.15242420800496,82.63855254100054,None,82.63855254100054,None,right,0.35024941600568127,82.63855254100054,None,82.63855254100054,None,,,,,,,eden,2023_Jun_18_1646,working_memory,2021.2.3,None,
mountain_222.jpg,mountain_244.jpg,mountain_222.jpg,right,badlands_150.jpg,bridge_158.jpg,mountain_222.jpg,golf_course_127.jpg,highway_78.jpg,playground_153.jpg,2,mountain_244.jpg,0,mountain,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.03784166600963,84.27780929100118,84.27780929100118,84.51839570800075,84.53748408300453,84.78348883301078,84.78348883301078,85.0230490410031,85.03789387500728,85.28646383300656,85.28646383300656,85.52600537500985,85.53207895800006,None,83.05384870800481,84.04181220800092,86.52371920800942,None,86.52371920800942,None,right,0.3279624580027303,86.52371920800942,None,86.52371920800942,None,,,,,,,eden,2023_Jun_18_1646,working_memory,2021.2.3,None,
