target,image1,image2,correct,background_0,background_1,background_2,background_3,background_4,background_5,target_index,selected_dist,distractor_level,category,demo_loops.thisRepN,demo_loops.thisTrialN,demo_loops.thisN,demo_loops.thisIndex,exp_loops.thisRepN,exp_loops.thisTrialN,exp_loops.thisN,exp_loops.thisIndex,key_resp.keys,key_resp.started,key_resp.stopped,text_consent_form.started,text_consent_form.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_instructions_first_slide.started,text_instructions_first_slide.stopped,image_0_demo.started,image_0_demo.stopped,image_1_demo.started,image_1_demo.stopped,image_2_demo.started,image_2_demo.stopped,image_3_demo.started,image_3_demo.stopped,image_4_demo.started,image_4_demo.stopped,image_5_demo.started,image_5_demo.stopped,blank_screen_demo.started,blank_screen_demo.stopped,fixation_demo.started,fixation_demo.stopped,image_left_demo.started,image_left_demo.stopped,image_right_demo.started,image_right_demo.stopped,demo_test_key_resp.keys,demo_test_key_resp.rt,demo_test_key_resp.started,demo_test_key_resp.stopped,text_4.started,text_4.stopped,key_resp_after_demo.keys,key_resp_after_demo.rt,key_resp_after_demo.started,key_resp_after_demo.stopped,text_after_demo_instr.started,text_after_demo_instr.stopped,image_0.started,image_0.stopped,image_1.started,image_1.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,blank_screen.started,blank_screen.stopped,fixation_encoding.started,fixation_encoding.stopped,image_left.started,image_left.stopped,image_right.started,image_right.stopped,test_key_resp.keys,test_key_resp.rt,test_key_resp.started,test_key_resp.stopped,text_6.started,text_6.stopped,ID,date,expName,psychopyVersion,frameRate,
highway_156.jpg,highway_156.jpg,highway_293.jpg,left,playground_6.jpg,highway_156.jpg,badlands_6.jpg,bridge_45.jpg,golf_course_120.jpg,mountain_102.jpg,1,highway_293.jpg,1,highway,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455.48578591698606,456.2784412089968,456.29766862498946,457.0971128339879,457.0971128339879,457.8894546669908,457.8894546669908,458.67730158398626,458.69567216699943,459.4936410839873,459.59037904199795,460.37671212499845,460.39898841698596,None,455.01320158399176,455.5019453339919,461.3901519589999,None,461.3901519589999,None,left,1.8953767089988105,461.3901519589999,None,461.3901519589999,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
golf_course_309.jpg,golf_course_209.jpg,golf_course_309.jpg,right,highway_354.jpg,playground_15.jpg,mountain_187.jpg,badlands_216.jpg,golf_course_309.jpg,bridge_133.jpg,4,golf_course_209.jpg,1,golf,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.82342958399386,464.6146604999958,464.63487208398874,465.43423520898796,465.42864104198816,466.22845791699365,466.22845791699365,467.02326383399486,467.02326383399486,467.8195338339865,467.92348720898735,468.71448829199653,468.7352112089866,None,463.3500939589867,463.83906979199674,469.72689441699185,None,469.72689441699185,None,right,2.2531629580043955,469.72689441699185,None,469.72689441699185,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
bridge_250.jpg,bridge_250.jpg,bridge_134.jpg,left,golf_course_196.jpg,highway_30.jpg,bridge_250.jpg,mountain_40.jpg,playground_249.jpg,badlands_97.jpg,2,bridge_134.jpg,0,bridge,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.52714249999553,473.3147501249914,473.3147501249914,474.10468362498796,474.12562558399804,474.92603079199034,474.92603079199034,475.71727237499726,475.71727237499726,476.514379041997,476.6273094999924,477.42726245899394,477.42726245899394,None,472.04344595898874,472.52985829199315,478.4155115419999,None,478.4155115419999,None,left,1.5485609169991221,478.4155115419999,None,478.4155115419999,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
golf_course_214.jpg,golf_course_312.jpg,golf_course_214.jpg,right,highway_102.jpg,golf_course_214.jpg,playground_176.jpg,bridge_164.jpg,badlands_171.jpg,mountain_253.jpg,1,golf_course_312.jpg,0,golf,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,480.51166579198616,481.31035616699955,481.31035616699955,482.10839612499694,482.10839612499694,482.9096062919998,482.9096062919998,483.69793299998855,483.710921083999,484.5084486669948,484.60706529198796,485.41023904198664,485.41023904198664,None,480.0281357089989,480.5144167089893,486.3975888339919,None,486.3975888339919,None,left,5.369366583996452,486.3975888339919,None,486.3975888339919,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
playground_219.jpg,playground_21.jpg,playground_219.jpg,right,golf_course_252.jpg,badlands_120.jpg,bridge_158.jpg,playground_219.jpg,highway_33.jpg,mountain_202.jpg,3,playground_21.jpg,0,playground,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.31566204199044,493.113666041987,493.113666041987,493.904840874995,493.904840874995,494.69349387499096,494.7140669589862,495.5089617499907,495.5152702089981,496.30518287498853,496.4041948749946,497.20037216698984,497.20765674998984,None,491.8309804589953,492.32089591698605,498.211831291992,None,498.211831291992,None,right,2.3188186670013238,498.211831291992,None,498.211831291992,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
bridge_128.jpg,bridge_61.jpg,bridge_128.jpg,right,bridge_128.jpg,highway_154.jpg,badlands_35.jpg,golf_course_137.jpg,mountain_39.jpg,playground_162.jpg,0,bridge_61.jpg,0,bridge,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,501.07095833399217,501.8653178749955,501.8653178749955,502.66030666699226,502.665122624996,503.46674641699065,503.46674641699065,504.2591316669859,504.2652209589869,505.06033108399424,505.16423774999566,505.9560096669884,505.9762935419858,None,500.5925682919915,501.0881444999977,506.96540666699,None,506.96540666699,None,left,6.193972584005678,506.96540666699,None,506.96540666699,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
highway_209.jpg,highway_209.jpg,highway_122.jpg,left,bridge_52.jpg,playground_78.jpg,golf_course_41.jpg,badlands_47.jpg,highway_209.jpg,mountain_33.jpg,4,highway_122.jpg,1,highway,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513.7063376249862,514.4949978339864,514.5087621669954,515.295257958991,515.309534791988,516.1065704169887,516.1065704169887,516.8934627919953,516.9068912919902,517.6947633749951,517.8089852919948,518.6062390839943,518.6062390839943,None,513.2244417919865,513.7245803339902,519.6021207499871,None,519.6021207499871,None,left,1.6223355830006767,519.6021207499871,None,519.6021207499871,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
playground_144.jpg,playground_144.jpg,playground_65.jpg,left,badlands_215.jpg,mountain_88.jpg,golf_course_102.jpg,playground_144.jpg,bridge_238.jpg,highway_274.jpg,3,playground_65.jpg,1,playground,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521.776969958999,522.575288958993,522.575288958993,523.3713066249911,523.3769514999876,524.1686272919906,524.1686272919906,524.9687026249885,524.9687026249885,525.7560346669925,525.8707584169897,526.6595206249913,526.6804662089999,None,521.2937417499925,521.78085499999,527.6690714589931,None,527.6690714589931,None,left,3.369587292007054,527.6690714589931,None,527.6690714589931,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
mountain_110.jpg,mountain_157.jpg,mountain_110.jpg,right,golf_course_42.jpg,playground_103.jpg,mountain_110.jpg,bridge_86.jpg,badlands_60.jpg,highway_342.jpg,2,mountain_157.jpg,0,mountain,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,531.5894076669938,532.3861212089978,532.3913121249934,533.1879052499862,533.1946347499907,533.9918506669928,533.9918506669928,534.7856591669988,534.7856591669988,535.5746358339966,535.6924742499978,536.4863021249912,536.4863021249912,None,531.1100729589962,531.6050344999967,537.4810295839998,None,537.4810295839998,None,left,3.5856498750072205,537.4810295839998,None,537.4810295839998,None,9,2023_Jun_18_1456,working_memory,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.5980553339905,542.3890212499973,542.4087972499983,543.19796804199,543.19796804199,543.9979230419995,544.0037550839916,544.7992857089994,544.7992857089994,545.595802041993,545.6994783749979,546.4966618339968,546.5030452499923,None,541.1282010419964,541.6269717499963,,,,,,,,,,,,,,,,
