target,image1,image2,correct,background_0,background_1,background_2,background_3,background_4,background_5,target_index,selected_dist,distractor_level,category,demo_loops.thisRepN,demo_loops.thisTrialN,demo_loops.thisN,demo_loops.thisIndex,exp_loops.thisRepN,exp_loops.thisTrialN,exp_loops.thisN,exp_loops.thisIndex,exp_loops_part2.thisRepN,exp_loops_part2.thisTrialN,exp_loops_part2.thisN,exp_loops_part2.thisIndex,key_resp.keys,key_resp.started,key_resp.stopped,text_consent_form.started,text_consent_form.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_instructions_first_slide.started,text_instructions_first_slide.stopped,image_0_demo.started,image_0_demo.stopped,image_1_demo.started,image_1_demo.stopped,image_2_demo.started,image_2_demo.stopped,image_3_demo.started,image_3_demo.stopped,image_4_demo.started,image_4_demo.stopped,image_5_demo.started,image_5_demo.stopped,blank_screen_demo.started,blank_screen_demo.stopped,fixation_demo.started,fixation_demo.stopped,image_left_demo.started,image_left_demo.stopped,image_right_demo.started,image_right_demo.stopped,demo_test_key_resp.keys,demo_test_key_resp.rt,demo_test_key_resp.started,demo_test_key_resp.stopped,text_4.started,text_4.stopped,key_resp_after_demo.keys,key_resp_after_demo.rt,key_resp_after_demo.started,key_resp_after_demo.stopped,text_after_demo_instr.started,text_after_demo_instr.stopped,image_0.started,image_0.stopped,image_1.started,image_1.stopped,image_2.started,image_2.stopped,image_3.started,image_3.stopped,image_4.started,image_4.stopped,image_5.started,image_5.stopped,blank_screen.started,blank_screen.stopped,fixation_encoding.started,fixation_encoding.stopped,image_left.started,image_left.stopped,image_right.started,image_right.stopped,test_key_resp.keys,test_key_resp.rt,test_key_resp.started,test_key_resp.stopped,text_6.started,text_6.stopped,text_2.started,text_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,image_left_part2.started,image_left_part2.stopped,image_right_part2.started,image_right_part2.stopped,slider_part2.response,slider_part2.rt,slider_part2.started,slider_part2.stopped,text_5.started,text_5.stopped,key_resp_last_slide.keys,key_resp_last_slide.rt,key_resp_last_slide.started,key_resp_last_slide.stopped,text_last_slide.started,text_last_slide.stopped,ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,None,12.23298316700675,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roi,2023_Jun_18_1553,working_memory,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.23298316700675,None,12.23298316700675,None,1,[11.633163250007783],[11.633169125008862],space,19.183394209001563,23.858690792010748,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roi,2023_Jun_18_1553,working_memory,2021.2.3,None,
flower1.jpg,flower1.jpg,flower1_pair.jpg,left,leaf3.jpg,trail1.jpg,flower1.jpg,bird1.jpg,tree3.jpg,fence4.jpg,2,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,23.858690792010748,None,43.63311512500513,43.832300750000286,43.83814579200407,44.0288704590057,44.0288704590057,44.2299867499969,44.2299867499969,44.42946479200327,44.43370183400111,44.62421183400147,44.637854625005275,44.83807629199873,44.83807629199873,None,43.15559637499973,43.64082245899772,45.78902791700966,None,45.78902791700966,None,left,9.5352670840075,45.78902791700966,None,45.78902791700966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roi,2023_Jun_18_1553,working_memory,2021.2.3,None,
leaf2.jpg,leaf1.jpg,leaf2.jpg,right,trail2.jpg,leaf2.jpg,bird2.jpg,tree2.jpg,fence3.jpg,flower2.jpg,1,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,55.85422212500998,56.04450012500456,56.05020241699822,56.24067120900145,56.26089795900043,56.46108983400336,56.46108983400336,56.66067337500863,56.66067337500863,56.859162209002534,56.859162209002534,57.05602462500974,57.05602462500974,None,55.42400020900823,55.917961209008354,58.071337875007885,None,58.071337875007885,None,left,1.2005987919983454,58.071337875007885,None,58.071337875007885,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roi,2023_Jun_18_1553,working_memory,2021.2.3,None,
fence1.jpg,fence1.jpg,fence2.jpg,left,tree1.jpg,bird3.jpg,trail3.jpg,fence1.jpg,leaf4.jpg,flower3.jpg,3,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,59.80826345901005,60.00321583400364,60.00321583400364,60.1998378749995,60.1998378749995,60.39469120900321,60.407696542009944,60.60466650000308,60.60466650000308,60.80630108399782,60.80630108399782,60.99455020899768,61.00069254200207,None,59.324033124998095,59.82198733399855,62.00227024999913,None,62.00227024999913,None,left,2.70030566699279,62.00227024999913,None,62.00227024999913,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roi,2023_Jun_18_1553,working_memory,2021.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.47501591600303,64.71304929199687,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,roi,2023_Jun_18_1553,working_memory,2021.2.3,None,
badlands_113.jpg,badlands_113.jpg,badlands_225.jpg,left,badlands_113.jpg,mountain_62.jpg,golf_course_241.jpg,playground_195.jpg,bridge_35.jpg,highway_29.jpg,0,badlands_225.jpg,0,badlands,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.71304929199687,None,73.75993349999771,73.99920345901046,74.01425812501111,74.26369387500745,74.26369387500745,74.5135900840105,74.5135900840105,74.76136525000038,74.76136525000038,75.00222804200894,75.00912487501046,75.2565240420081,75.26293912500842,None,73.28485745900252,73.77447283400397,76.239610042001,None,76.239610042001,None,left,2.923745374995633,76.239610042001,None,76.239610042001,None,,,,,,,,,,,,,,,,,,,,,,,roi,2023_Jun_18_1553,working_memory,2021.2.3,None,
badlands_222.jpg,badlands_34.jpg,badlands_222.jpg,right,playground_55.jpg,mountain_143.jpg,golf_course_308.jpg,badlands_222.jpg,highway_274.jpg,bridge_74.jpg,3,badlands_34.jpg,0,badlands,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.70844558400859,79.95671104200301,79.95671104200301,80.19745945899922,80.21117362500809,80.46056954200321,80.46056954200321,80.70740208400821,80.70740208400821,80.95365725000738,80.95365725000738,81.19738154200604,81.20393170900934,None,79.22611925000092,79.72554416699859,82.19950070900086,None,82.19950070900086,None,right,3.2240999579953495,82.19950070900086,None,82.19950070900086,None,,,,,,,,,,,,,,,,,,,,,,,roi,2023_Jun_18_1553,working_memory,2021.2.3,None,
highway_359.jpg,highway_389.jpg,highway_359.jpg,right,golf_course_128.jpg,badlands_80.jpg,bridge_68.jpg,highway_359.jpg,playground_191.jpg,mountain_51.jpg,3,highway_389.jpg,0,highway,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.97101066700998,86.21971991700411,86.22561112500262,86.46727666699735,86.46727666699735,86.70807670900831,86.72582837499795,86.96745241701137,86.96745241701137,87.21708445900003,87.21708445900003,87.45398208400002,87.47357287500927,None,85.4920248749986,85.98685820899846,88.46905779199733,None,88.46905779199733,None,right,1.6821707500057528,88.46905779199733,None,88.46905779199733,None,,,,,,,,,,,,,,,,,,,,,,,roi,2023_Jun_18_1553,working_memory,2021.2.3,None,
mountain_222.jpg,mountain_222.jpg,mountain_93.jpg,left,bridge_164.jpg,golf_course_102.jpg,mountain_222.jpg,badlands_121.jpg,playground_16.jpg,highway_78.jpg,2,mountain_93.jpg,1,mountain,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.7109206669993,90.9568995419977,90.9568995419977,91.1963797089993,91.20982333400752,91.45123279200925,91.45123279200925,91.69018095900537,91.70902862500225,91.955748709006,91.955748709006,92.20676129200729,92.20676129200729,None,90.22566970900516,90.71622020901123,93.1944584169978,None,93.1944584169978,None,left,1.2800422919972334,93.1944584169978,None,93.1944584169978,None,,,,,,,,,,,,,,,,,,,,,,,roi,2023_Jun_18_1553,working_memory,2021.2.3,None,
