key_resp.keys,key_resp.started,key_resp.stopped,text_consent_form.started,text_consent_form.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,ID,date,expName,psychopyVersion,frameRate,
None,10.052629375000834,None,,,,,,,,eden,2023_Jun_18_1645,working_memory,2021.2.3,None,
,,,10.052629375000834,None,10.052629375000834,None,1,[5.6945158330054255],[5.6945188749959925],,,,,,
