,index,demo_encoding_loop.thisTrialN,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_encoding_response.keys,index,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisTrialN,DemoImage1,DemoImage2,DemoCorrectTest,subject
0,4,0.0,flower1.jpg,,,,12.0,right,0.0,3.8023,0.0,flower1.jpg,flower1_pair.jpg,left,A37R0JYAB3QEX9
1,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.1057,1.0,flower2_pair.jpg,flower2.jpg,right,A37R0JYAB3QEX9
2,6,2.0,left.jpg,left,0.5246,left,14.0,left,1.0,2.2862,2.0,flower3.jpg,flower3_pair.jpg,left,A37R0JYAB3QEX9
3,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.5658,3.0,flower4.jpg,flower4_pair.jpg,left,A37R0JYAB3QEX9
4,8,4.0,flower4.jpg,,,,16.0,left,0.0,3.835,4.0,flower5_pair.jpg,flower5.jpg,right,A37R0JYAB3QEX9
5,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.7037,5.0,flower6.jpg,flower6_pair.jpg,left,A37R0JYAB3QEX9
6,10,6.0,flower6.jpg,,,,,,,,,,,,A37R0JYAB3QEX9
7,4,0.0,flower1.jpg,,,,12.0,left,1.0,2.7994,0.0,flower1.jpg,flower1_pair.jpg,left,A3TBG0S2IEBVHU
8,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.3181,1.0,flower2_pair.jpg,flower2.jpg,right,A3TBG0S2IEBVHU
9,6,2.0,left.jpg,left,1.25,left,14.0,right,0.0,2.2338,2.0,flower3.jpg,flower3_pair.jpg,left,A3TBG0S2IEBVHU
10,7,3.0,flower3.jpg,,,,15.0,left,1.0,3.5827,3.0,flower4.jpg,flower4_pair.jpg,left,A3TBG0S2IEBVHU
11,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.2066,4.0,flower5_pair.jpg,flower5.jpg,right,A3TBG0S2IEBVHU
12,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.9242,5.0,flower6.jpg,flower6_pair.jpg,left,A3TBG0S2IEBVHU
13,10,6.0,flower6.jpg,,,,,,,,,,,,A3TBG0S2IEBVHU
14,4,0.0,flower1.jpg,,,,12.0,left,1.0,4.756,0.0,flower1.jpg,flower1_pair.jpg,left,A1BRJXBMTURQNT
15,5,1.0,flower2.jpg,,,,13.0,left,0.0,4.841,1.0,flower2_pair.jpg,flower2.jpg,right,A1BRJXBMTURQNT
16,6,2.0,left.jpg,left,0.566,left,14.0,left,1.0,1.785,2.0,flower3.jpg,flower3_pair.jpg,left,A1BRJXBMTURQNT
17,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.626,3.0,flower4.jpg,flower4_pair.jpg,left,A1BRJXBMTURQNT
18,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.765,4.0,flower5_pair.jpg,flower5.jpg,right,A1BRJXBMTURQNT
19,9,5.0,flower5.jpg,,,,17.0,left,1.0,3.151,5.0,flower6.jpg,flower6_pair.jpg,left,A1BRJXBMTURQNT
20,10,6.0,flower6.jpg,,,,,,,,,,,,A1BRJXBMTURQNT
21,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.4577,0.0,flower1.jpg,flower1_pair.jpg,left,A50K26F2IS94U
22,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.9141,1.0,flower2_pair.jpg,flower2.jpg,right,A50K26F2IS94U
23,6,2.0,left.jpg,left,0.544,left,14.0,left,1.0,1.5009,2.0,flower3.jpg,flower3_pair.jpg,left,A50K26F2IS94U
24,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.9755,3.0,flower4.jpg,flower4_pair.jpg,left,A50K26F2IS94U
25,8,4.0,flower4.jpg,,,,16.0,left,0.0,1.8435,4.0,flower5_pair.jpg,flower5.jpg,right,A50K26F2IS94U
26,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.5156,5.0,flower6.jpg,flower6_pair.jpg,left,A50K26F2IS94U
27,10,6.0,flower6.jpg,,,,,,,,,,,,A50K26F2IS94U
28,4,0.0,flower1.jpg,,,,12.0,left,1.0,4.186,0.0,flower1.jpg,flower1_pair.jpg,left,A33YJIL8ZY6XSB
29,5,1.0,flower2.jpg,,,,13.0,right,1.0,5.380299999,1.0,flower2_pair.jpg,flower2.jpg,right,A33YJIL8ZY6XSB
30,6,2.0,left.jpg,left,2.133,left,14.0,left,1.0,2.2539,2.0,flower3.jpg,flower3_pair.jpg,left,A33YJIL8ZY6XSB
31,7,3.0,flower3.jpg,,,,15.0,right,0.0,3.2211,3.0,flower4.jpg,flower4_pair.jpg,left,A33YJIL8ZY6XSB
32,8,4.0,flower4.jpg,,,,16.0,right,1.0,4.0689,4.0,flower5_pair.jpg,flower5.jpg,right,A33YJIL8ZY6XSB
33,9,5.0,flower5.jpg,,,,17.0,right,0.0,4.146300001,5.0,flower6.jpg,flower6_pair.jpg,left,A33YJIL8ZY6XSB
34,10,6.0,flower6.jpg,,,,,,,,,,,,A33YJIL8ZY6XSB
35,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.4201,0.0,flower1.jpg,flower1_pair.jpg,left,A306SRE7WZDAZS
36,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.0592,1.0,flower2_pair.jpg,flower2.jpg,right,A306SRE7WZDAZS
37,6,2.0,left.jpg,left,1.7404,left,14.0,left,1.0,2.2404,2.0,flower3.jpg,flower3_pair.jpg,left,A306SRE7WZDAZS
38,7,3.0,flower3.jpg,,,,15.0,right,0.0,4.0274,3.0,flower4.jpg,flower4_pair.jpg,left,A306SRE7WZDAZS
39,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.3967,4.0,flower5_pair.jpg,flower5.jpg,right,A306SRE7WZDAZS
40,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.8663,5.0,flower6.jpg,flower6_pair.jpg,left,A306SRE7WZDAZS
41,10,6.0,flower6.jpg,,,,,,,,,,,,A306SRE7WZDAZS
42,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.0502,0.0,flower1.jpg,flower1_pair.jpg,left,A15UAR6NM0QVQN
43,5,1.0,flower2.jpg,,,,13.0,left,0.0,3.7108,1.0,flower2_pair.jpg,flower2.jpg,right,A15UAR6NM0QVQN
44,6,2.0,left.jpg,left,1.1498,left,14.0,right,0.0,1.8517,2.0,flower3.jpg,flower3_pair.jpg,left,A15UAR6NM0QVQN
45,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.3509,3.0,flower4.jpg,flower4_pair.jpg,left,A15UAR6NM0QVQN
