target,category,correct
highway_294.jpg,highway,
badlands_184.jpg,badlands,
mountain_154.jpg,mountain,
bridge_91.jpg,bridge,
golf_course_309.jpg,golf,
golf_course_78.jpg,golf,
highway_93.jpg,highway,
bridge_191.jpg,bridge,
bridge_146.jpg,bridge,
playground_240.jpg,playground,
badlands_113.jpg,badlands,
left.jpg,,left
badlands_52.jpg,badlands,
badlands_221.jpg,badlands,
mountain_123.jpg,mountain,
badlands_21.jpg,badlands,
highway_209.jpg,highway,
playground_144.jpg,playground,
golf_course_15.jpg,golf,
golf_course_217.jpg,golf,
bridge_256.jpg,bridge,
mountain_101.jpg,mountain,
golf_course_188.jpg,golf,
highway_273.jpg,highway,
left.jpg,,left
playground_10.jpg,playground,
playground_76.jpg,playground,
bridge_128.jpg,bridge,
highway_245.jpg,highway,
playground_145.jpg,playground,
mountain_156.jpg,mountain,
highway_359.jpg,highway,
right.jpg,,right
golf_course_331.jpg,golf,
bridge_250.jpg,bridge,
mountain_293.jpg,mountain,
badlands_24.jpg,badlands,
golf_course_214.jpg,golf,
badlands_23.jpg,badlands,
mountain_222.jpg,mountain,
badlands_222.jpg,badlands,
bridge_65.jpg,bridge,
highway_156.jpg,highway,
left.jpg,,left
playground_131.jpg,playground,
badlands_70.jpg,badlands,
mountain_230.jpg,mountain,
golf_course_195.jpg,golf,
highway_415.jpg,highway,
playground_219.jpg,playground,
bridge_108.jpg,bridge,
mountain_232.jpg,mountain,
badlands_137.jpg,badlands,
right.jpg,,right
bridge_172.jpg,bridge,
playground_117.jpg,playground,
mountain_57.jpg,mountain,
playground_257.jpg,playground,
bridge_202.jpg,bridge,
golf_course_87.jpg,golf,
mountain_110.jpg,mountain,
highway_177.jpg,highway,
highway_394.jpg,highway,
playground_60.jpg,playground,
golf_course_193.jpg,golf,
