,workID,Age,Gender,target,image1,image2,correct,background_0,background_1,background_2,background_3,background_4,background_5,target_index,test_key_resp.keys,test_key_resp.rt,distractor_level,category,selected_dist,slider_part2.response,slider_part2.rt,subject
0,AAUE4IKTZSXNW,32,male,golf_course_87.jpg,golf_course_161.jpg,golf_course_87.jpg,right,badlands_36.jpg,highway_193.jpg,bridge_87.jpg,mountain_92.jpg,golf_course_87.jpg,playground_162.jpg,4.0,right,1.8502,1.0,golf,golf_course_161.jpg,6.145833333,52.6043,AAUE4IKTZSXNW
1,AAUE4IKTZSXNW,32,male,bridge_65.jpg,bridge_65.jpg,bridge_181.jpg,left,bridge_65.jpg,mountain_294.jpg,highway_53.jpg,badlands_67.jpg,playground_49.jpg,golf_course_162.jpg,0.0,left,1.0434,0.0,bridge,bridge_181.jpg,5.979166667,5.1379,AAUE4IKTZSXNW
2,AAUE4IKTZSXNW,32,male,mountain_123.jpg,mountain_94.jpg,mountain_123.jpg,right,bridge_64.jpg,mountain_123.jpg,playground_154.jpg,highway_102.jpg,badlands_54.jpg,golf_course_265.jpg,1.0,right,2.6081,0.0,mountain,mountain_94.jpg,2.020833333,5.2971,AAUE4IKTZSXNW
3,AAUE4IKTZSXNW,32,male,highway_93.jpg,highway_93.jpg,highway_85.jpg,left,bridge_106.jpg,mountain_166.jpg,badlands_214.jpg,highway_93.jpg,playground_251.jpg,golf_course_241.jpg,3.0,left,4.8751,0.0,highway,highway_85.jpg,7.114583333,3.1758,AAUE4IKTZSXNW
4,AAUE4IKTZSXNW,32,male,highway_209.jpg,highway_209.jpg,highway_122.jpg,left,golf_course_305.jpg,badlands_60.jpg,bridge_66.jpg,playground_196.jpg,highway_209.jpg,mountain_253.jpg,4.0,left,18.6783,1.0,highway,highway_122.jpg,7.9375,2.7297,AAUE4IKTZSXNW
5,AAUE4IKTZSXNW,32,male,golf_course_195.jpg,golf_course_25.jpg,golf_course_195.jpg,right,playground_118.jpg,bridge_35.jpg,golf_course_195.jpg,mountain_76.jpg,highway_147.jpg,badlands_152.jpg,2.0,right,28.1488,0.0,golf,golf_course_25.jpg,2.041666667,3.2166,AAUE4IKTZSXNW
6,AAUE4IKTZSXNW,32,male,bridge_250.jpg,bridge_250.jpg,bridge_134.jpg,left,badlands_16.jpg,bridge_250.jpg,mountain_135.jpg,playground_141.jpg,golf_course_56.jpg,highway_274.jpg,1.0,left,4.3643,0.0,bridge,bridge_134.jpg,4.927083333,3.0449,AAUE4IKTZSXNW
7,AAUE4IKTZSXNW,32,male,playground_257.jpg,playground_257.jpg,playground_215.jpg,left,badlands_46.jpg,playground_257.jpg,highway_33.jpg,golf_course_116.jpg,bridge_120.jpg,mountain_33.jpg,1.0,left,3.5228,1.0,playground,playground_215.jpg,8.052083333,3.1698,AAUE4IKTZSXNW
8,AAUE4IKTZSXNW,32,male,bridge_146.jpg,bridge_121.jpg,bridge_146.jpg,right,playground_14.jpg,golf_course_174.jpg,bridge_146.jpg,mountain_290.jpg,highway_257.jpg,badlands_81.jpg,2.0,right,3.1722,1.0,bridge,bridge_121.jpg,5.958333333,3.1513,AAUE4IKTZSXNW
9,AAUE4IKTZSXNW,32,male,playground_145.jpg,playground_242.jpg,playground_145.jpg,right,mountain_87.jpg,playground_145.jpg,highway_76.jpg,bridge_39.jpg,golf_course_221.jpg,badlands_156.jpg,1.0,right,3.3842,1.0,playground,playground_242.jpg,7.958333333,2.6286,AAUE4IKTZSXNW
10,AAUE4IKTZSXNW,32,male,badlands_21.jpg,badlands_21.jpg,badlands_98.jpg,left,playground_132.jpg,highway_315.jpg,badlands_21.jpg,golf_course_144.jpg,mountain_120.jpg,bridge_22.jpg,2.0,left,2.6805,1.0,badlands,badlands_98.jpg,7.947916667,2.2038,AAUE4IKTZSXNW
11,AAUE4IKTZSXNW,32,male,mountain_57.jpg,mountain_57.jpg,mountain_138.jpg,left,golf_course_55.jpg,mountain_57.jpg,playground_222.jpg,bridge_234.jpg,highway_78.jpg,badlands_215.jpg,1.0,left,1.9891,1.0,mountain,mountain_138.jpg,6.0625,2.0571,AAUE4IKTZSXNW
12,AAUE4IKTZSXNW,32,male,bridge_172.jpg,bridge_172.jpg,bridge_17.jpg,left,mountain_34.jpg,highway_101.jpg,bridge_172.jpg,golf_course_253.jpg,playground_74.jpg,badlands_128.jpg,2.0,left,2.0471,0.0,bridge,bridge_17.jpg,2.9375,2.8777,AAUE4IKTZSXNW
13,AAUE4IKTZSXNW,32,male,golf_course_188.jpg,golf_course_188.jpg,golf_course_157.jpg,left,highway_365.jpg,mountain_143.jpg,badlands_219.jpg,golf_course_188.jpg,bridge_173.jpg,playground_235.jpg,3.0,right,2.1922,0.0,golf,golf_course_157.jpg,6.614583333,2.1065,AAUE4IKTZSXNW
14,AAUE4IKTZSXNW,32,male,playground_131.jpg,playground_43.jpg,playground_131.jpg,right,playground_131.jpg,mountain_190.jpg,badlands_26.jpg,golf_course_128.jpg,bridge_133.jpg,highway_15.jpg,0.0,left,15.3745,0.0,playground,playground_43.jpg,3.927083333,2.7037,AAUE4IKTZSXNW
15,AAUE4IKTZSXNW,32,male,playground_144.jpg,playground_144.jpg,playground_137.jpg,left,highway_290.jpg,playground_144.jpg,badlands_216.jpg,bridge_190.jpg,mountain_277.jpg,golf_course_3.jpg,1.0,left,2.2531,0.0,playground,playground_137.jpg,4.895833333,2.6057,AAUE4IKTZSXNW
16,AAUE4IKTZSXNW,32,male,mountain_156.jpg,mountain_156.jpg,mountain_128.jpg,left,badlands_166.jpg,playground_15.jpg,mountain_156.jpg,highway_295.jpg,golf_course_199.jpg,bridge_225.jpg,2.0,left,7.7443,0.0,mountain,mountain_128.jpg,4.947916667,2.0953,AAUE4IKTZSXNW
