,index,test_encoding_response.keys,test_encoding_response.corr,trials.thisTrialN,target,category,correct,test_encoding_response.rt,key_resp_end.keys,subject
75,30,,1.0,10.0,playground_144.jpg,playground,,,,AZZ2C92JSZ5LZ
76,31,,1.0,11.0,mountain_57.jpg,mountain,,,,AZZ2C92JSZ5LZ
77,32,,1.0,12.0,bridge_250.jpg,bridge,,,,AZZ2C92JSZ5LZ
78,33,,1.0,13.0,highway_245.jpg,highway,,,,AZZ2C92JSZ5LZ
79,34,,1.0,14.0,highway_156.jpg,highway,,,,AZZ2C92JSZ5LZ
80,35,,1.0,15.0,highway_359.jpg,highway,,,,AZZ2C92JSZ5LZ
81,36,,1.0,16.0,highway_177.jpg,highway,,,,AZZ2C92JSZ5LZ
82,37,left,1.0,17.0,left.jpg,,left,0.9164,,AZZ2C92JSZ5LZ
83,38,,1.0,18.0,playground_240.jpg,playground,,,,AZZ2C92JSZ5LZ
84,39,,1.0,19.0,bridge_256.jpg,bridge,,,,AZZ2C92JSZ5LZ
85,40,,1.0,20.0,badlands_23.jpg,badlands,,,,AZZ2C92JSZ5LZ
86,41,,1.0,21.0,badlands_184.jpg,badlands,,,,AZZ2C92JSZ5LZ
87,42,,1.0,22.0,bridge_128.jpg,bridge,,,,AZZ2C92JSZ5LZ
88,43,,1.0,23.0,bridge_191.jpg,bridge,,,,AZZ2C92JSZ5LZ
89,44,,1.0,24.0,badlands_70.jpg,badlands,,,,AZZ2C92JSZ5LZ
90,45,,1.0,25.0,bridge_108.jpg,bridge,,,,AZZ2C92JSZ5LZ
91,46,,1.0,26.0,badlands_24.jpg,badlands,,,,AZZ2C92JSZ5LZ
92,47,,1.0,27.0,badlands_113.jpg,badlands,,,,AZZ2C92JSZ5LZ
93,48,,1.0,28.0,highway_93.jpg,highway,,,,AZZ2C92JSZ5LZ
94,49,,1.0,29.0,golf_course_188.jpg,golf,,,,AZZ2C92JSZ5LZ
95,50,,1.0,30.0,mountain_232.jpg,mountain,,,,AZZ2C92JSZ5LZ
96,51,,1.0,31.0,playground_145.jpg,playground,,,,AZZ2C92JSZ5LZ
97,52,,1.0,32.0,mountain_110.jpg,mountain,,,,AZZ2C92JSZ5LZ
98,53,right,1.0,33.0,right.jpg,,right,1.819,,AZZ2C92JSZ5LZ
99,54,,1.0,34.0,playground_117.jpg,playground,,,,AZZ2C92JSZ5LZ
100,55,,1.0,35.0,golf_course_331.jpg,golf,,,,AZZ2C92JSZ5LZ
101,56,,1.0,36.0,badlands_21.jpg,badlands,,,,AZZ2C92JSZ5LZ
102,57,,1.0,37.0,bridge_172.jpg,bridge,,,,AZZ2C92JSZ5LZ
103,58,,1.0,38.0,mountain_154.jpg,mountain,,,,AZZ2C92JSZ5LZ
104,59,,1.0,39.0,highway_415.jpg,highway,,,,AZZ2C92JSZ5LZ
105,60,right,1.0,40.0,right.jpg,,right,1.7748,,AZZ2C92JSZ5LZ
106,61,,1.0,41.0,badlands_137.jpg,badlands,,,,AZZ2C92JSZ5LZ
107,62,,1.0,42.0,highway_273.jpg,highway,,,,AZZ2C92JSZ5LZ
108,63,,1.0,43.0,golf_course_214.jpg,golf,,,,AZZ2C92JSZ5LZ
109,64,,1.0,44.0,playground_60.jpg,playground,,,,AZZ2C92JSZ5LZ
110,65,,1.0,45.0,highway_394.jpg,highway,,,,AZZ2C92JSZ5LZ
111,66,,1.0,46.0,badlands_222.jpg,badlands,,,,AZZ2C92JSZ5LZ
112,67,,1.0,47.0,golf_course_195.jpg,golf,,,,AZZ2C92JSZ5LZ
113,68,,1.0,48.0,bridge_146.jpg,bridge,,,,AZZ2C92JSZ5LZ
114,69,,1.0,49.0,mountain_230.jpg,mountain,,,,AZZ2C92JSZ5LZ
115,70,,1.0,50.0,mountain_222.jpg,mountain,,,,AZZ2C92JSZ5LZ
116,71,left,1.0,51.0,left.jpg,,left,1.7105,,AZZ2C92JSZ5LZ
117,72,,1.0,52.0,mountain_293.jpg,mountain,,,,AZZ2C92JSZ5LZ
118,73,,1.0,53.0,mountain_101.jpg,mountain,,,,AZZ2C92JSZ5LZ
119,74,,1.0,54.0,golf_course_78.jpg,golf,,,,AZZ2C92JSZ5LZ
120,75,,1.0,55.0,highway_209.jpg,highway,,,,AZZ2C92JSZ5LZ
121,76,,1.0,56.0,playground_131.jpg,playground,,,,AZZ2C92JSZ5LZ
122,77,,1.0,57.0,playground_219.jpg,playground,,,,AZZ2C92JSZ5LZ
123,78,,1.0,58.0,playground_10.jpg,playground,,,,AZZ2C92JSZ5LZ
124,79,,1.0,59.0,golf_course_217.jpg,golf,,,,AZZ2C92JSZ5LZ
125,80,,1.0,60.0,bridge_91.jpg,bridge,,,,AZZ2C92JSZ5LZ
126,81,,1.0,61.0,bridge_202.jpg,bridge,,,,AZZ2C92JSZ5LZ
127,82,,1.0,62.0,highway_294.jpg,highway,,,,AZZ2C92JSZ5LZ
128,83,,1.0,63.0,mountain_123.jpg,mountain,,,,AZZ2C92JSZ5LZ
129,84,,1.0,64.0,badlands_52.jpg,badlands,,,,AZZ2C92JSZ5LZ
130,20,,1.0,0.0,playground_10.jpg,playground,,,,AMHUDJ44HF1ZH
131,21,,1.0,1.0,playground_144.jpg,playground,,,,AMHUDJ44HF1ZH
132,22,,1.0,2.0,bridge_202.jpg,bridge,,,,AMHUDJ44HF1ZH
133,23,,1.0,3.0,bridge_91.jpg,bridge,,,,AMHUDJ44HF1ZH
134,24,,1.0,4.0,golf_course_195.jpg,golf,,,,AMHUDJ44HF1ZH
135,25,,1.0,5.0,bridge_128.jpg,bridge,,,,AMHUDJ44HF1ZH
136,26,,1.0,6.0,highway_273.jpg,highway,,,,AMHUDJ44HF1ZH
137,27,,1.0,7.0,playground_257.jpg,playground,,,,AMHUDJ44HF1ZH
138,28,,1.0,8.0,highway_359.jpg,highway,,,,AMHUDJ44HF1ZH
139,29,,1.0,9.0,golf_course_78.jpg,golf,,,,AMHUDJ44HF1ZH
140,30,,1.0,10.0,mountain_101.jpg,mountain,,,,AMHUDJ44HF1ZH
141,31,,1.0,11.0,highway_415.jpg,highway,,,,AMHUDJ44HF1ZH
142,32,,1.0,12.0,playground_117.jpg,playground,,,,AMHUDJ44HF1ZH
143,33,left,1.0,13.0,left.jpg,,left,0.7486,,AMHUDJ44HF1ZH
144,34,,1.0,14.0,playground_240.jpg,playground,,,,AMHUDJ44HF1ZH
145,35,,1.0,15.0,badlands_23.jpg,badlands,,,,AMHUDJ44HF1ZH
146,36,,1.0,16.0,highway_394.jpg,highway,,,,AMHUDJ44HF1ZH
147,37,,1.0,17.0,badlands_221.jpg,badlands,,,,AMHUDJ44HF1ZH
148,38,,1.0,18.0,badlands_222.jpg,badlands,,,,AMHUDJ44HF1ZH
149,39,,1.0,19.0,mountain_110.jpg,mountain,,,,AMHUDJ44HF1ZH
150,40,,1.0,20.0,playground_60.jpg,playground,,,,AMHUDJ44HF1ZH
151,41,right,1.0,21.0,right.jpg,,right,0.6552,,AMHUDJ44HF1ZH
152,42,,1.0,22.0,golf_course_15.jpg,golf,,,,AMHUDJ44HF1ZH
153,43,,1.0,23.0,playground_131.jpg,playground,,,,AMHUDJ44HF1ZH
154,44,,1.0,24.0,golf_course_87.jpg,golf,,,,AMHUDJ44HF1ZH
155,45,,1.0,25.0,bridge_65.jpg,bridge,,,,AMHUDJ44HF1ZH
156,46,,1.0,26.0,badlands_70.jpg,badlands,,,,AMHUDJ44HF1ZH
157,47,,1.0,27.0,mountain_123.jpg,mountain,,,,AMHUDJ44HF1ZH
158,48,,1.0,28.0,bridge_108.jpg,bridge,,,,AMHUDJ44HF1ZH
159,49,,1.0,29.0,golf_course_309.jpg,golf,,,,AMHUDJ44HF1ZH
160,50,,1.0,30.0,mountain_57.jpg,mountain,,,,AMHUDJ44HF1ZH
161,51,,1.0,31.0,badlands_21.jpg,badlands,,,,AMHUDJ44HF1ZH
162,52,left,1.0,32.0,left.jpg,,left,0.6999,,AMHUDJ44HF1ZH
163,53,,1.0,33.0,mountain_293.jpg,mountain,,,,AMHUDJ44HF1ZH
164,54,,1.0,34.0,bridge_146.jpg,bridge,,,,AMHUDJ44HF1ZH
165,55,,1.0,35.0,golf_course_217.jpg,golf,,,,AMHUDJ44HF1ZH
166,56,,1.0,36.0,badlands_184.jpg,badlands,,,,AMHUDJ44HF1ZH
167,57,,1.0,37.0,mountain_222.jpg,mountain,,,,AMHUDJ44HF1ZH
168,58,,1.0,38.0,bridge_250.jpg,bridge,,,,AMHUDJ44HF1ZH
169,59,,1.0,39.0,badlands_113.jpg,badlands,,,,AMHUDJ44HF1ZH
170,60,,1.0,40.0,mountain_232.jpg,mountain,,,,AMHUDJ44HF1ZH
171,61,,1.0,41.0,highway_177.jpg,highway,,,,AMHUDJ44HF1ZH
172,62,,1.0,42.0,highway_294.jpg,highway,,,,AMHUDJ44HF1ZH
173,63,right,1.0,43.0,right.jpg,,right,0.6833,,AMHUDJ44HF1ZH
174,64,,1.0,44.0,highway_156.jpg,highway,,,,AMHUDJ44HF1ZH
175,65,,1.0,45.0,golf_course_188.jpg,golf,,,,AMHUDJ44HF1ZH
176,66,,1.0,46.0,highway_209.jpg,highway,,,,AMHUDJ44HF1ZH
177,67,,1.0,47.0,mountain_154.jpg,mountain,,,,AMHUDJ44HF1ZH
178,68,,1.0,48.0,mountain_230.jpg,mountain,,,,AMHUDJ44HF1ZH
179,69,,1.0,49.0,golf_course_214.jpg,golf,,,,AMHUDJ44HF1ZH
180,70,,1.0,50.0,highway_245.jpg,highway,,,,AMHUDJ44HF1ZH
181,71,left,1.0,51.0,left.jpg,,left,0.6831,,AMHUDJ44HF1ZH
182,72,,1.0,52.0,playground_145.jpg,playground,,,,AMHUDJ44HF1ZH
183,73,,1.0,53.0,playground_76.jpg,playground,,,,AMHUDJ44HF1ZH
184,74,,1.0,54.0,bridge_256.jpg,bridge,,,,AMHUDJ44HF1ZH
185,75,,1.0,55.0,bridge_191.jpg,bridge,,,,AMHUDJ44HF1ZH
186,76,,1.0,56.0,playground_219.jpg,playground,,,,AMHUDJ44HF1ZH
187,77,,1.0,57.0,mountain_156.jpg,mountain,,,,AMHUDJ44HF1ZH
188,78,,1.0,58.0,golf_course_331.jpg,golf,,,,AMHUDJ44HF1ZH
189,79,,1.0,59.0,badlands_137.jpg,badlands,,,,AMHUDJ44HF1ZH
190,80,,1.0,60.0,bridge_172.jpg,bridge,,,,AMHUDJ44HF1ZH
191,81,,1.0,61.0,highway_93.jpg,highway,,,,AMHUDJ44HF1ZH
192,82,,1.0,62.0,badlands_52.jpg,badlands,,,,AMHUDJ44HF1ZH
193,83,,1.0,63.0,golf_course_193.jpg,golf,,,,AMHUDJ44HF1ZH
194,84,,1.0,64.0,badlands_24.jpg,badlands,,,,AMHUDJ44HF1ZH
195,20,,1.0,0.0,playground_76.jpg,playground,,,,AGOBQY50VQ7VX
196,21,,1.0,1.0,bridge_256.jpg,bridge,,,,AGOBQY50VQ7VX
197,22,,1.0,2.0,golf_course_309.jpg,golf,,,,AGOBQY50VQ7VX
198,23,,1.0,3.0,bridge_146.jpg,bridge,,,,AGOBQY50VQ7VX
199,24,,1.0,4.0,golf_course_15.jpg,golf,,,,AGOBQY50VQ7VX
200,25,,1.0,5.0,bridge_108.jpg,bridge,,,,AGOBQY50VQ7VX
201,26,,1.0,6.0,bridge_191.jpg,bridge,,,,AGOBQY50VQ7VX
202,27,,1.0,7.0,playground_240.jpg,playground,,,,AGOBQY50VQ7VX
203,28,,1.0,8.0,highway_209.jpg,highway,,,,AGOBQY50VQ7VX
204,29,,1.0,9.0,highway_294.jpg,highway,,,,AGOBQY50VQ7VX
205,30,,1.0,10.0,playground_60.jpg,playground,,,,AGOBQY50VQ7VX
206,31,,1.0,11.0,badlands_70.jpg,badlands,,,,AGOBQY50VQ7VX
207,32,,1.0,12.0,golf_course_188.jpg,golf,,,,AGOBQY50VQ7VX
208,33,right,1.0,13.0,right.jpg,,right,1.0712,,AGOBQY50VQ7VX
209,34,,1.0,14.0,playground_219.jpg,playground,,,,AGOBQY50VQ7VX
210,35,,1.0,15.0,mountain_232.jpg,mountain,,,,AGOBQY50VQ7VX
211,36,,1.0,16.0,bridge_128.jpg,bridge,,,,AGOBQY50VQ7VX
212,37,,1.0,17.0,golf_course_78.jpg,golf,,,,AGOBQY50VQ7VX
213,38,right,1.0,18.0,right.jpg,,right,1.045,,AGOBQY50VQ7VX
214,39,,1.0,19.0,highway_177.jpg,highway,,,,AGOBQY50VQ7VX
215,40,,1.0,20.0,golf_course_87.jpg,golf,,,,AGOBQY50VQ7VX
216,41,,1.0,21.0,golf_course_217.jpg,golf,,,,AGOBQY50VQ7VX
217,42,,1.0,22.0,mountain_230.jpg,mountain,,,,AGOBQY50VQ7VX
218,43,,1.0,23.0,badlands_21.jpg,badlands,,,,AGOBQY50VQ7VX
219,44,,1.0,24.0,bridge_202.jpg,bridge,,,,AGOBQY50VQ7VX
220,45,,1.0,25.0,mountain_222.jpg,mountain,,,,AGOBQY50VQ7VX
221,46,left,1.0,26.0,left.jpg,,left,1.092,,AGOBQY50VQ7VX
222,47,,1.0,27.0,golf_course_195.jpg,golf,,,,AGOBQY50VQ7VX
223,48,,1.0,28.0,badlands_23.jpg,badlands,,,,AGOBQY50VQ7VX
224,49,,1.0,29.0,mountain_101.jpg,mountain,,,,AGOBQY50VQ7VX
225,50,,1.0,30.0,golf_course_214.jpg,golf,,,,AGOBQY50VQ7VX
226,51,,1.0,31.0,highway_93.jpg,highway,,,,AGOBQY50VQ7VX
227,52,,1.0,32.0,mountain_293.jpg,mountain,,,,AGOBQY50VQ7VX
228,53,,1.0,33.0,badlands_222.jpg,badlands,,,,AGOBQY50VQ7VX
229,54,,1.0,34.0,bridge_172.jpg,bridge,,,,AGOBQY50VQ7VX
230,55,,1.0,35.0,playground_144.jpg,playground,,,,AGOBQY50VQ7VX
231,56,left,1.0,36.0,left.jpg,,left,1.1162,,AGOBQY50VQ7VX
232,57,,1.0,37.0,badlands_113.jpg,badlands,,,,AGOBQY50VQ7VX
233,58,,1.0,38.0,mountain_154.jpg,mountain,,,,AGOBQY50VQ7VX
234,59,,1.0,39.0,bridge_65.jpg,bridge,,,,AGOBQY50VQ7VX
235,60,,1.0,40.0,bridge_91.jpg,bridge,,,,AGOBQY50VQ7VX
236,61,,1.0,41.0,playground_117.jpg,playground,,,,AGOBQY50VQ7VX
237,62,,1.0,42.0,bridge_250.jpg,bridge,,,,AGOBQY50VQ7VX
238,63,,1.0,43.0,mountain_123.jpg,mountain,,,,AGOBQY50VQ7VX
239,64,,1.0,44.0,golf_course_193.jpg,golf,,,,AGOBQY50VQ7VX
240,65,,1.0,45.0,highway_245.jpg,highway,,,,AGOBQY50VQ7VX
241,66,,1.0,46.0,highway_415.jpg,highway,,,,AGOBQY50VQ7VX
242,67,right,1.0,47.0,right.jpg,,right,0.8851,,AGOBQY50VQ7VX
243,68,,1.0,48.0,highway_359.jpg,highway,,,,AGOBQY50VQ7VX
244,69,,1.0,49.0,highway_273.jpg,highway,,,,AGOBQY50VQ7VX
245,70,,1.0,50.0,playground_10.jpg,playground,,,,AGOBQY50VQ7VX
246,71,,1.0,51.0,playground_145.jpg,playground,,,,AGOBQY50VQ7VX
247,72,,1.0,52.0,mountain_57.jpg,mountain,,,,AGOBQY50VQ7VX
248,73,,1.0,53.0,badlands_24.jpg,badlands,,,,AGOBQY50VQ7VX
249,74,,1.0,54.0,playground_257.jpg,playground,,,,AGOBQY50VQ7VX
250,75,,1.0,55.0,badlands_221.jpg,badlands,,,,AGOBQY50VQ7VX
251,76,,1.0,56.0,mountain_110.jpg,mountain,,,,AGOBQY50VQ7VX
252,77,,1.0,57.0,badlands_52.jpg,badlands,,,,AGOBQY50VQ7VX
253,78,,1.0,58.0,badlands_137.jpg,badlands,,,,AGOBQY50VQ7VX
254,79,,1.0,59.0,highway_394.jpg,highway,,,,AGOBQY50VQ7VX
255,80,,1.0,60.0,mountain_156.jpg,mountain,,,,AGOBQY50VQ7VX
256,81,,1.0,61.0,playground_131.jpg,playground,,,,AGOBQY50VQ7VX
257,82,,1.0,62.0,golf_course_331.jpg,golf,,,,AGOBQY50VQ7VX
258,83,,1.0,63.0,badlands_184.jpg,badlands,,,,AGOBQY50VQ7VX
259,84,,1.0,64.0,highway_156.jpg,highway,,,,AGOBQY50VQ7VX
260,20,,1.0,0.0,highway_156.jpg,highway,,,,A23J0G72AUTS1I
261,21,,1.0,1.0,mountain_156.jpg,mountain,,,,A23J0G72AUTS1I
262,22,,1.0,2.0,badlands_52.jpg,badlands,,,,A23J0G72AUTS1I
263,23,,1.0,3.0,badlands_21.jpg,badlands,,,,A23J0G72AUTS1I
264,24,,1.0,4.0,highway_294.jpg,highway,,,,A23J0G72AUTS1I
265,25,,1.0,5.0,golf_course_214.jpg,golf,,,,A23J0G72AUTS1I
266,26,,1.0,6.0,playground_145.jpg,playground,,,,A23J0G72AUTS1I
267,27,,1.0,7.0,golf_course_78.jpg,golf,,,,A23J0G72AUTS1I
268,28,right,1.0,8.0,right.jpg,,right,1.1384,,A23J0G72AUTS1I
269,29,,1.0,9.0,badlands_137.jpg,badlands,,,,A23J0G72AUTS1I
270,30,,1.0,10.0,highway_93.jpg,highway,,,,A23J0G72AUTS1I
271,31,,1.0,11.0,badlands_70.jpg,badlands,,,,A23J0G72AUTS1I
272,32,,1.0,12.0,mountain_222.jpg,mountain,,,,A23J0G72AUTS1I
273,33,,1.0,13.0,highway_209.jpg,highway,,,,A23J0G72AUTS1I
274,34,,1.0,14.0,highway_415.jpg,highway,,,,A23J0G72AUTS1I
275,35,,1.0,15.0,golf_course_217.jpg,golf,,,,A23J0G72AUTS1I
276,36,left,1.0,16.0,left.jpg,,left,0.8812,,A23J0G72AUTS1I
277,37,,1.0,17.0,bridge_65.jpg,bridge,,,,A23J0G72AUTS1I
278,38,,1.0,18.0,badlands_221.jpg,badlands,,,,A23J0G72AUTS1I
279,39,,1.0,19.0,highway_394.jpg,highway,,,,A23J0G72AUTS1I
280,40,,1.0,20.0,golf_course_87.jpg,golf,,,,A23J0G72AUTS1I
281,41,,1.0,21.0,highway_359.jpg,highway,,,,A23J0G72AUTS1I
282,42,,1.0,22.0,badlands_113.jpg,badlands,,,,A23J0G72AUTS1I
283,43,,1.0,23.0,mountain_57.jpg,mountain,,,,A23J0G72AUTS1I
284,44,,1.0,24.0,highway_245.jpg,highway,,,,A23J0G72AUTS1I
285,45,,1.0,25.0,highway_177.jpg,highway,,,,A23J0G72AUTS1I
286,46,,1.0,26.0,bridge_128.jpg,bridge,,,,A23J0G72AUTS1I
287,47,,1.0,27.0,bridge_202.jpg,bridge,,,,A23J0G72AUTS1I
288,48,,1.0,28.0,bridge_172.jpg,bridge,,,,A23J0G72AUTS1I
289,49,,1.0,29.0,mountain_101.jpg,mountain,,,,A23J0G72AUTS1I
290,50,right,1.0,30.0,right.jpg,,right,1.2095,,A23J0G72AUTS1I
291,51,,1.0,31.0,mountain_110.jpg,mountain,,,,A23J0G72AUTS1I
292,52,,1.0,32.0,playground_257.jpg,playground,,,,A23J0G72AUTS1I
293,53,,1.0,33.0,golf_course_331.jpg,golf,,,,A23J0G72AUTS1I
294,54,,1.0,34.0,highway_273.jpg,highway,,,,A23J0G72AUTS1I
295,55,,1.0,35.0,playground_117.jpg,playground,,,,A23J0G72AUTS1I
296,56,,1.0,36.0,badlands_184.jpg,badlands,,,,A23J0G72AUTS1I
297,57,left,1.0,37.0,left.jpg,,left,1.0648,,A23J0G72AUTS1I
298,58,,1.0,38.0,playground_60.jpg,playground,,,,A23J0G72AUTS1I
299,59,,1.0,39.0,mountain_123.jpg,mountain,,,,A23J0G72AUTS1I
300,60,,1.0,40.0,golf_course_188.jpg,golf,,,,A23J0G72AUTS1I
301,61,,1.0,41.0,playground_10.jpg,playground,,,,A23J0G72AUTS1I
302,62,,1.0,42.0,bridge_250.jpg,bridge,,,,A23J0G72AUTS1I
303,63,,1.0,43.0,mountain_230.jpg,mountain,,,,A23J0G72AUTS1I
304,64,,1.0,44.0,badlands_23.jpg,badlands,,,,A23J0G72AUTS1I
305,65,,1.0,45.0,playground_219.jpg,playground,,,,A23J0G72AUTS1I
306,66,,1.0,46.0,playground_144.jpg,playground,,,,A23J0G72AUTS1I
307,67,,1.0,47.0,badlands_24.jpg,badlands,,,,A23J0G72AUTS1I
308,68,,1.0,48.0,golf_course_15.jpg,golf,,,,A23J0G72AUTS1I
309,69,,1.0,49.0,bridge_256.jpg,bridge,,,,A23J0G72AUTS1I
310,70,,1.0,50.0,mountain_232.jpg,mountain,,,,A23J0G72AUTS1I
311,71,right,1.0,51.0,right.jpg,,right,1.0013,,A23J0G72AUTS1I
312,72,,1.0,52.0,playground_76.jpg,playground,,,,A23J0G72AUTS1I
313,73,,1.0,53.0,playground_131.jpg,playground,,,,A23J0G72AUTS1I
314,74,,1.0,54.0,bridge_108.jpg,bridge,,,,A23J0G72AUTS1I
315,75,,1.0,55.0,golf_course_309.jpg,golf,,,,A23J0G72AUTS1I
316,76,,1.0,56.0,bridge_91.jpg,bridge,,,,A23J0G72AUTS1I
317,77,,1.0,57.0,golf_course_195.jpg,golf,,,,A23J0G72AUTS1I
