,index,test_encoding_response.keys,test_encoding_response.corr,trials.thisTrialN,target,correct,test_encoding_response.rt,key_resp_end.keys,subject
23,43,,1.0,23.0,golf_course_331.jpg,,,,A1ZFUHVIPQOVGK
24,44,,1.0,24.0,mountain_123.jpg,,,,A1ZFUHVIPQOVGK
25,45,,1.0,25.0,playground_145.jpg,,,,A1ZFUHVIPQOVGK
26,46,,1.0,26.0,highway_245.jpg,,,,A1ZFUHVIPQOVGK
27,47,,1.0,27.0,mountain_57.jpg,,,,A1ZFUHVIPQOVGK
28,48,,1.0,28.0,playground_131.jpg,,,,A1ZFUHVIPQOVGK
29,49,,1.0,29.0,highway_177.jpg,,,,A1ZFUHVIPQOVGK
30,50,right,1.0,30.0,right.jpg,right,1.401,,A1ZFUHVIPQOVGK
31,51,,1.0,31.0,badlands_23.jpg,,,,A1ZFUHVIPQOVGK
32,52,,1.0,32.0,highway_294.jpg,,,,A1ZFUHVIPQOVGK
33,53,,1.0,33.0,highway_156.jpg,,,,A1ZFUHVIPQOVGK
34,54,,1.0,34.0,highway_394.jpg,,,,A1ZFUHVIPQOVGK
35,55,,1.0,35.0,bridge_91.jpg,,,,A1ZFUHVIPQOVGK
36,56,left,1.0,36.0,left.jpg,left,1.517,,A1ZFUHVIPQOVGK
37,57,,1.0,37.0,bridge_172.jpg,,,,A1ZFUHVIPQOVGK
38,58,,1.0,38.0,golf_course_78.jpg,,,,A1ZFUHVIPQOVGK
39,59,,1.0,39.0,mountain_293.jpg,,,,A1ZFUHVIPQOVGK
40,60,,1.0,40.0,playground_144.jpg,,,,A1ZFUHVIPQOVGK
41,61,,1.0,41.0,bridge_65.jpg,,,,A1ZFUHVIPQOVGK
42,62,,1.0,42.0,badlands_52.jpg,,,,A1ZFUHVIPQOVGK
43,63,,1.0,43.0,highway_209.jpg,,,,A1ZFUHVIPQOVGK
44,64,,1.0,44.0,golf_course_188.jpg,,,,A1ZFUHVIPQOVGK
45,65,,1.0,45.0,golf_course_214.jpg,,,,A1ZFUHVIPQOVGK
46,66,,1.0,46.0,bridge_108.jpg,,,,A1ZFUHVIPQOVGK
47,67,,1.0,47.0,mountain_230.jpg,,,,A1ZFUHVIPQOVGK
48,68,,1.0,48.0,playground_219.jpg,,,,A1ZFUHVIPQOVGK
49,69,,1.0,49.0,bridge_146.jpg,,,,A1ZFUHVIPQOVGK
50,70,,1.0,50.0,badlands_137.jpg,,,,A1ZFUHVIPQOVGK
51,71,,1.0,51.0,playground_257.jpg,,,,A1ZFUHVIPQOVGK
52,72,,1.0,52.0,mountain_156.jpg,,,,A1ZFUHVIPQOVGK
53,73,,1.0,53.0,golf_course_15.jpg,,,,A1ZFUHVIPQOVGK
54,74,right,1.0,54.0,right.jpg,right,1.8852,,A1ZFUHVIPQOVGK
55,75,,1.0,55.0,badlands_184.jpg,,,,A1ZFUHVIPQOVGK
56,76,,1.0,56.0,badlands_24.jpg,,,,A1ZFUHVIPQOVGK
57,77,,1.0,57.0,badlands_221.jpg,,,,A1ZFUHVIPQOVGK
58,78,,1.0,58.0,highway_93.jpg,,,,A1ZFUHVIPQOVGK
59,79,,1.0,59.0,playground_117.jpg,,,,A1ZFUHVIPQOVGK
60,80,,1.0,60.0,playground_10.jpg,,,,A1ZFUHVIPQOVGK
61,81,,1.0,61.0,badlands_222.jpg,,,,A1ZFUHVIPQOVGK
62,82,,1.0,62.0,golf_course_87.jpg,,,,A1ZFUHVIPQOVGK
63,83,,1.0,63.0,playground_240.jpg,,,,A1ZFUHVIPQOVGK
64,84,,1.0,64.0,golf_course_193.jpg,,,,A1ZFUHVIPQOVGK
65,20,,1.0,0.0,bridge_172.jpg,,,,A1AMGHYG5PT0L2
66,21,,1.0,1.0,badlands_70.jpg,,,,A1AMGHYG5PT0L2
67,22,,1.0,2.0,playground_10.jpg,,,,A1AMGHYG5PT0L2
68,23,,1.0,3.0,highway_177.jpg,,,,A1AMGHYG5PT0L2
69,24,,1.0,4.0,badlands_21.jpg,,,,A1AMGHYG5PT0L2
70,25,,1.0,5.0,golf_course_188.jpg,,,,A1AMGHYG5PT0L2
71,26,,1.0,6.0,golf_course_15.jpg,,,,A1AMGHYG5PT0L2
72,27,,1.0,7.0,playground_219.jpg,,,,A1AMGHYG5PT0L2
73,28,,1.0,8.0,mountain_230.jpg,,,,A1AMGHYG5PT0L2
74,29,,1.0,9.0,badlands_113.jpg,,,,A1AMGHYG5PT0L2
75,30,,1.0,10.0,bridge_128.jpg,,,,A1AMGHYG5PT0L2
76,31,,1.0,11.0,mountain_232.jpg,,,,A1AMGHYG5PT0L2
77,32,,1.0,12.0,bridge_65.jpg,,,,A1AMGHYG5PT0L2
78,33,right,1.0,13.0,right.jpg,right,1.9663,,A1AMGHYG5PT0L2
79,34,,1.0,14.0,highway_209.jpg,,,,A1AMGHYG5PT0L2
80,35,,1.0,15.0,golf_course_193.jpg,,,,A1AMGHYG5PT0L2
81,36,,1.0,16.0,mountain_293.jpg,,,,A1AMGHYG5PT0L2
82,37,,1.0,17.0,mountain_57.jpg,,,,A1AMGHYG5PT0L2
83,38,,1.0,18.0,mountain_110.jpg,,,,A1AMGHYG5PT0L2
84,39,,1.0,19.0,mountain_154.jpg,,,,A1AMGHYG5PT0L2
85,40,,1.0,20.0,golf_course_78.jpg,,,,A1AMGHYG5PT0L2
86,41,left,1.0,21.0,left.jpg,left,0.5649,,A1AMGHYG5PT0L2
87,42,,1.0,22.0,badlands_52.jpg,,,,A1AMGHYG5PT0L2
88,43,,1.0,23.0,highway_359.jpg,,,,A1AMGHYG5PT0L2
89,44,,1.0,24.0,highway_156.jpg,,,,A1AMGHYG5PT0L2
90,45,,1.0,25.0,playground_131.jpg,,,,A1AMGHYG5PT0L2
91,46,,1.0,26.0,bridge_146.jpg,,,,A1AMGHYG5PT0L2
92,47,,1.0,27.0,badlands_184.jpg,,,,A1AMGHYG5PT0L2
93,48,left,1.0,28.0,left.jpg,left,0.6478,,A1AMGHYG5PT0L2
94,49,,1.0,29.0,mountain_222.jpg,,,,A1AMGHYG5PT0L2
95,50,,1.0,30.0,highway_294.jpg,,,,A1AMGHYG5PT0L2
96,51,,1.0,31.0,bridge_256.jpg,,,,A1AMGHYG5PT0L2
97,52,,1.0,32.0,bridge_191.jpg,,,,A1AMGHYG5PT0L2
98,53,,1.0,33.0,playground_76.jpg,,,,A1AMGHYG5PT0L2
99,54,,1.0,34.0,playground_240.jpg,,,,A1AMGHYG5PT0L2
100,55,,1.0,35.0,playground_60.jpg,,,,A1AMGHYG5PT0L2
101,56,right,1.0,36.0,right.jpg,right,2.9639,,A1AMGHYG5PT0L2
102,57,,1.0,37.0,playground_117.jpg,,,,A1AMGHYG5PT0L2
103,58,,1.0,38.0,mountain_101.jpg,,,,A1AMGHYG5PT0L2
104,59,,1.0,39.0,badlands_23.jpg,,,,A1AMGHYG5PT0L2
105,60,,1.0,40.0,bridge_202.jpg,,,,A1AMGHYG5PT0L2
106,61,,1.0,41.0,playground_144.jpg,,,,A1AMGHYG5PT0L2
107,62,,1.0,42.0,golf_course_87.jpg,,,,A1AMGHYG5PT0L2
108,63,,1.0,43.0,bridge_108.jpg,,,,A1AMGHYG5PT0L2
109,64,,1.0,44.0,bridge_91.jpg,,,,A1AMGHYG5PT0L2
110,65,,1.0,45.0,golf_course_214.jpg,,,,A1AMGHYG5PT0L2
111,66,,1.0,46.0,badlands_221.jpg,,,,A1AMGHYG5PT0L2
112,67,,1.0,47.0,badlands_24.jpg,,,,A1AMGHYG5PT0L2
113,68,,1.0,48.0,highway_93.jpg,,,,A1AMGHYG5PT0L2
114,69,,1.0,49.0,playground_257.jpg,,,,A1AMGHYG5PT0L2
115,70,,1.0,50.0,bridge_250.jpg,,,,A1AMGHYG5PT0L2
116,71,,1.0,51.0,golf_course_195.jpg,,,,A1AMGHYG5PT0L2
117,72,,1.0,52.0,mountain_156.jpg,,,,A1AMGHYG5PT0L2
118,73,,1.0,53.0,playground_145.jpg,,,,A1AMGHYG5PT0L2
119,74,,0.0,54.0,left.jpg,left,,,A1AMGHYG5PT0L2
120,75,,1.0,55.0,golf_course_331.jpg,,,,A1AMGHYG5PT0L2
121,76,,1.0,56.0,badlands_222.jpg,,,,A1AMGHYG5PT0L2
122,77,,1.0,57.0,badlands_137.jpg,,,,A1AMGHYG5PT0L2
123,78,,1.0,58.0,highway_245.jpg,,,,A1AMGHYG5PT0L2
124,79,,1.0,59.0,highway_415.jpg,,,,A1AMGHYG5PT0L2
125,80,,1.0,60.0,highway_394.jpg,,,,A1AMGHYG5PT0L2
126,81,,1.0,61.0,mountain_123.jpg,,,,A1AMGHYG5PT0L2
127,82,,1.0,62.0,golf_course_309.jpg,,,,A1AMGHYG5PT0L2
128,83,,1.0,63.0,highway_273.jpg,,,,A1AMGHYG5PT0L2
129,84,,1.0,64.0,golf_course_217.jpg,,,,A1AMGHYG5PT0L2
130,20,,1.0,0.0,bridge_250.jpg,,,,A1YALKEEJHHWSO
131,21,,1.0,1.0,mountain_110.jpg,,,,A1YALKEEJHHWSO
132,22,,1.0,2.0,highway_359.jpg,,,,A1YALKEEJHHWSO
133,23,,1.0,3.0,bridge_146.jpg,,,,A1YALKEEJHHWSO
134,24,,1.0,4.0,playground_240.jpg,,,,A1YALKEEJHHWSO
135,25,,1.0,5.0,playground_257.jpg,,,,A1YALKEEJHHWSO
136,26,,1.0,6.0,playground_60.jpg,,,,A1YALKEEJHHWSO
137,27,,1.0,7.0,golf_course_193.jpg,,,,A1YALKEEJHHWSO
138,28,,1.0,8.0,mountain_232.jpg,,,,A1YALKEEJHHWSO
139,29,,1.0,9.0,badlands_21.jpg,,,,A1YALKEEJHHWSO
140,30,,1.0,10.0,golf_course_15.jpg,,,,A1YALKEEJHHWSO
141,31,,1.0,11.0,mountain_123.jpg,,,,A1YALKEEJHHWSO
142,32,,1.0,12.0,golf_course_87.jpg,,,,A1YALKEEJHHWSO
143,33,,1.0,13.0,bridge_256.jpg,,,,A1YALKEEJHHWSO
144,34,left,1.0,14.0,left.jpg,left,1.991200001,,A1YALKEEJHHWSO
145,35,,1.0,15.0,badlands_137.jpg,,,,A1YALKEEJHHWSO
146,36,,1.0,16.0,highway_177.jpg,,,,A1YALKEEJHHWSO
147,37,,1.0,17.0,badlands_113.jpg,,,,A1YALKEEJHHWSO
148,38,,1.0,18.0,bridge_128.jpg,,,,A1YALKEEJHHWSO
149,39,,1.0,19.0,golf_course_195.jpg,,,,A1YALKEEJHHWSO
150,40,,1.0,20.0,badlands_24.jpg,,,,A1YALKEEJHHWSO
151,41,,1.0,21.0,highway_273.jpg,,,,A1YALKEEJHHWSO
152,42,,1.0,22.0,playground_219.jpg,,,,A1YALKEEJHHWSO
153,43,,1.0,23.0,highway_415.jpg,,,,A1YALKEEJHHWSO
154,44,left,1.0,24.0,left.jpg,left,1.9927,,A1YALKEEJHHWSO
155,45,,1.0,25.0,golf_course_188.jpg,,,,A1YALKEEJHHWSO
156,46,,1.0,26.0,mountain_57.jpg,,,,A1YALKEEJHHWSO
157,47,,1.0,27.0,mountain_101.jpg,,,,A1YALKEEJHHWSO
158,48,,1.0,28.0,badlands_23.jpg,,,,A1YALKEEJHHWSO
159,49,,1.0,29.0,playground_145.jpg,,,,A1YALKEEJHHWSO
160,50,left,1.0,30.0,left.jpg,left,1.9937,,A1YALKEEJHHWSO
161,51,,1.0,31.0,bridge_91.jpg,,,,A1YALKEEJHHWSO
162,52,,1.0,32.0,highway_156.jpg,,,,A1YALKEEJHHWSO
163,53,,1.0,33.0,mountain_222.jpg,,,,A1YALKEEJHHWSO
164,54,,1.0,34.0,mountain_293.jpg,,,,A1YALKEEJHHWSO
165,55,,1.0,35.0,highway_209.jpg,,,,A1YALKEEJHHWSO
166,56,,1.0,36.0,bridge_65.jpg,,,,A1YALKEEJHHWSO
167,57,,1.0,37.0,highway_245.jpg,,,,A1YALKEEJHHWSO
168,58,,1.0,38.0,golf_course_214.jpg,,,,A1YALKEEJHHWSO
169,59,,1.0,39.0,playground_144.jpg,,,,A1YALKEEJHHWSO
170,60,,1.0,40.0,playground_76.jpg,,,,A1YALKEEJHHWSO
171,61,right,1.0,41.0,right.jpg,right,1.9948,,A1YALKEEJHHWSO
172,62,,1.0,42.0,bridge_191.jpg,,,,A1YALKEEJHHWSO
173,63,,1.0,43.0,badlands_70.jpg,,,,A1YALKEEJHHWSO
174,64,,1.0,44.0,highway_294.jpg,,,,A1YALKEEJHHWSO
175,65,,1.0,45.0,bridge_108.jpg,,,,A1YALKEEJHHWSO
176,66,,1.0,46.0,highway_93.jpg,,,,A1YALKEEJHHWSO
177,67,,1.0,47.0,golf_course_309.jpg,,,,A1YALKEEJHHWSO
178,68,,1.0,48.0,playground_131.jpg,,,,A1YALKEEJHHWSO
179,69,right,1.0,49.0,right.jpg,right,1.6535,,A1YALKEEJHHWSO
180,70,,1.0,50.0,mountain_156.jpg,,,,A1YALKEEJHHWSO
181,71,,1.0,51.0,badlands_222.jpg,,,,A1YALKEEJHHWSO
182,72,,1.0,52.0,bridge_172.jpg,,,,A1YALKEEJHHWSO
183,73,,1.0,53.0,mountain_230.jpg,,,,A1YALKEEJHHWSO
184,74,,1.0,54.0,golf_course_331.jpg,,,,A1YALKEEJHHWSO
185,75,,1.0,55.0,highway_394.jpg,,,,A1YALKEEJHHWSO
186,76,,1.0,56.0,mountain_154.jpg,,,,A1YALKEEJHHWSO
187,77,,1.0,57.0,playground_117.jpg,,,,A1YALKEEJHHWSO
188,78,,1.0,58.0,badlands_221.jpg,,,,A1YALKEEJHHWSO
189,79,,1.0,59.0,badlands_52.jpg,,,,A1YALKEEJHHWSO
190,80,,1.0,60.0,playground_10.jpg,,,,A1YALKEEJHHWSO
191,81,,1.0,61.0,badlands_184.jpg,,,,A1YALKEEJHHWSO
192,82,,1.0,62.0,bridge_202.jpg,,,,A1YALKEEJHHWSO
193,83,,1.0,63.0,golf_course_78.jpg,,,,A1YALKEEJHHWSO
194,84,,1.0,64.0,golf_course_217.jpg,,,,A1YALKEEJHHWSO
195,20,,1.0,0.0,highway_245.jpg,,,,A2AN972XU7OY8W
196,21,,1.0,1.0,badlands_222.jpg,,,,A2AN972XU7OY8W
197,22,,1.0,2.0,highway_209.jpg,,,,A2AN972XU7OY8W
198,23,,1.0,3.0,badlands_23.jpg,,,,A2AN972XU7OY8W
199,24,,1.0,4.0,badlands_70.jpg,,,,A2AN972XU7OY8W
200,25,,1.0,5.0,bridge_65.jpg,,,,A2AN972XU7OY8W
201,26,,1.0,6.0,golf_course_214.jpg,,,,A2AN972XU7OY8W
202,27,,1.0,7.0,mountain_232.jpg,,,,A2AN972XU7OY8W
203,28,,1.0,8.0,playground_144.jpg,,,,A2AN972XU7OY8W
204,29,,1.0,9.0,golf_course_309.jpg,,,,A2AN972XU7OY8W
205,30,,1.0,10.0,mountain_57.jpg,,,,A2AN972XU7OY8W
206,31,,1.0,11.0,mountain_101.jpg,,,,A2AN972XU7OY8W
207,32,,1.0,12.0,highway_294.jpg,,,,A2AN972XU7OY8W
208,33,left,1.0,13.0,left.jpg,left,1.0506,,A2AN972XU7OY8W
209,34,,1.0,14.0,golf_course_331.jpg,,,,A2AN972XU7OY8W
210,35,,1.0,15.0,bridge_202.jpg,,,,A2AN972XU7OY8W
211,36,,1.0,16.0,golf_course_188.jpg,,,,A2AN972XU7OY8W
212,37,,1.0,17.0,bridge_108.jpg,,,,A2AN972XU7OY8W
213,38,,1.0,18.0,golf_course_217.jpg,,,,A2AN972XU7OY8W
214,39,,1.0,19.0,playground_10.jpg,,,,A2AN972XU7OY8W
215,40,,1.0,20.0,mountain_154.jpg,,,,A2AN972XU7OY8W
216,41,,1.0,21.0,highway_156.jpg,,,,A2AN972XU7OY8W
217,42,,1.0,22.0,mountain_110.jpg,,,,A2AN972XU7OY8W
218,43,left,1.0,23.0,left.jpg,left,0.982,,A2AN972XU7OY8W
219,44,,1.0,24.0,badlands_113.jpg,,,,A2AN972XU7OY8W
220,45,,1.0,25.0,badlands_221.jpg,,,,A2AN972XU7OY8W
221,46,,1.0,26.0,mountain_156.jpg,,,,A2AN972XU7OY8W
222,47,,1.0,27.0,mountain_123.jpg,,,,A2AN972XU7OY8W
223,48,,1.0,28.0,bridge_91.jpg,,,,A2AN972XU7OY8W
224,49,,1.0,29.0,bridge_191.jpg,,,,A2AN972XU7OY8W
225,50,,1.0,30.0,mountain_222.jpg,,,,A2AN972XU7OY8W
226,51,,1.0,31.0,badlands_52.jpg,,,,A2AN972XU7OY8W
227,52,left,1.0,32.0,left.jpg,left,1.3417,,A2AN972XU7OY8W
228,53,,1.0,33.0,golf_course_195.jpg,,,,A2AN972XU7OY8W
229,54,,1.0,34.0,highway_415.jpg,,,,A2AN972XU7OY8W
230,55,,1.0,35.0,playground_145.jpg,,,,A2AN972XU7OY8W
231,56,right,1.0,36.0,right.jpg,right,0.9742,,A2AN972XU7OY8W
232,57,,1.0,37.0,badlands_137.jpg,,,,A2AN972XU7OY8W
233,58,,1.0,38.0,bridge_250.jpg,,,,A2AN972XU7OY8W
234,59,,1.0,39.0,mountain_230.jpg,,,,A2AN972XU7OY8W
235,60,,1.0,40.0,playground_76.jpg,,,,A2AN972XU7OY8W
236,61,,1.0,41.0,bridge_146.jpg,,,,A2AN972XU7OY8W
237,62,,1.0,42.0,golf_course_193.jpg,,,,A2AN972XU7OY8W
238,63,,1.0,43.0,badlands_184.jpg,,,,A2AN972XU7OY8W
239,64,,1.0,44.0,bridge_256.jpg,,,,A2AN972XU7OY8W
240,65,,1.0,45.0,highway_359.jpg,,,,A2AN972XU7OY8W
241,66,,1.0,46.0,highway_273.jpg,,,,A2AN972XU7OY8W
242,67,,1.0,47.0,playground_240.jpg,,,,A2AN972XU7OY8W
243,68,,1.0,48.0,playground_219.jpg,,,,A2AN972XU7OY8W
244,69,right,1.0,49.0,right.jpg,right,1.1267,,A2AN972XU7OY8W
245,70,,1.0,50.0,highway_394.jpg,,,,A2AN972XU7OY8W
246,71,,1.0,51.0,badlands_24.jpg,,,,A2AN972XU7OY8W
247,72,,1.0,52.0,mountain_293.jpg,,,,A2AN972XU7OY8W
248,73,,1.0,53.0,badlands_21.jpg,,,,A2AN972XU7OY8W
249,74,,1.0,54.0,golf_course_87.jpg,,,,A2AN972XU7OY8W
250,75,,1.0,55.0,highway_177.jpg,,,,A2AN972XU7OY8W
251,76,,1.0,56.0,playground_257.jpg,,,,A2AN972XU7OY8W
252,77,,1.0,57.0,playground_60.jpg,,,,A2AN972XU7OY8W
253,78,,1.0,58.0,highway_93.jpg,,,,A2AN972XU7OY8W
254,79,,1.0,59.0,playground_131.jpg,,,,A2AN972XU7OY8W
255,80,,1.0,60.0,playground_117.jpg,,,,A2AN972XU7OY8W
256,81,,1.0,61.0,bridge_172.jpg,,,,A2AN972XU7OY8W
257,82,,1.0,62.0,golf_course_15.jpg,,,,A2AN972XU7OY8W
258,83,,1.0,63.0,golf_course_78.jpg,,,,A2AN972XU7OY8W
259,84,,1.0,64.0,bridge_128.jpg,,,,A2AN972XU7OY8W
260,20,,1.0,0.0,golf_course_309.jpg,,,,A1F3HF70PF8G97
261,21,,1.0,1.0,golf_course_214.jpg,,,,A1F3HF70PF8G97
262,22,,1.0,2.0,playground_257.jpg,,,,A1F3HF70PF8G97
263,23,,1.0,3.0,mountain_154.jpg,,,,A1F3HF70PF8G97
264,24,,1.0,4.0,playground_131.jpg,,,,A1F3HF70PF8G97
265,25,,1.0,5.0,playground_240.jpg,,,,A1F3HF70PF8G97
266,26,,1.0,6.0,badlands_52.jpg,,,,A1F3HF70PF8G97
267,27,,1.0,7.0,golf_course_217.jpg,,,,A1F3HF70PF8G97
268,28,right,1.0,8.0,right.jpg,right,1.4193,,A1F3HF70PF8G97
269,29,,1.0,9.0,mountain_123.jpg,,,,A1F3HF70PF8G97
270,30,,1.0,10.0,highway_415.jpg,,,,A1F3HF70PF8G97
271,31,,1.0,11.0,badlands_222.jpg,,,,A1F3HF70PF8G97
272,32,,1.0,12.0,golf_course_331.jpg,,,,A1F3HF70PF8G97
273,33,,1.0,13.0,badlands_21.jpg,,,,A1F3HF70PF8G97
274,34,,1.0,14.0,badlands_184.jpg,,,,A1F3HF70PF8G97
275,35,,1.0,15.0,bridge_172.jpg,,,,A1F3HF70PF8G97
276,36,,1.0,16.0,badlands_24.jpg,,,,A1F3HF70PF8G97
277,37,,1.0,17.0,bridge_91.jpg,,,,A1F3HF70PF8G97
278,38,,1.0,18.0,golf_course_78.jpg,,,,A1F3HF70PF8G97
279,39,,1.0,19.0,golf_course_188.jpg,,,,A1F3HF70PF8G97
280,40,right,1.0,20.0,right.jpg,right,1.428,,A1F3HF70PF8G97
281,41,,1.0,21.0,highway_294.jpg,,,,A1F3HF70PF8G97
282,42,,1.0,22.0,bridge_191.jpg,,,,A1F3HF70PF8G97
283,43,,1.0,23.0,highway_93.jpg,,,,A1F3HF70PF8G97
284,44,,1.0,24.0,bridge_108.jpg,,,,A1F3HF70PF8G97
285,45,,1.0,25.0,badlands_23.jpg,,,,A1F3HF70PF8G97
286,46,,1.0,26.0,mountain_101.jpg,,,,A1F3HF70PF8G97
287,47,,1.0,27.0,highway_156.jpg,,,,A1F3HF70PF8G97
288,48,,1.0,28.0,bridge_256.jpg,,,,A1F3HF70PF8G97
289,49,,1.0,29.0,highway_209.jpg,,,,A1F3HF70PF8G97
290,50,,1.0,30.0,highway_177.jpg,,,,A1F3HF70PF8G97
291,51,,1.0,31.0,mountain_232.jpg,,,,A1F3HF70PF8G97
292,52,left,1.0,32.0,left.jpg,left,1.437,,A1F3HF70PF8G97
293,53,,1.0,33.0,highway_394.jpg,,,,A1F3HF70PF8G97
294,54,,1.0,34.0,playground_219.jpg,,,,A1F3HF70PF8G97
295,55,,1.0,35.0,bridge_202.jpg,,,,A1F3HF70PF8G97
296,56,,1.0,36.0,playground_117.jpg,,,,A1F3HF70PF8G97
297,57,,1.0,37.0,playground_76.jpg,,,,A1F3HF70PF8G97
298,58,right,1.0,38.0,right.jpg,right,1.4607,,A1F3HF70PF8G97
299,59,,1.0,39.0,badlands_137.jpg,,,,A1F3HF70PF8G97
300,60,,1.0,40.0,mountain_222.jpg,,,,A1F3HF70PF8G97
301,61,,1.0,41.0,badlands_221.jpg,,,,A1F3HF70PF8G97
302,62,,1.0,42.0,mountain_110.jpg,,,,A1F3HF70PF8G97
303,63,,1.0,43.0,playground_10.jpg,,,,A1F3HF70PF8G97
304,64,,1.0,44.0,playground_144.jpg,,,,A1F3HF70PF8G97
305,65,,1.0,45.0,golf_course_87.jpg,,,,A1F3HF70PF8G97
306,66,,1.0,46.0,golf_course_195.jpg,,,,A1F3HF70PF8G97
307,67,,1.0,47.0,badlands_113.jpg,,,,A1F3HF70PF8G97
308,68,left,1.0,48.0,left.jpg,left,1.7056,,A1F3HF70PF8G97
309,69,,1.0,49.0,playground_145.jpg,,,,A1F3HF70PF8G97
310,70,,1.0,50.0,playground_60.jpg,,,,A1F3HF70PF8G97
311,71,,1.0,51.0,highway_359.jpg,,,,A1F3HF70PF8G97
312,72,,1.0,52.0,mountain_156.jpg,,,,A1F3HF70PF8G97
313,73,,1.0,53.0,golf_course_15.jpg,,,,A1F3HF70PF8G97
314,74,,1.0,54.0,golf_course_193.jpg,,,,A1F3HF70PF8G97
315,75,,1.0,55.0,bridge_128.jpg,,,,A1F3HF70PF8G97
316,76,,1.0,56.0,mountain_57.jpg,,,,A1F3HF70PF8G97
317,77,,1.0,57.0,highway_273.jpg,,,,A1F3HF70PF8G97
318,78,,1.0,58.0,bridge_146.jpg,,,,A1F3HF70PF8G97
319,79,,1.0,59.0,mountain_293.jpg,,,,A1F3HF70PF8G97
320,80,,1.0,60.0,bridge_250.jpg,,,,A1F3HF70PF8G97
321,81,,1.0,61.0,badlands_70.jpg,,,,A1F3HF70PF8G97
322,82,,1.0,62.0,highway_245.jpg,,,,A1F3HF70PF8G97
323,83,,1.0,63.0,bridge_65.jpg,,,,A1F3HF70PF8G97
324,84,,1.0,64.0,mountain_230.jpg,,,,A1F3HF70PF8G97
325,20,,1.0,0.0,golf_course_193.jpg,,,,A2FREFX5AGACUZ
326,21,,1.0,1.0,highway_177.jpg,,,,A2FREFX5AGACUZ
327,22,,1.0,2.0,golf_course_188.jpg,,,,A2FREFX5AGACUZ
328,23,,1.0,3.0,bridge_202.jpg,,,,A2FREFX5AGACUZ
329,24,,1.0,4.0,playground_60.jpg,,,,A2FREFX5AGACUZ
330,25,,1.0,5.0,golf_course_78.jpg,,,,A2FREFX5AGACUZ
331,26,,1.0,6.0,badlands_52.jpg,,,,A2FREFX5AGACUZ
332,27,,1.0,7.0,golf_course_309.jpg,,,,A2FREFX5AGACUZ
333,28,,1.0,8.0,mountain_110.jpg,,,,A2FREFX5AGACUZ
334,29,,1.0,9.0,mountain_101.jpg,,,,A2FREFX5AGACUZ
335,30,,1.0,10.0,highway_93.jpg,,,,A2FREFX5AGACUZ
336,31,,1.0,11.0,highway_415.jpg,,,,A2FREFX5AGACUZ
337,32,,1.0,12.0,badlands_113.jpg,,,,A2FREFX5AGACUZ
338,33,,1.0,13.0,playground_131.jpg,,,,A2FREFX5AGACUZ
339,34,left,1.0,14.0,left.jpg,left,1.0643,,A2FREFX5AGACUZ
340,35,,1.0,15.0,mountain_154.jpg,,,,A2FREFX5AGACUZ
341,36,,1.0,16.0,playground_117.jpg,,,,A2FREFX5AGACUZ
342,37,,1.0,17.0,playground_219.jpg,,,,A2FREFX5AGACUZ
343,38,right,1.0,18.0,right.jpg,right,1.1222,,A2FREFX5AGACUZ
344,39,,1.0,19.0,badlands_222.jpg,,,,A2FREFX5AGACUZ
