button.numClicks,button.timesOn,button.timesOff,workID,Age,Gender,Hours slept (last night),date,expName,psychopyVersion,OS,frameRate,space_key_responce.keys,space_key_responce.rt,demo_encoding_response.keys,demo_encoding_response.corr,demo_encoding_loop.thisRepN,demo_encoding_loop.thisTrialN,demo_encoding_loop.thisN,demo_encoding_loop.thisIndex,demo_encoding_loop.ran,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_bar_2.response,demo_bar_2.rt,demo_test_loop.thisRepN,demo_test_loop.thisTrialN,demo_test_loop.thisN,demo_test_loop.thisIndex,demo_test_loop.ran,DemoImage1,DemoImage2,DemoCorrectTest,test_encoding_response.keys,test_encoding_response.corr,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,target,category,correct,key_resp_end.keys,key_resp_end.rt,test_test_response.keys,test_test_response.corr,test_test_response.rt,bar_2.response,bar_2.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,image1,image2,layer,key_resp_end_2.keys,key_resp_end_2.rt
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,badlands,left,,,right,0,9.528,9,6.452,0,5,5,5,1,badlands_222.jpg,badlands_34.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,right,,,right,1,2.526,7,3.533,0,6,6,6,1,golf_course_113.jpg,golf_course_15.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bridge,left,,,left,1,3.224,9,3.895,0,7,7,7,1,bridge_191.jpg,bridge_184.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,playground,right,,,right,1,8.057,8,5.523,0,8,8,8,1,playground_167.jpg,playground_117.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,highway,left,,,left,1,2.688,9,3.856,0,9,9,9,1,highway_359.jpg,highway_389.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bridge,right,,,right,1,2.879,9,3.4,0,10,10,10,1,bridge_38.jpg,bridge_202.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,highway,right,,,right,1,9.175,8,2.288,0,11,11,11,1,highway_171.jpg,highway_273.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,highway,left,,,left,1,3.144,9,5.314,0,12,12,12,1,highway_93.jpg,highway_85.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mountain,right,,,right,1,4.625,9,6.155,0,13,13,13,1,mountain_47.jpg,mountain_293.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bridge,right,,,right,1,2.169,5,5.118,0,14,14,14,1,bridge_61.jpg,bridge_128.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,left,,,left,1,2.549,7,2.27,0,15,15,15,1,golf_course_195.jpg,golf_course_25.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,highway,left,,,right,0,1.963,9,5.254,0,16,16,16,1,highway_245.jpg,highway_206.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,playground,left,,,left,1,2.342,9,2.431,0,17,17,17,1,playground_76.jpg,playground_22.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,badlands,right,,,right,1,2.134,6,2.336,0,18,18,18,1,badlands_3.jpg,badlands_24.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,right,,,right,1,2.191,8,2.696,0,19,19,19,1,golf_course_35.jpg,golf_course_217.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mountain,left,,,right,0,1.854,7,1.484,0,20,20,20,1,mountain_156.jpg,mountain_295.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mountain,right,,,right,1,1.551,8,1.444,0,21,21,21,1,mountain_94.jpg,mountain_123.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,playground,left,,,right,0,1.824,9,1.632,0,22,22,22,1,playground_145.jpg,playground_229.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bridge,left,,,left,1,2.131,9,2.94,0,23,23,23,1,bridge_250.jpg,bridge_205.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,badlands,right,,,left,0,2.615,7,1.35,0,24,24,24,1,badlands_228.jpg,badlands_184.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,badlands,left,,,right,0,2.039,9,1.467,0,25,25,25,1,badlands_221.jpg,badlands_207.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,playground,right,,,left,0,1.902,7,1.418,0,26,26,26,1,playground_12.jpg,playground_10.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,right,,,right,1,1.645,9,1.592,0,27,27,27,1,golf_course_26.jpg,golf_course_331.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bridge,left,,,right,0,1.822,8,1.648,0,28,28,28,1,bridge_65.jpg,bridge_60.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mountain,left,,,left,1,1.542,8,1.584,0,29,29,29,1,mountain_232.jpg,mountain_3.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mountain,left,,,left,1,1.664,8,2.042,0,30,30,30,1,mountain_57.jpg,mountain_138.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,right,,,right,1,1.887,9,1.894,0,31,31,31,1,golf_course_160.jpg,golf_course_188.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,left,,,left,1,2.008,7,1.551,0,32,32,32,1,golf_course_87.jpg,golf_course_130.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,badlands,left,,,left,1,1.93,8,1.423,0,33,33,33,1,badlands_137.jpg,badlands_139.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,left,,,right,0,1.73,8,1.988,0,34,34,34,1,golf_course_309.jpg,golf_course_16.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,highway,left,,,left,1,1.961,9,1.801,0,35,35,35,1,highway_209.jpg,highway_314.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,badlands,right,,,right,1,1.875,8,1.94,0,36,36,36,1,badlands_119.jpg,badlands_70.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bridge,right,,,right,1,5.303,9,1.78,0,37,37,37,1,bridge_54.jpg,bridge_256.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bridge,left,,,left,1,2.087,7,1.645,0,38,38,38,1,bridge_146.jpg,bridge_27.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,playground,left,,,left,1,1.752,9,2.498,0,39,39,39,1,playground_144.jpg,playground_65.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mountain,left,,,left,1,1.349,8,1.775,0,40,40,40,1,mountain_110.jpg,mountain_223.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,playground,left,,,left,1,1.895,8,1.181,0,41,41,41,1,playground_219.jpg,playground_21.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,playground,right,,,left,0,1.581,8,1.065,0,42,42,42,1,playground_214.jpg,playground_257.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bridge,right,,,right,1,2.197,9,2.502,0,43,43,43,1,bridge_116.jpg,bridge_108.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,playground,left,,,left,1,2.637,9,1.941,0,44,44,44,1,playground_131.jpg,playground_164.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,highway,right,,,right,1,1.879,9,1.715,0,45,45,45,1,highway_204.jpg,highway_394.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,highway,left,,,left,1,1.713,8,1.64,0,46,46,46,1,highway_156.jpg,highway_293.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bridge,right,,,right,1,1.843,9,1.755,0,47,47,47,1,bridge_163.jpg,bridge_172.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,badlands,left,,,left,1,29.218,9,1.699,0,48,48,48,1,badlands_21.jpg,badlands_98.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bridge,right,,,right,1,2.455,9,2.039,0,49,49,49,1,bridge_82.jpg,bridge_91.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mountain,right,,,right,1,4.384,8,3.116,0,50,50,50,1,mountain_131.jpg,mountain_154.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,left,,,left,1,6.875,8,2.006,0,51,51,51,1,golf_course_214.jpg,golf_course_317.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mountain,left,,,left,1,2.768,9,1.55,0,52,52,52,1,mountain_230.jpg,mountain_184.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,badlands,right,,,right,1,41.736,8,2.336,0,53,53,53,1,badlands_101.jpg,badlands_23.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mountain,right,,,left,0,2.37,9,2.205,0,54,54,54,1,mountain_93.jpg,mountain_222.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,right,,,left,0,1.831,9,1.559,0,55,55,55,1,golf_course_123.jpg,golf_course_193.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mountain,right,,,right,1,1.8,9,1.281,0,56,56,56,1,mountain_171.jpg,mountain_101.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,playground,right,,,left,0,48.77,9,1.973,0,57,57,57,1,playground_244.jpg,playground_60.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,golf,right,,,left,0,2.968,9,2.041,0,58,58,58,1,golf_course_101.jpg,golf_course_78.jpg,1,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,badlands,left,,,left,1,2.184,8,1.496,0,59,59,59,1,badlands_52.jpg,badlands_94.jpg,0,,
,,,A1AD2BDQYTTJIL,22,Male,6,2023-03-29_11h20.33.125,memory_pilot_most_recent,2022.2.4,Win32,5.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,21.628
