,index,test_encoding_response.keys,test_encoding_response.corr,trials.thisTrialN,target,correct,test_encoding_response.rt,key_resp_end.keys,subject
0,20,,1.0,0.0,golf_course_15.jpg,,,,A2NAKIXS3DVGAA
1,21,,1.0,1.0,badlands_221.jpg,,,,A2NAKIXS3DVGAA
2,22,,1.0,2.0,playground_76.jpg,,,,A2NAKIXS3DVGAA
3,23,,1.0,3.0,golf_course_87.jpg,,,,A2NAKIXS3DVGAA
4,24,,1.0,4.0,playground_257.jpg,,,,A2NAKIXS3DVGAA
5,25,,1.0,5.0,mountain_156.jpg,,,,A2NAKIXS3DVGAA
6,26,,1.0,6.0,golf_course_193.jpg,,,,A2NAKIXS3DVGAA
7,27,,1.0,7.0,bridge_65.jpg,,,,A2NAKIXS3DVGAA
8,28,,1.0,8.0,golf_course_309.jpg,,,,A2NAKIXS3DVGAA
9,29,right,1.0,9.0,right.jpg,right,0.802,,A2NAKIXS3DVGAA
10,30,,1.0,10.0,playground_144.jpg,,,,A2NAKIXS3DVGAA
11,31,,1.0,11.0,mountain_57.jpg,,,,A2NAKIXS3DVGAA
12,32,,1.0,12.0,bridge_250.jpg,,,,A2NAKIXS3DVGAA
13,33,,1.0,13.0,highway_245.jpg,,,,A2NAKIXS3DVGAA
14,34,,1.0,14.0,highway_156.jpg,,,,A2NAKIXS3DVGAA
15,35,,1.0,15.0,highway_359.jpg,,,,A2NAKIXS3DVGAA
16,36,,1.0,16.0,highway_177.jpg,,,,A2NAKIXS3DVGAA
17,37,left,1.0,17.0,left.jpg,left,0.671,,A2NAKIXS3DVGAA
18,38,,1.0,18.0,playground_240.jpg,,,,A2NAKIXS3DVGAA
19,39,,1.0,19.0,bridge_256.jpg,,,,A2NAKIXS3DVGAA
20,40,,1.0,20.0,badlands_23.jpg,,,,A2NAKIXS3DVGAA
21,41,,1.0,21.0,badlands_184.jpg,,,,A2NAKIXS3DVGAA
22,42,,1.0,22.0,bridge_128.jpg,,,,A2NAKIXS3DVGAA
23,43,,1.0,23.0,bridge_191.jpg,,,,A2NAKIXS3DVGAA
24,44,,1.0,24.0,badlands_70.jpg,,,,A2NAKIXS3DVGAA
25,45,,1.0,25.0,bridge_108.jpg,,,,A2NAKIXS3DVGAA
26,46,,1.0,26.0,badlands_24.jpg,,,,A2NAKIXS3DVGAA
27,47,,1.0,27.0,badlands_113.jpg,,,,A2NAKIXS3DVGAA
28,48,,1.0,28.0,highway_93.jpg,,,,A2NAKIXS3DVGAA
29,49,,1.0,29.0,golf_course_188.jpg,,,,A2NAKIXS3DVGAA
30,50,,1.0,30.0,mountain_232.jpg,,,,A2NAKIXS3DVGAA
31,51,,1.0,31.0,playground_145.jpg,,,,A2NAKIXS3DVGAA
32,52,,1.0,32.0,mountain_110.jpg,,,,A2NAKIXS3DVGAA
33,53,right,1.0,33.0,right.jpg,right,0.541,,A2NAKIXS3DVGAA
34,54,,1.0,34.0,playground_117.jpg,,,,A2NAKIXS3DVGAA
35,55,,1.0,35.0,golf_course_331.jpg,,,,A2NAKIXS3DVGAA
36,56,,1.0,36.0,badlands_21.jpg,,,,A2NAKIXS3DVGAA
37,57,,1.0,37.0,bridge_172.jpg,,,,A2NAKIXS3DVGAA
38,58,,1.0,38.0,mountain_154.jpg,,,,A2NAKIXS3DVGAA
39,59,,1.0,39.0,highway_415.jpg,,,,A2NAKIXS3DVGAA
40,60,right,1.0,40.0,right.jpg,right,0.534,,A2NAKIXS3DVGAA
41,61,,1.0,41.0,badlands_137.jpg,,,,A2NAKIXS3DVGAA
42,62,,1.0,42.0,highway_273.jpg,,,,A2NAKIXS3DVGAA
43,63,,1.0,43.0,golf_course_214.jpg,,,,A2NAKIXS3DVGAA
44,64,,1.0,44.0,playground_60.jpg,,,,A2NAKIXS3DVGAA
45,65,,1.0,45.0,highway_394.jpg,,,,A2NAKIXS3DVGAA
46,66,,1.0,46.0,badlands_222.jpg,,,,A2NAKIXS3DVGAA
47,67,,1.0,47.0,golf_course_195.jpg,,,,A2NAKIXS3DVGAA
48,68,,1.0,48.0,bridge_146.jpg,,,,A2NAKIXS3DVGAA
