,index,test_encoding_response.keys,test_encoding_response.corr,trials.thisTrialN,target,correct,test_encoding_response.rt,key_resp_end.keys,subject
49,69,,1.0,49.0,mountain_230.jpg,,,,A2NAKIXS3DVGAA
50,70,,1.0,50.0,mountain_222.jpg,,,,A2NAKIXS3DVGAA
51,71,left,1.0,51.0,left.jpg,left,0.776,,A2NAKIXS3DVGAA
52,72,,1.0,52.0,mountain_293.jpg,,,,A2NAKIXS3DVGAA
53,73,,1.0,53.0,mountain_101.jpg,,,,A2NAKIXS3DVGAA
54,74,,1.0,54.0,golf_course_78.jpg,,,,A2NAKIXS3DVGAA
55,75,,1.0,55.0,highway_209.jpg,,,,A2NAKIXS3DVGAA
56,76,,1.0,56.0,playground_131.jpg,,,,A2NAKIXS3DVGAA
57,77,,1.0,57.0,playground_219.jpg,,,,A2NAKIXS3DVGAA
58,78,,1.0,58.0,playground_10.jpg,,,,A2NAKIXS3DVGAA
59,79,,1.0,59.0,golf_course_217.jpg,,,,A2NAKIXS3DVGAA
60,80,,1.0,60.0,bridge_91.jpg,,,,A2NAKIXS3DVGAA
61,81,,1.0,61.0,bridge_202.jpg,,,,A2NAKIXS3DVGAA
62,82,,1.0,62.0,highway_294.jpg,,,,A2NAKIXS3DVGAA
63,83,,1.0,63.0,mountain_123.jpg,,,,A2NAKIXS3DVGAA
64,84,,1.0,64.0,badlands_52.jpg,,,,A2NAKIXS3DVGAA
65,20,,1.0,0.0,badlands_21.jpg,,,,A27KTNOX292J1I
66,21,,1.0,1.0,mountain_123.jpg,,,,A27KTNOX292J1I
67,22,,1.0,2.0,playground_131.jpg,,,,A27KTNOX292J1I
68,23,,1.0,3.0,mountain_154.jpg,,,,A27KTNOX292J1I
69,24,,1.0,4.0,golf_course_331.jpg,,,,A27KTNOX292J1I
70,25,,1.0,5.0,playground_144.jpg,,,,A27KTNOX292J1I
71,26,,1.0,6.0,badlands_23.jpg,,,,A27KTNOX292J1I
72,27,,1.0,7.0,bridge_128.jpg,,,,A27KTNOX292J1I
73,28,,1.0,8.0,bridge_65.jpg,,,,A27KTNOX292J1I
74,29,,1.0,9.0,highway_394.jpg,,,,A27KTNOX292J1I
75,30,,1.0,10.0,mountain_156.jpg,,,,A27KTNOX292J1I
76,31,,1.0,11.0,badlands_70.jpg,,,,A27KTNOX292J1I
77,32,,1.0,12.0,playground_10.jpg,,,,A27KTNOX292J1I
78,33,,1.0,13.0,highway_415.jpg,,,,A27KTNOX292J1I
79,34,right,1.0,14.0,right.jpg,right,0.6885,,A27KTNOX292J1I
80,35,,1.0,15.0,badlands_113.jpg,,,,A27KTNOX292J1I
81,36,,1.0,16.0,highway_294.jpg,,,,A27KTNOX292J1I
82,37,,1.0,17.0,golf_course_78.jpg,,,,A27KTNOX292J1I
83,38,left,1.0,18.0,left.jpg,left,0.6995,,A27KTNOX292J1I
84,39,,1.0,19.0,playground_60.jpg,,,,A27KTNOX292J1I
85,40,,1.0,20.0,bridge_256.jpg,,,,A27KTNOX292J1I
86,41,,1.0,21.0,bridge_108.jpg,,,,A27KTNOX292J1I
87,42,,1.0,22.0,mountain_232.jpg,,,,A27KTNOX292J1I
88,43,,1.0,23.0,bridge_172.jpg,,,,A27KTNOX292J1I
89,44,,1.0,24.0,mountain_101.jpg,,,,A27KTNOX292J1I
90,45,,1.0,25.0,golf_course_15.jpg,,,,A27KTNOX292J1I
91,46,,1.0,26.0,golf_course_193.jpg,,,,A27KTNOX292J1I
92,47,,1.0,27.0,golf_course_195.jpg,,,,A27KTNOX292J1I
93,48,,1.0,28.0,golf_course_214.jpg,,,,A27KTNOX292J1I
94,49,,1.0,29.0,badlands_24.jpg,,,,A27KTNOX292J1I
95,50,,1.0,30.0,golf_course_188.jpg,,,,A27KTNOX292J1I
96,51,,1.0,31.0,highway_273.jpg,,,,A27KTNOX292J1I
97,52,right,1.0,32.0,right.jpg,right,0.914299999,,A27KTNOX292J1I
98,53,,1.0,33.0,playground_240.jpg,,,,A27KTNOX292J1I
99,54,,1.0,34.0,playground_76.jpg,,,,A27KTNOX292J1I
100,55,,1.0,35.0,highway_177.jpg,,,,A27KTNOX292J1I
101,56,,1.0,36.0,badlands_221.jpg,,,,A27KTNOX292J1I
102,57,,1.0,37.0,golf_course_87.jpg,,,,A27KTNOX292J1I
103,58,,1.0,38.0,highway_359.jpg,,,,A27KTNOX292J1I
104,59,,1.0,39.0,playground_145.jpg,,,,A27KTNOX292J1I
105,60,,1.0,40.0,playground_219.jpg,,,,A27KTNOX292J1I
106,61,left,1.0,41.0,left.jpg,left,2.282,,A27KTNOX292J1I
107,62,,1.0,42.0,badlands_222.jpg,,,,A27KTNOX292J1I
108,63,,1.0,43.0,highway_156.jpg,,,,A27KTNOX292J1I
109,64,,1.0,44.0,playground_117.jpg,,,,A27KTNOX292J1I
110,65,,1.0,45.0,highway_209.jpg,,,,A27KTNOX292J1I
111,66,,1.0,46.0,badlands_52.jpg,,,,A27KTNOX292J1I
112,67,,1.0,47.0,bridge_91.jpg,,,,A27KTNOX292J1I
113,68,,0.0,48.0,right.jpg,right,,,A27KTNOX292J1I
114,69,,1.0,49.0,golf_course_309.jpg,,,,A27KTNOX292J1I
115,70,,1.0,50.0,golf_course_217.jpg,,,,A27KTNOX292J1I
116,71,,1.0,51.0,highway_93.jpg,,,,A27KTNOX292J1I
117,72,,1.0,52.0,mountain_222.jpg,,,,A27KTNOX292J1I
118,73,,1.0,53.0,mountain_110.jpg,,,,A27KTNOX292J1I
119,74,,1.0,54.0,bridge_202.jpg,,,,A27KTNOX292J1I
120,75,,1.0,55.0,badlands_184.jpg,,,,A27KTNOX292J1I
121,76,,1.0,56.0,bridge_191.jpg,,,,A27KTNOX292J1I
122,77,,1.0,57.0,mountain_57.jpg,,,,A27KTNOX292J1I
123,78,,1.0,58.0,bridge_250.jpg,,,,A27KTNOX292J1I
124,79,,1.0,59.0,playground_257.jpg,,,,A27KTNOX292J1I
125,80,,1.0,60.0,bridge_146.jpg,,,,A27KTNOX292J1I
126,81,,1.0,61.0,highway_245.jpg,,,,A27KTNOX292J1I
127,82,,1.0,62.0,mountain_293.jpg,,,,A27KTNOX292J1I
128,83,,1.0,63.0,mountain_230.jpg,,,,A27KTNOX292J1I
129,84,,1.0,64.0,badlands_137.jpg,,,,A27KTNOX292J1I
130,20,,1.0,0.0,golf_course_309.jpg,,,,AWJKR5GA7BS7V
131,21,,1.0,1.0,mountain_154.jpg,,,,AWJKR5GA7BS7V
132,22,,1.0,2.0,playground_10.jpg,,,,AWJKR5GA7BS7V
133,23,,1.0,3.0,playground_145.jpg,,,,AWJKR5GA7BS7V
134,24,,1.0,4.0,badlands_24.jpg,,,,AWJKR5GA7BS7V
135,25,,1.0,5.0,highway_177.jpg,,,,AWJKR5GA7BS7V
136,26,left,1.0,6.0,left.jpg,left,0.952,,AWJKR5GA7BS7V
137,27,,1.0,7.0,golf_course_331.jpg,,,,AWJKR5GA7BS7V
138,28,,1.0,8.0,playground_131.jpg,,,,AWJKR5GA7BS7V
139,29,,1.0,9.0,mountain_222.jpg,,,,AWJKR5GA7BS7V
140,30,,1.0,10.0,highway_294.jpg,,,,AWJKR5GA7BS7V
141,31,,1.0,11.0,badlands_21.jpg,,,,AWJKR5GA7BS7V
142,32,,1.0,12.0,badlands_184.jpg,,,,AWJKR5GA7BS7V
143,33,,1.0,13.0,playground_144.jpg,,,,AWJKR5GA7BS7V
144,34,,1.0,14.0,mountain_123.jpg,,,,AWJKR5GA7BS7V
145,35,,1.0,15.0,bridge_191.jpg,,,,AWJKR5GA7BS7V
146,36,,1.0,16.0,badlands_222.jpg,,,,AWJKR5GA7BS7V
147,37,,1.0,17.0,badlands_137.jpg,,,,AWJKR5GA7BS7V
148,38,,1.0,18.0,mountain_101.jpg,,,,AWJKR5GA7BS7V
149,39,,1.0,19.0,bridge_146.jpg,,,,AWJKR5GA7BS7V
150,40,,1.0,20.0,playground_240.jpg,,,,AWJKR5GA7BS7V
151,41,right,1.0,21.0,right.jpg,right,1.64,,AWJKR5GA7BS7V
152,42,,1.0,22.0,highway_273.jpg,,,,AWJKR5GA7BS7V
153,43,,1.0,23.0,badlands_70.jpg,,,,AWJKR5GA7BS7V
154,44,,1.0,24.0,mountain_57.jpg,,,,AWJKR5GA7BS7V
155,45,,1.0,25.0,badlands_113.jpg,,,,AWJKR5GA7BS7V
156,46,,1.0,26.0,highway_245.jpg,,,,AWJKR5GA7BS7V
157,47,,1.0,27.0,golf_course_217.jpg,,,,AWJKR5GA7BS7V
158,48,,1.0,28.0,bridge_108.jpg,,,,AWJKR5GA7BS7V
159,49,,1.0,29.0,bridge_65.jpg,,,,AWJKR5GA7BS7V
160,50,right,1.0,30.0,right.jpg,right,0.702,,AWJKR5GA7BS7V
161,51,,1.0,31.0,playground_257.jpg,,,,AWJKR5GA7BS7V
162,52,,1.0,32.0,bridge_172.jpg,,,,AWJKR5GA7BS7V
163,53,,1.0,33.0,bridge_256.jpg,,,,AWJKR5GA7BS7V
164,54,,1.0,34.0,mountain_156.jpg,,,,AWJKR5GA7BS7V
165,55,,1.0,35.0,bridge_128.jpg,,,,AWJKR5GA7BS7V
166,56,,1.0,36.0,playground_60.jpg,,,,AWJKR5GA7BS7V
167,57,,1.0,37.0,playground_76.jpg,,,,AWJKR5GA7BS7V
168,58,,1.0,38.0,mountain_230.jpg,,,,AWJKR5GA7BS7V
169,59,,1.0,39.0,golf_course_214.jpg,,,,AWJKR5GA7BS7V
170,60,right,0.0,40.0,left.jpg,left,0.977,,AWJKR5GA7BS7V
171,61,,1.0,41.0,golf_course_195.jpg,,,,AWJKR5GA7BS7V
172,62,,1.0,42.0,highway_359.jpg,,,,AWJKR5GA7BS7V
173,63,,1.0,43.0,highway_156.jpg,,,,AWJKR5GA7BS7V
174,64,,1.0,44.0,bridge_202.jpg,,,,AWJKR5GA7BS7V
175,65,,1.0,45.0,golf_course_78.jpg,,,,AWJKR5GA7BS7V
176,66,,1.0,46.0,badlands_221.jpg,,,,AWJKR5GA7BS7V
177,67,,1.0,47.0,badlands_23.jpg,,,,AWJKR5GA7BS7V
178,68,,1.0,48.0,bridge_91.jpg,,,,AWJKR5GA7BS7V
179,69,,1.0,49.0,golf_course_193.jpg,,,,AWJKR5GA7BS7V
180,70,,1.0,50.0,golf_course_188.jpg,,,,AWJKR5GA7BS7V
181,71,,1.0,51.0,highway_93.jpg,,,,AWJKR5GA7BS7V
182,72,left,1.0,52.0,left.jpg,left,0.579,,AWJKR5GA7BS7V
183,73,,1.0,53.0,highway_415.jpg,,,,AWJKR5GA7BS7V
184,74,,1.0,54.0,highway_209.jpg,,,,AWJKR5GA7BS7V
185,75,,1.0,55.0,mountain_293.jpg,,,,AWJKR5GA7BS7V
186,76,,1.0,56.0,playground_219.jpg,,,,AWJKR5GA7BS7V
187,77,,1.0,57.0,highway_394.jpg,,,,AWJKR5GA7BS7V
188,78,,1.0,58.0,mountain_232.jpg,,,,AWJKR5GA7BS7V
189,79,,1.0,59.0,golf_course_15.jpg,,,,AWJKR5GA7BS7V
190,80,,1.0,60.0,playground_117.jpg,,,,AWJKR5GA7BS7V
191,81,,1.0,61.0,mountain_110.jpg,,,,AWJKR5GA7BS7V
192,82,,1.0,62.0,bridge_250.jpg,,,,AWJKR5GA7BS7V
193,83,,1.0,63.0,badlands_52.jpg,,,,AWJKR5GA7BS7V
194,84,,1.0,64.0,golf_course_87.jpg,,,,AWJKR5GA7BS7V
195,20,,1.0,0.0,bridge_91.jpg,,,,A3PIJBZIF34XR2
196,21,,1.0,1.0,mountain_110.jpg,,,,A3PIJBZIF34XR2
197,22,,1.0,2.0,highway_394.jpg,,,,A3PIJBZIF34XR2
198,23,,1.0,3.0,badlands_137.jpg,,,,A3PIJBZIF34XR2
199,24,,1.0,4.0,highway_209.jpg,,,,A3PIJBZIF34XR2
200,25,,1.0,5.0,golf_course_188.jpg,,,,A3PIJBZIF34XR2
201,26,,1.0,6.0,playground_131.jpg,,,,A3PIJBZIF34XR2
202,27,,1.0,7.0,golf_course_78.jpg,,,,A3PIJBZIF34XR2
203,28,,1.0,8.0,bridge_128.jpg,,,,A3PIJBZIF34XR2
204,29,,1.0,9.0,golf_course_217.jpg,,,,A3PIJBZIF34XR2
205,30,,1.0,10.0,badlands_24.jpg,,,,A3PIJBZIF34XR2
206,31,,1.0,11.0,highway_245.jpg,,,,A3PIJBZIF34XR2
207,32,right,1.0,12.0,right.jpg,right,2.0235,,A3PIJBZIF34XR2
208,33,,1.0,13.0,highway_177.jpg,,,,A3PIJBZIF34XR2
209,34,,1.0,14.0,badlands_70.jpg,,,,A3PIJBZIF34XR2
210,35,,1.0,15.0,badlands_113.jpg,,,,A3PIJBZIF34XR2
211,36,,1.0,16.0,playground_145.jpg,,,,A3PIJBZIF34XR2
212,37,,1.0,17.0,highway_93.jpg,,,,A3PIJBZIF34XR2
213,38,,1.0,18.0,playground_117.jpg,,,,A3PIJBZIF34XR2
214,39,,1.0,19.0,playground_144.jpg,,,,A3PIJBZIF34XR2
215,40,,1.0,20.0,badlands_221.jpg,,,,A3PIJBZIF34XR2
216,41,,1.0,21.0,badlands_23.jpg,,,,A3PIJBZIF34XR2
217,42,,1.0,22.0,playground_257.jpg,,,,A3PIJBZIF34XR2
218,43,left,1.0,23.0,left.jpg,left,2.0412,,A3PIJBZIF34XR2
219,44,,1.0,24.0,golf_course_309.jpg,,,,A3PIJBZIF34XR2
220,45,,1.0,25.0,highway_359.jpg,,,,A3PIJBZIF34XR2
221,46,,1.0,26.0,mountain_123.jpg,,,,A3PIJBZIF34XR2
222,47,,1.0,27.0,mountain_154.jpg,,,,A3PIJBZIF34XR2
223,48,,1.0,28.0,highway_273.jpg,,,,A3PIJBZIF34XR2
224,49,,1.0,29.0,playground_10.jpg,,,,A3PIJBZIF34XR2
225,50,right,1.0,30.0,right.jpg,right,1.2691,,A3PIJBZIF34XR2
226,51,,1.0,31.0,highway_156.jpg,,,,A3PIJBZIF34XR2
227,52,,1.0,32.0,mountain_156.jpg,,,,A3PIJBZIF34XR2
228,53,,1.0,33.0,golf_course_214.jpg,,,,A3PIJBZIF34XR2
229,54,,1.0,34.0,mountain_101.jpg,,,,A3PIJBZIF34XR2
230,55,,1.0,35.0,golf_course_193.jpg,,,,A3PIJBZIF34XR2
231,56,right,1.0,36.0,right.jpg,right,1.5662,,A3PIJBZIF34XR2
232,57,,1.0,37.0,badlands_222.jpg,,,,A3PIJBZIF34XR2
233,58,,1.0,38.0,playground_60.jpg,,,,A3PIJBZIF34XR2
234,59,,1.0,39.0,bridge_191.jpg,,,,A3PIJBZIF34XR2
235,60,,1.0,40.0,playground_240.jpg,,,,A3PIJBZIF34XR2
236,61,,1.0,41.0,bridge_256.jpg,,,,A3PIJBZIF34XR2
237,62,,1.0,42.0,bridge_108.jpg,,,,A3PIJBZIF34XR2
238,63,,1.0,43.0,mountain_293.jpg,,,,A3PIJBZIF34XR2
239,64,,1.0,44.0,mountain_230.jpg,,,,A3PIJBZIF34XR2
240,65,,1.0,45.0,mountain_222.jpg,,,,A3PIJBZIF34XR2
241,66,,1.0,46.0,highway_415.jpg,,,,A3PIJBZIF34XR2
242,67,,1.0,47.0,badlands_184.jpg,,,,A3PIJBZIF34XR2
243,68,,1.0,48.0,bridge_172.jpg,,,,A3PIJBZIF34XR2
244,69,,1.0,49.0,bridge_65.jpg,,,,A3PIJBZIF34XR2
245,70,,1.0,50.0,bridge_146.jpg,,,,A3PIJBZIF34XR2
246,71,,1.0,51.0,bridge_202.jpg,,,,A3PIJBZIF34XR2
247,72,,0.0,52.0,right.jpg,right,,,A3PIJBZIF34XR2
248,73,,1.0,53.0,golf_course_195.jpg,,,,A3PIJBZIF34XR2
249,74,,1.0,54.0,highway_294.jpg,,,,A3PIJBZIF34XR2
250,75,,1.0,55.0,badlands_52.jpg,,,,A3PIJBZIF34XR2
251,76,,1.0,56.0,golf_course_87.jpg,,,,A3PIJBZIF34XR2
252,77,,1.0,57.0,golf_course_15.jpg,,,,A3PIJBZIF34XR2
253,78,,1.0,58.0,badlands_21.jpg,,,,A3PIJBZIF34XR2
254,79,,1.0,59.0,playground_76.jpg,,,,A3PIJBZIF34XR2
255,80,,1.0,60.0,bridge_250.jpg,,,,A3PIJBZIF34XR2
256,81,,1.0,61.0,playground_219.jpg,,,,A3PIJBZIF34XR2
257,82,,1.0,62.0,mountain_232.jpg,,,,A3PIJBZIF34XR2
258,83,,1.0,63.0,golf_course_331.jpg,,,,A3PIJBZIF34XR2
259,84,,1.0,64.0,mountain_57.jpg,,,,A3PIJBZIF34XR2
260,20,,1.0,0.0,badlands_222.jpg,,,,A2APG8MSLJ6G2K
261,21,,1.0,1.0,playground_257.jpg,,,,A2APG8MSLJ6G2K
262,22,,1.0,2.0,badlands_113.jpg,,,,A2APG8MSLJ6G2K
263,23,,1.0,3.0,golf_course_195.jpg,,,,A2APG8MSLJ6G2K
264,24,,1.0,4.0,badlands_52.jpg,,,,A2APG8MSLJ6G2K
265,25,,1.0,5.0,bridge_65.jpg,,,,A2APG8MSLJ6G2K
266,26,,1.0,6.0,badlands_21.jpg,,,,A2APG8MSLJ6G2K
267,27,,1.0,7.0,golf_course_78.jpg,,,,A2APG8MSLJ6G2K
268,28,,1.0,8.0,golf_course_309.jpg,,,,A2APG8MSLJ6G2K
269,29,right,1.0,9.0,right.jpg,right,0.7429,,A2APG8MSLJ6G2K
270,30,,1.0,10.0,highway_294.jpg,,,,A2APG8MSLJ6G2K
271,31,,1.0,11.0,badlands_221.jpg,,,,A2APG8MSLJ6G2K
272,32,,1.0,12.0,bridge_146.jpg,,,,A2APG8MSLJ6G2K
273,33,,1.0,13.0,mountain_293.jpg,,,,A2APG8MSLJ6G2K
274,34,,1.0,14.0,bridge_172.jpg,,,,A2APG8MSLJ6G2K
275,35,,1.0,15.0,bridge_91.jpg,,,,A2APG8MSLJ6G2K
276,36,,1.0,16.0,mountain_101.jpg,,,,A2APG8MSLJ6G2K
277,37,,1.0,17.0,playground_131.jpg,,,,A2APG8MSLJ6G2K
278,38,,1.0,18.0,golf_course_214.jpg,,,,A2APG8MSLJ6G2K
279,39,,1.0,19.0,playground_60.jpg,,,,A2APG8MSLJ6G2K
280,40,,1.0,20.0,golf_course_193.jpg,,,,A2APG8MSLJ6G2K
281,41,left,1.0,21.0,left.jpg,left,0.7596,,A2APG8MSLJ6G2K
282,42,,1.0,22.0,mountain_154.jpg,,,,A2APG8MSLJ6G2K
283,43,,1.0,23.0,badlands_24.jpg,,,,A2APG8MSLJ6G2K
284,44,,1.0,24.0,playground_145.jpg,,,,A2APG8MSLJ6G2K
285,45,,1.0,25.0,mountain_110.jpg,,,,A2APG8MSLJ6G2K
286,46,,1.0,26.0,mountain_222.jpg,,,,A2APG8MSLJ6G2K
287,47,,1.0,27.0,highway_245.jpg,,,,A2APG8MSLJ6G2K
288,48,,1.0,28.0,golf_course_15.jpg,,,,A2APG8MSLJ6G2K
289,49,,1.0,29.0,golf_course_331.jpg,,,,A2APG8MSLJ6G2K
290,50,,1.0,30.0,badlands_23.jpg,,,,A2APG8MSLJ6G2K
291,51,,1.0,31.0,highway_415.jpg,,,,A2APG8MSLJ6G2K
292,52,left,1.0,32.0,left.jpg,left,0.6953,,A2APG8MSLJ6G2K
293,53,,1.0,33.0,bridge_108.jpg,,,,A2APG8MSLJ6G2K
294,54,,1.0,34.0,playground_240.jpg,,,,A2APG8MSLJ6G2K
295,55,,1.0,35.0,golf_course_87.jpg,,,,A2APG8MSLJ6G2K
296,56,,1.0,36.0,highway_177.jpg,,,,A2APG8MSLJ6G2K
297,57,,1.0,37.0,bridge_128.jpg,,,,A2APG8MSLJ6G2K
298,58,,1.0,38.0,mountain_156.jpg,,,,A2APG8MSLJ6G2K
299,59,,1.0,39.0,highway_93.jpg,,,,A2APG8MSLJ6G2K
300,60,,1.0,40.0,bridge_191.jpg,,,,A2APG8MSLJ6G2K
301,61,,1.0,41.0,highway_156.jpg,,,,A2APG8MSLJ6G2K
302,62,,1.0,42.0,playground_10.jpg,,,,A2APG8MSLJ6G2K
303,63,right,1.0,43.0,right.jpg,right,0.7775,,A2APG8MSLJ6G2K
304,64,,1.0,44.0,highway_273.jpg,,,,A2APG8MSLJ6G2K
305,65,,1.0,45.0,golf_course_188.jpg,,,,A2APG8MSLJ6G2K
306,66,,1.0,46.0,playground_219.jpg,,,,A2APG8MSLJ6G2K
307,67,,1.0,47.0,bridge_256.jpg,,,,A2APG8MSLJ6G2K
308,68,,1.0,48.0,highway_209.jpg,,,,A2APG8MSLJ6G2K
309,69,,1.0,49.0,mountain_232.jpg,,,,A2APG8MSLJ6G2K
310,70,,1.0,50.0,playground_76.jpg,,,,A2APG8MSLJ6G2K
311,71,,1.0,51.0,playground_117.jpg,,,,A2APG8MSLJ6G2K
312,72,right,1.0,52.0,right.jpg,right,0.692,,A2APG8MSLJ6G2K
313,73,,1.0,53.0,badlands_70.jpg,,,,A2APG8MSLJ6G2K
314,74,,1.0,54.0,highway_394.jpg,,,,A2APG8MSLJ6G2K
315,75,,1.0,55.0,badlands_184.jpg,,,,A2APG8MSLJ6G2K
316,76,,1.0,56.0,playground_144.jpg,,,,A2APG8MSLJ6G2K
317,77,,1.0,57.0,mountain_57.jpg,,,,A2APG8MSLJ6G2K
318,78,,1.0,58.0,highway_359.jpg,,,,A2APG8MSLJ6G2K
319,79,,1.0,59.0,mountain_123.jpg,,,,A2APG8MSLJ6G2K
320,80,,1.0,60.0,mountain_230.jpg,,,,A2APG8MSLJ6G2K
321,81,,1.0,61.0,badlands_137.jpg,,,,A2APG8MSLJ6G2K
322,82,,1.0,62.0,bridge_202.jpg,,,,A2APG8MSLJ6G2K
323,83,,1.0,63.0,golf_course_217.jpg,,,,A2APG8MSLJ6G2K
324,84,,1.0,64.0,bridge_250.jpg,,,,A2APG8MSLJ6G2K
325,20,,1.0,0.0,golf_course_15.jpg,,,,A3SFP9VSFJY2YW
326,21,,1.0,1.0,bridge_172.jpg,,,,A3SFP9VSFJY2YW
327,22,,1.0,2.0,playground_76.jpg,,,,A3SFP9VSFJY2YW
328,23,,1.0,3.0,mountain_156.jpg,,,,A3SFP9VSFJY2YW
329,24,,1.0,4.0,bridge_191.jpg,,,,A3SFP9VSFJY2YW
330,25,,1.0,5.0,playground_219.jpg,,,,A3SFP9VSFJY2YW
331,26,,1.0,6.0,playground_257.jpg,,,,A3SFP9VSFJY2YW
332,27,,1.0,7.0,badlands_70.jpg,,,,A3SFP9VSFJY2YW
333,28,,1.0,8.0,highway_156.jpg,,,,A3SFP9VSFJY2YW
334,29,,1.0,9.0,highway_177.jpg,,,,A3SFP9VSFJY2YW
335,30,,1.0,10.0,mountain_222.jpg,,,,A3SFP9VSFJY2YW
336,31,,1.0,11.0,badlands_21.jpg,,,,A3SFP9VSFJY2YW
337,32,right,1.0,12.0,right.jpg,right,1.022,,A3SFP9VSFJY2YW
338,33,,1.0,13.0,playground_145.jpg,,,,A3SFP9VSFJY2YW
339,34,,1.0,14.0,bridge_91.jpg,,,,A3SFP9VSFJY2YW
340,35,,1.0,15.0,highway_245.jpg,,,,A3SFP9VSFJY2YW
341,36,,1.0,16.0,playground_117.jpg,,,,A3SFP9VSFJY2YW
342,37,,1.0,17.0,bridge_202.jpg,,,,A3SFP9VSFJY2YW
343,38,,1.0,18.0,badlands_113.jpg,,,,A3SFP9VSFJY2YW
344,39,,1.0,19.0,highway_93.jpg,,,,A3SFP9VSFJY2YW
345,40,right,1.0,20.0,right.jpg,right,1.0495,,A3SFP9VSFJY2YW
