,index,demo_encoding_loop.thisTrialN,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_encoding_response.keys,index,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisTrialN,DemoImage1,DemoImage2,DemoCorrectTest,demo_bar_2.response,subject
186,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.3049,4.0,flower5_pair.jpg,flower5.jpg,right,4.0,A2U44IH2MUK32A
187,9,5.0,flower5.jpg,,,,17.0,right,0.0,2.3327,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A2U44IH2MUK32A
188,10,6.0,flower6.jpg,,,,,,,,,,,,,A2U44IH2MUK32A
189,4,0.0,flower1.jpg,,,,12.0,right,0.0,5.2366,0.0,flower1.jpg,flower1_pair.jpg,left,8.0,A38T8YVJKFPMW5
190,5,1.0,flower2.jpg,,,,13.0,right,1.0,6.8909,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,A38T8YVJKFPMW5
191,6,2.0,left.jpg,left,1.5471,left,14.0,left,1.0,3.9905,2.0,flower3.jpg,flower3_pair.jpg,left,6.0,A38T8YVJKFPMW5
192,7,3.0,flower3.jpg,,,,15.0,right,0.0,8.6637,3.0,flower4.jpg,flower4_pair.jpg,left,5.0,A38T8YVJKFPMW5
193,8,4.0,flower4.jpg,,,,16.0,right,1.0,3.2771,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A38T8YVJKFPMW5
194,9,5.0,flower5.jpg,,,,17.0,right,0.0,2.8099,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A38T8YVJKFPMW5
195,10,6.0,flower6.jpg,,,,,,,,,,,,,A38T8YVJKFPMW5
196,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.3748,0.0,flower1.jpg,flower1_pair.jpg,left,6.0,AEK2SAEL9GG39
197,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.807,1.0,flower2_pair.jpg,flower2.jpg,right,7.0,AEK2SAEL9GG39
198,6,2.0,left.jpg,left,0.4678,left,14.0,left,1.0,1.9934,2.0,flower3.jpg,flower3_pair.jpg,left,8.0,AEK2SAEL9GG39
199,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.0768,3.0,flower4.jpg,flower4_pair.jpg,left,9.0,AEK2SAEL9GG39
200,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.5426,4.0,flower5_pair.jpg,flower5.jpg,right,6.0,AEK2SAEL9GG39
201,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.7225,5.0,flower6.jpg,flower6_pair.jpg,left,5.0,AEK2SAEL9GG39
202,10,6.0,flower6.jpg,,,,,,,,,,,,,AEK2SAEL9GG39
203,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.0573,0.0,flower1.jpg,flower1_pair.jpg,left,7.0,A1TQ9ULE5R842V
204,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.3435,1.0,flower2_pair.jpg,flower2.jpg,right,6.0,A1TQ9ULE5R842V
205,6,2.0,left.jpg,left,1.4018,left,14.0,left,1.0,1.8424,2.0,flower3.jpg,flower3_pair.jpg,left,7.0,A1TQ9ULE5R842V
206,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.4774,3.0,flower4.jpg,flower4_pair.jpg,left,7.0,A1TQ9ULE5R842V
207,8,4.0,flower4.jpg,,,,16.0,left,0.0,4.6543,4.0,flower5_pair.jpg,flower5.jpg,right,7.0,A1TQ9ULE5R842V
208,9,5.0,flower5.jpg,,,,17.0,right,0.0,1.388,5.0,flower6.jpg,flower6_pair.jpg,left,7.0,A1TQ9ULE5R842V
209,10,6.0,flower6.jpg,,,,,,,,,,,,,A1TQ9ULE5R842V
