,index,test_encoding_response.keys,test_encoding_response.corr,trials.thisTrialN,target,category,correct,test_encoding_response.rt,key_resp_end.keys,subject
1263,48,,1.0,28.0,playground_10.jpg,playground,,,,A2AAS1LLCLM1R7
1264,49,,1.0,29.0,badlands_137.jpg,badlands,,,,A2AAS1LLCLM1R7
1265,50,,1.0,30.0,mountain_101.jpg,mountain,,,,A2AAS1LLCLM1R7
1266,51,,1.0,31.0,badlands_23.jpg,badlands,,,,A2AAS1LLCLM1R7
1267,52,right,1.0,32.0,right.jpg,,right,1.0755,,A2AAS1LLCLM1R7
1268,53,,1.0,33.0,mountain_293.jpg,mountain,,,,A2AAS1LLCLM1R7
1269,54,,1.0,34.0,playground_117.jpg,playground,,,,A2AAS1LLCLM1R7
1270,55,,1.0,35.0,badlands_21.jpg,badlands,,,,A2AAS1LLCLM1R7
1271,56,,1.0,36.0,badlands_222.jpg,badlands,,,,A2AAS1LLCLM1R7
1272,57,,1.0,37.0,golf_course_309.jpg,golf,,,,A2AAS1LLCLM1R7
1273,58,,0.0,38.0,left.jpg,,left,,,A2AAS1LLCLM1R7
1274,59,,1.0,39.0,golf_course_188.jpg,golf,,,,A2AAS1LLCLM1R7
1275,60,,1.0,40.0,playground_219.jpg,playground,,,,A2AAS1LLCLM1R7
1276,61,,1.0,41.0,highway_394.jpg,highway,,,,A2AAS1LLCLM1R7
1277,62,,1.0,42.0,highway_156.jpg,highway,,,,A2AAS1LLCLM1R7
1278,63,,1.0,43.0,highway_93.jpg,highway,,,,A2AAS1LLCLM1R7
1279,64,,1.0,44.0,mountain_156.jpg,mountain,,,,A2AAS1LLCLM1R7
1280,65,,1.0,45.0,playground_240.jpg,playground,,,,A2AAS1LLCLM1R7
1281,66,,1.0,46.0,golf_course_217.jpg,golf,,,,A2AAS1LLCLM1R7
1282,67,,1.0,47.0,bridge_65.jpg,bridge,,,,A2AAS1LLCLM1R7
1283,68,,1.0,48.0,mountain_110.jpg,mountain,,,,A2AAS1LLCLM1R7
1284,69,,1.0,49.0,bridge_91.jpg,bridge,,,,A2AAS1LLCLM1R7
1285,70,,1.0,50.0,bridge_172.jpg,bridge,,,,A2AAS1LLCLM1R7
1286,71,,1.0,51.0,playground_60.jpg,playground,,,,A2AAS1LLCLM1R7
1287,72,,1.0,52.0,playground_144.jpg,playground,,,,A2AAS1LLCLM1R7
1288,73,,1.0,53.0,golf_course_214.jpg,golf,,,,A2AAS1LLCLM1R7
1289,74,left,1.0,54.0,left.jpg,,left,1.2012,,A2AAS1LLCLM1R7
1290,75,,1.0,55.0,mountain_230.jpg,mountain,,,,A2AAS1LLCLM1R7
1291,76,,1.0,56.0,bridge_146.jpg,bridge,,,,A2AAS1LLCLM1R7
1292,77,,1.0,57.0,bridge_128.jpg,bridge,,,,A2AAS1LLCLM1R7
1293,78,,1.0,58.0,badlands_184.jpg,badlands,,,,A2AAS1LLCLM1R7
1294,79,,1.0,59.0,playground_145.jpg,playground,,,,A2AAS1LLCLM1R7
1295,80,,1.0,60.0,playground_131.jpg,playground,,,,A2AAS1LLCLM1R7
1296,81,,1.0,61.0,playground_257.jpg,playground,,,,A2AAS1LLCLM1R7
1297,82,,1.0,62.0,mountain_232.jpg,mountain,,,,A2AAS1LLCLM1R7
1298,83,,1.0,63.0,bridge_250.jpg,bridge,,,,A2AAS1LLCLM1R7
1299,84,,1.0,64.0,golf_course_331.jpg,golf,,,,A2AAS1LLCLM1R7
1300,20,,1.0,0.0,playground_10.jpg,playground,,,,A3SYYXAP9G317O
1301,21,,1.0,1.0,bridge_256.jpg,bridge,,,,A3SYYXAP9G317O
1302,22,,1.0,2.0,mountain_156.jpg,mountain,,,,A3SYYXAP9G317O
1303,23,,1.0,3.0,golf_course_214.jpg,golf,,,,A3SYYXAP9G317O
1304,24,,1.0,4.0,highway_93.jpg,highway,,,,A3SYYXAP9G317O
1305,25,,1.0,5.0,playground_240.jpg,playground,,,,A3SYYXAP9G317O
1306,26,,1.0,6.0,mountain_57.jpg,mountain,,,,A3SYYXAP9G317O
1307,27,,0.0,7.0,right.jpg,,right,,,A3SYYXAP9G317O
1308,28,,1.0,8.0,highway_245.jpg,highway,,,,A3SYYXAP9G317O
1309,29,,1.0,9.0,highway_359.jpg,highway,,,,A3SYYXAP9G317O
1310,30,,1.0,10.0,badlands_221.jpg,badlands,,,,A3SYYXAP9G317O
1311,31,,1.0,11.0,golf_course_15.jpg,golf,,,,A3SYYXAP9G317O
1312,32,,1.0,12.0,highway_177.jpg,highway,,,,A3SYYXAP9G317O
1313,33,,1.0,13.0,badlands_222.jpg,badlands,,,,A3SYYXAP9G317O
1314,34,,1.0,14.0,bridge_91.jpg,bridge,,,,A3SYYXAP9G317O
1315,35,,1.0,15.0,mountain_230.jpg,mountain,,,,A3SYYXAP9G317O
1316,36,,1.0,16.0,highway_415.jpg,highway,,,,A3SYYXAP9G317O
1317,37,,1.0,17.0,mountain_232.jpg,mountain,,,,A3SYYXAP9G317O
1318,38,,1.0,18.0,mountain_123.jpg,mountain,,,,A3SYYXAP9G317O
1319,39,,1.0,19.0,badlands_70.jpg,badlands,,,,A3SYYXAP9G317O
1320,40,,1.0,20.0,bridge_108.jpg,bridge,,,,A3SYYXAP9G317O
1321,41,,1.0,21.0,bridge_128.jpg,bridge,,,,A3SYYXAP9G317O
1322,42,,0.0,22.0,right.jpg,,right,,,A3SYYXAP9G317O
1323,43,,1.0,23.0,playground_144.jpg,playground,,,,A3SYYXAP9G317O
1324,44,,1.0,24.0,mountain_154.jpg,mountain,,,,A3SYYXAP9G317O
1325,45,,1.0,25.0,playground_131.jpg,playground,,,,A3SYYXAP9G317O
1326,46,,1.0,26.0,mountain_222.jpg,mountain,,,,A3SYYXAP9G317O
1327,47,,1.0,27.0,golf_course_331.jpg,golf,,,,A3SYYXAP9G317O
1328,48,,1.0,28.0,golf_course_217.jpg,golf,,,,A3SYYXAP9G317O
1329,49,,1.0,29.0,golf_course_309.jpg,golf,,,,A3SYYXAP9G317O
1330,50,,1.0,30.0,golf_course_78.jpg,golf,,,,A3SYYXAP9G317O
1331,51,,1.0,31.0,playground_257.jpg,playground,,,,A3SYYXAP9G317O
1332,52,,1.0,32.0,bridge_172.jpg,bridge,,,,A3SYYXAP9G317O
1333,53,,0.0,33.0,left.jpg,,left,,,A3SYYXAP9G317O
1334,54,,1.0,34.0,badlands_21.jpg,badlands,,,,A3SYYXAP9G317O
1335,55,,1.0,35.0,bridge_250.jpg,bridge,,,,A3SYYXAP9G317O
1336,56,,1.0,36.0,highway_273.jpg,highway,,,,A3SYYXAP9G317O
1337,57,,1.0,37.0,bridge_191.jpg,bridge,,,,A3SYYXAP9G317O
1338,58,,1.0,38.0,badlands_24.jpg,badlands,,,,A3SYYXAP9G317O
1339,59,,1.0,39.0,badlands_184.jpg,badlands,,,,A3SYYXAP9G317O
1340,60,,1.0,40.0,golf_course_195.jpg,golf,,,,A3SYYXAP9G317O
1341,61,,0.0,41.0,right.jpg,,right,,,A3SYYXAP9G317O
1342,62,,1.0,42.0,badlands_52.jpg,badlands,,,,A3SYYXAP9G317O
1343,63,,1.0,43.0,badlands_23.jpg,badlands,,,,A3SYYXAP9G317O
1344,64,,1.0,44.0,playground_117.jpg,playground,,,,A3SYYXAP9G317O
1345,65,,1.0,45.0,golf_course_188.jpg,golf,,,,A3SYYXAP9G317O
1346,66,,1.0,46.0,highway_394.jpg,highway,,,,A3SYYXAP9G317O
1347,67,,1.0,47.0,badlands_113.jpg,badlands,,,,A3SYYXAP9G317O
1348,68,,1.0,48.0,mountain_293.jpg,mountain,,,,A3SYYXAP9G317O
1349,69,,1.0,49.0,mountain_110.jpg,mountain,,,,A3SYYXAP9G317O
1350,70,,1.0,50.0,bridge_146.jpg,bridge,,,,A3SYYXAP9G317O
1351,71,right,1.0,51.0,right.jpg,,right,1.7891,,A3SYYXAP9G317O
1352,72,,1.0,52.0,playground_60.jpg,playground,,,,A3SYYXAP9G317O
1353,73,,1.0,53.0,playground_219.jpg,playground,,,,A3SYYXAP9G317O
1354,74,,1.0,54.0,highway_209.jpg,highway,,,,A3SYYXAP9G317O
1355,75,,1.0,55.0,badlands_137.jpg,badlands,,,,A3SYYXAP9G317O
1356,76,,1.0,56.0,playground_145.jpg,playground,,,,A3SYYXAP9G317O
1357,77,,1.0,57.0,mountain_101.jpg,mountain,,,,A3SYYXAP9G317O
1358,78,,1.0,58.0,playground_76.jpg,playground,,,,A3SYYXAP9G317O
1359,79,,1.0,59.0,golf_course_193.jpg,golf,,,,A3SYYXAP9G317O
1360,80,,1.0,60.0,golf_course_87.jpg,golf,,,,A3SYYXAP9G317O
1361,81,,1.0,61.0,bridge_65.jpg,bridge,,,,A3SYYXAP9G317O
1362,82,,1.0,62.0,bridge_202.jpg,bridge,,,,A3SYYXAP9G317O
1363,83,,1.0,63.0,highway_294.jpg,highway,,,,A3SYYXAP9G317O
1364,84,,1.0,64.0,highway_156.jpg,highway,,,,A3SYYXAP9G317O
1365,20,,1.0,0.0,golf_course_331.jpg,golf,,,,AO32GL5867YY7
1366,21,,1.0,1.0,golf_course_188.jpg,golf,,,,AO32GL5867YY7
1367,22,,1.0,2.0,playground_10.jpg,playground,,,,AO32GL5867YY7
1368,23,,1.0,3.0,highway_177.jpg,highway,,,,AO32GL5867YY7
1369,24,,1.0,4.0,mountain_101.jpg,mountain,,,,AO32GL5867YY7
1370,25,,1.0,5.0,bridge_202.jpg,bridge,,,,AO32GL5867YY7
1371,26,,1.0,6.0,playground_257.jpg,playground,,,,AO32GL5867YY7
1372,27,,1.0,7.0,highway_209.jpg,highway,,,,AO32GL5867YY7
1373,28,,1.0,8.0,highway_156.jpg,highway,,,,AO32GL5867YY7
1374,29,,1.0,9.0,highway_394.jpg,highway,,,,AO32GL5867YY7
1375,30,right,1.0,10.0,right.jpg,,right,1.5693,,AO32GL5867YY7
1376,31,,1.0,11.0,bridge_250.jpg,bridge,,,,AO32GL5867YY7
1377,32,,1.0,12.0,playground_117.jpg,playground,,,,AO32GL5867YY7
1378,33,,1.0,13.0,badlands_137.jpg,badlands,,,,AO32GL5867YY7
1379,34,,1.0,14.0,highway_415.jpg,highway,,,,AO32GL5867YY7
1380,35,,1.0,15.0,bridge_91.jpg,bridge,,,,AO32GL5867YY7
1381,36,,1.0,16.0,playground_60.jpg,playground,,,,AO32GL5867YY7
1382,37,,1.0,17.0,mountain_293.jpg,mountain,,,,AO32GL5867YY7
1383,38,,1.0,18.0,bridge_172.jpg,bridge,,,,AO32GL5867YY7
1384,39,,1.0,19.0,highway_273.jpg,highway,,,,AO32GL5867YY7
1385,40,right,1.0,20.0,right.jpg,,right,1.0113,,AO32GL5867YY7
1386,41,,1.0,21.0,badlands_23.jpg,badlands,,,,AO32GL5867YY7
1387,42,,1.0,22.0,mountain_230.jpg,mountain,,,,AO32GL5867YY7
1388,43,,1.0,23.0,mountain_154.jpg,mountain,,,,AO32GL5867YY7
1389,44,,1.0,24.0,badlands_221.jpg,badlands,,,,AO32GL5867YY7
1390,45,,1.0,25.0,mountain_57.jpg,mountain,,,,AO32GL5867YY7
1391,46,,1.0,26.0,bridge_146.jpg,bridge,,,,AO32GL5867YY7
1392,47,,1.0,27.0,badlands_70.jpg,badlands,,,,AO32GL5867YY7
1393,48,right,1.0,28.0,right.jpg,,right,0.8636,,AO32GL5867YY7
1394,49,,1.0,29.0,playground_145.jpg,playground,,,,AO32GL5867YY7
1395,50,,1.0,30.0,bridge_128.jpg,bridge,,,,AO32GL5867YY7
1396,51,,1.0,31.0,golf_course_78.jpg,golf,,,,AO32GL5867YY7
1397,52,,1.0,32.0,highway_93.jpg,highway,,,,AO32GL5867YY7
1398,53,,1.0,33.0,badlands_184.jpg,badlands,,,,AO32GL5867YY7
1399,54,,1.0,34.0,golf_course_87.jpg,golf,,,,AO32GL5867YY7
1400,55,,1.0,35.0,mountain_222.jpg,mountain,,,,AO32GL5867YY7
1401,56,,1.0,36.0,mountain_110.jpg,mountain,,,,AO32GL5867YY7
1402,57,right,1.0,37.0,right.jpg,,right,0.6932,,AO32GL5867YY7
1403,58,,1.0,38.0,badlands_21.jpg,badlands,,,,AO32GL5867YY7
1404,59,,1.0,39.0,playground_131.jpg,playground,,,,AO32GL5867YY7
1405,60,,1.0,40.0,bridge_108.jpg,bridge,,,,AO32GL5867YY7
1406,61,,1.0,41.0,mountain_232.jpg,mountain,,,,AO32GL5867YY7
1407,62,,1.0,42.0,badlands_222.jpg,badlands,,,,AO32GL5867YY7
1408,63,,1.0,43.0,playground_76.jpg,playground,,,,AO32GL5867YY7
1409,64,,1.0,44.0,golf_course_217.jpg,golf,,,,AO32GL5867YY7
1410,65,,1.0,45.0,playground_219.jpg,playground,,,,AO32GL5867YY7
1411,66,,1.0,46.0,highway_359.jpg,highway,,,,AO32GL5867YY7
1412,67,,1.0,47.0,golf_course_214.jpg,golf,,,,AO32GL5867YY7
1413,68,,1.0,48.0,golf_course_15.jpg,golf,,,,AO32GL5867YY7
1414,69,right,1.0,49.0,right.jpg,,right,0.7242,,AO32GL5867YY7
1415,70,,1.0,50.0,badlands_113.jpg,badlands,,,,AO32GL5867YY7
1416,71,,1.0,51.0,bridge_65.jpg,bridge,,,,AO32GL5867YY7
1417,72,,1.0,52.0,golf_course_193.jpg,golf,,,,AO32GL5867YY7
1418,73,,1.0,53.0,mountain_123.jpg,mountain,,,,AO32GL5867YY7
1419,74,,1.0,54.0,badlands_52.jpg,badlands,,,,AO32GL5867YY7
1420,75,,1.0,55.0,highway_245.jpg,highway,,,,AO32GL5867YY7
1421,76,,1.0,56.0,badlands_24.jpg,badlands,,,,AO32GL5867YY7
1422,77,,1.0,57.0,golf_course_309.jpg,golf,,,,AO32GL5867YY7
1423,78,,1.0,58.0,bridge_256.jpg,bridge,,,,AO32GL5867YY7
1424,79,,1.0,59.0,playground_240.jpg,playground,,,,AO32GL5867YY7
1425,80,,1.0,60.0,playground_144.jpg,playground,,,,AO32GL5867YY7
1426,81,,1.0,61.0,golf_course_195.jpg,golf,,,,AO32GL5867YY7
1427,82,,1.0,62.0,highway_294.jpg,highway,,,,AO32GL5867YY7
1428,83,,1.0,63.0,bridge_191.jpg,bridge,,,,AO32GL5867YY7
1429,84,,1.0,64.0,mountain_156.jpg,mountain,,,,AO32GL5867YY7
1430,20,,1.0,0.0,golf_course_309.jpg,golf,,,,A22U72IVX6D0PC
1431,21,,1.0,1.0,mountain_154.jpg,mountain,,,,A22U72IVX6D0PC
1432,22,,1.0,2.0,playground_10.jpg,playground,,,,A22U72IVX6D0PC
1433,23,,1.0,3.0,playground_145.jpg,playground,,,,A22U72IVX6D0PC
1434,24,,1.0,4.0,badlands_24.jpg,badlands,,,,A22U72IVX6D0PC
1435,25,,1.0,5.0,highway_177.jpg,highway,,,,A22U72IVX6D0PC
1436,26,left,1.0,6.0,left.jpg,,left,0.9067,,A22U72IVX6D0PC
1437,27,,1.0,7.0,golf_course_331.jpg,golf,,,,A22U72IVX6D0PC
1438,28,,1.0,8.0,playground_131.jpg,playground,,,,A22U72IVX6D0PC
1439,29,,1.0,9.0,mountain_222.jpg,mountain,,,,A22U72IVX6D0PC
1440,30,,1.0,10.0,highway_294.jpg,highway,,,,A22U72IVX6D0PC
1441,31,,1.0,11.0,badlands_21.jpg,badlands,,,,A22U72IVX6D0PC
1442,32,,1.0,12.0,badlands_184.jpg,badlands,,,,A22U72IVX6D0PC
1443,33,,1.0,13.0,playground_144.jpg,playground,,,,A22U72IVX6D0PC
1444,34,,1.0,14.0,mountain_123.jpg,mountain,,,,A22U72IVX6D0PC
1445,35,,1.0,15.0,bridge_191.jpg,bridge,,,,A22U72IVX6D0PC
1446,36,,1.0,16.0,badlands_222.jpg,badlands,,,,A22U72IVX6D0PC
1447,37,,1.0,17.0,badlands_137.jpg,badlands,,,,A22U72IVX6D0PC
1448,38,,1.0,18.0,mountain_101.jpg,mountain,,,,A22U72IVX6D0PC
1449,39,,1.0,19.0,bridge_146.jpg,bridge,,,,A22U72IVX6D0PC
1450,40,,1.0,20.0,playground_240.jpg,playground,,,,A22U72IVX6D0PC
1451,41,right,1.0,21.0,right.jpg,,right,1.1616,,A22U72IVX6D0PC
1452,42,,1.0,22.0,highway_273.jpg,highway,,,,A22U72IVX6D0PC
1453,43,,1.0,23.0,badlands_70.jpg,badlands,,,,A22U72IVX6D0PC
1454,44,,1.0,24.0,mountain_57.jpg,mountain,,,,A22U72IVX6D0PC
1455,45,,1.0,25.0,badlands_113.jpg,badlands,,,,A22U72IVX6D0PC
1456,46,,1.0,26.0,highway_245.jpg,highway,,,,A22U72IVX6D0PC
1457,47,,1.0,27.0,golf_course_217.jpg,golf,,,,A22U72IVX6D0PC
1458,48,,1.0,28.0,bridge_108.jpg,bridge,,,,A22U72IVX6D0PC
1459,49,,1.0,29.0,bridge_65.jpg,bridge,,,,A22U72IVX6D0PC
1460,50,right,1.0,30.0,right.jpg,,right,1.895,,A22U72IVX6D0PC
1461,51,,1.0,31.0,playground_257.jpg,playground,,,,A22U72IVX6D0PC
1462,52,,1.0,32.0,bridge_172.jpg,bridge,,,,A22U72IVX6D0PC
1463,53,,1.0,33.0,bridge_256.jpg,bridge,,,,A22U72IVX6D0PC
1464,54,,1.0,34.0,mountain_156.jpg,mountain,,,,A22U72IVX6D0PC
1465,55,,1.0,35.0,bridge_128.jpg,bridge,,,,A22U72IVX6D0PC
1466,56,,1.0,36.0,playground_60.jpg,playground,,,,A22U72IVX6D0PC
1467,57,,1.0,37.0,playground_76.jpg,playground,,,,A22U72IVX6D0PC
1468,58,,1.0,38.0,mountain_230.jpg,mountain,,,,A22U72IVX6D0PC
1469,59,,1.0,39.0,golf_course_214.jpg,golf,,,,A22U72IVX6D0PC
1470,60,left,1.0,40.0,left.jpg,,left,0.9252,,A22U72IVX6D0PC
1471,61,,1.0,41.0,golf_course_195.jpg,golf,,,,A22U72IVX6D0PC
1472,62,,1.0,42.0,highway_359.jpg,highway,,,,A22U72IVX6D0PC
1473,63,,1.0,43.0,highway_156.jpg,highway,,,,A22U72IVX6D0PC
1474,64,,1.0,44.0,bridge_202.jpg,bridge,,,,A22U72IVX6D0PC
1475,65,,1.0,45.0,golf_course_78.jpg,golf,,,,A22U72IVX6D0PC
1476,66,,1.0,46.0,badlands_221.jpg,badlands,,,,A22U72IVX6D0PC
1477,67,,1.0,47.0,badlands_23.jpg,badlands,,,,A22U72IVX6D0PC
1478,68,,1.0,48.0,bridge_91.jpg,bridge,,,,A22U72IVX6D0PC
1479,69,,1.0,49.0,golf_course_193.jpg,golf,,,,A22U72IVX6D0PC
1480,70,,1.0,50.0,golf_course_188.jpg,golf,,,,A22U72IVX6D0PC
1481,71,,1.0,51.0,highway_93.jpg,highway,,,,A22U72IVX6D0PC
1482,72,left,1.0,52.0,left.jpg,,left,0.9346,,A22U72IVX6D0PC
1483,73,,1.0,53.0,highway_415.jpg,highway,,,,A22U72IVX6D0PC
1484,74,,1.0,54.0,highway_209.jpg,highway,,,,A22U72IVX6D0PC
1485,75,,1.0,55.0,mountain_293.jpg,mountain,,,,A22U72IVX6D0PC
1486,76,,1.0,56.0,playground_219.jpg,playground,,,,A22U72IVX6D0PC
1487,77,,1.0,57.0,highway_394.jpg,highway,,,,A22U72IVX6D0PC
1488,78,,1.0,58.0,mountain_232.jpg,mountain,,,,A22U72IVX6D0PC
1489,79,,1.0,59.0,golf_course_15.jpg,golf,,,,A22U72IVX6D0PC
1490,80,,1.0,60.0,playground_117.jpg,playground,,,,A22U72IVX6D0PC
1491,81,,1.0,61.0,mountain_110.jpg,mountain,,,,A22U72IVX6D0PC
1492,82,,1.0,62.0,bridge_250.jpg,bridge,,,,A22U72IVX6D0PC
1493,83,,1.0,63.0,badlands_52.jpg,badlands,,,,A22U72IVX6D0PC
1494,84,,1.0,64.0,golf_course_87.jpg,golf,,,,A22U72IVX6D0PC
1495,20,,1.0,0.0,bridge_250.jpg,bridge,,,,ACXPNVY0QDNHR
1496,21,,1.0,1.0,mountain_110.jpg,mountain,,,,ACXPNVY0QDNHR
1497,22,,1.0,2.0,highway_359.jpg,highway,,,,ACXPNVY0QDNHR
1498,23,,1.0,3.0,bridge_146.jpg,bridge,,,,ACXPNVY0QDNHR
1499,24,,1.0,4.0,playground_240.jpg,playground,,,,ACXPNVY0QDNHR
1500,25,,1.0,5.0,playground_257.jpg,playground,,,,ACXPNVY0QDNHR
1501,26,,1.0,6.0,playground_60.jpg,playground,,,,ACXPNVY0QDNHR
1502,27,,1.0,7.0,golf_course_193.jpg,golf,,,,ACXPNVY0QDNHR
1503,28,,1.0,8.0,mountain_232.jpg,mountain,,,,ACXPNVY0QDNHR
1504,29,,1.0,9.0,badlands_21.jpg,badlands,,,,ACXPNVY0QDNHR
1505,30,,1.0,10.0,golf_course_15.jpg,golf,,,,ACXPNVY0QDNHR
1506,31,,1.0,11.0,mountain_123.jpg,mountain,,,,ACXPNVY0QDNHR
1507,32,,1.0,12.0,golf_course_87.jpg,golf,,,,ACXPNVY0QDNHR
1508,33,,1.0,13.0,bridge_256.jpg,bridge,,,,ACXPNVY0QDNHR
1509,34,left,1.0,14.0,left.jpg,,left,0.637,,ACXPNVY0QDNHR
1510,35,,1.0,15.0,badlands_137.jpg,badlands,,,,ACXPNVY0QDNHR
1511,36,,1.0,16.0,highway_177.jpg,highway,,,,ACXPNVY0QDNHR
1512,37,,1.0,17.0,badlands_113.jpg,badlands,,,,ACXPNVY0QDNHR
1513,38,,1.0,18.0,bridge_128.jpg,bridge,,,,ACXPNVY0QDNHR
1514,39,,1.0,19.0,golf_course_195.jpg,golf,,,,ACXPNVY0QDNHR
1515,40,,1.0,20.0,badlands_24.jpg,badlands,,,,ACXPNVY0QDNHR
1516,41,,1.0,21.0,highway_273.jpg,highway,,,,ACXPNVY0QDNHR
1517,42,,1.0,22.0,playground_219.jpg,playground,,,,ACXPNVY0QDNHR
1518,43,,1.0,23.0,highway_415.jpg,highway,,,,ACXPNVY0QDNHR
1519,44,left,1.0,24.0,left.jpg,,left,0.516,,ACXPNVY0QDNHR
1520,45,,1.0,25.0,golf_course_188.jpg,golf,,,,ACXPNVY0QDNHR
1521,46,,1.0,26.0,mountain_57.jpg,mountain,,,,ACXPNVY0QDNHR
1522,47,,1.0,27.0,mountain_101.jpg,mountain,,,,ACXPNVY0QDNHR
1523,48,,1.0,28.0,badlands_23.jpg,badlands,,,,ACXPNVY0QDNHR
1524,49,,1.0,29.0,playground_145.jpg,playground,,,,ACXPNVY0QDNHR
1525,50,left,1.0,30.0,left.jpg,,left,0.453,,ACXPNVY0QDNHR
1526,51,,1.0,31.0,bridge_91.jpg,bridge,,,,ACXPNVY0QDNHR
1527,52,,1.0,32.0,highway_156.jpg,highway,,,,ACXPNVY0QDNHR
1528,53,,1.0,33.0,mountain_222.jpg,mountain,,,,ACXPNVY0QDNHR
1529,54,,1.0,34.0,mountain_293.jpg,mountain,,,,ACXPNVY0QDNHR
1530,55,,1.0,35.0,highway_209.jpg,highway,,,,ACXPNVY0QDNHR
1531,56,,1.0,36.0,bridge_65.jpg,bridge,,,,ACXPNVY0QDNHR
1532,57,,1.0,37.0,highway_245.jpg,highway,,,,ACXPNVY0QDNHR
1533,58,,1.0,38.0,golf_course_214.jpg,golf,,,,ACXPNVY0QDNHR
1534,59,,1.0,39.0,playground_144.jpg,playground,,,,ACXPNVY0QDNHR
1535,60,,1.0,40.0,playground_76.jpg,playground,,,,ACXPNVY0QDNHR
1536,61,right,1.0,41.0,right.jpg,,right,0.585,,ACXPNVY0QDNHR
1537,62,,1.0,42.0,bridge_191.jpg,bridge,,,,ACXPNVY0QDNHR
1538,63,,1.0,43.0,badlands_70.jpg,badlands,,,,ACXPNVY0QDNHR
1539,64,,1.0,44.0,highway_294.jpg,highway,,,,ACXPNVY0QDNHR
1540,65,,1.0,45.0,bridge_108.jpg,bridge,,,,ACXPNVY0QDNHR
1541,66,,1.0,46.0,highway_93.jpg,highway,,,,ACXPNVY0QDNHR
1542,67,,1.0,47.0,golf_course_309.jpg,golf,,,,ACXPNVY0QDNHR
1543,68,,1.0,48.0,playground_131.jpg,playground,,,,ACXPNVY0QDNHR
1544,69,right,1.0,49.0,right.jpg,,right,0.534,,ACXPNVY0QDNHR
1545,70,,1.0,50.0,mountain_156.jpg,mountain,,,,ACXPNVY0QDNHR
1546,71,,1.0,51.0,badlands_222.jpg,badlands,,,,ACXPNVY0QDNHR
1547,72,,1.0,52.0,bridge_172.jpg,bridge,,,,ACXPNVY0QDNHR
1548,73,,1.0,53.0,mountain_230.jpg,mountain,,,,ACXPNVY0QDNHR
1549,74,,1.0,54.0,golf_course_331.jpg,golf,,,,ACXPNVY0QDNHR
1550,75,,1.0,55.0,highway_394.jpg,highway,,,,ACXPNVY0QDNHR
1551,76,,1.0,56.0,mountain_154.jpg,mountain,,,,ACXPNVY0QDNHR
1552,77,,1.0,57.0,playground_117.jpg,playground,,,,ACXPNVY0QDNHR
1553,78,,1.0,58.0,badlands_221.jpg,badlands,,,,ACXPNVY0QDNHR
1554,79,,1.0,59.0,badlands_52.jpg,badlands,,,,ACXPNVY0QDNHR
1555,80,,1.0,60.0,playground_10.jpg,playground,,,,ACXPNVY0QDNHR
1556,81,,1.0,61.0,badlands_184.jpg,badlands,,,,ACXPNVY0QDNHR
1557,82,,1.0,62.0,bridge_202.jpg,bridge,,,,ACXPNVY0QDNHR
1558,83,,1.0,63.0,golf_course_78.jpg,golf,,,,ACXPNVY0QDNHR
1559,84,,1.0,64.0,golf_course_217.jpg,golf,,,,ACXPNVY0QDNHR
1560,20,,1.0,0.0,badlands_222.jpg,badlands,,,,AXO7SR3X4HY5H
1561,21,,1.0,1.0,bridge_65.jpg,bridge,,,,AXO7SR3X4HY5H
1562,22,,1.0,2.0,mountain_101.jpg,mountain,,,,AXO7SR3X4HY5H
1563,23,,1.0,3.0,badlands_221.jpg,badlands,,,,AXO7SR3X4HY5H
1564,24,,1.0,4.0,mountain_156.jpg,mountain,,,,AXO7SR3X4HY5H
1565,25,,1.0,5.0,golf_course_15.jpg,golf,,,,AXO7SR3X4HY5H
1566,26,,1.0,6.0,badlands_137.jpg,badlands,,,,AXO7SR3X4HY5H
1567,27,,1.0,7.0,highway_294.jpg,highway,,,,AXO7SR3X4HY5H
1568,28,,1.0,8.0,bridge_256.jpg,bridge,,,,AXO7SR3X4HY5H
1569,29,,1.0,9.0,playground_219.jpg,playground,,,,AXO7SR3X4HY5H
1570,30,,1.0,10.0,highway_359.jpg,highway,,,,AXO7SR3X4HY5H
1571,31,,1.0,11.0,mountain_293.jpg,mountain,,,,AXO7SR3X4HY5H
1572,32,,1.0,12.0,badlands_52.jpg,badlands,,,,AXO7SR3X4HY5H
1573,33,right,1.0,13.0,right.jpg,,right,0.936,,AXO7SR3X4HY5H
1574,34,,1.0,14.0,highway_415.jpg,highway,,,,AXO7SR3X4HY5H
1575,35,,1.0,15.0,mountain_110.jpg,mountain,,,,AXO7SR3X4HY5H
1576,36,,1.0,16.0,golf_course_87.jpg,golf,,,,AXO7SR3X4HY5H
1577,37,,1.0,17.0,playground_131.jpg,playground,,,,AXO7SR3X4HY5H
1578,38,,1.0,18.0,golf_course_78.jpg,golf,,,,AXO7SR3X4HY5H
1579,39,,1.0,19.0,bridge_108.jpg,bridge,,,,AXO7SR3X4HY5H
1580,40,left,1.0,20.0,left.jpg,,left,1.026,,AXO7SR3X4HY5H
1581,41,,1.0,21.0,highway_245.jpg,highway,,,,AXO7SR3X4HY5H
1582,42,,1.0,22.0,bridge_128.jpg,bridge,,,,AXO7SR3X4HY5H
1583,43,,1.0,23.0,bridge_191.jpg,bridge,,,,AXO7SR3X4HY5H
