key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,demo_test_key_resp.keys,demo_test_key_resp.rt,demo_loops.thisRepN,demo_loops.thisTrialN,demo_loops.thisN,demo_loops.thisIndex,demo_loops.ran,target,image1,image2,correct,background_0,background_1,background_2,background_3,background_4,background_5,target_index,workID,Age,Gender,Hours slept (last night),date,expName,psychopyVersion,OS,frameRate,key_resp_after_demo.keys,key_resp_after_demo.rt,test_key_resp.keys,test_key_resp.rt,exp_loops.thisRepN,exp_loops.thisTrialN,exp_loops.thisN,exp_loops.thisIndex,exp_loops.ran,selected_dist,distractor_level,category,key_resp_4.keys,key_resp_4.rt,slider_part2.response,slider_part2.rt,exp_loops_part2.thisRepN,exp_loops_part2.thisTrialN,exp_loops_part2.thisN,exp_loops_part2.thisIndex,exp_loops_part2.ran,key_resp_last_slide.keys,key_resp_last_slide.rt
,,,,,,,,,,,golf_course_309.jpg,golf_course_309.jpg,golf_course_16.jpg,left,playground_209.jpg,mountain_91.jpg,golf_course_309.jpg,badlands_176.jpg,badlands_176.jpg,badlands_176.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,2.4552,0,9,9,9,1,golf_course_16.jpg,0,golf,,,,,,,,,,,
,,,,,,,,,,,highway_93.jpg,highway_369.jpg,highway_93.jpg,right,highway_93.jpg,badlands_45.jpg,mountain_111.jpg,golf_course_302.jpg,golf_course_302.jpg,golf_course_302.jpg,0,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,2.2394,0,10,10,10,1,highway_369.jpg,1,highway,,,,,,,,,,,
,,,,,,,,,,,mountain_123.jpg,mountain_94.jpg,mountain_123.jpg,right,golf_course_290.jpg,badlands_2.jpg,mountain_123.jpg,playground_90.jpg,playground_90.jpg,playground_90.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,1.7293,0,11,11,11,1,mountain_94.jpg,0,mountain,,,,,,,,,,,
,,,,,,,,,,,bridge_202.jpg,bridge_202.jpg,bridge_38.jpg,left,bridge_202.jpg,highway_219.jpg,playground_66.jpg,mountain_280.jpg,mountain_280.jpg,mountain_280.jpg,0,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,1.405,0,12,12,12,1,bridge_38.jpg,1,bridge,,,,,,,,,,,
,,,,,,,,,,,golf_course_193.jpg,golf_course_193.jpg,golf_course_235.jpg,left,mountain_126.jpg,golf_course_193.jpg,badlands_130.jpg,highway_11.jpg,highway_11.jpg,highway_11.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,1.7619,0,13,13,13,1,golf_course_235.jpg,0,golf,,,,,,,,,,,
,,,,,,,,,,,bridge_256.jpg,bridge_54.jpg,bridge_256.jpg,right,bridge_256.jpg,mountain_199.jpg,badlands_216.jpg,playground_41.jpg,playground_41.jpg,playground_41.jpg,0,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,3.8212,0,14,14,14,1,bridge_54.jpg,0,bridge,,,,,,,,,,,
,,,,,,,,,,,playground_10.jpg,playground_10.jpg,playground_122.jpg,left,bridge_206.jpg,mountain_105.jpg,playground_10.jpg,badlands_143.jpg,badlands_143.jpg,badlands_143.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,1.715,0,15,15,15,1,playground_122.jpg,0,playground,,,,,,,,,,,
,,,,,,,,,,,badlands_24.jpg,badlands_24.jpg,badlands_53.jpg,left,mountain_301.jpg,badlands_24.jpg,playground_168.jpg,highway_319.jpg,highway_319.jpg,highway_319.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,1.1266,0,16,16,16,1,badlands_53.jpg,1,badlands,,,,,,,,,,,
,,,,,,,,,,,bridge_128.jpg,bridge_128.jpg,bridge_61.jpg,left,highway_117.jpg,golf_course_122.jpg,bridge_128.jpg,mountain_44.jpg,mountain_44.jpg,mountain_44.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,2.5302,0,17,17,17,1,bridge_61.jpg,0,bridge,,,,,,,,,,,
,,,,,,,,,,,highway_273.jpg,highway_384.jpg,highway_273.jpg,right,mountain_21.jpg,highway_273.jpg,bridge_80.jpg,golf_course_27.jpg,golf_course_27.jpg,golf_course_27.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,4.8569,0,18,18,18,1,highway_384.jpg,0,highway,,,,,,,,,,,
,,,,,,,,,,,highway_294.jpg,highway_294.jpg,highway_203.jpg,left,golf_course_206.jpg,bridge_218.jpg,highway_294.jpg,playground_103.jpg,playground_103.jpg,playground_103.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,2.6872,0,19,19,19,1,highway_203.jpg,0,highway,,,,,,,,,,,
,,,,,,,,,,,golf_course_15.jpg,golf_course_15.jpg,golf_course_113.jpg,left,playground_5.jpg,golf_course_15.jpg,badlands_35.jpg,highway_18.jpg,highway_18.jpg,highway_18.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,2.9302,0,20,20,20,1,golf_course_113.jpg,0,golf,,,,,,,,,,,
,,,,,,,,,,,badlands_70.jpg,badlands_119.jpg,badlands_70.jpg,right,playground_46.jpg,golf_course_42.jpg,badlands_70.jpg,bridge_10.jpg,bridge_10.jpg,bridge_10.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,2.3544,0,21,21,21,1,badlands_119.jpg,1,badlands,,,,,,,,,,,
,,,,,,,,,,,bridge_191.jpg,bridge_191.jpg,bridge_184.jpg,left,badlands_64.jpg,bridge_191.jpg,golf_course_166.jpg,mountain_233.jpg,mountain_233.jpg,mountain_233.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,28.7982,0,22,22,22,1,bridge_184.jpg,0,bridge,,,,,,,,,,,
,,,,,,,,,,,badlands_221.jpg,badlands_221.jpg,badlands_115.jpg,left,badlands_221.jpg,mountain_24.jpg,highway_12.jpg,bridge_182.jpg,bridge_182.jpg,bridge_182.jpg,0,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,1.2023,0,23,23,23,1,badlands_115.jpg,0,badlands,,,,,,,,,,,
,,,,,,,,,,,badlands_52.jpg,badlands_52.jpg,badlands_94.jpg,left,badlands_52.jpg,playground_235.jpg,golf_course_325.jpg,highway_13.jpg,highway_13.jpg,highway_13.jpg,0,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,6.8473,0,24,24,24,1,badlands_94.jpg,0,badlands,,,,,,,,,,,
,,,,,,,,,,,golf_course_78.jpg,golf_course_134.jpg,golf_course_78.jpg,right,badlands_153.jpg,golf_course_78.jpg,bridge_34.jpg,mountain_107.jpg,mountain_107.jpg,mountain_107.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,2.0642,0,25,25,25,1,golf_course_134.jpg,0,golf,,,,,,,,,,,
,,,,,,,,,,,mountain_156.jpg,mountain_128.jpg,mountain_156.jpg,right,highway_263.jpg,badlands_149.jpg,mountain_156.jpg,bridge_263.jpg,bridge_263.jpg,bridge_263.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,1.38,0,26,26,26,1,mountain_128.jpg,0,mountain,,,,,,,,,,,
,,,,,,,,,,,mountain_154.jpg,mountain_131.jpg,mountain_154.jpg,right,mountain_154.jpg,playground_80.jpg,badlands_226.jpg,golf_course_321.jpg,golf_course_321.jpg,golf_course_321.jpg,0,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,4.2383,0,27,27,27,1,mountain_131.jpg,0,mountain,,,,,,,,,,,
,,,,,,,,,,,badlands_137.jpg,badlands_139.jpg,badlands_137.jpg,right,bridge_123.jpg,badlands_137.jpg,mountain_12.jpg,golf_course_173.jpg,golf_course_173.jpg,golf_course_173.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,5.9601,0,28,28,28,1,badlands_139.jpg,1,badlands,,,,,,,,,,,
,,,,,,,,,,,highway_177.jpg,highway_177.jpg,highway_278.jpg,left,mountain_253.jpg,playground_200.jpg,highway_177.jpg,badlands_13.jpg,badlands_13.jpg,badlands_13.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,3.6081,0,29,29,29,1,highway_278.jpg,1,highway,,,,,,,,,,,
,,,,,,,,,,,bridge_250.jpg,bridge_205.jpg,bridge_250.jpg,right,playground_30.jpg,bridge_250.jpg,mountain_204.jpg,highway_196.jpg,highway_196.jpg,highway_196.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,4.8794,0,30,30,30,1,bridge_205.jpg,1,bridge,,,,,,,,,,,
,,,,,,,,,,,golf_course_214.jpg,golf_course_312.jpg,golf_course_214.jpg,right,golf_course_214.jpg,mountain_104.jpg,highway_333.jpg,playground_95.jpg,playground_95.jpg,playground_95.jpg,0,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,3.4942,0,31,31,31,1,golf_course_312.jpg,0,golf,,,,,,,,,,,
,,,,,,,,,,,badlands_222.jpg,badlands_62.jpg,badlands_222.jpg,right,badlands_222.jpg,highway_336.jpg,bridge_130.jpg,playground_181.jpg,playground_181.jpg,playground_181.jpg,0,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,1.4531,0,32,32,32,1,badlands_62.jpg,1,badlands,,,,,,,,,,,
,,,,,,,,,,,playground_117.jpg,playground_117.jpg,playground_127.jpg,left,highway_248.jpg,playground_117.jpg,bridge_19.jpg,badlands_75.jpg,badlands_75.jpg,badlands_75.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,9.4927,0,33,33,33,1,playground_127.jpg,1,playground,,,,,,,,,,,
,,,,,,,,,,,highway_359.jpg,highway_359.jpg,highway_389.jpg,left,bridge_238.jpg,mountain_292.jpg,highway_359.jpg,golf_course_58.jpg,golf_course_58.jpg,golf_course_58.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,1.8649,0,34,34,34,1,highway_389.jpg,0,highway,,,,,,,,,,,
,,,,,,,,,,,golf_course_331.jpg,golf_course_26.jpg,golf_course_331.jpg,right,highway_114.jpg,golf_course_331.jpg,bridge_21.jpg,mountain_228.jpg,mountain_228.jpg,mountain_228.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,2.5979,0,35,35,35,1,golf_course_26.jpg,1,golf,,,,,,,,,,,
,,,,,,,,,,,badlands_21.jpg,badlands_21.jpg,badlands_98.jpg,left,golf_course_102.jpg,highway_249.jpg,badlands_21.jpg,mountain_166.jpg,mountain_166.jpg,mountain_166.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,4.1932,0,36,36,36,1,badlands_98.jpg,1,badlands,,,,,,,,,,,
,,,,,,,,,,,mountain_57.jpg,mountain_193.jpg,mountain_57.jpg,right,bridge_179.jpg,highway_149.jpg,mountain_57.jpg,badlands_89.jpg,badlands_89.jpg,badlands_89.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,1.5209,0,37,37,37,1,mountain_193.jpg,0,mountain,,,,,,,,,,,
,,,,,,,,,,,badlands_184.jpg,badlands_184.jpg,badlands_103.jpg,left,playground_54.jpg,badlands_184.jpg,mountain_160.jpg,golf_course_156.jpg,golf_course_156.jpg,golf_course_156.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,3.1702,0,38,38,38,1,badlands_103.jpg,1,badlands,,,,,,,,,,,
,,,,,,,,,,,playground_240.jpg,playground_240.jpg,playground_40.jpg,left,golf_course_320.jpg,playground_240.jpg,bridge_2.jpg,badlands_108.jpg,badlands_108.jpg,badlands_108.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,2.8186,0,39,39,39,1,playground_40.jpg,1,playground,,,,,,,,,,,
,,,,,,,,,,,badlands_23.jpg,badlands_114.jpg,badlands_23.jpg,right,playground_249.jpg,badlands_23.jpg,golf_course_337.jpg,bridge_169.jpg,bridge_169.jpg,bridge_169.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,1.5367,0,40,40,40,1,badlands_114.jpg,0,badlands,,,,,,,,,,,
,,,,,,,,,,,highway_156.jpg,highway_293.jpg,highway_156.jpg,right,mountain_296.jpg,golf_course_223.jpg,highway_156.jpg,playground_173.jpg,playground_173.jpg,playground_173.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,1.703,0,41,41,41,1,highway_293.jpg,1,highway,,,,,,,,,,,
,,,,,,,,,,,bridge_91.jpg,bridge_91.jpg,bridge_82.jpg,left,bridge_91.jpg,golf_course_152.jpg,highway_398.jpg,playground_42.jpg,playground_42.jpg,playground_42.jpg,0,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,1.7273,0,42,42,42,1,bridge_82.jpg,1,bridge,,,,,,,,,,,
,,,,,,,,,,,mountain_101.jpg,mountain_221.jpg,mountain_101.jpg,right,bridge_257.jpg,playground_123.jpg,mountain_101.jpg,badlands_38.jpg,badlands_38.jpg,badlands_38.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,1.789,0,43,43,43,1,mountain_221.jpg,1,mountain,,,,,,,,,,,
,,,,,,,,,,,playground_76.jpg,playground_22.jpg,playground_76.jpg,right,mountain_212.jpg,golf_course_229.jpg,playground_76.jpg,badlands_186.jpg,badlands_186.jpg,badlands_186.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,2.4153,0,44,44,44,1,playground_22.jpg,0,playground,,,,,,,,,,,
,,,,,,,,,,,badlands_113.jpg,badlands_113.jpg,badlands_203.jpg,left,highway_357.jpg,badlands_113.jpg,golf_course_88.jpg,bridge_49.jpg,bridge_49.jpg,bridge_49.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,2.6452,0,45,45,45,1,badlands_203.jpg,1,badlands,,,,,,,,,,,
,,,,,,,,,,,bridge_65.jpg,bridge_181.jpg,bridge_65.jpg,right,playground_241.jpg,highway_75.jpg,bridge_65.jpg,golf_course_43.jpg,golf_course_43.jpg,golf_course_43.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,2.5879,0,46,46,46,1,bridge_181.jpg,0,bridge,,,,,,,,,,,
,,,,,,,,,,,bridge_172.jpg,bridge_172.jpg,bridge_163.jpg,left,playground_52.jpg,bridge_172.jpg,highway_342.jpg,golf_course_319.jpg,golf_course_319.jpg,golf_course_319.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,1.6545,0,47,47,47,1,bridge_163.jpg,1,bridge,,,,,,,,,,,
,,,,,,,,,,,mountain_232.jpg,mountain_54.jpg,mountain_232.jpg,right,mountain_232.jpg,bridge_239.jpg,playground_108.jpg,highway_325.jpg,highway_325.jpg,highway_325.jpg,0,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,1.7384,0,48,48,48,1,mountain_54.jpg,1,mountain,,,,,,,,,,,
,,,,,,,,,,,highway_209.jpg,highway_209.jpg,highway_122.jpg,left,golf_course_316.jpg,mountain_214.jpg,highway_209.jpg,badlands_31.jpg,badlands_31.jpg,badlands_31.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,5.4463,0,49,49,49,1,highway_122.jpg,1,highway,,,,,,,,,,,
,,,,,,,,,,,playground_144.jpg,playground_144.jpg,playground_137.jpg,left,golf_course_258.jpg,mountain_84.jpg,playground_144.jpg,badlands_30.jpg,badlands_30.jpg,badlands_30.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,21.2274,0,50,50,50,1,playground_137.jpg,0,playground,,,,,,,,,,,
,,,,,,,,,,,highway_394.jpg,highway_406.jpg,highway_394.jpg,right,highway_394.jpg,bridge_230.jpg,playground_3.jpg,badlands_142.jpg,badlands_142.jpg,badlands_142.jpg,0,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,6.5361,0,51,51,51,1,highway_406.jpg,1,highway,,,,,,,,,,,
,,,,,,,,,,,highway_415.jpg,highway_60.jpg,highway_415.jpg,right,mountain_202.jpg,highway_415.jpg,bridge_26.jpg,golf_course_1.jpg,golf_course_1.jpg,golf_course_1.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,2.7495,0,52,52,52,1,highway_60.jpg,0,highway,,,,,,,,,,,
,,,,,,,,,,,playground_257.jpg,playground_257.jpg,playground_215.jpg,left,playground_257.jpg,mountain_115.jpg,golf_course_21.jpg,badlands_104.jpg,badlands_104.jpg,badlands_104.jpg,0,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,2.3979,0,53,53,53,1,playground_215.jpg,1,playground,,,,,,,,,,,
,,,,,,,,,,,mountain_222.jpg,mountain_93.jpg,mountain_222.jpg,right,mountain_222.jpg,golf_course_83.jpg,playground_193.jpg,highway_331.jpg,highway_331.jpg,highway_331.jpg,0,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,6.2922,0,54,54,54,1,mountain_93.jpg,1,mountain,,,,,,,,,,,
,,,,,,,,,,,playground_145.jpg,playground_145.jpg,playground_242.jpg,left,playground_145.jpg,mountain_71.jpg,badlands_220.jpg,golf_course_185.jpg,golf_course_185.jpg,golf_course_185.jpg,0,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,5.7534,0,55,55,55,1,playground_242.jpg,1,playground,,,,,,,,,,,
,,,,,,,,,,,golf_course_87.jpg,golf_course_161.jpg,golf_course_87.jpg,right,playground_191.jpg,highway_175.jpg,golf_course_87.jpg,bridge_204.jpg,bridge_204.jpg,bridge_204.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,7.3839,0,56,56,56,1,golf_course_161.jpg,1,golf,,,,,,,,,,,
,,,,,,,,,,,golf_course_217.jpg,golf_course_217.jpg,golf_course_35.jpg,left,golf_course_217.jpg,badlands_218.jpg,playground_13.jpg,bridge_47.jpg,bridge_47.jpg,bridge_47.jpg,0,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,1.8194,0,57,57,57,1,golf_course_35.jpg,0,golf,,,,,,,,,,,
,,,,,,,,,,,bridge_146.jpg,bridge_146.jpg,bridge_121.jpg,left,badlands_152.jpg,bridge_146.jpg,golf_course_260.jpg,mountain_161.jpg,mountain_161.jpg,mountain_161.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,right,1.4823,0,58,58,58,1,bridge_121.jpg,1,bridge,,,,,,,,,,,
,,,,,,,,,,,golf_course_188.jpg,golf_course_160.jpg,golf_course_188.jpg,right,highway_244.jpg,golf_course_188.jpg,mountain_4.jpg,playground_124.jpg,playground_124.jpg,playground_124.jpg,1,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,left,12.433,0,59,59,59,1,golf_course_160.jpg,1,golf,,,,,,,,,,,
,,,,,,,,,,,mountain_293.jpg,mountain_293.jpg,mountain_47.jpg,left,golf_course_46.jpg,bridge_162.jpg,mountain_293.jpg,highway_166.jpg,highway_166.jpg,highway_166.jpg,2,AWBTTY67HT1SX,25,male,8:00,2023-07-18_15h27.45.111,working,2022.2.4,Win32,4.601551643,,,,,,,,,,mountain_47.jpg,1,mountain,space,15.002,5.9921875,5.2011,0,0,0,0,1,,
