target,selected_dist,distractor_level,image1,image2,correct,category,background_0,background_1,background_2,background_3,background_4,target_index,background_5
highway_93.jpg,highway_85.jpg,0,highway_93.jpg,highway_85.jpg,left,highway,mountain_251.jpg,badlands_30.jpg,highway_93.jpg,bridge_2.jpg,playground_11.jpg,2,playground_11.jpg
badlands_24.jpg,badlands_53.jpg,1,badlands_24.jpg,badlands_53.jpg,left,badlands,badlands_24.jpg,bridge_252.jpg,golf_course_297.jpg,highway_241.jpg,mountain_90.jpg,0,mountain_90.jpg
highway_245.jpg,highway_206.jpg,1,highway_245.jpg,highway_206.jpg,left,highway,highway_245.jpg,bridge_68.jpg,badlands_40.jpg,playground_100.jpg,mountain_96.jpg,0,mountain_96.jpg
playground_240.jpg,playground_40.jpg,1,playground_40.jpg,playground_240.jpg,right,playground,playground_240.jpg,golf_course_226.jpg,mountain_275.jpg,highway_388.jpg,badlands_88.jpg,0,badlands_88.jpg
bridge_146.jpg,bridge_121.jpg,1,bridge_146.jpg,bridge_121.jpg,left,bridge,highway_326.jpg,golf_course_205.jpg,playground_181.jpg,bridge_146.jpg,mountain_163.jpg,3,mountain_163.jpg
badlands_21.jpg,badlands_98.jpg,1,badlands_21.jpg,badlands_98.jpg,left,badlands,mountain_257.jpg,badlands_21.jpg,playground_168.jpg,highway_263.jpg,bridge_180.jpg,1,bridge_180.jpg
golf_course_78.jpg,golf_course_101.jpg,1,golf_course_78.jpg,golf_course_101.jpg,left,golf,playground_169.jpg,golf_course_78.jpg,badlands_211.jpg,mountain_306.jpg,bridge_103.jpg,1,bridge_103.jpg
bridge_65.jpg,bridge_60.jpg,1,bridge_65.jpg,bridge_60.jpg,left,bridge,bridge_65.jpg,mountain_181.jpg,playground_96.jpg,highway_100.jpg,golf_course_146.jpg,0,golf_course_146.jpg
bridge_128.jpg,bridge_244.jpg,1,bridge_128.jpg,bridge_244.jpg,left,bridge,badlands_209.jpg,bridge_128.jpg,mountain_197.jpg,highway_158.jpg,golf_course_170.jpg,1,golf_course_170.jpg
highway_273.jpg,highway_384.jpg,0,highway_273.jpg,highway_384.jpg,left,highway,golf_course_267.jpg,playground_1.jpg,highway_273.jpg,badlands_45.jpg,mountain_210.jpg,2,mountain_210.jpg
bridge_250.jpg,bridge_205.jpg,1,bridge_205.jpg,bridge_250.jpg,right,bridge,bridge_250.jpg,mountain_245.jpg,highway_14.jpg,badlands_65.jpg,golf_course_336.jpg,0,golf_course_336.jpg
