target,selected_dist,distractor_level,image1,image2,correct,category,background_0,background_1,background_2,background_3,background_4,target_index,background_5
mountain_101.jpg,mountain_221.jpg,1,mountain_101.jpg,mountain_221.jpg,left,mountain,highway_256.jpg,mountain_101.jpg,badlands_40.jpg,playground_121.jpg,golf_course_165.jpg,1,golf_course_165.jpg
highway_209.jpg,highway_122.jpg,1,highway_122.jpg,highway_209.jpg,right,highway,playground_111.jpg,badlands_58.jpg,mountain_204.jpg,highway_209.jpg,bridge_2.jpg,3,bridge_2.jpg
highway_294.jpg,highway_368.jpg,1,highway_294.jpg,highway_368.jpg,left,highway,badlands_168.jpg,bridge_12.jpg,highway_294.jpg,golf_course_297.jpg,mountain_159.jpg,2,mountain_159.jpg
bridge_202.jpg,bridge_38.jpg,1,bridge_202.jpg,bridge_38.jpg,left,bridge,highway_342.jpg,bridge_202.jpg,badlands_30.jpg,golf_course_152.jpg,mountain_84.jpg,1,mountain_84.jpg
golf_course_15.jpg,golf_course_97.jpg,1,golf_course_97.jpg,golf_course_15.jpg,right,golf,golf_course_15.jpg,bridge_139.jpg,highway_259.jpg,mountain_196.jpg,badlands_229.jpg,0,badlands_229.jpg
bridge_191.jpg,bridge_184.jpg,0,bridge_184.jpg,bridge_191.jpg,right,bridge,highway_2.jpg,bridge_191.jpg,playground_105.jpg,mountain_65.jpg,golf_course_294.jpg,1,golf_course_294.jpg
golf_course_87.jpg,golf_course_130.jpg,0,golf_course_130.jpg,golf_course_87.jpg,right,golf,mountain_158.jpg,golf_course_87.jpg,highway_99.jpg,badlands_56.jpg,bridge_104.jpg,1,bridge_104.jpg
playground_145.jpg,playground_229.jpg,0,playground_145.jpg,playground_229.jpg,left,playground,highway_103.jpg,playground_145.jpg,bridge_1.jpg,badlands_183.jpg,mountain_11.jpg,1,mountain_11.jpg
badlands_222.jpg,badlands_34.jpg,0,badlands_34.jpg,badlands_222.jpg,right,badlands,highway_382.jpg,golf_course_11.jpg,badlands_222.jpg,mountain_289.jpg,playground_165.jpg,2,playground_165.jpg
mountain_110.jpg,mountain_223.jpg,1,mountain_223.jpg,mountain_110.jpg,right,mountain,golf_course_207.jpg,mountain_110.jpg,highway_12.jpg,playground_160.jpg,bridge_6.jpg,1,bridge_6.jpg
badlands_137.jpg,badlands_194.jpg,0,badlands_137.jpg,badlands_194.jpg,left,badlands,badlands_137.jpg,mountain_214.jpg,bridge_4.jpg,playground_61.jpg,golf_course_92.jpg,0,golf_course_92.jpg
bridge_91.jpg,bridge_82.jpg,1,bridge_91.jpg,bridge_82.jpg,left,bridge,bridge_91.jpg,playground_126.jpg,mountain_23.jpg,badlands_71.jpg,golf_course_1.jpg,0,golf_course_1.jpg
bridge_108.jpg,bridge_148.jpg,1,bridge_148.jpg,bridge_108.jpg,right,bridge,golf_course_29.jpg,highway_326.jpg,bridge_108.jpg,playground_78.jpg,mountain_103.jpg,2,mountain_103.jpg
golf_course_188.jpg,golf_course_160.jpg,1,golf_course_188.jpg,golf_course_160.jpg,left,golf,mountain_37.jpg,playground_225.jpg,golf_course_188.jpg,bridge_21.jpg,highway_112.jpg,2,highway_112.jpg
playground_219.jpg,playground_21.jpg,0,playground_21.jpg,playground_219.jpg,right,playground,playground_219.jpg,bridge_170.jpg,mountain_294.jpg,badlands_205.jpg,highway_229.jpg,0,highway_229.jpg
highway_156.jpg,highway_293.jpg,1,highway_293.jpg,highway_156.jpg,right,highway,bridge_165.jpg,badlands_147.jpg,golf_course_244.jpg,highway_156.jpg,playground_243.jpg,3,playground_243.jpg
highway_273.jpg,highway_384.jpg,0,highway_384.jpg,highway_273.jpg,right,highway,badlands_166.jpg,bridge_103.jpg,highway_273.jpg,golf_course_54.jpg,playground_190.jpg,2,playground_190.jpg
badlands_21.jpg,badlands_98.jpg,1,badlands_21.jpg,badlands_98.jpg,left,badlands,bridge_15.jpg,playground_153.jpg,badlands_21.jpg,golf_course_205.jpg,highway_88.jpg,2,highway_88.jpg
