target,selected_dist,distractor_level,image1,image2,correct,category,background_0,background_1,background_2,background_3,background_4,target_index,background_5
bridge_146.jpg,bridge_121.jpg,1,bridge_146.jpg,bridge_121.jpg,left,bridge,badlands_64.jpg,bridge_146.jpg,playground_61.jpg,highway_200.jpg,golf_course_54.jpg,1,golf_course_54.jpg
golf_course_331.jpg,golf_course_114.jpg,0,golf_course_331.jpg,golf_course_114.jpg,left,golf,bridge_78.jpg,playground_159.jpg,golf_course_331.jpg,badlands_4.jpg,highway_100.jpg,2,highway_100.jpg
golf_course_309.jpg,golf_course_16.jpg,0,golf_course_16.jpg,golf_course_309.jpg,right,golf,bridge_87.jpg,playground_150.jpg,golf_course_309.jpg,badlands_104.jpg,highway_114.jpg,2,highway_114.jpg
bridge_256.jpg,bridge_211.jpg,1,bridge_211.jpg,bridge_256.jpg,right,bridge,badlands_197.jpg,highway_243.jpg,golf_course_21.jpg,bridge_256.jpg,playground_1.jpg,3,playground_1.jpg
bridge_108.jpg,bridge_116.jpg,0,bridge_116.jpg,bridge_108.jpg,right,bridge,highway_88.jpg,mountain_159.jpg,bridge_108.jpg,badlands_50.jpg,golf_course_165.jpg,2,golf_course_165.jpg
badlands_221.jpg,badlands_115.jpg,0,badlands_221.jpg,badlands_115.jpg,left,badlands,badlands_221.jpg,playground_11.jpg,highway_86.jpg,bridge_239.jpg,golf_course_146.jpg,0,golf_course_146.jpg
badlands_52.jpg,badlands_63.jpg,1,badlands_52.jpg,badlands_63.jpg,left,badlands,playground_0.jpg,highway_158.jpg,badlands_52.jpg,mountain_280.jpg,bridge_89.jpg,2,bridge_89.jpg
badlands_24.jpg,badlands_53.jpg,1,badlands_24.jpg,badlands_53.jpg,left,badlands,playground_155.jpg,badlands_24.jpg,bridge_103.jpg,golf_course_196.jpg,highway_58.jpg,1,highway_58.jpg
highway_209.jpg,highway_314.jpg,0,highway_314.jpg,highway_209.jpg,right,highway,playground_252.jpg,mountain_10.jpg,highway_209.jpg,badlands_205.jpg,golf_course_226.jpg,2,golf_course_226.jpg
golf_course_78.jpg,golf_course_134.jpg,0,golf_course_78.jpg,golf_course_134.jpg,left,golf,mountain_197.jpg,golf_course_78.jpg,bridge_2.jpg,badlands_147.jpg,playground_153.jpg,1,playground_153.jpg
badlands_184.jpg,badlands_228.jpg,0,badlands_228.jpg,badlands_184.jpg,right,badlands,badlands_184.jpg,golf_course_135.jpg,playground_181.jpg,mountain_249.jpg,bridge_21.jpg,0,bridge_21.jpg
playground_219.jpg,playground_205.jpg,1,playground_205.jpg,playground_219.jpg,right,playground,playground_219.jpg,golf_course_37.jpg,bridge_120.jpg,highway_17.jpg,mountain_102.jpg,0,mountain_102.jpg
bridge_65.jpg,bridge_181.jpg,0,bridge_65.jpg,bridge_181.jpg,left,bridge,badlands_71.jpg,bridge_65.jpg,playground_199.jpg,highway_326.jpg,mountain_135.jpg,1,mountain_135.jpg
bridge_250.jpg,bridge_205.jpg,1,bridge_250.jpg,bridge_205.jpg,left,bridge,badlands_44.jpg,bridge_250.jpg,mountain_143.jpg,golf_course_210.jpg,playground_4.jpg,1,playground_4.jpg
playground_117.jpg,playground_127.jpg,1,playground_127.jpg,playground_117.jpg,right,playground,bridge_175.jpg,playground_117.jpg,highway_99.jpg,golf_course_292.jpg,badlands_140.jpg,1,badlands_140.jpg
highway_294.jpg,highway_203.jpg,0,highway_294.jpg,highway_203.jpg,left,highway,mountain_11.jpg,bridge_76.jpg,badlands_227.jpg,highway_294.jpg,golf_course_274.jpg,3,golf_course_274.jpg
mountain_232.jpg,mountain_54.jpg,1,mountain_232.jpg,mountain_54.jpg,left,mountain,mountain_232.jpg,golf_course_125.jpg,badlands_179.jpg,playground_169.jpg,bridge_203.jpg,0,bridge_203.jpg
playground_240.jpg,playground_40.jpg,1,playground_40.jpg,playground_240.jpg,right,playground,playground_240.jpg,bridge_136.jpg,mountain_255.jpg,badlands_56.jpg,highway_340.jpg,0,highway_340.jpg
mountain_123.jpg,mountain_94.jpg,0,mountain_123.jpg,mountain_94.jpg,left,mountain,mountain_123.jpg,bridge_125.jpg,playground_152.jpg,highway_22.jpg,badlands_229.jpg,0,badlands_229.jpg
golf_course_188.jpg,golf_course_157.jpg,0,golf_course_157.jpg,golf_course_188.jpg,right,golf,mountain_23.jpg,bridge_90.jpg,golf_course_188.jpg,highway_14.jpg,playground_16.jpg,2,playground_16.jpg
mountain_293.jpg,mountain_47.jpg,1,mountain_47.jpg,mountain_293.jpg,right,mountain,playground_114.jpg,highway_302.jpg,mountain_293.jpg,badlands_32.jpg,bridge_180.jpg,2,bridge_180.jpg
highway_93.jpg,highway_369.jpg,1,highway_93.jpg,highway_369.jpg,left,highway,bridge_138.jpg,playground_121.jpg,highway_93.jpg,mountain_163.jpg,golf_course_122.jpg,2,golf_course_122.jpg
bridge_202.jpg,bridge_38.jpg,1,bridge_38.jpg,bridge_202.jpg,right,bridge,golf_course_267.jpg,bridge_202.jpg,badlands_155.jpg,highway_286.jpg,mountain_296.jpg,1,mountain_296.jpg
bridge_191.jpg,bridge_75.jpg,1,bridge_75.jpg,bridge_191.jpg,right,bridge,bridge_191.jpg,playground_39.jpg,badlands_195.jpg,mountain_302.jpg,golf_course_205.jpg,0,golf_course_205.jpg
golf_course_217.jpg,golf_course_262.jpg,1,golf_course_262.jpg,golf_course_217.jpg,right,golf,mountain_96.jpg,playground_8.jpg,golf_course_217.jpg,bridge_114.jpg,highway_259.jpg,2,highway_259.jpg
playground_60.jpg,playground_268.jpg,0,playground_60.jpg,playground_268.jpg,left,playground,highway_195.jpg,golf_course_126.jpg,mountain_226.jpg,playground_60.jpg,bridge_198.jpg,3,bridge_198.jpg
badlands_113.jpg,badlands_203.jpg,1,badlands_203.jpg,badlands_113.jpg,right,badlands,playground_198.jpg,badlands_113.jpg,mountain_204.jpg,highway_229.jpg,golf_course_170.jpg,1,golf_course_170.jpg
highway_177.jpg,highway_87.jpg,0,highway_177.jpg,highway_87.jpg,left,highway,mountain_112.jpg,bridge_176.jpg,badlands_173.jpg,highway_177.jpg,playground_18.jpg,3,playground_18.jpg
playground_257.jpg,playground_215.jpg,1,playground_215.jpg,playground_257.jpg,right,playground,bridge_249.jpg,playground_257.jpg,golf_course_297.jpg,mountain_265.jpg,badlands_223.jpg,1,badlands_223.jpg
mountain_230.jpg,mountain_97.jpg,1,mountain_97.jpg,mountain_230.jpg,right,mountain,highway_57.jpg,bridge_189.jpg,mountain_230.jpg,playground_160.jpg,golf_course_29.jpg,2,golf_course_29.jpg
playground_10.jpg,playground_122.jpg,0,playground_10.jpg,playground_122.jpg,left,playground,golf_course_73.jpg,highway_69.jpg,bridge_161.jpg,playground_10.jpg,mountain_37.jpg,3,mountain_37.jpg
