target,selected_dist,distractor_level,image1,image2,correct,category,background_0,background_1,background_2,background_3,background_4,target_index,background_5
bridge_128.jpg,bridge_244.jpg,1,bridge_244.jpg,bridge_128.jpg,right,bridge,playground_168.jpg,mountain_257.jpg,bridge_128.jpg,highway_286.jpg,golf_course_126.jpg,2,golf_course_126.jpg
highway_177.jpg,highway_278.jpg,1,highway_278.jpg,highway_177.jpg,right,highway,badlands_168.jpg,bridge_23.jpg,highway_177.jpg,golf_course_213.jpg,playground_150.jpg,2,playground_150.jpg
playground_145.jpg,playground_229.jpg,0,playground_145.jpg,playground_229.jpg,left,playground,badlands_209.jpg,bridge_15.jpg,highway_57.jpg,playground_145.jpg,golf_course_21.jpg,3,golf_course_21.jpg
mountain_156.jpg,mountain_128.jpg,0,mountain_156.jpg,mountain_128.jpg,left,mountain,playground_18.jpg,bridge_183.jpg,golf_course_336.jpg,mountain_156.jpg,highway_117.jpg,3,highway_117.jpg
golf_course_214.jpg,golf_course_317.jpg,1,golf_course_214.jpg,golf_course_317.jpg,left,golf,bridge_21.jpg,golf_course_214.jpg,playground_134.jpg,mountain_251.jpg,highway_88.jpg,1,highway_88.jpg
badlands_24.jpg,badlands_53.jpg,1,badlands_24.jpg,badlands_53.jpg,left,badlands,bridge_150.jpg,badlands_24.jpg,mountain_38.jpg,highway_259.jpg,golf_course_333.jpg,1,golf_course_333.jpg
playground_131.jpg,playground_43.jpg,0,playground_43.jpg,playground_131.jpg,right,playground,bridge_125.jpg,playground_131.jpg,badlands_85.jpg,highway_243.jpg,golf_course_279.jpg,1,golf_course_279.jpg
badlands_70.jpg,badlands_102.jpg,0,badlands_70.jpg,badlands_102.jpg,left,badlands,golf_course_337.jpg,highway_86.jpg,mountain_196.jpg,badlands_70.jpg,bridge_203.jpg,3,bridge_203.jpg
golf_course_309.jpg,golf_course_16.jpg,0,golf_course_309.jpg,golf_course_16.jpg,left,golf,badlands_32.jpg,mountain_280.jpg,golf_course_309.jpg,playground_152.jpg,bridge_180.jpg,2,bridge_180.jpg
highway_415.jpg,highway_60.jpg,0,highway_415.jpg,highway_60.jpg,left,highway,highway_415.jpg,playground_259.jpg,golf_course_125.jpg,badlands_197.jpg,mountain_103.jpg,0,mountain_103.jpg
bridge_202.jpg,bridge_38.jpg,1,bridge_202.jpg,bridge_38.jpg,left,bridge,bridge_202.jpg,mountain_302.jpg,golf_course_146.jpg,playground_126.jpg,badlands_56.jpg,0,badlands_56.jpg
