target,selected_dist,distractor_level,image1,image2,correct,category,background_0,background_1,background_2,background_3,background_4,target_index,background_5
badlands_24.jpg,badlands_3.jpg,0,badlands_3.jpg,badlands_24.jpg,right,badlands,highway_220.jpg,badlands_24.jpg,mountain_70.jpg,playground_41.jpg,bridge_2.jpg,1,bridge_2.jpg
mountain_123.jpg,mountain_94.jpg,0,mountain_123.jpg,mountain_94.jpg,left,mountain,highway_57.jpg,playground_252.jpg,mountain_123.jpg,golf_course_135.jpg,bridge_114.jpg,2,bridge_114.jpg
badlands_52.jpg,badlands_94.jpg,0,badlands_94.jpg,badlands_52.jpg,right,badlands,golf_course_213.jpg,bridge_150.jpg,mountain_139.jpg,badlands_52.jpg,highway_388.jpg,3,highway_388.jpg
badlands_184.jpg,badlands_103.jpg,1,badlands_184.jpg,badlands_103.jpg,left,badlands,mountain_204.jpg,playground_0.jpg,badlands_184.jpg,bridge_235.jpg,golf_course_11.jpg,2,golf_course_11.jpg
bridge_91.jpg,bridge_253.jpg,0,bridge_91.jpg,bridge_253.jpg,left,bridge,bridge_91.jpg,badlands_32.jpg,mountain_225.jpg,highway_103.jpg,golf_course_207.jpg,0,golf_course_207.jpg
playground_257.jpg,playground_215.jpg,1,playground_215.jpg,playground_257.jpg,right,playground,mountain_195.jpg,playground_257.jpg,highway_210.jpg,bridge_189.jpg,badlands_104.jpg,1,badlands_104.jpg
highway_294.jpg,highway_368.jpg,1,highway_368.jpg,highway_294.jpg,right,highway,highway_294.jpg,mountain_102.jpg,bridge_183.jpg,golf_course_294.jpg,playground_243.jpg,0,playground_243.jpg
golf_course_331.jpg,golf_course_26.jpg,1,golf_course_26.jpg,golf_course_331.jpg,right,golf,golf_course_331.jpg,bridge_89.jpg,badlands_84.jpg,highway_99.jpg,playground_61.jpg,0,playground_61.jpg
bridge_65.jpg,bridge_181.jpg,0,bridge_181.jpg,bridge_65.jpg,right,bridge,playground_207.jpg,mountain_302.jpg,bridge_65.jpg,highway_71.jpg,golf_course_233.jpg,2,golf_course_233.jpg
golf_course_188.jpg,golf_course_157.jpg,0,golf_course_188.jpg,golf_course_157.jpg,left,golf,mountain_298.jpg,golf_course_188.jpg,badlands_209.jpg,bridge_104.jpg,playground_155.jpg,1,playground_155.jpg
badlands_137.jpg,badlands_194.jpg,0,badlands_194.jpg,badlands_137.jpg,right,badlands,badlands_137.jpg,highway_286.jpg,mountain_103.jpg,bridge_23.jpg,golf_course_322.jpg,0,golf_course_322.jpg
playground_10.jpg,playground_12.jpg,1,playground_10.jpg,playground_12.jpg,left,playground,mountain_226.jpg,bridge_15.jpg,highway_117.jpg,playground_10.jpg,golf_course_221.jpg,3,golf_course_221.jpg
highway_156.jpg,highway_160.jpg,0,highway_160.jpg,highway_156.jpg,right,highway,golf_course_148.jpg,badlands_168.jpg,mountain_275.jpg,highway_156.jpg,bridge_156.jpg,3,bridge_156.jpg
mountain_101.jpg,mountain_221.jpg,1,mountain_101.jpg,mountain_221.jpg,left,mountain,highway_303.jpg,mountain_101.jpg,playground_121.jpg,bridge_119.jpg,badlands_109.jpg,1,badlands_109.jpg
badlands_23.jpg,badlands_101.jpg,1,badlands_101.jpg,badlands_23.jpg,right,badlands,highway_200.jpg,mountain_135.jpg,badlands_23.jpg,golf_course_93.jpg,playground_153.jpg,2,playground_153.jpg
playground_219.jpg,playground_21.jpg,0,playground_21.jpg,playground_219.jpg,right,playground,mountain_96.jpg,badlands_205.jpg,highway_326.jpg,playground_219.jpg,golf_course_73.jpg,3,golf_course_73.jpg
