target,selected_dist,distractor_level,image1,image2,correct,category,background_0,background_1,background_2,background_3,background_4,target_index,background_5
playground_257.jpg,playground_215.jpg,1,playground_215.jpg,playground_257.jpg,right,playground,mountain_294.jpg,highway_195.jpg,playground_257.jpg,golf_course_240.jpg,badlands_4.jpg,2,badlands_4.jpg
playground_10.jpg,playground_12.jpg,1,playground_10.jpg,playground_12.jpg,left,playground,golf_course_322.jpg,playground_10.jpg,mountain_245.jpg,badlands_32.jpg,bridge_120.jpg,1,bridge_120.jpg
badlands_137.jpg,badlands_139.jpg,1,badlands_139.jpg,badlands_137.jpg,right,badlands,badlands_137.jpg,playground_39.jpg,highway_302.jpg,bridge_166.jpg,mountain_159.jpg,0,mountain_159.jpg
playground_144.jpg,playground_65.jpg,1,playground_144.jpg,playground_65.jpg,left,playground,golf_course_122.jpg,bridge_239.jpg,badlands_206.jpg,playground_144.jpg,mountain_163.jpg,3,mountain_163.jpg
bridge_250.jpg,bridge_205.jpg,1,bridge_250.jpg,bridge_205.jpg,left,bridge,highway_69.jpg,bridge_250.jpg,badlands_65.jpg,playground_255.jpg,mountain_306.jpg,1,mountain_306.jpg
badlands_21.jpg,badlands_1.jpg,0,badlands_1.jpg,badlands_21.jpg,right,badlands,playground_88.jpg,bridge_68.jpg,badlands_21.jpg,golf_course_165.jpg,highway_200.jpg,2,highway_200.jpg
mountain_293.jpg,mountain_72.jpg,0,mountain_72.jpg,mountain_293.jpg,right,mountain,mountain_293.jpg,bridge_1.jpg,badlands_58.jpg,highway_241.jpg,golf_course_337.jpg,0,golf_course_337.jpg
golf_course_188.jpg,golf_course_160.jpg,1,golf_course_160.jpg,golf_course_188.jpg,right,golf,golf_course_188.jpg,badlands_179.jpg,mountain_225.jpg,bridge_23.jpg,highway_247.jpg,0,highway_247.jpg
bridge_65.jpg,bridge_181.jpg,0,bridge_181.jpg,bridge_65.jpg,right,bridge,golf_course_297.jpg,highway_263.jpg,playground_160.jpg,bridge_65.jpg,badlands_152.jpg,3,badlands_152.jpg
mountain_123.jpg,mountain_94.jpg,0,mountain_94.jpg,mountain_123.jpg,right,mountain,badlands_229.jpg,mountain_123.jpg,playground_111.jpg,highway_340.jpg,golf_course_55.jpg,1,golf_course_55.jpg
bridge_128.jpg,bridge_61.jpg,0,bridge_61.jpg,bridge_128.jpg,right,bridge,highway_100.jpg,bridge_128.jpg,badlands_64.jpg,golf_course_324.jpg,playground_8.jpg,1,playground_8.jpg
bridge_108.jpg,bridge_116.jpg,0,bridge_108.jpg,bridge_116.jpg,left,bridge,badlands_166.jpg,mountain_102.jpg,bridge_108.jpg,highway_141.jpg,golf_course_54.jpg,2,golf_course_54.jpg
playground_117.jpg,playground_167.jpg,0,playground_117.jpg,playground_167.jpg,left,playground,playground_117.jpg,badlands_227.jpg,mountain_280.jpg,golf_course_196.jpg,highway_17.jpg,0,highway_17.jpg
mountain_101.jpg,mountain_221.jpg,1,mountain_101.jpg,mountain_221.jpg,left,mountain,mountain_101.jpg,badlands_165.jpg,highway_220.jpg,golf_course_221.jpg,playground_150.jpg,0,playground_150.jpg
badlands_113.jpg,badlands_203.jpg,1,badlands_113.jpg,badlands_203.jpg,left,badlands,golf_course_292.jpg,highway_88.jpg,badlands_113.jpg,bridge_190.jpg,mountain_204.jpg,2,mountain_204.jpg
golf_course_331.jpg,golf_course_114.jpg,0,golf_course_331.jpg,golf_course_114.jpg,left,golf,highway_323.jpg,badlands_86.jpg,golf_course_331.jpg,playground_225.jpg,bridge_198.jpg,2,bridge_198.jpg
badlands_184.jpg,badlands_228.jpg,0,badlands_228.jpg,badlands_184.jpg,right,badlands,bridge_78.jpg,highway_397.jpg,playground_190.jpg,badlands_184.jpg,golf_course_152.jpg,3,golf_course_152.jpg
golf_course_15.jpg,golf_course_113.jpg,0,golf_course_15.jpg,golf_course_113.jpg,left,golf,bridge_114.jpg,highway_348.jpg,badlands_71.jpg,golf_course_15.jpg,mountain_214.jpg,3,mountain_214.jpg
highway_359.jpg,highway_389.jpg,0,highway_389.jpg,highway_359.jpg,right,highway,badlands_205.jpg,highway_359.jpg,mountain_289.jpg,playground_207.jpg,golf_course_126.jpg,1,golf_course_126.jpg
golf_course_195.jpg,golf_course_25.jpg,0,golf_course_195.jpg,golf_course_25.jpg,left,golf,playground_252.jpg,golf_course_195.jpg,badlands_185.jpg,highway_117.jpg,bridge_6.jpg,1,bridge_6.jpg
playground_145.jpg,playground_229.jpg,0,playground_229.jpg,playground_145.jpg,right,playground,golf_course_11.jpg,bridge_176.jpg,mountain_37.jpg,playground_145.jpg,highway_243.jpg,3,highway_243.jpg
badlands_52.jpg,badlands_63.jpg,1,badlands_52.jpg,badlands_63.jpg,left,badlands,badlands_52.jpg,playground_259.jpg,mountain_96.jpg,highway_86.jpg,golf_course_207.jpg,0,golf_course_207.jpg
mountain_154.jpg,mountain_131.jpg,0,mountain_131.jpg,mountain_154.jpg,right,mountain,playground_114.jpg,badlands_226.jpg,mountain_154.jpg,bridge_137.jpg,highway_146.jpg,2,highway_146.jpg
golf_course_193.jpg,golf_course_235.jpg,0,golf_course_235.jpg,golf_course_193.jpg,right,golf,mountain_196.jpg,playground_134.jpg,highway_38.jpg,golf_course_193.jpg,badlands_45.jpg,3,badlands_45.jpg
golf_course_87.jpg,golf_course_130.jpg,0,golf_course_130.jpg,golf_course_87.jpg,right,golf,badlands_104.jpg,highway_229.jpg,mountain_181.jpg,golf_course_87.jpg,playground_155.jpg,3,playground_155.jpg
playground_219.jpg,playground_21.jpg,0,playground_21.jpg,playground_219.jpg,right,playground,bridge_90.jpg,highway_259.jpg,mountain_11.jpg,playground_219.jpg,badlands_133.jpg,3,badlands_133.jpg
playground_240.jpg,playground_2.jpg,0,playground_2.jpg,playground_240.jpg,right,playground,badlands_84.jpg,golf_course_29.jpg,playground_240.jpg,bridge_150.jpg,mountain_139.jpg,2,mountain_139.jpg
playground_76.jpg,playground_72.jpg,1,playground_72.jpg,playground_76.jpg,right,playground,badlands_168.jpg,bridge_55.jpg,mountain_90.jpg,playground_76.jpg,golf_course_244.jpg,3,golf_course_244.jpg
golf_course_78.jpg,golf_course_101.jpg,1,golf_course_101.jpg,golf_course_78.jpg,right,golf,badlands_209.jpg,playground_4.jpg,golf_course_78.jpg,bridge_180.jpg,mountain_195.jpg,2,mountain_195.jpg
playground_131.jpg,playground_164.jpg,1,playground_131.jpg,playground_164.jpg,left,playground,bridge_245.jpg,highway_342.jpg,golf_course_98.jpg,playground_131.jpg,badlands_109.jpg,3,badlands_109.jpg
highway_394.jpg,highway_406.jpg,1,highway_394.jpg,highway_406.jpg,left,highway,badlands_211.jpg,playground_105.jpg,highway_394.jpg,bridge_21.jpg,golf_course_213.jpg,2,golf_course_213.jpg
golf_course_309.jpg,golf_course_209.jpg,1,golf_course_309.jpg,golf_course_209.jpg,left,golf,badlands_56.jpg,golf_course_309.jpg,mountain_251.jpg,bridge_189.jpg,highway_2.jpg,1,highway_2.jpg
bridge_91.jpg,bridge_82.jpg,1,bridge_91.jpg,bridge_82.jpg,left,bridge,playground_31.jpg,golf_course_73.jpg,mountain_197.jpg,bridge_91.jpg,badlands_81.jpg,3,badlands_81.jpg
playground_60.jpg,playground_244.jpg,1,playground_244.jpg,playground_60.jpg,right,playground,mountain_296.jpg,bridge_136.jpg,playground_60.jpg,badlands_36.jpg,highway_210.jpg,2,highway_210.jpg
bridge_202.jpg,bridge_38.jpg,1,bridge_38.jpg,bridge_202.jpg,right,bridge,playground_45.jpg,badlands_16.jpg,bridge_202.jpg,highway_58.jpg,golf_course_294.jpg,2,golf_course_294.jpg
highway_415.jpg,highway_60.jpg,0,highway_415.jpg,highway_60.jpg,left,highway,mountain_59.jpg,golf_course_187.jpg,highway_415.jpg,playground_181.jpg,bridge_119.jpg,2,bridge_119.jpg
mountain_57.jpg,mountain_138.jpg,1,mountain_138.jpg,mountain_57.jpg,right,mountain,highway_112.jpg,bridge_15.jpg,mountain_57.jpg,playground_78.jpg,golf_course_20.jpg,2,golf_course_20.jpg
mountain_156.jpg,mountain_128.jpg,0,mountain_156.jpg,mountain_128.jpg,left,mountain,bridge_12.jpg,mountain_156.jpg,highway_256.jpg,playground_169.jpg,badlands_142.jpg,1,badlands_142.jpg
highway_156.jpg,highway_160.jpg,0,highway_156.jpg,highway_160.jpg,left,highway,bridge_170.jpg,golf_course_333.jpg,highway_156.jpg,playground_0.jpg,mountain_135.jpg,2,mountain_135.jpg
highway_273.jpg,highway_171.jpg,1,highway_171.jpg,highway_273.jpg,right,highway,golf_course_92.jpg,playground_172.jpg,highway_273.jpg,mountain_257.jpg,badlands_50.jpg,2,badlands_50.jpg
highway_245.jpg,highway_134.jpg,0,highway_134.jpg,highway_245.jpg,right,highway,playground_157.jpg,golf_course_146.jpg,badlands_201.jpg,highway_245.jpg,mountain_304.jpg,3,mountain_304.jpg
mountain_110.jpg,mountain_223.jpg,1,mountain_110.jpg,mountain_223.jpg,left,mountain,playground_152.jpg,golf_course_274.jpg,bridge_165.jpg,mountain_110.jpg,highway_239.jpg,3,highway_239.jpg
highway_177.jpg,highway_278.jpg,1,highway_278.jpg,highway_177.jpg,right,highway,mountain_302.jpg,bridge_49.jpg,golf_course_279.jpg,highway_177.jpg,playground_54.jpg,3,playground_54.jpg
mountain_232.jpg,mountain_3.jpg,0,mountain_3.jpg,mountain_232.jpg,right,mountain,bridge_173.jpg,badlands_149.jpg,mountain_232.jpg,highway_71.jpg,golf_course_119.jpg,2,golf_course_119.jpg
mountain_230.jpg,mountain_97.jpg,1,mountain_230.jpg,mountain_97.jpg,left,mountain,bridge_183.jpg,highway_57.jpg,playground_11.jpg,mountain_230.jpg,golf_course_233.jpg,3,golf_course_233.jpg
highway_294.jpg,highway_203.jpg,0,highway_203.jpg,highway_294.jpg,right,highway,playground_153.jpg,mountain_298.jpg,highway_294.jpg,badlands_85.jpg,bridge_76.jpg,2,bridge_76.jpg
golf_course_214.jpg,golf_course_312.jpg,0,golf_course_312.jpg,golf_course_214.jpg,right,golf,mountain_65.jpg,golf_course_214.jpg,badlands_40.jpg,bridge_125.jpg,playground_18.jpg,1,playground_18.jpg
highway_93.jpg,highway_369.jpg,1,highway_93.jpg,highway_369.jpg,left,highway,golf_course_163.jpg,highway_93.jpg,mountain_84.jpg,playground_165.jpg,badlands_197.jpg,1,badlands_197.jpg
badlands_222.jpg,badlands_34.jpg,0,badlands_222.jpg,badlands_34.jpg,left,badlands,mountain_103.jpg,bridge_139.jpg,badlands_222.jpg,golf_course_170.jpg,highway_295.jpg,2,highway_295.jpg
badlands_70.jpg,badlands_102.jpg,0,badlands_70.jpg,badlands_102.jpg,left,badlands,badlands_70.jpg,playground_100.jpg,golf_course_336.jpg,highway_330.jpg,bridge_89.jpg,0,bridge_89.jpg
bridge_191.jpg,bridge_75.jpg,1,bridge_191.jpg,bridge_75.jpg,left,bridge,badlands_88.jpg,bridge_191.jpg,highway_388.jpg,playground_126.jpg,mountain_70.jpg,1,mountain_70.jpg
bridge_172.jpg,bridge_163.jpg,1,bridge_172.jpg,bridge_163.jpg,left,bridge,bridge_172.jpg,golf_course_226.jpg,highway_12.jpg,mountain_226.jpg,playground_96.jpg,0,playground_96.jpg
badlands_24.jpg,badlands_53.jpg,1,badlands_53.jpg,badlands_24.jpg,right,badlands,playground_121.jpg,badlands_24.jpg,mountain_38.jpg,bridge_161.jpg,golf_course_8.jpg,1,golf_course_8.jpg
bridge_146.jpg,bridge_27.jpg,0,bridge_27.jpg,bridge_146.jpg,right,bridge,bridge_146.jpg,golf_course_21.jpg,badlands_195.jpg,playground_218.jpg,highway_365.jpg,0,highway_365.jpg
badlands_23.jpg,badlands_101.jpg,1,badlands_101.jpg,badlands_23.jpg,right,badlands,golf_course_40.jpg,mountain_210.jpg,badlands_23.jpg,playground_113.jpg,bridge_43.jpg,2,bridge_43.jpg
golf_course_217.jpg,golf_course_262.jpg,1,golf_course_262.jpg,golf_course_217.jpg,right,golf,badlands_223.jpg,playground_41.jpg,golf_course_217.jpg,highway_22.jpg,bridge_87.jpg,2,bridge_87.jpg
highway_209.jpg,highway_314.jpg,0,highway_314.jpg,highway_209.jpg,right,highway,bridge_233.jpg,playground_198.jpg,highway_209.jpg,mountain_23.jpg,golf_course_88.jpg,2,golf_course_88.jpg
