target,selected_dist,distractor_level,image1,image2,correct,category,background_0,background_1,background_2,background_3,background_4,target_index,background_5
bridge_256.jpg,bridge_54.jpg,0,bridge_256.jpg,bridge_54.jpg,left,bridge,playground_88.jpg,mountain_103.jpg,bridge_256.jpg,golf_course_244.jpg,highway_99.jpg,2,highway_99.jpg
bridge_128.jpg,bridge_244.jpg,1,bridge_244.jpg,bridge_128.jpg,right,bridge,golf_course_210.jpg,playground_218.jpg,bridge_128.jpg,highway_229.jpg,badlands_109.jpg,2,badlands_109.jpg
highway_209.jpg,highway_314.jpg,0,highway_314.jpg,highway_209.jpg,right,highway,bridge_173.jpg,highway_209.jpg,playground_31.jpg,badlands_183.jpg,golf_course_98.jpg,1,golf_course_98.jpg
badlands_221.jpg,badlands_207.jpg,1,badlands_207.jpg,badlands_221.jpg,right,badlands,mountain_289.jpg,badlands_221.jpg,golf_course_37.jpg,playground_61.jpg,highway_243.jpg,1,highway_243.jpg
badlands_52.jpg,badlands_63.jpg,1,badlands_63.jpg,badlands_52.jpg,right,badlands,badlands_52.jpg,bridge_125.jpg,mountain_70.jpg,playground_198.jpg,golf_course_148.jpg,0,golf_course_148.jpg
mountain_293.jpg,mountain_72.jpg,0,mountain_293.jpg,mountain_72.jpg,left,mountain,bridge_178.jpg,mountain_293.jpg,badlands_81.jpg,playground_172.jpg,golf_course_226.jpg,1,golf_course_226.jpg
badlands_21.jpg,badlands_98.jpg,1,badlands_98.jpg,badlands_21.jpg,right,badlands,mountain_11.jpg,golf_course_125.jpg,bridge_87.jpg,badlands_21.jpg,highway_71.jpg,3,highway_71.jpg
highway_273.jpg,highway_171.jpg,1,highway_273.jpg,highway_171.jpg,left,highway,mountain_163.jpg,golf_course_54.jpg,highway_273.jpg,badlands_229.jpg,bridge_4.jpg,2,bridge_4.jpg
mountain_101.jpg,mountain_171.jpg,0,mountain_101.jpg,mountain_171.jpg,left,mountain,golf_course_170.jpg,highway_247.jpg,mountain_101.jpg,bridge_104.jpg,badlands_147.jpg,2,badlands_147.jpg
badlands_222.jpg,badlands_34.jpg,0,badlands_222.jpg,badlands_34.jpg,left,badlands,playground_116.jpg,mountain_181.jpg,golf_course_322.jpg,badlands_222.jpg,highway_58.jpg,3,highway_58.jpg
bridge_250.jpg,bridge_134.jpg,0,bridge_250.jpg,bridge_134.jpg,left,bridge,highway_57.jpg,badlands_32.jpg,golf_course_152.jpg,bridge_250.jpg,mountain_243.jpg,3,mountain_243.jpg
bridge_172.jpg,bridge_17.jpg,0,bridge_17.jpg,bridge_172.jpg,right,bridge,golf_course_336.jpg,bridge_172.jpg,mountain_301.jpg,highway_330.jpg,badlands_179.jpg,1,badlands_179.jpg
playground_117.jpg,playground_127.jpg,1,playground_127.jpg,playground_117.jpg,right,playground,badlands_185.jpg,bridge_43.jpg,mountain_204.jpg,playground_117.jpg,golf_course_292.jpg,3,golf_course_292.jpg
golf_course_15.jpg,golf_course_97.jpg,1,golf_course_15.jpg,golf_course_97.jpg,left,golf,mountain_233.jpg,bridge_175.jpg,golf_course_15.jpg,playground_126.jpg,badlands_86.jpg,2,badlands_86.jpg
highway_359.jpg,highway_379.jpg,1,highway_379.jpg,highway_359.jpg,right,highway,highway_359.jpg,badlands_226.jpg,playground_157.jpg,bridge_119.jpg,mountain_251.jpg,0,mountain_251.jpg
badlands_24.jpg,badlands_3.jpg,0,badlands_24.jpg,badlands_3.jpg,left,badlands,badlands_24.jpg,highway_158.jpg,playground_45.jpg,bridge_76.jpg,mountain_304.jpg,0,mountain_304.jpg
playground_60.jpg,playground_268.jpg,0,playground_60.jpg,playground_268.jpg,left,playground,playground_60.jpg,bridge_170.jpg,golf_course_297.jpg,highway_146.jpg,mountain_210.jpg,0,mountain_210.jpg
highway_415.jpg,highway_60.jpg,0,highway_60.jpg,highway_415.jpg,right,highway,playground_225.jpg,highway_415.jpg,badlands_77.jpg,golf_course_11.jpg,mountain_90.jpg,1,mountain_90.jpg
playground_145.jpg,playground_229.jpg,0,playground_145.jpg,playground_229.jpg,left,playground,playground_145.jpg,highway_241.jpg,golf_course_21.jpg,badlands_45.jpg,bridge_55.jpg,0,bridge_55.jpg
mountain_123.jpg,mountain_94.jpg,0,mountain_94.jpg,mountain_123.jpg,right,mountain,playground_89.jpg,highway_103.jpg,mountain_123.jpg,golf_course_73.jpg,bridge_138.jpg,2,bridge_138.jpg
badlands_137.jpg,badlands_139.jpg,1,badlands_139.jpg,badlands_137.jpg,right,badlands,golf_course_267.jpg,highway_382.jpg,bridge_120.jpg,badlands_137.jpg,playground_11.jpg,3,playground_11.jpg
highway_294.jpg,highway_368.jpg,1,highway_294.jpg,highway_368.jpg,left,highway,playground_134.jpg,highway_294.jpg,golf_course_92.jpg,bridge_165.jpg,badlands_71.jpg,1,badlands_71.jpg
bridge_91.jpg,bridge_253.jpg,0,bridge_253.jpg,bridge_91.jpg,right,bridge,golf_course_126.jpg,bridge_91.jpg,playground_13.jpg,highway_114.jpg,mountain_190.jpg,1,mountain_190.jpg
badlands_113.jpg,badlands_225.jpg,0,badlands_225.jpg,badlands_113.jpg,right,badlands,mountain_196.jpg,bridge_166.jpg,badlands_113.jpg,golf_course_1.jpg,playground_243.jpg,2,playground_243.jpg
highway_93.jpg,highway_85.jpg,0,highway_85.jpg,highway_93.jpg,right,highway,playground_121.jpg,mountain_112.jpg,highway_93.jpg,golf_course_127.jpg,bridge_78.jpg,2,bridge_78.jpg
mountain_156.jpg,mountain_295.jpg,1,mountain_295.jpg,mountain_156.jpg,right,mountain,mountain_156.jpg,playground_78.jpg,highway_112.jpg,golf_course_165.jpg,badlands_4.jpg,0,badlands_4.jpg
bridge_191.jpg,bridge_75.jpg,1,bridge_191.jpg,bridge_75.jpg,left,bridge,golf_course_205.jpg,playground_190.jpg,badlands_50.jpg,bridge_191.jpg,highway_38.jpg,3,highway_38.jpg
golf_course_78.jpg,golf_course_134.jpg,0,golf_course_78.jpg,golf_course_134.jpg,left,golf,bridge_239.jpg,playground_152.jpg,golf_course_78.jpg,badlands_133.jpg,mountain_275.jpg,2,mountain_275.jpg
mountain_110.jpg,mountain_157.jpg,0,mountain_157.jpg,mountain_110.jpg,right,mountain,golf_course_40.jpg,highway_323.jpg,playground_168.jpg,mountain_110.jpg,bridge_139.jpg,3,bridge_139.jpg
badlands_23.jpg,badlands_101.jpg,1,badlands_23.jpg,badlands_101.jpg,left,badlands,badlands_23.jpg,playground_18.jpg,golf_course_163.jpg,mountain_255.jpg,bridge_49.jpg,0,bridge_49.jpg
playground_144.jpg,playground_65.jpg,1,playground_65.jpg,playground_144.jpg,right,playground,badlands_165.jpg,bridge_90.jpg,mountain_59.jpg,playground_144.jpg,highway_12.jpg,3,highway_12.jpg
badlands_184.jpg,badlands_103.jpg,1,badlands_184.jpg,badlands_103.jpg,left,badlands,badlands_184.jpg,golf_course_337.jpg,highway_388.jpg,bridge_161.jpg,mountain_23.jpg,0,mountain_23.jpg
playground_219.jpg,playground_21.jpg,0,playground_219.jpg,playground_21.jpg,left,playground,bridge_183.jpg,golf_course_93.jpg,badlands_227.jpg,playground_219.jpg,mountain_245.jpg,3,mountain_245.jpg
playground_240.jpg,playground_40.jpg,1,playground_40.jpg,playground_240.jpg,right,playground,bridge_249.jpg,playground_240.jpg,golf_course_333.jpg,highway_348.jpg,mountain_302.jpg,1,mountain_302.jpg
playground_76.jpg,playground_22.jpg,0,playground_22.jpg,playground_76.jpg,right,playground,playground_76.jpg,bridge_89.jpg,mountain_280.jpg,golf_course_207.jpg,badlands_40.jpg,0,badlands_40.jpg
mountain_222.jpg,mountain_244.jpg,0,mountain_244.jpg,mountain_222.jpg,right,mountain,highway_2.jpg,mountain_222.jpg,bridge_21.jpg,badlands_84.jpg,golf_course_8.jpg,1,golf_course_8.jpg
