,demo_loops.thisTrialN,target,image1,image2,correct,demo_test_key_resp.rt,demo_test_key_resp.keys,subject
18,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.9306,left,AUZP4FPD6UTNU
19,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.9336,left,AUZP4FPD6UTNU
20,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.2187,left,AUZP4FPD6UTNU
21,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,0.8973,right,A20BNAQO1XQDRG
22,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.5404,right,A20BNAQO1XQDRG
23,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.4449,left,A20BNAQO1XQDRG
24,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,8.833,right,A5TE425T8LS4V
25,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.9628,left,A5TE425T8LS4V
26,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.806599999,right,A5TE425T8LS4V
27,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,5.451,right,A29SRBVRTDEHJ9
28,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.913,left,A29SRBVRTDEHJ9
29,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.614,left,A29SRBVRTDEHJ9
30,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,12.736,left,A1AD2BDQYTTJIL
31,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.114,left,A1AD2BDQYTTJIL
32,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.827,left,A1AD2BDQYTTJIL
33,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,6.4427,left,A1SVHLD3PUUNN1
34,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.5201,left,A1SVHLD3PUUNN1
35,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.4824,right,A1SVHLD3PUUNN1
36,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,3.1889,left,A1QUBLZCONL4QD
37,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.3525,right,A1QUBLZCONL4QD
38,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.5864,left,A1QUBLZCONL4QD
39,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.4788,left,A3A31C77CXQ7U9
40,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.123,left,A3A31C77CXQ7U9
41,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,6.9371,right,A3A31C77CXQ7U9
42,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,7.8595,left,ANDJL5986AUAF
43,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.5204,right,ANDJL5986AUAF
44,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.0081,left,ANDJL5986AUAF
45,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,10.37,right,A3VVCPYZROGGJZ
46,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.716,right,A3VVCPYZROGGJZ
47,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.665,left,A3VVCPYZROGGJZ
48,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,7.1733,left,A15KWGP3OQ1U5T
49,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,7.1614,left,A15KWGP3OQ1U5T
50,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,22.4722,right,A15KWGP3OQ1U5T
51,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,8.6685,right,A3Q4PHN6ZZLMI8
52,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.0952,left,A3Q4PHN6ZZLMI8
53,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.2068,left,A3Q4PHN6ZZLMI8
