,demo_loops.thisTrialN,target,image1,image2,correct,demo_test_key_resp.rt,demo_test_key_resp.keys,subject
35,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.4017,left,A1JSTMN1SO5C5U
36,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,5.592,right,AUQ3XC7O2CU5U
37,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.6787,left,AUQ3XC7O2CU5U
38,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.5847,left,AUQ3XC7O2CU5U
39,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,0.0193,left,A1ZJSPZ816942Q
40,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.0157,right,A1ZJSPZ816942Q
41,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,0.2978,right,A1ZJSPZ816942Q
42,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.6244,right,AWGNBPBMKCGAP
43,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,0.5569,left,AWGNBPBMKCGAP
44,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.0467,right,AWGNBPBMKCGAP
45,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,93.7007,right,A1JQV2V5NSONX6
46,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,4.6869,right,A1JQV2V5NSONX6
47,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,4.5764,right,A1JQV2V5NSONX6
48,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,10.0937,left,AK84D0JFR31KS
49,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.827,left,AK84D0JFR31KS
50,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,6.1401,right,AK84D0JFR31KS
51,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,0.6894,left,AX74C4S7OTGGI
52,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.9655,left,AX74C4S7OTGGI
53,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,4.3376,right,AX74C4S7OTGGI
