,demo_loops.thisTrialN,target,image1,image2,correct,demo_test_key_resp.rt,demo_test_key_resp.keys,subject
0,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,5.2523,left,A2CB9D65R9CY9A
1,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.548,right,A2CB9D65R9CY9A
2,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.7838,left,A2CB9D65R9CY9A
3,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,10.28,right,A3CLHW8U4DXVI3
4,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.357,right,A3CLHW8U4DXVI3
5,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.6809,right,A3CLHW8U4DXVI3
6,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,15.2417,right,A1ODU7S7ENNY66
7,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.5673,left,A1ODU7S7ENNY66
8,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,4.8643,left,A1ODU7S7ENNY66
9,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,7.5598,right,A24MNMHSFYW6B
10,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,21.6289,left,A24MNMHSFYW6B
11,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.6731,right,A24MNMHSFYW6B
12,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,4.300200001,right,A2HBCXAK9A7A8D
13,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.5086,right,A2HBCXAK9A7A8D
14,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.168900001,left,A2HBCXAK9A7A8D
15,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,7.535,right,A256QIR5XUIP8K
16,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.053,right,A256QIR5XUIP8K
17,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.628,left,A256QIR5XUIP8K
18,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,3.321,right,A1SN7EOZUW5VP3
19,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.91,right,A1SN7EOZUW5VP3
20,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.097,left,A1SN7EOZUW5VP3
21,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,15.0238,left,A3H2R42UQR0EPQ
22,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.0947,left,A3H2R42UQR0EPQ
23,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.2383,left,A3H2R42UQR0EPQ
24,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,48.6777,right,A2HAEJBQ5Z0QG1
25,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.4124,left,A2HAEJBQ5Z0QG1
26,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.884,left,A2HAEJBQ5Z0QG1
27,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,5.3695,left,A3DLP5ADP74EI0
28,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.7222,left,A3DLP5ADP74EI0
29,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.2778,left,A3DLP5ADP74EI0
30,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.182,left,AJQ71YIGY01HZ
31,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.214,left,AJQ71YIGY01HZ
32,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.3752,left,AJQ71YIGY01HZ
33,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,4.7387,right,A1JSTMN1SO5C5U
34,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.3578,right,A1JSTMN1SO5C5U
