,index,test_encoding_response.keys,test_encoding_response.corr,trials.thisTrialN,target_image,pair,layer,correct,test_encoding_response.rt,key_resp_end.keys,subject
0,20,,1.0,0.0,BREWERS_BLACKBIRD_3.jpg,CAPE_LONGCLAW_2.jpg,3.0,,,,A1122EUMFXHF38
1,21,,1.0,1.0,PYGMY_KINGFISHER_5.jpg,MASKED_BOOBY_5.jpg,2.0,,,,A1122EUMFXHF38
2,22,,1.0,2.0,OCELLATED_TURKEY_1.jpg,AMERICAN_PIPIT_1.jpg,2.0,,,,A1122EUMFXHF38
3,23,,1.0,3.0,WHITE_CHEEKED_TURACO_5.jpg,NORTHERN_MOCKINGBIRD_4.jpg,1.0,,,,A1122EUMFXHF38
4,24,,1.0,4.0,FLAME_BOWERBIRD_3.jpg,BROWN_THRASHER_4.jpg,2.0,,,,A1122EUMFXHF38
5,25,,1.0,5.0,CRESTED_NUTHATCH_2.jpg,CANARY_1.jpg,3.0,,,,A1122EUMFXHF38
6,26,,1.0,6.0,SHOEBILL_3.jpg,EASTERN_MEADOWLARK_1.jpg,1.0,,,,A1122EUMFXHF38
7,27,left,1.0,7.0,left.jpg,,,left,0.978,,A1122EUMFXHF38
8,28,,1.0,8.0,VERMILION_FLYCATHER_3.jpg,CALIFORNIA_GULL_1.jpg,2.0,,,,A1122EUMFXHF38
9,29,,1.0,9.0,CHUKAR_PARTRIDGE_5.jpg,BLACK_THROATED_BUSHTIT_1.jpg,3.0,,,,A1122EUMFXHF38
10,30,,1.0,10.0,ALPINE_CHOUGH_4.jpg,SNOWY_EGRET_2.jpg,1.0,,,,A1122EUMFXHF38
11,31,,1.0,11.0,ASIAN_DOLLARD_BIRD_2.jpg,VIOLET_GREEN_SWALLOW_4.jpg,3.0,,,,A1122EUMFXHF38
12,32,,1.0,12.0,CRESTED_CARACARA_4.jpg,INDIAN_PITTA_2.jpg,2.0,,,,A1122EUMFXHF38
13,33,,1.0,13.0,SPLENDID_WREN_1.jpg,POMARINE_JAEGER_5.jpg,1.0,,,,A1122EUMFXHF38
14,34,,1.0,14.0,ASIAN_CRESTED_IBIS_4.jpg,CANARY_2.jpg,1.0,,,,A1122EUMFXHF38
15,35,,1.0,15.0,RUBY_THROATED_HUMMINGBIRD_2.jpg,DUSKY_ROBIN_5.jpg,3.0,,,,A1122EUMFXHF38
16,36,,1.0,16.0,GOLDEN_CHLOROPHONIA_5.jpg,ROADRUNNER_2.jpg,1.0,,,,A1122EUMFXHF38
17,37,,1.0,17.0,MAGPIE_GOOSE_5.jpg,HAMERKOP_1.jpg,2.0,,,,A1122EUMFXHF38
18,38,left,1.0,18.0,left.jpg,,,left,0.966,,A1122EUMFXHF38
19,39,,1.0,19.0,KILLDEAR_2.jpg,CAATINGA_CACHOLOTE_4.jpg,2.0,,,,A1122EUMFXHF38
20,40,,1.0,20.0,SCARLET_TANAGER_2.jpg,NORTHERN_GANNET_2.jpg,2.0,,,,A1122EUMFXHF38
21,41,,1.0,21.0,RUBY_THROATED_HUMMINGBIRD_3.jpg,NORTHERN_SHOVELER_1.jpg,3.0,,,,A1122EUMFXHF38
22,42,,1.0,22.0,PINK_ROBIN_4.jpg,ALBATROSS_4.jpg,2.0,,,,A1122EUMFXHF38
23,43,,1.0,23.0,MALACHITE_KINGFISHER_2.jpg,INCA_TERN_2.jpg,2.0,,,,A1122EUMFXHF38
24,44,,1.0,24.0,ARARIPE_MANAKIN_4.jpg,KIWI_3.jpg,1.0,,,,A1122EUMFXHF38
25,45,,1.0,25.0,BALI_STARLING_1.jpg,PURPLE_FINCH_2.jpg,2.0,,,,A1122EUMFXHF38
26,46,,1.0,26.0,EUROPEAN_TURTLE_DOVE_3.jpg,PAINTED_BUNTING_3.jpg,2.0,,,,A1122EUMFXHF38
27,47,,1.0,27.0,NORTHERN_JACANA_3.jpg,AMERICAN_GOLDFINCH_4.jpg,1.0,,,,A1122EUMFXHF38
28,48,,1.0,28.0,BROWN_THRASHER_3.jpg,DOUBLE_EYED_FIG_PARROT_3.jpg,1.0,,,,A1122EUMFXHF38
29,49,,1.0,29.0,KAGU_5.jpg,DEMOISELLE_CRANE_1.jpg,3.0,,,,A1122EUMFXHF38
30,50,,1.0,30.0,TASMANIAN_HEN_5.jpg,GREEN_BROADBILL_1.jpg,1.0,,,,A1122EUMFXHF38
31,51,,1.0,31.0,EASTERN_TOWEE_2.jpg,NORTHERN_BEARDLESS_TYRANNULET_5.jpg,3.0,,,,A1122EUMFXHF38
32,52,,1.0,32.0,AFRICAN_PIED_HORNBILL_5.jpg,CAPUCHINBIRD_2.jpg,3.0,,,,A1122EUMFXHF38
33,53,,1.0,33.0,LARK_BUNTING_2.jpg,CACTUS_WREN_3.jpg,3.0,,,,A1122EUMFXHF38
34,54,right,1.0,34.0,right.jpg,,,right,1.254,,A1122EUMFXHF38
35,55,,1.0,35.0,ECUADORIAN_HILLSTAR_5.jpg,CRIMSON_SUNBIRD_5.jpg,3.0,,,,A1122EUMFXHF38
36,56,,1.0,36.0,RED_HEADED_WOODPECKER_5.jpg,COLLARED_ARACARI_1.jpg,3.0,,,,A1122EUMFXHF38
37,57,,1.0,37.0,GRAY_KINGBIRD_5.jpg,BALD_EAGLE_2.jpg,1.0,,,,A1122EUMFXHF38
38,58,right,1.0,38.0,right.jpg,,,right,1.001,,A1122EUMFXHF38
39,59,,1.0,39.0,MYNA_1.jpg,OSTRICH_3.jpg,1.0,,,,A1122EUMFXHF38
40,60,,1.0,40.0,LESSER_ADJUTANT_4.jpg,FAIRY_TERN_3.jpg,3.0,,,,A1122EUMFXHF38
41,61,,1.0,41.0,GYRFALCON_1.jpg,OSTRICH_1.jpg,1.0,,,,A1122EUMFXHF38
