,index,demo_encoding_loop.thisTrialN,DemoImage,DemoCorrect,demo_encoding_response.rt,demo_encoding_response.keys,index,demo_test_response.keys,demo_test_response.corr,demo_test_response.rt,demo_test_loop.thisTrialN,DemoImage1,DemoImage2,DemoCorrectTest,subject
0,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.878,0.0,flower1.jpg,flower1_pair.jpg,left,A1122EUMFXHF38
1,5,1.0,flower2.jpg,,,,13.0,right,1.0,2.233,1.0,flower2_pair.jpg,flower2.jpg,right,A1122EUMFXHF38
2,6,2.0,left.jpg,left,1.108,left,14.0,left,1.0,2.505,2.0,flower3.jpg,flower3_pair.jpg,left,A1122EUMFXHF38
3,7,3.0,flower3.jpg,,,,15.0,right,0.0,2.031,3.0,flower4.jpg,flower4_pair.jpg,left,A1122EUMFXHF38
4,8,4.0,flower4.jpg,,,,16.0,right,1.0,2.132,4.0,flower5_pair.jpg,flower5.jpg,right,A1122EUMFXHF38
5,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.832,5.0,flower6.jpg,flower6_pair.jpg,left,A1122EUMFXHF38
6,10,6.0,flower6.jpg,,,,,,,,,,,,A1122EUMFXHF38
7,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.9267,0.0,flower1.jpg,flower1_pair.jpg,left,A1I5KX8TP3K5L2
8,5,1.0,flower2.jpg,,,,13.0,left,0.0,2.3494,1.0,flower2_pair.jpg,flower2.jpg,right,A1I5KX8TP3K5L2
9,6,2.0,left.jpg,left,1.1943,left,14.0,left,1.0,1.6181,2.0,flower3.jpg,flower3_pair.jpg,left,A1I5KX8TP3K5L2
10,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.5932,3.0,flower4.jpg,flower4_pair.jpg,left,A1I5KX8TP3K5L2
11,8,4.0,flower4.jpg,,,,16.0,left,0.0,1.893,4.0,flower5_pair.jpg,flower5.jpg,right,A1I5KX8TP3K5L2
12,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.9792,5.0,flower6.jpg,flower6_pair.jpg,left,A1I5KX8TP3K5L2
13,10,6.0,flower6.jpg,,,,,,,,,,,,A1I5KX8TP3K5L2
14,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.7206,0.0,flower1.jpg,flower1_pair.jpg,left,A1P2XKONWAOXHP
15,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.803299999,1.0,flower2_pair.jpg,flower2.jpg,right,A1P2XKONWAOXHP
16,6,2.0,left.jpg,left,2.212099998,left,14.0,left,1.0,1.217200001,2.0,flower3.jpg,flower3_pair.jpg,left,A1P2XKONWAOXHP
17,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.39,3.0,flower4.jpg,flower4_pair.jpg,left,A1P2XKONWAOXHP
18,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.566799999,4.0,flower5_pair.jpg,flower5.jpg,right,A1P2XKONWAOXHP
19,9,5.0,flower5.jpg,,,,17.0,right,0.0,1.883,5.0,flower6.jpg,flower6_pair.jpg,left,A1P2XKONWAOXHP
20,10,6.0,flower6.jpg,,,,,,,,,,,,A1P2XKONWAOXHP
21,4,0.0,flower1.jpg,,,,12.0,left,1.0,3.335,0.0,flower1.jpg,flower1_pair.jpg,left,A1T6TTD7XCUHOU
22,5,1.0,flower2.jpg,,,,13.0,right,1.0,3.115,1.0,flower2_pair.jpg,flower2.jpg,right,A1T6TTD7XCUHOU
23,6,2.0,left.jpg,left,1.677,left,14.0,left,1.0,2.234,2.0,flower3.jpg,flower3_pair.jpg,left,A1T6TTD7XCUHOU
24,7,3.0,flower3.jpg,,,,15.0,right,0.0,1.645,3.0,flower4.jpg,flower4_pair.jpg,left,A1T6TTD7XCUHOU
25,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.831,4.0,flower5_pair.jpg,flower5.jpg,right,A1T6TTD7XCUHOU
26,9,5.0,flower5.jpg,,,,17.0,left,1.0,1.731,5.0,flower6.jpg,flower6_pair.jpg,left,A1T6TTD7XCUHOU
27,10,6.0,flower6.jpg,,,,,,,,,,,,A1T6TTD7XCUHOU
28,4,0.0,flower1.jpg,,,,12.0,right,0.0,2.3528,0.0,flower1.jpg,flower1_pair.jpg,left,A1TPGXT718D68E
29,5,1.0,flower2.jpg,,,,13.0,right,1.0,1.6286,1.0,flower2_pair.jpg,flower2.jpg,right,A1TPGXT718D68E
30,6,2.0,left.jpg,left,0.6776,left,14.0,left,1.0,1.2677,2.0,flower3.jpg,flower3_pair.jpg,left,A1TPGXT718D68E
31,7,3.0,flower3.jpg,,,,15.0,left,1.0,1.3393,3.0,flower4.jpg,flower4_pair.jpg,left,A1TPGXT718D68E
32,8,4.0,flower4.jpg,,,,16.0,right,1.0,1.5303,4.0,flower5_pair.jpg,flower5.jpg,right,A1TPGXT718D68E
33,9,5.0,flower5.jpg,,,,17.0,left,1.0,2.7192,5.0,flower6.jpg,flower6_pair.jpg,left,A1TPGXT718D68E
34,10,6.0,flower6.jpg,,,,,,,,,,,,A1TPGXT718D68E
35,4,0.0,flower1.jpg,,,,12.0,left,1.0,1.679,0.0,flower1.jpg,flower1_pair.jpg,left,A1Y07DW8W2UXSD
36,5,1.0,flower2.jpg,,,,13.0,left,0.0,1.369,1.0,flower2_pair.jpg,flower2.jpg,right,A1Y07DW8W2UXSD
37,6,2.0,left.jpg,left,1.139,left,14.0,left,1.0,1.259,2.0,flower3.jpg,flower3_pair.jpg,left,A1Y07DW8W2UXSD
38,7,3.0,flower3.jpg,,,,15.0,left,1.0,2.08,3.0,flower4.jpg,flower4_pair.jpg,left,A1Y07DW8W2UXSD
39,8,4.0,flower4.jpg,,,,16.0,left,0.0,1.385,4.0,flower5_pair.jpg,flower5.jpg,right,A1Y07DW8W2UXSD
