,workID,Age,Gender,target,image1,image2,correct,background_0,background_1,background_2,background_3,background_4,background_5,target_index,test_key_resp.keys,test_key_resp.rt,distractor_level,category,selected_dist,slider_part2.response,slider_part2.rt,subject
0,A2O5WL7H36CRIL,25,Female,highway_294.jpg,highway_203.jpg,highway_294.jpg,right,highway_294.jpg,playground_198.jpg,mountain_38.jpg,golf_course_37.jpg,badlands_104.jpg,badlands_104.jpg,0.0,left,3.214,0.0,highway,highway_203.jpg,7.9765625,4.1136,A2O5WL7H36CRIL
1,A2O5WL7H36CRIL,25,Female,bridge_256.jpg,bridge_256.jpg,bridge_54.jpg,left,golf_course_244.jpg,bridge_256.jpg,highway_141.jpg,mountain_103.jpg,playground_172.jpg,playground_172.jpg,1.0,right,2.1774,0.0,bridge,bridge_54.jpg,8.0078125,2.4268,A2O5WL7H36CRIL
2,A2O5WL7H36CRIL,25,Female,badlands_24.jpg,badlands_24.jpg,badlands_3.jpg,left,golf_course_336.jpg,highway_99.jpg,bridge_198.jpg,badlands_24.jpg,mountain_163.jpg,mountain_163.jpg,3.0,left,1.6888,0.0,badlands,badlands_3.jpg,6.9296875,0.7236,A2O5WL7H36CRIL
3,A2O5WL7H36CRIL,25,Female,golf_course_87.jpg,golf_course_161.jpg,golf_course_87.jpg,right,badlands_147.jpg,bridge_175.jpg,highway_69.jpg,golf_course_87.jpg,mountain_126.jpg,mountain_126.jpg,3.0,right,4.3098,1.0,golf,golf_course_161.jpg,7.0390625,0.911,A2O5WL7H36CRIL
4,A2O5WL7H36CRIL,25,Female,highway_394.jpg,highway_394.jpg,highway_204.jpg,left,highway_394.jpg,bridge_161.jpg,mountain_294.jpg,badlands_211.jpg,playground_165.jpg,playground_165.jpg,0.0,right,3.179,0.0,highway,highway_204.jpg,7.9296875,1.1542,A2O5WL7H36CRIL
5,A2O5WL7H36CRIL,25,Female,golf_course_309.jpg,golf_course_209.jpg,golf_course_309.jpg,right,playground_13.jpg,golf_course_309.jpg,mountain_210.jpg,highway_365.jpg,badlands_155.jpg,badlands_155.jpg,1.0,right,1.6094,1.0,golf,golf_course_209.jpg,6.9765625,1.4131,A2O5WL7H36CRIL
6,A2O5WL7H36CRIL,25,Female,bridge_65.jpg,bridge_60.jpg,bridge_65.jpg,right,mountain_11.jpg,bridge_65.jpg,playground_105.jpg,badlands_223.jpg,golf_course_279.jpg,golf_course_279.jpg,1.0,right,1.8136,1.0,bridge,bridge_60.jpg,8.0,1.6954,A2O5WL7H36CRIL
7,A2O5WL7H36CRIL,25,Female,mountain_230.jpg,mountain_97.jpg,mountain_230.jpg,right,highway_200.jpg,bridge_15.jpg,mountain_230.jpg,playground_155.jpg,golf_course_207.jpg,golf_course_207.jpg,2.0,left,1.7374,1.0,mountain,mountain_97.jpg,6.9609375,1.0366,A2O5WL7H36CRIL
8,A2O5WL7H36CRIL,25,Female,mountain_232.jpg,mountain_232.jpg,mountain_3.jpg,left,playground_160.jpg,mountain_232.jpg,highway_388.jpg,bridge_90.jpg,golf_course_93.jpg,golf_course_93.jpg,1.0,left,1.318,0.0,mountain,mountain_3.jpg,6.9609375,0.3818,A2O5WL7H36CRIL
9,A2O5WL7H36CRIL,25,Female,highway_177.jpg,highway_177.jpg,highway_278.jpg,left,mountain_139.jpg,golf_course_333.jpg,highway_177.jpg,playground_8.jpg,badlands_109.jpg,badlands_109.jpg,2.0,left,2.392,1.0,highway,highway_278.jpg,6.8828125,0.3916,A2O5WL7H36CRIL
