,demo_loops.thisTrialN,target,image1,image2,correct,demo_test_key_resp.rt,demo_test_key_resp.keys,subject
0,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,0.0256,right,A2O5WL7H36CRIL
1,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.5666,left,A2O5WL7H36CRIL
2,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.3073,right,A2O5WL7H36CRIL
3,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.3905,left,A3CGQOJC28OVGN
4,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.055,right,A3CGQOJC28OVGN
5,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.2289,right,A3CGQOJC28OVGN
6,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,6.1049,left,A141JL6MLG3O45
7,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,20.4482,left,A141JL6MLG3O45
8,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.6464,right,A141JL6MLG3O45
9,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.659,left,A1AYQ8E01NSY5Z
10,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.311,right,A1AYQ8E01NSY5Z
11,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.473,left,A1AYQ8E01NSY5Z
12,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,1.1981,left,A1HUQ7QA5QWM5Q
13,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.6262,left,A1HUQ7QA5QWM5Q
14,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.2446,left,A1HUQ7QA5QWM5Q
15,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.9973,left,A2TB72JCF109WF
16,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.8719,right,A2TB72JCF109WF
17,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.5215,left,A2TB72JCF109WF
18,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,4.6256,left,A35D1C63QSSJU4
19,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.1377,right,A35D1C63QSSJU4
20,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.7806,right,A35D1C63QSSJU4
21,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,14.552,left,A1W7T8V97ZPUH0
22,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,6.135,left,A1W7T8V97ZPUH0
23,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,11.956,left,A1W7T8V97ZPUH0
24,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,120.1686,left,A24T86THKKGAMM
25,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,19.1494,right,A24T86THKKGAMM
26,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.2132,left,A24T86THKKGAMM
27,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,8.5495,left,A3NXUVWHYHDHHZ
28,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.6722,right,A3NXUVWHYHDHHZ
29,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.5726,right,A3NXUVWHYHDHHZ
30,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,7.1218,right,ATHW6ABAU5RW1
31,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.2949,right,ATHW6ABAU5RW1
32,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.7504,right,ATHW6ABAU5RW1
33,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,3.7446,right,A3MTHVR1EJ8LMM
