,demo_loops.thisTrialN,target,image1,image2,correct,demo_test_key_resp.rt,demo_test_key_resp.keys,subject
34,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.424,left,A3MTHVR1EJ8LMM
35,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.7849,right,A3MTHVR1EJ8LMM
36,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,4.229,right,A12ABIEIB85R9U
37,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.283,right,A12ABIEIB85R9U
38,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,1.956,left,A12ABIEIB85R9U
39,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,5.3185,left,A3J5BB16UX87RR
40,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.5521,right,A3J5BB16UX87RR
41,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,3.0638,left,A3J5BB16UX87RR
42,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,8.655,left,A3OLY20VMA8SPJ
43,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.072,right,A3OLY20VMA8SPJ
44,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,4.347,left,A3OLY20VMA8SPJ
45,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,94.7753,left,A3DBJE021XUXLU
46,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3580.4367,right,A3DBJE021XUXLU
47,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.8959,left,A3DBJE021XUXLU
48,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,4.021,right,A3VRBI3TK5IE8T
49,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,2.172,left,A3VRBI3TK5IE8T
50,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.315,right,A3VRBI3TK5IE8T
51,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,4.3527,right,A1ZD542OANYKDY
52,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,1.4313,right,A1ZD542OANYKDY
53,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,2.0338,left,A1ZD542OANYKDY
54,0.0,flower1.jpg,flower1.jpg,flower1_pair.jpg,left,2.7574,left,A34YDGVZKRJ0LZ
55,1.0,leaf2.jpg,leaf1.jpg,leaf2.jpg,right,3.7774,right,A34YDGVZKRJ0LZ
56,2.0,fence1.jpg,fence1.jpg,fence2.jpg,left,5.2001,left,A34YDGVZKRJ0LZ
